,Synonyms
0,"['Idiopathic trigeminal neuralgia', 'Idiopathic trigeminal neuropathy', 'Left trigeminal neuralgia', 'Nasociliary neuralgia', 'Right trigeminal neuralgia', 'Secondary trigeminal neuralgia', 'Trigeminal neuralgia']"
1,['Atypical facial pain']
2,"['Auriculotemporal syndrome', 'Congenital trigeminal anesthesia', 'Disorder of left trigeminal nerve', 'Disorder of right trigeminal nerve', 'Gustatory hyperhidrosis', 'Gustatory sweating', 'Left Freys trigeminal nerve syndrome', 'Mandibular nerve disorder', 'Mandibular neuropraxia', 'Numb chin syndrome', 'O/E -cranial nerve 5-paralysis', 'Paratrigeminal syndrome', 'Paratrigeminal syndrome', 'Right Freys trigeminal nerve syndrome', 'Trigeminal nerve compression', 'Trigeminal nerve inflammation', 'Trigeminal nerve motor disorder', 'Trigeminal nerve palsy', 'Trigeminal nerve sensory disorder', 'Trigemino-sympathetic syndrome', 'Type I paratrigeminal syndrome', 'Type II paratrigeminal syndrome']"
3,"['Dermatosis secondary to peripheral nerve disorder', 'Disorder of left trigeminal nerve', 'Disorder of right trigeminal nerve', 'Fifth cranial nerve abnormal', 'Idiopathic trigeminal neuropathy', 'O/E - cranial nerve 5 - palsy', 'Ophthalmic nerve disorder', 'Paratrigeminal syndrome', 'Second division of fifth cranial nerve disorder', 'Skin damage resulting from acquired nerve disorder', 'Trigeminal nerve disorder', 'Trigeminal nerve sensory disorder', 'Trigeminal trophic syndrome']"
4,"['Acute mastoiditis with complication', 'Acute mastoiditis with facial paralysis', ""Bell's palsy"", 'Bells palsy of left side of face', 'Bells palsy of right side of face', 'Congenital disorder of facial nerve', 'Congenital facial nerve palsy', 'Congenital hereditary facial paralysis with variable hearing loss syndrome', 'Facial nerve motor disorder', 'Facial palsy', 'Facial palsy House-Brackmann grade I', 'Facial palsy House-Brackmann grade II', 'Facial palsy House-Brackmann grade III', 'Facial palsy House-Brackmann grade IV', 'Facial palsy House-Brackmann grade V', 'Facial palsy House-Brackmann grade VI', 'Familial facial nerve palsy', 'House-Brackmann facial nerve grade finding', 'House-Brackmann facial nerve grade finding', 'House-Brackmann facial nerve grade finding', 'House-Brackmann facial nerve grade finding', 'House-Brackmann facial nerve grade finding', 'House-Brackmann facial nerve grade finding', 'Nuclear facial nerve paralysis', 'O/E - cranial 7 -paralysis-UMN', 'O/E - cranial nerves 5 + 7', 'O/E - paralysis', 'O/E -cranial 7 -paralysis -LMN', 'O/E -cranial nerve 7-palsy-LMN', 'Peripheral facial palsy', 'Sellars Beighton syndrome', 'Supranuclear facial nerve paralysis', 'Supranuclear paralysis', 'Unilateral facial paresis']"
5,['Geniculate ganglionitis']
6,"['Cheilitis granulomatosa of Miescher-Melkersson-Rosenthal', ""Melkersson's syndrome""]"
7,"['Clonic facial spasm', 'Clonic hemifacial spasm', 'Clonic hemifacial spasm of right facial muscle', 'Facial spasm', 'Facial spasm', 'Hemifacial spasm', 'Hemifacial spasm', 'Hemifacial spasm of right facial nerve']"
8,"['Clonic facial spasm', 'Clonic hemifacial spasm', 'Clonic hemifacial spasm of left facial muscle', 'Facial spasm', 'Facial spasm', 'Hemifacial spasm', 'Hemifacial spasm', 'Hemifacial spasm of left facial nerve']"
9,[]
10,"['Clonic facial spasm', 'Clonic hemifacial spasm', 'Facial spasm', 'Hemifacial spasm']"
11,"['Benign facial fasciculation', 'Facial myokymia', 'Facial myokymia', 'Familial dyskinesia and facial myokymia', 'Myokymia', 'Myokymia of eyelid', 'Myokymia of left facial muscle', 'Myokymia of left superior oblique muscle', 'Myokymia of right facial muscle', 'Myokymia of right superior oblique muscle', 'Myopathy of extraocular muscles', 'Superior oblique myokymia']"
12,"[""Alajouanine's syndrome"", 'Chorda tympani disorder', 'Compression facial neuropathy', 'Facial hemiatrophy', 'Facial neuralgia', 'Hereditary geniospasm', 'Inflammatory facial neuropathy', 'Nervus intermedius disorder', 'Risus sardonicus', 'Seventh cranial nerve abnormal', 'Vidian neuralgia']"
13,"['Disorder of left facial nerve', 'Disorder of right facial nerve', 'Facial nerve disorder', 'Facial nerve motor disorder', 'Facial nerve sensory disorder', 'Seventh cranial nerve autonomic disorder']"
14,"['Compression of olfactory nerve', 'Disorder of olfactory nerve']"
15,"['Autonomic disorder of glossopharyngeal nerve', 'Disorder of glossopharyngeal nerve', 'Disorder of right glossopharyngeal nerve', 'Glossopharyngeal nerve motor disorder', 'Glossopharyngeal nerve sensory disorder', 'Glossopharyngeal neuralgia', 'Glossopharyngeal taste disorder', 'Left glossopharyngeal neuropathy', 'Neuralgia of left glossopharyngeal nerve', 'Neuralgia of right glossopharyngeal nerve', 'Ninth cranial nerve finding', 'Ninth cranial nerve finding', 'Ninth cranial nerve finding', 'Ninth cranial nerve finding', 'O/E - cranials 9 + 10 palsy', 'O/E - cranials 9+10 paralysis', 'O/E -cranial nerves 9,10,11+12', 'O/E -cranial nerves 9,10,11+12', 'Tympanic plexus neuralgia syndrome']"
16,"[""Arnold's nerve reflex cough syndrome"", 'Disorder of vagus nerve', 'O/E - cranials 9 + 10 palsy', 'O/E - cranials 9+10 paralysis', 'O/E -cranial nerves 9,10,11+12', 'O/E -cranial nerves 9,10,11+12', 'Superior laryngeal neuralgia', 'Tenth cranial nerve finding', 'Tenth cranial nerve finding', 'Tenth cranial nerve finding', 'Tenth cranial nerve finding', 'Vagal gastric disorder', 'Vagal hoarseness', 'Vagus nerve autonomic disorder', 'Vagus nerve laryngeal paralysis', 'Vagus nerve motor disorder', 'Vagus nerve palate paralysis', 'Vagus nerve sensory disorder']"
17,"['Disorder of hypoglossal nerve', 'Hypoglossal nerve palsy', 'Hypoglossal neuralgia', 'Hypoglossal-pyramid syndrome', 'Nucleus ambiguus-hypoglossal nerve syndrome', 'O/E - cranial nerve 12 - palsy', 'O/E -cranial nerves 9,10,11+12', 'O/E-cranial nerve 12 paralysis', 'Protrusion of tongue - finding', 'Tongue deviation disorder of twelfth cranial nerve', 'Tongue protrusion disorder of twelfth cranial nerve', 'Twelfth cranial nerve abnormal', 'Twelfth cranial nerve finding', 'Twelfth cranial nerve finding', 'Twelfth cranial nerve finding', 'Twelfth cranial nerve finding']"
18,"['Collet-Sicard syndrome', 'Foix Chavany Marie syndrome', 'Jugular foramen syndrome', 'Multiple cranial nerve lesions and linked syndromes', 'Multiple cranial nerve palsies of ocular motor nerves', 'Multiple cranial nerve palsy', 'Multiple cranial neuropathy', 'Paralysis of vagus, spinal accessory and hypoglossal nerves', 'Polyneuritis cranialis', 'Retrosphenoidal space syndrome']"
19,"['Aberrant III nerve regeneration', 'Disorder of accessory nerve', 'Disorder of right accessory nerve', 'Eleventh cranial nerve abnormal', 'Eleventh cranial nerve finding', 'Eleventh cranial nerve finding', 'Eleventh cranial nerve motor disorder', 'Left accessory neuropathy', 'O/E - cranial nerve 11 - palsy', 'O/E -cranial nerves 9,10,11+12', 'O/E-cranial nerve 11 paralysis']"
20,"['Cranial nerve disorder', 'Cranial nerve palsy due to diabetes mellitus type 1', 'Cranial nerve palsy with diabetes mellitus', 'Cranial nerve palsy with type 1 diabetes mellitus', 'Cranial neuralgia', 'Cranial neuritis', 'Disorder of nerve co-occurrent and due to type 1 diabetes mellitus', 'Microvascular cranial nerve palsy', 'Neurological disorder with type 1 diabetes mellitus', 'O/E -cranial nerve -palsy -UMN']"
21,[]
22,"['Cranial nerve palsy with diabetes mellitus', 'Cranial nerve palsy with type 2 diabetes mellitus', 'Multiple cranial nerve palsies in neoplastic disease', 'Neuropathy due to type 2 diabetes mellitus']"
23,"['Arterial thoracic outlet syndrome', 'Arterial thoracic outlet syndrome due to cervical rib', 'Axillary nerve compression', 'Axillary nerve lesion', 'Bilateral brachial plexopathy of upper limbs', 'Bilateral neurogenic thoracic outlet syndrome of brachial plexus', 'Bilateral thoracic outlet syndrome', 'Brachial neuritis', 'Brachial neuritis', 'Brachial neuritis of left upper limb', 'Brachial neuritis of right upper limb', 'Brachial plexopathy of left upper limb', 'Brachial plexopathy of right upper limb', 'Brachial plexus disorder', 'Compression of brachial plexus', 'Compression of vein', 'Compression of vein', 'Compression of vein', 'Costoclavicular syndrome', 'Disorder of bilateral brachial plexus', 'Heredofamilial brachial plexus paralysis syndrome', 'Hyperabduction syndrome', 'Left thoracic outlet syndrome', 'Left venous thoracic outlet syndrome', 'Lower brachial plexus neuropathy', 'Middle brachial plexus neuropathy', 'Neurogenic thoracic outlet syndrome', 'Neurogenic thoracic outlet syndrome associated with cervical band', 'Neurogenic thoracic outlet syndrome of left brachial plexus', 'Neurogenic thoracic outlet syndrome of right brachial plexus', 'Right thoracic outlet syndrome', 'Right venous thoracic outlet syndrome', 'Scalenus anticus syndrome', 'Thoracic outlet syndrome', 'Thoracic outlet syndrome associated with cervical rib', 'Upper brachial plexus neuropathy', 'Vascular thoracic outlet syndrome', 'Venous thoracic outlet syndrome']"
24,"['Disorder of bilateral lumbosacral plexus', 'Disorder of left lumbosacral plexus', 'Disorder of right lumbosacral plexus', 'Inflammatory lumbosacral plexus neuropathy', 'Lesion of left lumbosacral plexus', 'Lesion of right lumbosacral plexus', 'Lumbosacral plexopathy due to vasculitis', 'Lumbosacral plexus lesion', 'Lumbosacral plexus neuropathy']"
25,"['Cervical root syndrome', 'Left cervical root neuropathy', 'Right cervical root neuropathy']"
26,['Lesion of thoracic nerve root']
27,"['Compression of lumbar nerve root', 'Compression of sacral nerve root', 'Compression of spinal nerve root', 'Compression of spinal nerve root', 'Lesion of left lumbosacral nerve root', 'Lesion of right lumbosacral nerve root']"
28,"['Brachial plexopathy of left upper limb', 'Brachial plexopathy of right upper limb', 'Left Parsonage Turner syndrome', 'Neuralgic amyotrophy', 'Right Parsonage Turner syndrome']"
