,category,condition
0,Q10.0,Congenital ptosis
1,Q10.1,Congenital ectropion
2,Q10.2,Congenital entropion
3,Q10.3,Other congenital malformations of eyelid
4,Q10.4,Absence and agenesis of lacrimal apparatus
5,Q10.5,Congenital stenosis and stricture of lacrimal duct
6,Q10.6,Other congenital malformations of lacrimal apparatus
7,Q10.7,Congenital malformation of orbit
8,Q11.0,Cystic eyeball
9,Q11.1,Other anophthalmos
10,Q11.2,Microphthalmos
11,Q11.3,Macrophthalmos
12,Q12.0,Congenital cataract
13,Q12.1,Congenital displaced lens
14,Q12.2,Coloboma of lens
15,Q12.3,Congenital aphakia
16,Q12.4,Spherophakia
17,Q12.8,Other congenital lens malformations
18,Q12.9,"Congenital lens malformation, unspecified"
19,Q13.0,Coloboma of iris
20,Q13.1,Absence of iris
21,Q13.2,Other congenital malformations of iris
22,Q13.3,Congenital corneal opacity
23,Q13.4,Other congenital corneal malformations
24,Q13.5,Blue sclera
25,Q13.81,Rieger's anomaly
26,Q13.89,Other congenital malformations of anterior segment of eye
27,Q13.9,"Congenital malformation of anterior segment of eye, unsp"
28,Q14.0,Congenital malformation of vitreous humor
29,Q14.1,Congenital malformation of retina
30,Q14.2,Congenital malformation of optic disc
31,Q14.3,Congenital malformation of choroid
32,Q14.8,Other congenital malformations of posterior segment of eye
33,Q14.9,"Congenital malformation of posterior segment of eye, unsp"
34,Q15.0,Congenital glaucoma
35,Q15.8,Other specified congenital malformations of eye
36,Q15.9,"Congenital malformation of eye, unspecified"
37,Q16.0,Congenital absence of (ear) auricle
38,Q16.1,"Congenital absence, atresia and stricture of auditory canal"
39,Q16.2,Absence of eustachian tube
40,Q16.3,Congenital malformation of ear ossicles
41,Q16.4,Other congenital malformations of middle ear
42,Q16.5,Congenital malformation of inner ear
43,Q16.9,"Congen malform of ear causing impairment of hearing, unsp"
44,Q17.0,Accessory auricle
45,Q17.1,Macrotia
46,Q17.2,Microtia
47,Q17.3,Other misshapen ear
48,Q17.4,Misplaced ear
49,Q17.5,Prominent ear
50,Q17.8,Other specified congenital malformations of ear
51,Q17.9,"Congenital malformation of ear, unspecified"
52,Q18.0,"Sinus, fistula and cyst of branchial cleft"
53,Q18.1,Preauricular sinus and cyst
54,Q18.2,Other branchial cleft malformations
55,Q18.3,Webbing of neck
56,Q18.4,Macrostomia
57,Q18.5,Microstomia
58,Q18.6,Macrocheilia
59,Q18.7,Microcheilia
60,Q18.8,Other specified congenital malformations of face and neck
61,Q18.9,"Congenital malformation of face and neck, unspecified"
