,category,condition
0,Z77.010,Contact with and (suspected) exposure to arsenic
1,Z77.011,Contact with and (suspected) exposure to lead
2,Z77.012,Contact with and (suspected) exposure to uranium
3,Z77.018,Contact w and (suspected) exposure to oth hazardous metals
4,Z77.020,Contact with and (suspected) exposure to aromatic amines
5,Z77.021,Contact with and (suspected) exposure to benzene
6,Z77.028,Contact w and exposure to oth hazardous aromatic compounds
7,Z77.090,Contact with and (suspected) exposure to asbestos
8,Z77.098,"Contact w and expsr to oth hazard, chiefly nonmed, chemicals"
9,Z77.110,Contact with and (suspected) exposure to air pollution
10,Z77.111,Contact with and (suspected) exposure to water pollution
11,Z77.112,Contact with and (suspected) exposure to soil pollution
12,Z77.118,Contact w and (suspected) exposure to oth environ pollution
13,Z77.120,Contact with and (suspected) exposure to mold (toxic)
14,Z77.121,Contact w and exposure to harmful algae and algae toxins
15,Z77.122,Contact with and (suspected) exposure to noise
16,Z77.123,Cntct w & expsr to radon and other naturally occur radiation
17,Z77.128,Contact w and expsr to oth hazards in the physcl environment
18,Z77.21,Contact w and exposure to potentially hazardous body fluids
19,Z77.22,Cntct w and expsr to environ tobacco smoke (acute) (chronic)
20,Z77.29,Contact with and exposure to other hazardous substances
21,Z77.9,Oth contact w and (suspected) exposures hazardous to health
22,Z78.0,Asymptomatic menopausal state
23,Z78.1,Physical restraint status
24,Z78.9,Other specified health status
25,Z79.01,Long term (current) use of anticoagulants
26,Z79.02,Long term (current) use of antithrombotics/antiplatelets
27,Z79.1,Long term (current) use of nonsteroidal noninflam (NSAID)
28,Z79.2,Long term (current) use of antibiotics
29,Z79.3,Long term (current) use of hormonal contraceptives
30,Z79.4,Long term (current) use of insulin
31,Z79.51,Long term (current) use of inhaled steroids
32,Z79.52,Long term (current) use of systemic steroids
33,Z79.810,Lng trm (crnt) use of slctv estrog receptor modulators
34,Z79.811,Long term (current) use of aromatase inhibitors
35,Z79.818,Lng trm (crnt) use of agnt aff estrog recpt & estrog levels
