,Synonyms
0,"['Acquired deformity of facial bones', 'Acquired deformity of maxillofacial bone', 'Acquired deformity of nose', 'Alar collapse', 'Complete alar collapse', 'Deformity of facial bone', 'Deformity of nasal sinus wall', 'Finding of nasal deformity', 'Flattened nose', 'Hanging columella', 'Nasal hump', 'Overdevelopment of nasal bones', 'Parrot beak nasal deformity', 'Partial alar collapse', 'Saddle nose']"
1,['Cauliflower ear']
2,[]
3,[]
4,"['Acquired anomaly of mouth', 'Acquired defect of skull', 'Acquired deformity of facial bones', 'Acquired deformity of head', 'Acquired deformity of maxillofacial bone', 'Acquired hypoplasia of zygomatic bone', 'Acquired postural plagiocephaly', 'Asymmetrical skull', 'Cephalhematoma deformans of Schuller', 'Deformity after injury', 'Deformity of facial bone', 'Head abnormal shape', 'O/E - head abnormal shape', 'Plagiocephaly', 'Postural plagiocephaly', 'Subperiosteal hematoma', 'Subperiosteal hemorrhage', 'Symmetry of skull - finding']"
5,"['Acquired deformity of neck', 'Antecollis', 'Enlargement of neck', 'Finding of measures of neck', 'Finding of size of neck']"
6,"['Abnormal prominence of rib', 'Acquired deformity of chest wall', 'Acquired deformity of left rib', 'Acquired deformity of rib', 'Acquired deformity of right rib', 'Acquired deformity of thoracic structure', 'Acquired pectus carinatum', 'Acquired pectus excavatum', 'Angulation of rib', 'Ankylosing spondylitis', 'Axial spondyloarthritis', 'Barrel chest', 'Beading of ribs', 'Bowing of rib', 'Chest movement appearance finding', 'Deformity of chest wall', 'Deformity of rib', 'Deformity of sternum', 'Deformity of thoracic structure', 'Enlargement of thorax', 'Finding of arrangement of ribs', 'Finding of size of thorax', 'Flared ribs', 'Flat chest', 'Form of ribs - finding', 'Form of ribs - finding', 'Form of ribs - finding', 'Form of sternum - finding', 'Gap in ribs', ""Harrison's sulcus"", 'Hemithorax immobile', 'Mis-shapen sternum', 'Named sign of thorax', 'Notching of ribs', 'O/E - barrel chest', 'O/E - chest deformity', 'O/E - chest deformity', ""O/E - Harrison's sulcus"", 'O/E -localized chest deformity', 'On examination - ankylosing spondylitis chest deformity', 'Pectus carinatum', 'Pectus deformity of chest', 'Pectus excavatum', 'Rib hump', 'Rib syndrome', 'Rigid chest', 'Scoliotic angulation of ribs', 'Scorbutic rosary']"
7,"['Abnormal prominence of Iliac crest', 'Acquired deformity of pelvis', 'Acquired pelvic obliquity', 'Asymmetry of pelvis', 'Coxalgic pelvis', 'Deformity of pelvis', 'Finding of arrangement of pelvis', 'Finding of proportion of pelvic structure', 'Finding of proportion of pelvic structure', 'Infantile pelvis', 'Kyphorachitic pelvis', 'Kyphoscoliorachitic pelvis', 'Kyphoscoliotic pelvis', 'Kyphotic pelvis', 'Lordotic pelvis', 'Mis-shapen pelvis', 'Pelvic declination', 'Pelvic obliquity', 'Pelvic tilt', 'Pelvis obtecta', 'Pelvis spinosa', 'Pelvis tilted', 'Pseudoosteomalacic pelvis', 'Scoliotic pelvis', 'Spondylolisthetic pelvis']"
8,"['Abnormal prominence of clavicle', 'Abnormal prominence of scapula', 'Acquired deformity of abdomen', 'Acquired deformity of abdominal wall', 'Acquired deformity of clavicle', 'Acquired deformity of scapula', 'Acquired deformity of thoracic structure', 'Acquired deformity of trunk', 'Bilateral winged scapulae', 'Bone widening at ends', 'Bowed clavicle', 'Bowing of upper limb', 'Deformation of bone', 'Deformity of scapula', 'Deformity of shaft of clavicle', 'Erlenmeyer flask deformity of bone', 'Form of clavicle - finding', 'Form of clavicle - finding', 'Form of scapula - finding', 'Hooked clavicle', 'Postoperative supratip depression of nose', 'Rotational deformity of trunk', 'Scaphoid abdomen', 'Winged left scapula', 'Winged right scapula', 'Winged scapula']"
9,"['Acquired musculoskeletal deformity', 'Acquired skeletal deformity', 'Angulation deformity of bone - finding', 'Bowing deformity of bone', 'Deformation of bone', 'Deformity after injury', 'Deformity due to and following burn', 'Deformity of bone', 'Disorder due to and following burn', 'O/E - bone abnormality', 'O/E - bone deformed', 'Osteopathies, chondropathies and acquired musculoskeletal deformities', 'Protrusion of bone', 'Rotational deformity of bone']"
