,category,condition
0,H80.00,"Otosclerosis w oval window, nonobliterative, unsp ear"
1,H80.01,"Otosclerosis w oval window, nonobliterative, right ear"
2,H80.02,"Otosclerosis w oval window, nonobliterative, left ear"
3,H80.03,"Otosclerosis involving oval window, nonobliterative, bi"
4,H80.10,"Otosclerosis involving oval window, obliterative, unsp ear"
5,H80.11,"Otosclerosis involving oval window, obliterative, right ear"
6,H80.12,"Otosclerosis involving oval window, obliterative, left ear"
7,H80.13,"Otosclerosis involving oval window, obliterative, bilateral"
8,H80.20,"Cochlear otosclerosis, unspecified ear"
9,H80.21,"Cochlear otosclerosis, right ear"
10,H80.22,"Cochlear otosclerosis, left ear"
11,H80.23,"Cochlear otosclerosis, bilateral"
12,H80.80,"Other otosclerosis, unspecified ear"
13,H80.81,"Other otosclerosis, right ear"
14,H80.82,"Other otosclerosis, left ear"
15,H80.83,"Other otosclerosis, bilateral"
16,H80.90,"Unspecified otosclerosis, unspecified ear"
17,H80.91,"Unspecified otosclerosis, right ear"
18,H80.92,"Unspecified otosclerosis, left ear"
19,H80.93,"Unspecified otosclerosis, bilateral"
20,H81.01,"Meniere's disease, right ear"
21,H81.02,"Meniere's disease, left ear"
22,H81.03,"Meniere's disease, bilateral"
23,H81.09,"Meniere's disease, unspecified ear"
24,H81.10,"Benign paroxysmal vertigo, unspecified ear"
25,H81.11,"Benign paroxysmal vertigo, right ear"
26,H81.12,"Benign paroxysmal vertigo, left ear"
27,H81.13,"Benign paroxysmal vertigo, bilateral"
28,H81.20,"Vestibular neuronitis, unspecified ear"
29,H81.21,"Vestibular neuronitis, right ear"
30,H81.22,"Vestibular neuronitis, left ear"
31,H81.23,"Vestibular neuronitis, bilateral"
32,H81.311,"Aural vertigo, right ear"
33,H81.312,"Aural vertigo, left ear"
34,H81.313,"Aural vertigo, bilateral"
35,H81.319,"Aural vertigo, unspecified ear"
36,H81.391,"Other peripheral vertigo, right ear"
37,H81.392,"Other peripheral vertigo, left ear"
38,H81.393,"Other peripheral vertigo, bilateral"
39,H81.399,"Other peripheral vertigo, unspecified ear"
40,H81.4,Vertigo of central origin  NEW CODE
41,H81.8X1,"Other disorders of vestibular function, right ear"
42,H81.8X2,"Other disorders of vestibular function, left ear"
43,H81.8X3,"Other disorders of vestibular function, bilateral"
44,H81.8X9,"Other disorders of vestibular function, unspecified ear"
45,H81.90,"Unspecified disorder of vestibular function, unspecified ear"
46,H81.91,"Unspecified disorder of vestibular function, right ear"
47,H81.92,"Unspecified disorder of vestibular function, left ear"
48,H81.93,"Unspecified disorder of vestibular function, bilateral"
49,H82.1,"Vertiginous syndromes in diseases classd elswhr, right ear"
50,H82.2,"Vertiginous syndromes in diseases classd elswhr, left ear"
51,H82.3,"Vertiginous syndromes in diseases classd elswhr, bilateral"
52,H82.9,"Vertiginous syndromes in diseases classd elswhr, unsp ear"
53,H83.01,"Labyrinthitis, right ear"
54,H83.02,"Labyrinthitis, left ear"
55,H83.03,"Labyrinthitis, bilateral"
56,H83.09,"Labyrinthitis, unspecified ear"
57,H83.11,"Labyrinthine fistula, right ear"
58,H83.12,"Labyrinthine fistula, left ear"
59,H83.13,"Labyrinthine fistula, bilateral"
60,H83.19,"Labyrinthine fistula, unspecified ear"
61,H83.2X1,"Labyrinthine dysfunction, right ear"
62,H83.2X2,"Labyrinthine dysfunction, left ear"
63,H83.2X3,"Labyrinthine dysfunction, bilateral"
64,H83.2X9,"Labyrinthine dysfunction, unspecified ear"
65,H83.3X1,Noise effects on right inner ear
66,H83.3X2,Noise effects on left inner ear
67,H83.3X3,"Noise effects on inner ear, bilateral"
68,H83.3X9,"Noise effects on inner ear, unspecified ear"
69,H83.8X1,Other specified diseases of right inner ear
70,H83.8X2,Other specified diseases of left inner ear
71,H83.8X3,"Other specified diseases of inner ear, bilateral"
72,H83.8X9,"Other specified diseases of inner ear, unspecified ear"
73,H83.90,"Unspecified disease of inner ear, unspecified ear"
74,H83.91,Unspecified disease of right inner ear
75,H83.92,Unspecified disease of left inner ear
76,H83.93,"Unspecified disease of inner ear, bilateral"
