,category,condition
0,T80.0XXA,"Air embolism fol infusion, tranfs and theraputc inject, init"
1,T80.0XXD,"Air embolism fol infusion, tranfs and theraputc inject, subs"
2,T80.0XXS,"Air emblsm fol infusn, tranfs and theraputc inject, sequela"
3,T80.1XXA,"Vascular comp fol infusn, tranfs and theraputc inject, init"
4,T80.1XXD,"Vascular comp fol infusn, tranfs and theraputc inject, subs"
5,T80.1XXS,"Vasc comp fol infusn, tranfs and theraputc inject, sequela"
6,T80.211A,"Bloodstream infection due to central venous catheter, init"
7,T80.211D,"Bloodstream infection due to central venous catheter, subs"
8,T80.211S,"Bloodstream infct due to central venous catheter, sequela"
9,T80.212A,"Local infection due to central venous catheter, init encntr"
10,T80.212D,"Local infection due to central venous catheter, subs encntr"
11,T80.212S,"Local infection due to central venous catheter, sequela"
12,T80.218A,"Other infection due to central venous catheter, init encntr"
13,T80.218D,"Other infection due to central venous catheter, subs encntr"
14,T80.218S,"Other infection due to central venous catheter, sequela"
15,T80.219A,"Unsp infection due to central venous catheter, init encntr"
16,T80.219D,"Unsp infection due to central venous catheter, subs encntr"
17,T80.219S,"Unsp infection due to central venous catheter, sequela"
18,T80.22XA,"Acute infct fol tranfs,infusn,inject blood/products, init"
19,T80.22XD,"Acute infct fol tranfs,infusn,inject blood/products, subs"
20,T80.22XS,"Acute infct fol tranfs,infusn,inject blood/products, sequela"
21,T80.29XA,"Infct fol oth infusion, transfuse and theraputc inject, init"
22,T80.29XD,"Infct fol oth infusion, transfuse and theraputc inject, subs"
23,T80.29XS,"Infct fol oth infusion, tranfs and theraputc inject, sequela"
24,T80.30XA,"ABO incompat react due to tranfs of bld/bld prod, unsp, init"
25,T80.30XD,"ABO incompat react due to tranfs of bld/bld prod, unsp, subs"
26,T80.30XS,"ABO incompat react due to tranfs of bld/bld prod, unsp, sqla"
27,T80.310A,"ABO incompatibility w acute hemolytic transfs react, init"
28,T80.310D,"ABO incompatibility w acute hemolytic transfs react, subs"
29,T80.310S,"ABO incompatibility w acute hemolytic transfs react, sequela"
30,T80.311A,"ABO incompatibility w delayed hemolytic transfs react, init"
31,T80.311D,"ABO incompatibility w delayed hemolytic transfs react, subs"
32,T80.311S,"ABO incompat w delayed hemolytic transfs react, sequela"
33,T80.319A,"ABO incompatibility w hemolytic transfs react, unsp, init"
34,T80.319D,"ABO incompatibility w hemolytic transfs react, unsp, subs"
35,T80.319S,"ABO incompatibility w hemolytic transfs react, unsp, sequela"
36,T80.39XA,"Oth ABO incompat react due to tranfs of bld/bld prod, init"
37,T80.39XD,"Oth ABO incompat react due to tranfs of bld/bld prod, subs"
38,T80.39XS,"Oth ABO incompat react due to tranfs of bld/bld prod, sqla"
39,T80.40XA,"Rh incompat react due to tranfs of bld/bld prod, unsp, init"
40,T80.40XD,"Rh incompat react due to tranfs of bld/bld prod, unsp, subs"
41,T80.40XS,"Rh incompat react due to tranfs of bld/bld prod, unsp, sqla"
42,T80.410A,"Rh incompatibility w acute hemolytic transfs react, init"
43,T80.410D,"Rh incompatibility w acute hemolytic transfs react, subs"
44,T80.410S,"Rh incompatibility w acute hemolytic transfs react, sequela"
45,T80.411A,"Rh incompatibility w delayed hemolytic transfs react, init"
46,T80.411D,"Rh incompatibility w delayed hemolytic transfs react, subs"
47,T80.411S,"Rh incompat w delayed hemolytic transfs react, sequela"
48,T80.419A,"Rh incompatibility w hemolytic transfs react, unsp, init"
49,T80.419D,"Rh incompatibility w hemolytic transfs react, unsp, subs"
50,T80.419S,"Rh incompatibility w hemolytic transfs react, unsp, sequela"
51,T80.49XA,"Oth Rh incompat reaction due to tranfs of bld/bld prod, init"
52,T80.49XD,"Oth Rh incompat reaction due to tranfs of bld/bld prod, subs"
