,Synonyms
0,"['Abnormal gamma globulin level', 'Abnormal gamma globulin level', 'Agammaglobulinemia', 'Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome', 'Autosomal agammaglobulinemia with absent B-cells', 'Congenital agammaglobulinemia', 'Congenital hypogammaglobulinemia', 'Humoral immune defect', 'Hypogammaglobulinemia', 'Isolated agammaglobulinemia', 'Microcephaly, hypogammaglobulinemia, abnormal immunity syndrome', 'Osteopetrosis hypogammaglobulinemia syndrome', 'Specific antibody deficiency', 'X-linked agammaglobulinemia', 'X-linked agammaglobulinemia with growth hormone deficiency', 'X-linked hypogammaglobulinemia', 'X-linked intellectual disability with hypogammaglobulinemia and progressive neurological deterioration syndrome']"
1,"['Abnormal gamma globulin level', 'Abnormal gamma globulin level', 'Agammaglobulinemia', 'B-lymphocyte immunodeficiency', 'Chromosome 22 abnormalities with hypogammaglobulinemia', 'Deletion of X-chromosome and hypogammaglobulinemia', 'Humoral immune defect', 'Hypogammaglobulinemia', 'Triple X syndrome, epilepsy, and hypogammaglobulinemia']"
2,"['Abnormal alpha globulin level', 'Chromosome 22 abnormalities with hypogammaglobulinemia', 'Humoral immune defect', 'Hypoalphaglobulinemia', 'Immunoglobulin A deficiency', 'Immunoglobulin A1 deficiency', 'Immunoglobulin A2 deficiency', 'Immunoglobulin heavy chain deficiency', 'Immunoglobulin heavy chain deficiency', 'Immunoglobulin subclass deficiency', 'Immunoglobulin subclass deficiency', 'Immunoglobulin subclass deficiency', 'Monosomy 22 and absence of immunoglobulin A', 'Selective immunoglobulin A deficiency', 'Selective immunoglobulin M and immunoglobulin A deficiency']"
3,"['Combined immunoglobulin G2 and G4 deficiency', 'Immunoglobulin G deficiency', 'Immunoglobulin G subclass deficiency', 'Immunoglobulin G1 deficiency', 'Immunoglobulin G2 deficiency', 'Immunoglobulin G3 deficiency', 'Immunoglobulin G4 deficiency', 'Immunoglobulin heavy chain deficiency', 'Immunoglobulin subclass deficiency', 'Selective immunoglobulin G deficiency']"
4,"['Immunoglobulin heavy chain deficiency', 'Immunoglobulin heavy chain deficiency', 'Selective immunoglobulin M and immunoglobulin A deficiency', 'Selective immunoglobulin M deficiency']"
5,"['Autosomal recessive hyperimmunoglobulin M syndrome', 'Congenital hypergammaglobulinemia', 'Hyperimmunoglobulin M syndrome', 'X-linked hyper-IgM syndrome']"
6,"['Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia', 'Anti-haemophilus influenzae B polysaccharide antibody deficiency', 'Anti-meningococcal polysaccharide A antibody deficiency', 'Anti-meningococcal polysaccharide C antibody deficiency', 'Anti-pneumococcal polysaccharide antibody deficiency', 'Anti-polysaccharide antibody deficiency', 'Anti-protein antibody deficiency', 'Anti-staphylococcal antibody deficiency', 'Chromosome 18 syndromes and antibody deficiency', 'Humoral immune defect', 'Specific antibody deficiency']"
7,['Transient hypogammaglobulinemia of infancy']
8,"['Abnormal beta globulin level', 'Abnormal gamma globulin level', 'Disorder of kidney due to kappa light chain disease', 'Disorder of kidney due to lambda light chain disease', 'Humoral immune defect', 'Humoral immune defect', 'Hyperimmunoglobulin D with periodic fever', 'Hypobetaglobulinemia', 'Immunoglobulin heavy chain deficiency', 'Immunoglobulin light chain deficiency', 'Kappa light chain deficiency', 'Kappa light chain disease', 'Lambda light chain deficiency', 'Lambda light chain disease', 'Light chain disease', 'Light chain disease', 'Primary immunoglobulin catabolism abnormality', 'Selective immunoglobulin D deficiency', 'Selective immunoglobulin dysfunction', 'Selective immunoglobulin E deficiency']"
9,"['Deficiencies of humoral immunity', 'Disorder of immunoglobulin', 'Humoral immune defect', 'Immunoglobulin deficiency', 'Immunoglobulin subclass deficiency', 'Predominant humoral immune deficiency']"
10,"['SCID due to absent peripheral T cell maturation', 'Severe combined immunodeficiency with reticular dysgenesis']"
11,"['Combined immunodeficiency due to partial RAG1 deficiency', 'Hereditary eosinophilia', 'SCID due to absent IL-2 production', 'SCID due to absent IL-2 receptor', 'SCID due to absent peripheral T cell maturation', 'SCID due to absent T cell receptor', 'Severe combined immunodeficiency due to complete RAG1 and/or RAG2 deficiency', 'Severe combined immunodeficiency due to CTPS1 deficiency', 'Severe combined immunodeficiency with hypereosinophilia', 'Severe combined immunodeficiency with low T- and B-cell numbers']"
12,"['Severe combined immunodeficiency with low or normal B-cell numbers', 'T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency']"
13,"['Adenosine deaminase deficiency', 'SCID due to absent lymphoid stem cells']"
14,['SCID due to absent adenosine deaminase']
15,['Vasculitis due to adenosine deaminase 2 deficiency']
16,[]
17,"[""Nezelof's syndrome""]"
18,['Purine-nucleoside phosphorylase deficiency']
19,"['Major histocompatibility complex class I deficiency', 'SCID due to absent class II HLA antigens']"
20,['Major histocompatibility complex class II deficiency']
21,['Biotinidase deficiency']
22,"['Biotin- ligase deficiency', 'Holocarboxylase synthase deficiency', 'Propionic acidemia']"
23,"['Immunodeficiency with multicarboxylase deficiency', 'Multiple carboxylase deficiency']"
