,Synonyms
0,"['Bilateral infection of subungual skin of toe of feet due to ingrown toenail', 'Bilateral ingrowing nail of toe of feet', 'Infection of toenail', 'Ingrowing fingernail ', 'Ingrowing great toenail', 'Ingrowing nail', 'Ingrowing nail of toe of left foot', 'Ingrowing nail of toe of right foot', 'Ingrowing thumbnail', 'Ingrowing toenail ', 'Ingrowing toenail', 'Nail bed infection', 'Paronychia due to ingrown nail', 'Paronychia of toe', 'Paronychia of toe', 'Paronychia of toe of left foot', 'Paronychia of toe of left foot due to ingrown toenail', 'Paronychia of toe of right foot', 'Paronychia of toe of right foot due to ingrown toenail']"
1,"['Acute effect of ultraviolet radiation on normal skin', 'Drug-induced nail abnormality', 'Drug-induced onycholysis', 'Ectodermal dysplasia with tooth-nail-sweating defect', 'Hypoplastic enamel-onycholysis-hypohidrosis syndrome', 'Idiopathic photo-onycholysis', 'Lichen planus co-occurrent with onycholysis', 'Nail dystrophy due to trauma', 'Onycholysis', 'Onycholysis', 'Onycholysis', 'Onycholysis caused by chemical', 'Onycholysis due to fungal infection of nail', 'Photoonycholysis', 'Psoriatic onycholysis', 'Traumatic onycholysis']"
2,"['Hypertrophy of nail', 'Hypertrophy of toenail', 'Onychogryposis', 'Thickened nails', 'Thickness of nail - finding']"
3,"['Acquired koilonychia', 'Cutaneous complication of systemic sclerosis', 'Developmental abnormality of nail', 'Developmental abnormality of nail', 'Developmental abnormality of nail', 'Developmental abnormality of nail', 'Drug-induced nail abnormality', 'Dystrophia unguium', 'Dystrophia unguium, partial', 'Dystrophia unguium, total', 'Eggshell nail', 'Eggshell nails', 'Elkonyxis', 'Hereditary acantholytic dermatosis', 'Idiopathic atrophy of nail in childhood', 'Koilonychia', 'Lamellar nail splitting', 'Longitudinal split nail', 'Lupus erythematosus-associated nail dystrophy', 'Median canaliform nail dystrophy', 'Median nail dystrophy', 'Median nail dystrophy of Heller', 'Nail changes associated with systemic disease', 'Nail dystrophy associated with bullous dermatoses', 'Nail dystrophy associated with dermatological disease', 'Nail dystrophy co-occurrent with reactive arthritis triad', 'Nail dystrophy due to benign familial pemphigus', 'Nail dystrophy due to cytotoxic therapy', ""Nail dystrophy due to Darier's disease"", 'Nail dystrophy due to graft-versus-host disease', 'Nail dystrophy due to habit tic', 'Nail dystrophy due to lichen nitidus', 'Nail dystrophy due to lichen striatus', 'Nail dystrophy due to nail biting', 'Nail dystrophy due to nail picking', 'Nail dystrophy due to pityriasis rubra pilaris', 'Nail dystrophy due to sarcoidosis', 'Nail dystrophy due to secondary syphilis', 'Nail dystrophy due to trauma', 'Nail dystrophy resulting from poisonous chemical', 'Nutcracker nails', 'O/E - nails', 'O/E - nails - koilonychia', 'O/E - nails - koilonychia', 'O/E - nails brittle', 'Onychoatrophy', 'Onychoatrophy', 'Onychoatrophy due to lichen planus', 'Onychoclasis', 'Onychomalacia', 'Pitting of nails', 'Pityriasis rubra pilaris', 'Psoriasis of nail', 'Psoriatic nail dystrophy', 'Psoriatic nail pitting', 'Racket nail', 'Reactive arthritis triad', 'Scleroderma-associated nail dystrophy', 'Splits in nails', 'Splitting toenail', 'Trachyonychia', 'Twenty nail dystrophy']"
4,"[""Beau's lines"", ""Beau's lines secondary to systemic illness"", 'Finding of surface of nail', 'Nail changes associated with systemic disease', 'Ridged nails', 'Transverse nail ridge']"
5,"['Hereditary lymphedema and yellow nails', 'Yellow nails']"
6,"['Abnormal keratinization of nail matrix', 'Abnormality of nail of toe', 'Abnormality of nail shape', 'Abnormality of nail surface', 'Abnormality of nail tissue', 'Acquired deformity of nail of finger', 'Acquired deformity of nail plate', 'Acquired misalignment of toenail', 'Acquired nail deformity', 'Acquired pterygium of nail', 'Acquired striate leukonychia', 'Arsenic-induced nail damage', 'Azure half-moon nail', 'Beaded ridging of nails', 'Blue nail bed', 'Brachyonychia', 'Complication of cutaneous surgery', 'Developmental abnormality of nail', 'Developmental abnormality of nail', 'Disorder of nail color', 'Drug-induced leukonychia', 'Drug-induced nail abnormality', 'Excessive growth of nails', 'Finding of color of nail bed', 'Finding of color of nail bed', 'Finding of nail growth', 'Finding of nail growth', 'Finding of surface of nail', 'Finding of surface of nail', 'Finding of surface of nail', 'Finding of surface of nail', 'Grey nails', 'Grooving of nail', 'Half-and-half nail', 'Hang nail', 'Hereditary striate leuconychia', 'Infection of nail', 'Involution of toenail', 'Large lunula', 'Leukonychia', 'Leukonychia punctata', 'Leukonychia secondary to systemic disease', 'Leukonychia striata', 'Lichen planus of nail', 'Longitudinal brown stripes in nails', 'Longitudinal grooving of nails', 'Longitudinal melanonychia', 'Longitudinal nail ridge', 'Longitudinal overcurvature of nail', 'Malalignment of nail', ""Mee's line"", 'Melanonychia', 'Micronychia', ""Muehrcke's lines"", 'Nail absent', 'Nail bed infection', 'Nail changes associated with systemic disease', 'Nail color change due to ingested drug', 'Nail damage', 'Nail damage caused by chemical agents', 'Nail damage caused by insecticide', 'Nail damage from external agent', 'Nail damage from external agent', 'Nail damage from external cause', 'Nail damage from nail cosmetic', 'Nail deformity', 'Nail discoloration', 'Nail fold finding', 'Nail fragility', 'Nail pterygium in lichen planus', 'Nail regrowth due to and following chemical destruction of nail bed', 'Nail shedding', 'Nail surface rough', 'Nailbed deformity', 'Nailfold hemorrhages', 'Nails crumble', 'Nails grow quickly', 'Nails not growing', 'O/E - nails', 'O/E - nails', 'O/E - nails - koilonychia', 'O/E - nails - koilonychia', 'O/E - nails - koilonychia', 'O/E - nails - pitting', 'O/E - nails ridged', 'On examination - nails - splinter hemorrhage', 'Onychoclasis', 'Onychoclasis', 'Onychomadesis', 'Onychophosis', 'Overcurvature of nail', 'Pale nail bed', 'Parrot-beak nail', 'Physiological brown stripes in nails', 'Pincer nail deformity', 'Pitting of nails', 'Pterygium inversum unguis', 'Pterygium of nail', 'Pyonychia', 'Reedy nail', 'Ridged nails', 'Salmon patch nail', 'Separation of nail fold', 'Shape of nail - finding', 'Splinter hemorrhages under nail', 'Splinter hemorrhages under nail', 'Splits in nails', 'Stained nail', 'Strength of nails - finding', 'Striate leuconychia', 'Subungual epidermoid inclusions', 'Subungual hematoma', 'Subungual hemorrhage', 'Subungual hyperkeratosis', 'Thickness of nail - finding', 'Thin nails', 'Transverse melanonychia', 'Transverse overcurvature of nail', 'Transverse split nail', 'Traumatic splinter hemorrhage', 'Turtleback nail', 'White flecks in nails', 'White nails']"
7,"['Change in nail appearance', 'Change in nail texture', 'Damaged nail', 'Developmental abnormality of nail', 'Disorder of nail', 'Drug-induced nail abnormality', 'Finding of general nail condition', 'Genetic disorder of nail', 'Nail changes', 'Nail damage caused by weedkiller', 'Nail damage from external agent', 'Nail damage from external agent', 'Nail damage from microwaves', 'Nail problem']"
8,[]
9,"['Disorder of nail due to another disorder', 'Nail changes associated with systemic disease', 'Psoriasis of nail', 'Red half-moon nail in congestive heart failure']"
10,['Alopecia totalis']
11,['Alopecia universalis']
12,['Ophiasis']
13,"['Alopecia localis', 'Circumscribed alopecia areata of beard area', 'Circumscribed alopecia areata of eyelashes/eyebrows', 'Circumscribed alopecia areata of limbs', 'Circumscribed alopecia areata of scalp', 'Circumscribed alopecia areata of trunk', 'Concentric alopecia areata', 'Diffuse alopecia areata', 'O/E - alopecia', 'O/E - patches of alopecia', 'Ophiasis']"
14,['Alopecia areata']
15,"['Diffuse alopecia', 'Drug-induced androgenic alopecia', 'Drug-related alopecia', 'Endocrine alopecia', 'Male pattern alopecia']"
16,"['Androgenetic alopecia in association with polycystic ovaries', 'Diffuse alopecia', 'Diffuse alopecia', 'Endocrine alopecia', 'Endocrine alopecia', 'Female pattern alopecia', 'Male pattern alopecia', 'Male pattern alopecia', 'Postmenopausal androgenetic alopecia']"
17,"['Diffuse alopecia', 'Endocrine alopecia', 'Male pattern alopecia']"
