,Synonyms
0,"['Congenital iodine deficiency syndrome - neurological type', 'Endemic cretinism', 'Neurologic form of cretinism']"
1,"['Endemic congenital iodine deficiency syndrome of myxedematous type', 'Endemic cretinism', 'Myxedema', 'Myxedematous form of cretinism']"
2,"['Congenital iodine deficiency syndrome - mixed type', 'Endemic cretinism']"
3,"['Congenital hypothyroidism due to iodine deficiency', 'Congenital iodine deficiency syndrome', 'Endemic cretinism', 'Hypothyroidism due to defect in thyroid hormone synthesis', 'Sporadic cretinism']"
4,[]
5,"['Endemic goiter', 'Iodine-deficiency-related multinodular endemic goiter', 'Multinodular goiter']"
6,"['Endemic goiter', 'Iodine-deficiency-related endemic goiter']"
7,"['Iodine deficiency syndrome', 'Iodine hypothyroidism']"
8,[]
9,"['Iodine hypothyroidism', 'Subclinical disease AND/OR syndrome', 'Subclinical hypothyroidism', 'Subclinical iodine deficiency hypothyroidism']"
10,['Congenital hypothyroidism with diffuse goiter']
