,Synonyms
0,"['Carcinoma in situ of floor of mouth', 'Carcinoma in situ of major salivary gland', 'Carcinoma in situ of minor salivary gland', 'Carcinoma in situ of mouth', 'Carcinoma in situ of oral cavity, lips, salivary glands', 'Carcinoma in situ of palate', 'Carcinoma in situ of parotid gland', 'Carcinoma in situ of retromolar area', 'Carcinoma in situ of salivary gland', 'Carcinoma in situ of salivary gland duct', 'Carcinoma in situ of sublingual gland', 'Carcinoma in situ of submaxillary gland', 'Carcinoma in situ of vestibule of mouth', 'Neoplasm of minor salivary gland', 'Neoplasm of retromolar area', 'Neoplasm of salivary gland duct', 'Neoplasm of sublingual gland']"
1,"['Carcinoma in situ of commissure of lip', 'Carcinoma in situ of frenum of lip', 'Carcinoma in situ of frenum of lower lip', 'Carcinoma in situ of frenum of upper lip', 'Carcinoma in situ of inner aspect of lip', 'Carcinoma in situ of lip', 'Carcinoma in situ of lower labial mucosa', 'Carcinoma in situ of oral cavity, lips, salivary glands', 'Carcinoma in situ of salivary gland', 'Carcinoma in situ of upper labial mucosa', 'Carcinoma in situ of vermilion border of lip', 'Carcinoma in situ of vermilion border of lower lip', 'Carcinoma in situ of vermilion border of upper lip', 'Neoplasm of commissure of lip', 'Neoplasm of vermilion border of lower lip', 'Neoplasm of vermilion border of upper lip', 'Primary malignant neoplasm of vermilion border of lip', 'Primary squamous cell carcinoma of vermilion border of lip', 'Squamous cell carcinoma of lip', 'Squamous cell carcinoma of oral mucous membrane', 'Tumor of frenum of upper lip']"
2,"['Carcinoma in situ of buccal mucosa', 'Carcinoma in situ of lower buccal sulcus', 'Carcinoma in situ of lower labial sulcus', 'Carcinoma in situ of upper buccal sulcus', 'Carcinoma in situ of vestibule of mouth', 'Carcinoma in situ of vestibule of mouth', 'Carcinoma in situ of vestibule of mouth', 'Carcinoma in situ of vestibule of mouth', 'Carcinoma in situ upper labial sulcus', 'Carcinoma-in-situ of oral mucosa', 'Tumor of lower buccal sulcus', 'Tumor of lower labial sulcus', 'Tumor of upper buccal sulcus', 'Tumor of upper labial sulcus']"
3,"['Carcinoma in situ of alveolar ridge mucosa', 'Carcinoma in situ of gingival mucosa', 'Carcinoma in situ of gum', 'Carcinoma in situ of lower gum', 'Carcinoma in situ of upper gum', 'Neoplasm of alveolar ridge mucosa', 'Neoplasm of lower gum', 'Neoplasm of upper gum']"
4,"['Carcinoma in situ of nasopharynx', 'Carcinoma in situ of palate', 'Carcinoma in situ of soft palate', 'Carcinoma in situ of uvula', 'Neoplasm of uvula']"
5,"['Carcinoma in situ of hard palate', 'Carcinoma in situ of palate']"
6,"['Carcinoma in situ anterior floor of mouth', 'Carcinoma in situ lateral floor of mouth', 'Carcinoma in situ of floor of mouth', 'Tumor of anterior floor of mouth', 'Tumor of lateral floor of mouth']"
7,"['Carcinoma in situ of anterior two-thirds of tongue', 'Carcinoma in situ of anterior two-thirds of tongue - dorsal surface', 'Carcinoma in situ of anterior two-thirds of tongue - lateral margin', 'Carcinoma in situ of anterior two-thirds of tongue - ventral surface', 'Carcinoma in situ of base of tongue', 'Carcinoma in situ of border of tongue', 'Carcinoma in situ of dorsal surface of tongue', 'Carcinoma in situ of floor of mouth', 'Carcinoma in situ of frenum linguae', 'Carcinoma in situ of junctional zone of tongue', 'Carcinoma in situ of tip of tongue', 'Carcinoma in situ of tongue', 'Carcinoma in situ of ventral surface of tongue', 'Carcinoma in situ tongue base - dorsal surface', 'Neoplasm of junctional zone of tongue', 'Neoplasm of tip of tongue', 'Neoplasm of ventral surface of tongue', 'Tumor of anterior two-thirds of tongue - dorsal surface', 'Tumor of anterior two-thirds of tongue - lateral margin', 'Tumor of anterior two-thirds of tongue - ventral surface', 'Tumor of frenum linguae']"
8,"['Carcinoma in situ of adenoid', 'Carcinoma in situ of anterior aspect of epiglottis', 'Carcinoma in situ of anterior pillar of fauces', 'Carcinoma in situ of anterior wall of nasopharynx', 'Carcinoma in situ of aryepiglottic fold', 'Carcinoma in situ of dorsal surface of tongue', 'Carcinoma in situ of ear, nose and throat', 'Carcinoma in situ of epiglottis', 'Carcinoma in situ of epiglottis', 'Carcinoma in situ of hypopharyngeal aspect of aryepiglottic fold', 'Carcinoma in situ of hypopharyngeal aspect of interarytenoid fold', 'Carcinoma in situ of hypopharynx', 'Carcinoma in situ of junctional region of epiglottis', 'Carcinoma in situ of lateral wall of nasopharynx', 'Carcinoma in situ of lateral wall of oropharynx', 'Carcinoma in situ of lingual tonsil', 'Carcinoma in situ of nasal cavity', 'Carcinoma in situ of nasal cavity and nasopharynx', 'Carcinoma in situ of nasopharynx', 'Carcinoma in situ of nasopharynx', 'Carcinoma in situ of oropharynx', 'Carcinoma in situ of pharynx', 'Carcinoma in situ of postcricoid region', 'Carcinoma in situ of posterior hypopharyngeal wall', 'Carcinoma in situ of posterior wall of nasopharynx', 'Carcinoma in situ of posterior wall of oropharynx', 'Carcinoma in situ of pyriform sinus', 'Carcinoma in situ of superior wall of nasopharynx', 'Carcinoma in situ of tonsil', 'Carcinoma in situ of tonsillar fossa', 'Carcinoma in situ of tonsillar pillar', 'Carcinoma in situ of vallecula', ""Carcinoma in situ of Waldeyer's ring"", 'Mass of vallecula of epiglottis', 'Neoplasm of adenoid', 'Neoplasm of anterior aspect of epiglottis', 'Neoplasm of anterior wall of nasopharynx', 'Neoplasm of hypopharyngeal aspect of interarytenoid fold', 'Neoplasm of junctional region of epiglottis', 'Neoplasm of lateral wall of nasopharynx', 'Neoplasm of lingual tonsil', 'Neoplasm of postcricoid region', 'Neoplasm of posterior hypopharyngeal wall', 'Neoplasm of posterior wall of oropharynx', 'Neoplasm of pyriform sinus', 'Neoplasm of superior wall of nasopharynx', 'Neoplasm of tonsillar fossa', 'Neoplasm of vallecula', 'Tumor of anterior pillar of fauces', 'Tumor of aryepiglottic fold - hypopharyngeal aspect', 'Tumor of nasal cavity and nasopharynx']"
9,"['Carcinoma in situ of abdominal part of esophagus', 'Carcinoma in situ of cervical esophagus', 'Carcinoma in situ of esophagus', 'Carcinoma in situ of lower third of esophagus', 'Carcinoma in situ of middle third of esophagus', 'Carcinoma in situ of thoracic part of esophagus', 'Carcinoma in situ of upper third of esophagus', 'Esophageal dysplasia', 'Neoplasm of cervical esophagus', 'Neoplasm of middle third of esophagus', 'Neoplasm of thoracic esophagus', 'Neoplasm of upper third of esophagus', 'Severe esophageal dysplasia']"
