,category,condition
0,Q35.1,Cleft hard palate
1,Q35.3,Cleft soft palate
2,Q35.5,Cleft hard palate with cleft soft palate
3,Q35.7,Cleft uvula
4,Q35.9,"Cleft palate, unspecified"
5,Q36.0,"Cleft lip, bilateral"
6,Q36.1,"Cleft lip, median"
7,Q36.9,"Cleft lip, unilateral"
8,Q37.0,Cleft hard palate with bilateral cleft lip
9,Q37.1,Cleft hard palate with unilateral cleft lip
10,Q37.2,Cleft soft palate with bilateral cleft lip
11,Q37.3,Cleft soft palate with unilateral cleft lip
12,Q37.4,Cleft hard and soft palate with bilateral cleft lip
13,Q37.5,Cleft hard and soft palate with unilateral cleft lip
14,Q37.8,Unspecified cleft palate with bilateral cleft lip
15,Q37.9,Unspecified cleft palate with unilateral cleft lip
