,Synonyms
0,"['Condition in fetus originating in the perinatal period', 'Light-for-dates with signs of fetal malnutrition', 'Light-for-dates without fetal malnutrition', 'Small for gestational age fetus', 'Small for gestational age fetus']"
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[]
9,[]
10,"['Asymmetrical small for gestational age fetus', 'Birth weight abnormality', 'Condition in fetus originating in the perinatal period', 'Disorder relating to short gestation AND/OR low birthweight', 'Fetus small-for-dates with signs of malnutrition', 'Slow fetal growth AND/OR fetal malnutrition', 'Small for gestational age fetus', 'Small-for-dates baby', 'Small-for-dates with antenatal problem', 'Symmetrical small for gestational age fetus']"
11,[]
12,[]
13,[]
14,[]
15,[]
16,[]
17,[]
18,[]
19,[]
20,"['Condition of fetal growth AND/OR malnutrition', 'Disorder of fetal nutrition', 'Poor fetal nutrition']"
21,"['Abnormal fetus', 'Condition in fetus originating in the perinatal period', 'Condition of fetal growth AND/OR malnutrition', 'Fetal growth abnormality', 'Finding of fetal growth', 'Immature fetus', 'Impaired fetal development', 'Intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomaly syndrome', 'Neonatal polycythemia', 'Neonatal polycythemia due to intra-uterine growth retardation', 'Poor clinical fetal growth', 'Slow fetal growth AND/OR fetal malnutrition']"
22,"['Baby birth weight less than 751gm', 'Birth weight 999 g or less', 'Birth weight abnormality', 'Extremely low birth weight infant', 'Low birth weight infant', 'Very low birth weight infant']"
23,['Birth weight less than 500g']
24,[]
25,['Baby birth weight equal to 751g-1kg']
26,"['Baby birth weight under 3% ', 'Baby BW = 1.0-1.5kg', 'Baby BW = 1.5-2.0kg', 'Birth weight 1000-2499 g', 'Birth weight abnormality', 'Disorder relating to short gestation AND/OR low birthweight', 'Finding of birth weight centile', 'Low birth weight infant', 'Very low birth weight infant']"
27,[]
28,[]
29,[]
30,[]
31,['Baby birth weight 2.0-2.5kg']
32,"['Disorder relating to short gestation AND/OR low birthweight', 'Disorder relating to short gestation AND/OR low birthweight', 'Extreme prematurity of infant', 'Gestation abnormality', 'Gestation abnormality', 'Prematurity of infant', 'Prematurity of infant', 'Short fetal gestation', 'Short fetal gestation', 'Very preterm maturity of infant']"
33,['Baby premature at delivery less than 23 weeks']
34,['Baby premature at delivery 23 completed weeks']
35,['Baby premature 24 weeks']
36,['Baby premature 25 weeks']
37,['Baby premature 26 weeks']
38,['Baby premature 27 weeks']
39,"['Baby premature 24-26 weeks', 'Baby premature 26-28 weeks', 'Baby premature 28-32 weeks', 'Baby premature 32-36 weeks', 'Baby premature 36-38 weeks', 'Baby premature 37 weeks', 'Baby premature 38 weeks', 'Baby premature 39 weeks', 'Chronic pulmonary insufficiency of prematurity', 'Complication of prematurity', 'Disorder relating to short gestation AND/OR low birthweight', 'Disorder relating to short gestation AND/OR low birthweight', 'Disorder relating to short gestation AND/OR low birthweight', 'Gestation abnormality', 'Metabolic bone disease of prematurity', 'Moderate to late prematurity of infant', 'Perinatal respiratory distress', 'Physiological anomaly of neonatal skin', 'Premature birth of fraternal twins, both living', 'Premature birth of fraternal twins, both stillborn', 'Premature birth of fraternal twins, one living, one stillborn', 'Premature birth of identical twins, both living', 'Premature birth of identical twins, both stillborn', 'Premature birth of identical twins, one living, one stillborn', 'Premature birth of multiple newborns', 'Premature birth of newborn', 'Premature birth of newborn triplets', 'Premature birth of newborn twins', 'Premature birth of stillborn twins', 'Premature infancy', 'Premature infant', 'Premature infant 28-37 weeks', 'Prematurity of infant', 'Respiratory instability of prematurity', 'Short fetal gestation', 'Skin fragility of prematurity', 'Triplet birth', 'Twins - both live born', 'Twins - both live born', 'Twins - both stillborn', 'Twins - both stillborn', 'Twins - both stillborn', 'Twins - one still and one live born', 'Twins - one still and one live born']"
40,['Baby premature 28 weeks']
41,['Baby premature 29 weeks']
42,['Baby premature 30 weeks']
43,['Baby premature 31 weeks']
44,['Baby premature 32 weeks']
45,['Baby premature 33 weeks']
46,['Baby premature 34 weeks']
47,"['Baby premature 35 weeks', 'Baby premature 35-36 weeks']"
48,['Baby premature 36 weeks']
49,"['Baby birth weight equal to or greater than 96% ', 'Birth weight abnormality', 'Disorder relating to long gestation AND/OR high birthweight', 'Exceptionally large at birth', 'Finding of birth weight centile', 'High birth weight']"
50,"['Baby birth weight 4400-4499g', 'Baby BW = 90%-96% ', 'Birth weight abnormality', 'Disorder relating to long gestation and/or high birth weight', 'Disorder relating to long gestation AND/OR high birthweight', 'Finding of birth weight centile', 'Heavy-for-dates at birth regardless of gestation period', 'High birth weight', 'Large for gestational age newborn']"
51,[]
52,"['Disorder relating to long gestation AND/OR high birthweight', 'Disorder relating to long gestation AND/OR high birthweight', 'Disorder relating to long gestation AND/OR high birthweight', 'Gestation abnormality', 'Long fetal gestation', 'Postmature infancy', 'Postmaturity', 'Post-term infant - 42 weeks plus', 'Post-term infant, not heavy-for-dates']"
