,Synonyms
0,"['Carcinoma of foreskin', 'Carcinoma of penis', 'Malignant tumor of foreskin', 'Primary malignant neoplasm of penis', 'Primary malignant neoplasm of prepuce']"
1,"['Carcinoma of glans penis', 'Carcinoma of penis', 'Malignant tumor of body of penis', 'Malignant tumor of body of penis', 'Malignant tumor of corpus spongiosum', 'Malignant tumor of glans penis', 'Primary malignant neoplasm of body of penis', 'Primary malignant neoplasm of glans penis', 'Primary malignant neoplasm of penis', 'Primary malignant neoplasm of penis']"
2,"['Malignant tumor of body of penis', 'Malignant tumor of corpus cavernosum', 'Malignant tumor of corpus spongiosum', 'Primary malignant neoplasm of body of penis', 'Primary malignant neoplasm of penis', 'Tumor of corpus cavernosum']"
3,"['Overlapping malignant neoplasm of penis', 'Primary malignant neoplasm of penis']"
4,"['Adenocarcinoma of penis', 'Anogenital verrucous carcinoma of Buschke-Löwenstein', 'Carcinoma of penis', 'Malignant melanoma of skin of penis', 'Malignant melanoma of skin of perineum', 'Malignant tumor of penis', 'Malignant tumor of skin of penis', 'Metastatic penile cancer', 'Penile verrucous carcinoma of Buschke-Löwenstein', 'Primary malignant neoplasm of penis', 'Primary malignant neoplasm of penis', 'Primary malignant neoplasm of skin of perineum', 'Squamous cell carcinoma of anogenital area', 'Squamous cell carcinoma of anogenital area', 'Squamous cell carcinoma of penis', 'Squamous cell carcinoma of skin of trunk', 'Verrucous squamous cell carcinoma']"
5,[]
6,"['Adenocarcinoma of prostate', 'Carcinoma of prostate', 'Endometrioid carcinoma of prostate', 'Extraprostatic extension of tumor present', 'Extraprostatic extension of tumor present, focal', 'Extraprostatic extension of tumor present, multifocal', 'Extraprostatic extension of tumor present, non-focal', 'Extraprostatic extension of tumor present, unifocal', 'Familial prostate cancer', 'Hormone refractory prostate cancer', 'Hormone sensitive prostate cancer', 'Local recurrence of malignant tumor of prostate', 'Malignant tumor involving an organ by direct extension from prostate', 'Malignant tumor involving an organ by separate metastasis from prostate', 'Malignant tumor involving bladder by direct extension from prostate', 'Malignant tumor involving bladder by separate metastasis from prostate', 'Malignant tumor involving rectum by direct extension from prostate', 'Malignant tumor involving rectum by separate metastasis from prostate', 'Malignant tumor involving seminal vesicle by direct extension from prostate', 'Malignant tumor involving seminal vesicle by separate metastasis from prostate', 'Malignant tumor involving urethra by direct extension from prostate', 'Malignant tumor involving urethra by separate metastasis from prostate', 'Malignant tumor involving vasa deferentia by direct extension from prostate', 'Malignant tumor involving vasa deferentia by separate metastasis from prostate', 'Malignant tumor of prostate', 'Malignant tumor of seminal vesicle', 'Malignant tumor of seminal vesicle', 'Malignant tumor of spermatic cord', 'Metastasis from malignant tumor of prostate', 'Metastatic castration-resistant prostate cancer', 'Neoplasm of prostate distant metastasis staging category M0: No distant metastasis', 'Neoplasm of prostate distant metastasis staging category M1: Distant metastasis', 'Neoplasm of prostate distant metastasis staging category M1a: Metastasis to nonregional lymph node', 'Neoplasm of prostate distant metastasis staging category M1b: Metastasis to bone', 'Neoplasm of prostate distant metastasis staging category M1c: Distant metastasis with or without metastasis to bone', 'Neoplasm of prostate primary tumor staging category pT3a: Extraprostatic extension or microscopic invasion of bladder neck', 'Neoplasm of prostate primary tumor staging category pT4: Invasion of rectum, levator muscles, and/or pelvic wall', 'Neoplasm of prostate primary tumor staging category T1c: Tumor identified by needle biopsy', 'Neoplasm of prostate primary tumor staging category T2a: Involves one-half of one lobe or less', 'Neoplasm of prostate primary tumor staging category T2b: Tumor involves more than one-half of one lobe but not both lobes', 'Neoplasm of prostate primary tumor staging category T2c: Tumor involves both lobes', 'Neoplasm of prostate primary tumor staging category TX: Primary tumor cannot be assessed', 'Neoplasm of prostate regional lymph node staging category N0: No regional lymph node metastasis', 'Neoplasm of prostate regional lymph node staging category NX: regional lymph nodes not assessed', 'Neoplasm of prostate regional lymph node staging category pN1: Metastasis in regional node', 'Neoplasm of vas deferens', 'Non-metastatic prostate cancer', 'Obstructive nephropathy due to malignancy', 'Obstructive nephropathy due to prostate cancer', 'pM1a: Distant metastasis to non-regional lymph node', 'pM1b: Distant metastasis to bone', 'pM1c category', 'pM1c: Distant metastasis site other than bone or non-regional lymph node', 'Primary malignant neoplasm of prostate', 'Prostate cancer metastatic to bone', 'Prostate cancer metastatic to eye', 'pT2: Organ confined ', 'pT2a: Unilateral, one-half of one lobe or less ', 'pT2b: Unilateral, involving more than one-half of lobe but not both lobes ', 'pT2c category', 'pT2c: Bilateral disease ', 'pT3: Extraprostatic extension ', 'pT3a: Extraprostatic extension ', 'pT3b: Seminal vesicle invasion ', 'pT4: Invasion of bladder AND/OR rectum ', 'Recurrent malignant neoplasm of prostate', 'Secondary malignant neoplasm of rectum', 'Secondary malignant neoplasm of seminal vesicle', 'Secondary malignant neoplasm of spermatic cord', 'Secondary malignant neoplasm of urethra', 'Secondary malignant neoplasm of vas deferens', 'Small cell carcinoma of prostate', 'Squamous cell carcinoma of prostate', 'T1: Clinically inapparent prostate tumor not palpable or visible by imaging', 'T1a: Prostate tumor incidental histologic finding in 5% or less of tissue resected', 'T1b: Prostate tumor incidental histologic finding in > 5% of tissue resected', 'T1c: Tumor identified by needle biopsy because of elevated PSA: PROSTATE: Biopsy/TURP: PROSTATE: Resection', 'T2: Tumor confined within the prostate', 'T2a: Prostate tumor involves one lobe', 'T3: Prostate tumor extends through the prostatic capsule', 'T3a: Prostate tumor with extracapsular extension ', 'T3b: Prostate tumor invades the seminal vesicle', 'Tumor invasion of perineural tissue absent ', 'Tumor invasion of perineural tissue present ', 'Tumor invasion of periprostatic fat absent ', 'Tumor of seminal vesicle', 'Tumor of seminal vesicle']"
7,"['Malignant teratoma', 'Malignant teratoma of testis', 'Malignant teratoma of undescended testis', 'Malignant tumor of ectopic testis', 'Malignant tumor of undescended testis', 'Neoplasm of undescended testis', 'Primary malignant neoplasm of undescended testis', 'Seminoma', 'Seminoma of testis', 'Seminoma of undescended testis']"
8,[]
9,[]
