,category,condition
0,S00.00XA,"Unspecified superficial injury of scalp, initial encounter"
1,S00.00XD,"Unspecified superficial injury of scalp, subs encntr"
2,S00.00XS,"Unspecified superficial injury of scalp, sequela"
3,S00.01XA,"Abrasion of scalp, initial encounter"
4,S00.01XD,"Abrasion of scalp, subsequent encounter"
5,S00.01XS,"Abrasion of scalp, sequela"
6,S00.02XA,"Blister (nonthermal) of scalp, initial encounter"
7,S00.02XD,"Blister (nonthermal) of scalp, subsequent encounter"
8,S00.02XS,"Blister (nonthermal) of scalp, sequela"
9,S00.03XA,"Contusion of scalp, initial encounter"
10,S00.03XD,"Contusion of scalp, subsequent encounter"
11,S00.03XS,"Contusion of scalp, sequela"
12,S00.04XA,"External constriction of part of scalp, initial encounter"
13,S00.04XD,"External constriction of part of scalp, subsequent encounter"
14,S00.04XS,"External constriction of part of scalp, sequela"
15,S00.05XA,"Superficial foreign body of scalp, initial encounter"
16,S00.05XD,"Superficial foreign body of scalp, subsequent encounter"
17,S00.05XS,"Superficial foreign body of scalp, sequela"
18,S00.06XA,"Insect bite (nonvenomous) of scalp, initial encounter"
19,S00.06XD,"Insect bite (nonvenomous) of scalp, subsequent encounter"
20,S00.06XS,"Insect bite (nonvenomous) of scalp, sequela"
21,S00.07XA,"Other superficial bite of scalp, initial encounter"
22,S00.07XD,"Other superficial bite of scalp, subsequent encounter"
23,S00.07XS,"Other superficial bite of scalp, sequela"
24,S00.10XA,"Contusion of unsp eyelid and periocular area, init encntr"
25,S00.10XD,"Contusion of unsp eyelid and periocular area, subs encntr"
26,S00.10XS,"Contusion of unspecified eyelid and periocular area, sequela"
27,S00.11XA,"Contusion of right eyelid and periocular area, init encntr"
28,S00.11XD,"Contusion of right eyelid and periocular area, subs encntr"
29,S00.11XS,"Contusion of right eyelid and periocular area, sequela"
30,S00.12XA,"Contusion of left eyelid and periocular area, init encntr"
31,S00.12XD,"Contusion of left eyelid and periocular area, subs encntr"
32,S00.12XS,"Contusion of left eyelid and periocular area, sequela"
33,S00.201A,"Unsp superfic inj right eyelid and perioculr area, init"
34,S00.201D,"Unsp superfic inj right eyelid and perioculr area, subs"
35,S00.201S,"Unsp superfic inj right eyelid and perioculr area, sequela"
36,S00.202A,"Unsp superfic injury of left eyelid and perioculr area, init"
37,S00.202D,"Unsp superfic injury of left eyelid and perioculr area, subs"
38,S00.202S,"Unsp superfic inj left eyelid and perioculr area, sequela"
39,S00.209A,"Unsp superfic injury of unsp eyelid and perioculr area, init"
40,S00.209D,"Unsp superfic injury of unsp eyelid and perioculr area, subs"
41,S00.209S,"Unsp superfic inj unsp eyelid and perioculr area, sequela"
42,S00.211A,"Abrasion of right eyelid and periocular area, init encntr"
43,S00.211D,"Abrasion of right eyelid and periocular area, subs encntr"
44,S00.211S,"Abrasion of right eyelid and periocular area, sequela"
