,category,condition
0,Z14.01,Asymptomatic hemophilia A carrier
1,Z14.02,Symptomatic hemophilia A carrier
2,Z14.1,Cystic fibrosis carrier
3,Z14.8,Genetic carrier of other disease
4,Z15.01,Genetic susceptibility to malignant neoplasm of breast
5,Z15.02,Genetic susceptibility to malignant neoplasm of ovary
6,Z15.03,Genetic susceptibility to malignant neoplasm of prostate
7,Z15.04,Genetic susceptibility to malignant neoplasm of endometrium
8,Z15.09,Genetic susceptibility to other malignant neoplasm
9,Z15.81,Genetic susceptibility to multiple endocrine neoplasia [MEN]
10,Z15.89,Genetic susceptibility to other disease
