,Synonyms
0,"['Carrier of hereditary factor VIII deficiency disease', 'Hemophilia carrier']"
1,[]
2,['Carrier of cystic fibrosis gene mutation']
3,"['Asymptomatic carrier of hereditary factor VIII deficiency disease', 'Carrier of alpha thalassemia', 'Carrier of beta thalassemia', 'Carrier of Canavan disease', 'Carrier of Charcot-Marie-Tooth disease', 'Carrier of chromosome disorder', 'Carrier of chromosome translocation', 'Carrier of classical phenylketonuria', 'Carrier of Duchenne muscular dystrophy', 'Carrier of familial adenomatous polyposis', 'Carrier of familial dysautonomia', 'Carrier of fragile X chromosome', 'Carrier of galactosemia', 'Carrier of glycogen storage disease', 'Carrier of hemochromatosis', 'Carrier of hemochromatosis HFE gene mutation', 'Carrier of hemoglobinopathy C disorder', 'Carrier of hemoglobinopathy disorder', 'Carrier of hemoglobinopathy E disorder', 'Carrier of hereditary factor IX deficiency disease', 'Carrier of hereditary factor VIII deficiency disease', 'Carrier of hereditary factor VIII deficiency disease', 'Carrier of heritable cancer', 'Carrier of high risk cancer mutation gene', 'Carrier of mitochondrial defect', 'Carrier of muscular dystrophy', 'Carrier of myotonic dystrophy', 'Carrier of nonsyndromic deafness', 'Carrier of sickle cell gene mutation', 'Carrier of Tay Sachs disease gene mutation', 'Carrier of von Willebrand disease', 'Familial disease', 'Genetic disorder carrier', 'Genetic predisposition', 'Hemophilia carrier', 'Hemophilia carrier', 'Hemophilia carrier', 'Hereditary disease', 'Manifesting female carrier of X-linked muscular dystrophy', 'Symptomatic carrier of hereditary factor VIII deficiency disease', 'Symptomatic form of muscular dystrophy of Duchenne and Becker in female carrier', 'X-linked muscular dystrophy with abnormal dystrophin', 'X-linked muscular dystrophy with limb girdle distribution']"
4,"['BRCA1 gene mutation positive', 'BRCA2 gene mutation positive', 'Breast cancer genetic marker of susceptibility positive', 'Breast cancer genetic marker of susceptibility positive', 'Breast cancer genetic marker of susceptibility positive', 'Li-Fraumeni syndrome']"
5,['Ovarian cancer genetic marker of susceptibility positive']
6,[]
7,['Endometrial cancer genetic marker of susceptibility positive']
8,"['BAP1 tumor predisposition syndrome', 'DICER1 syndrome', 'Genetic susceptibility to cancer', 'Hereditary cancer-predisposing syndrome', 'Hereditary nonpolyposis colon cancer gene mutation positive', 'Hereditary non-polyposis colon cancer gene mutation positive', 'Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutation', 'Lynch syndrome', 'Macrocephaly-capillary malformation', 'MITF-related melanoma and renal cell carcinoma predisposition syndrome', 'Mosaic variegated aneuploidy syndrome', 'Oligodontia and cancer predisposition syndrome', 'Palmoplantar keratoderma, 46,XX sex reversal, predisposition to squamous cell carcinoma syndrome', 'Rhabdoid tumor predisposition syndrome']"
9,"['Genetic predisposition', 'Genetic predisposition to multiple endocrine adenomatosis']"
10,"['At risk for heritable disorder', 'Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency', 'Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency', 'Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency', 'Dense body defect', 'Familial platelet syndrome with predisposition to acute myelogenous leukemia', 'Genetic susceptibility to genetic disorder', 'Mendelian susceptibility to mycobacterial disease due to complete interferon gamma receptor 1 deficiency', 'Mendelian susceptibility to mycobacterial disease due to complete interferon gamma receptor 2 deficiency', 'Mendelian susceptibility to mycobacterial disease due to complete interleukin 12 receptor beta 1 deficiency', 'Mendelian susceptibility to mycobacterial disease due to complete interleukin 12 subunit beta deficiency', 'Mendelian susceptibility to mycobacterial disease due to complete ISG15 deficiency', 'Mendelian susceptibility to mycobacterial disease due to partial IRF8 deficiency', 'Mendelian susceptibility to mycobacterial disease due to partial STAT1 deficiency', 'X-linked mendelian susceptibility to mycobacterial disease']"
