,Synonyms
0,"['Arrhinia with choanal atresia and microphthalmia syndrome', 'Atresia of the anterior nares', 'Atresia of the posterior nares', 'Choanal atresia', 'Choanal atresia', 'Choanal atresia', 'Choanal atresia with CHARGE association', 'Choanal atresia with radial ray hypoplasia', 'Choanal atresia, hearing loss, cardiac defect, craniofacial dysmorphism syndrome', 'Choanal stenosis', 'Chronic diarrhea of infants AND/OR young children', 'Congenital atresia of nares', 'Congenital atresia of nares', 'Congenital atresia of nares', 'Congenital atresia of nasopharynx', 'Congenital atresia of nasopharynx', 'Congenital atresia of nasopharynx', 'Congenital atresia of pharynx', 'Congenital atresia of pharynx', 'Congenital atresia of pharynx', 'Congenital stenosis of choanae', 'Congenital stenosis of nares', 'Congenital stenosis of nasal pyriform aperture', 'Congenital stenosis of nasal pyriform aperture', 'Congenital stenosis of the anterior nares', 'Intractable diarrhea with choanal atresia and eye anomaly syndrome', 'Nasopharyngeal stenosis', 'Pharyngeal stenosis']"
1,"['Arrhinia with choanal atresia and microphthalmia syndrome', 'Choanal atresia', 'Congenital absence of nasal turbinate', 'Congenital absence of nose', 'Congenital anomaly of nasal turbinate', 'Congenital anomaly of nasal turbinate', 'Congenital atresia of nares', 'Congenital atresia of nasopharynx', 'Congenital atresia of pharynx', 'Congenital cleft nose', 'Congenital deformity of nose', 'Congenital hypoplasia of nasal bone', 'Congenital hypoplasia of nasal septum', 'Congenital hypoplasia of nasal turbinate', 'Congenital hypoplasia of nose', 'Congenital hypoplasia of nose', 'Hypoplasia and coloboma of alar cartilage with telecanthus syndrome', 'Hypoplasia of eye', 'Hyposmia, nasal and ocular hypoplasia, hypogonadotropic hypogonadism syndrome', 'Telecanthus', 'Underdevelopment of nose']"
2,"['Bifid nasal tip', 'Congenital abnormal shape of frontal bone', 'Congenital cleft nose', 'Congenital fissure of nose', 'Congenital notching of tip of nose', 'Form of tip of nose - finding', 'Trigonocephaly', 'Trigonocephaly with bifid nose and acral anomaly syndrome']"
3,"['Congenital perforation of nasal septum', 'Perforation of nasal septum']"
4,"['Accessory anterior naris', 'Accessory nose', 'Agenesis of nasal cartilages', 'Cleft lip nasal deformity', 'Congenital abnormal fusion of nasal bone', 'Congenital abnormal fusion of vomer', 'Congenital absence of nasal septum', 'Congenital anomaly of nasal sinuses', 'Congenital anomaly of nasal sinuses', 'Congenital anomaly of nasal turbinate', 'Congenital anomaly of vomer', 'Congenital anomaly of vomer', 'Congenital anomaly of vomer', 'Congenital cleft nose', 'Congenital deformity of nose', 'Congenital deformity of wall of nasal sinus', 'Congenital hypertrophy of nasal cavity', 'Congenital hypoplasia of nasal cavity', 'Congenital hypoplasia of nose', 'Congenital malposition of nares', 'Congenital malposition of nasal septum', 'Congenital malposition of nasal turbinate', 'Congenital malposition of nose', 'Congenital perforation of the nasal sinus wall', 'Congenital saddle nose', 'Cyclops', 'Deformity of nasal sinus wall', 'Diprosopus', 'Frontonasal dysplasia sequence', 'Frontonasal dysplasia with alopecia and genital anomaly syndrome', 'Hypoplasia and coloboma of alar cartilage with telecanthus syndrome', 'Incomplete ossification of nasal bone', 'Incomplete ossification of vomer', 'Intellectual disability, epilepsy, bulbous nose syndrome', 'Lack of ossification of nasal bone', 'Lack of ossification of vomer', 'Microcornea', 'Microcornea with glaucoma and absent frontal sinus syndrome', 'Polyrrhinia', 'Proboscis lateralis', 'Prominent anterior nasal spine', 'Prominent maxilla', 'RAPADILINO syndrome', 'Rhinocephaly', 'Saddle nose', 'Single naris', 'Telecanthus', 'Total congenital alopecia']"
5,"['Blepharonasofacial malformation syndrome', 'Congenital abnormality of nose and nasopharynx', 'Congenital anomaly of nose', 'Congenital deformity of nose', 'Congenital malformation of nasal septum', 'Mirror hands and feet co-occurrent with nasal defect', 'Polysyndactyly', 'Polysyndactyly syndrome']"
6,"['Congenital glottic web of larynx', 'Congenital subglottic web of larynx', 'Congenital web of larynx', 'Laryngeal web', 'Subglottic web', 'Vocal cords webbed']"
7,"['Congenital stenosis of larynx', 'Congenital subglottic stenosis', 'Subglottic stenosis']"
8,['Laryngeal hypoplasia']
9,"['Congenital cleft larynx', 'Congenital laryngocele']"
10,"['Congenital laryngomalacia', 'Laryngomalacia', 'Laryngotracheomalacia', 'Tracheomalacia']"
11,"['Absence of larynx', 'Agenesis of larynx', 'Agenesis of larynx, trachea and bronchus', 'Anomaly of cricoid cartilage', 'Anomaly of epiglottis', 'Anomaly of laryngeal and/or tracheal cartilage', 'Atresia of larynx and trachea', 'Bifid epiglottis', 'Congenital absence of bronchus', 'Congenital absence of trachea', 'Congenital anomaly of cricoid cartilage', 'Congenital anomaly of epiglottis', 'Congenital anomaly of hyoid bone', 'Congenital anomaly of thyroid cartilage', 'Congenital atresia of epiglottis', 'Congenital atresia of glottis', 'Congenital atresia of larynx', 'Congenital atresia of trachea', 'Congenital bronchial stenosis', 'Congenital cleft larynx', 'Congenital cleft of posterior cricoid cartilage', 'Congenital cleft thyroid cartilage', 'Congenital cyst of aryepiglottic fold', 'Congenital fissure of epiglottis', 'Congenital laryngeal cyst', 'Congenital malformation of larynx and trachea', 'Congenital malformation of larynx and trachea', 'Congenital malformation of larynx and trachea', 'Congenital malformation of trachea and bronchus', 'Congenital malformation of trachea and bronchus', 'Congenital stenosis of larynx', 'Congenital stenosis of larynx, trachea and bronchus', 'Congenital stenosis of trachea', 'Congenital supraglottic stenosis', 'Cyst of larynx', 'Cyst of larynx', 'Lack of ossification of hyoid bone', 'Laryngeal cleft type I', 'Laryngeal cleft type II', 'Laryngeal cleft type III', 'Laryngeal cleft type IV', 'Stenosis of bronchus', 'Stenosis of trachea', 'Supraglottic cyst', 'Supraglottic stenosis', 'Vocal cord absent']"
12,"['Congenital anomaly of larynx', 'Congenital malformation of larynx and trachea', 'Short rib dysplasia', 'Thoracolaryngopelvic dysplasia']"
13,"['Congenital anomaly of tracheal cartilage', 'Congenital tracheomalacia', 'Laryngomalacia', 'Laryngotracheomalacia', 'Tracheomalacia', 'Tracheomalacia']"
14,"['Absence of larynx', 'Accessory structure of lower respiratory tract', 'Accessory trachea', 'Agenesis of larynx', 'Agenesis of larynx, trachea and bronchus', 'Anomaly of laryngeal and/or tracheal cartilage', 'Atresia of larynx and trachea', 'Congenital absence of bronchus', 'Congenital absence of trachea', 'Congenital absence of trachea', 'Congenital anomaly of trachea', 'Congenital anomaly of tracheal cartilage', 'Congenital atresia of larynx', 'Congenital atresia of trachea', 'Congenital atresia of trachea', 'Congenital bronchial stenosis', 'Congenital dilatation of trachea', 'Congenital diverticulum of trachea', 'Congenital malformation of larynx and trachea', 'Congenital malformation of trachea and bronchus', 'Congenital malformation of trachea and bronchus', 'Congenital malformation of trachea and bronchus', 'Congenital malposition of innominate artery', 'Congenital malposition of trachea', 'Congenital stenosis of larynx', 'Congenital stenosis of larynx, trachea and bronchus', 'Congenital stenosis of trachea', 'Congenital stenosis of trachea', 'Congenital stenosis of trachea due to complete rings', 'Congenital stenosis of trachea due to tracheal web', 'Congenital tracheal collapse', 'Congenital tracheal fistula', 'Congenital tracheobiliary fistula', 'Congenital tracheocele', 'Distal origin of brachiocephalic artery with tracheal compression', 'Distal origin of brachiocephalic trunk', 'Fistula of bile duct', 'Neonatal tracheal perforation', 'O/E - position of trachea', 'O/E-trachea displaced to right', 'Perforation of trachea', 'Position of trachea - finding', 'Stenosis of bronchus', 'Stenosis of trachea', 'Stenosis of trachea', 'Trachea displaced', 'Trachea displaced', 'Trachea displaced to left', 'Tracheal fistula', 'Tracheal origin of right upper lobe bronchus', 'Tracheobiliary fistula']"
15,"['Bronchomalacia', 'Congenital bronchomalacia', 'Primary congenital bronchomalacia', 'Secondary congenital bronchomalacia', 'Tracheobronchomalacia', 'Tracheomalacia']"
