,Synonyms
0,"['Ablepharon', 'Aniridia, ptosis, intellectual disability, familial obesity syndrome', 'Baraitser-Winter syndrome', 'Bilateral congenital ptosis of upper eyelids', 'Bilateral ptosis of upper eyelids', 'Blepharophimosis epicanthus inversus ptosis syndrome', 'Blepharophimosis, ptosis, esotropia, syndactyly, short stature syndrome', 'Blepharoptosis, myopia, ectopia lentis syndrome', 'Conductive deafness, ptosis, skeletal anomalies syndrome', 'Congenital absence of lacrimal drainage structure', 'Congenital anomaly of pupil', 'Congenital aplasia of lacrimal structure', 'Congenital blepharophimosis', 'Congenital dysgenetic ptosis', 'Congenital ectopic lens', 'Congenital ectopic pupil', 'Congenital esotropia', 'Congenital myogenic ptosis', 'Congenital ptosis', 'Congenital ptosis of left upper eyelid', 'Congenital ptosis of right upper eyelid', 'Dysgenesis of lacrimal punctum', 'Ectopic pupil', 'Epicanthus finding', 'Epicanthus inversus', 'Intellectual disability, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth', 'Lower lacrimal punctum finding', 'Microbrachycephaly, ptosis, cleft lip syndrome', 'Myogenic ptosis', 'Partial ablepharon', 'Posterior fusion of lumbosacral vertebrae and blepharoptosis syndrome', 'Ptosis and vocal cord paralysis syndrome', 'Ptosis of left eyelid', 'Ptosis of right upper eyelid', 'Ptosis, strabismus, ectopic pupil syndrome', 'Ptosis, upper ocular movement limitation, absence of lacrimal punctum syndrome', 'Vagus nerve laryngeal paralysis']"
1,"['Congenital ectropion', 'Congenital iris ectropion', 'Congenital malposition of eyelid', 'Ectropion uveae', 'Ichthyosis, alopecia, eclabion, ectropion, intellectual disability syndrome', 'Lamellar ichthyosis']"
2,['Congenital entropion']
3,"['Ablepharon', 'Ablepharon', 'Ablepharon macrostomia syndrome', 'Absence of meibomian glands', 'Accessory eye muscle', 'Accessory eye muscles', 'Accessory eyelid', 'Anal atresia', 'Anal atresia', 'Ankyloblepharon', 'Ankyloblepharon', 'Ankyloblepharon filiforme adnatum', 'Ankyloblepharon filiforme adnatum with imperforate anus syndrome', 'Atrioventricular septal defect, blepharophimosis, radial and anal defect syndrome', 'Blepharophimosis epicanthus inversus ptosis syndrome', 'Blepharophimosis syndrome', 'Blepharophimosis, intellectual disability syndrome, Verloes type', 'Blepharophimosis, ptosis, esotropia, syndactyly, short stature syndrome', 'Broad epicanthus', 'Chorioretinal atrophy', 'Choroidal atrophy', 'Coloboma of eyelid', 'Coloboma of inferior eyelid', 'Coloboma of superior eyelid', 'Complete ablepharon', 'Congenital abnormal shape of tarsal bone', 'Congenital absence of eyelash', 'Congenital ankyloblepharon', 'Congenital ankyloblepharon', 'Congenital anomalies of eyelid, lacrimal system and orbit', 'Congenital anomaly of eyelid', 'Congenital blepharophimosis', 'Congenital blepharophimosis', 'Congenital blepharophimosis of lower eyelid', 'Congenital blepharophimosis of upper eyelid', 'Congenital cleft nose', 'Congenital disorders of eye and eyelid movements', 'Congenital distichiasis', 'Congenital epiblepharon-inferior oblique syndrome', 'Congenital esotropia', 'Congenital eyelid retraction', 'Congenital hypoplasia of nose', 'Congenital macrostomia', 'Congenital malposition of eyelid', 'Congenital pes cavus', 'Congenital scleral show', 'Congenital tarsal kink', 'Congenital vascular anomaly of eyelid', 'Congenital vascular anomaly of lower eyelid', 'Congenital vascular anomaly of upper eyelid', 'Curly hair, ankyloblepharon, nail dysplasia syndrome', 'Diprosopus', 'Distichiasis', 'Dystopia canthorum', 'Ectodermal dysplasia with hair-nail defect', 'Ectopic cilia of eyelid', 'Epiblepharon', 'Epiblepharon of bilateral eyes', 'Epiblepharon of left eye', 'Epiblepharon of right eye', 'Epicanthus finding', 'Epicanthus finding', 'Epicanthus finding', 'Epicanthus finding', 'Epicanthus inversus', 'Epicanthus palpebralis', 'Epicanthus tarsalis', 'Euryblepharon', 'Familial isolated trichomegaly', 'Hypertelorism', 'Hypertelorism', 'Hypoplasia and coloboma of alar cartilage with telecanthus syndrome', 'Hypoplasia of eyelid', 'Intellectual disability, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth', 'Longitudinal deficiency of tarsal bone', 'Macropalpebral fissure', 'Mandibulofacial dysostosis, macroblepharon, macrostomia syndrome', 'Medial canthus finding', 'Microblepharia', 'Microcornea', 'Microcornea, myopic chorioretinal atrophy, telecanthus syndrome', 'Microphthalmia with ankyloblepharon and intellectual disability syndrome', 'Nasopalpebral lipoma coloboma syndrome', 'Partial ablepharon', 'Partial ablepharon', 'Retraction of eyelid', 'Scleral show', 'Short tarsus with absence of lower eyelashes syndrome', 'Sphenoidal dysostosis', 'STAR syndrome', ""Swan's syndrome II"", 'Telecanthus', 'Telecanthus', 'Telecanthus', 'Telecanthus, hypertelorism, strabismus, pes cavus syndrome', 'X-linked recessive intellectual disability and macrocephaly with ciliary dysfunction syndrome']"
4,"['Ablepharon', 'Ablepharon', 'Agenesis of nasolacrimal duct', 'Agenesis of punctum lacrimale', 'Congenital absence of lacrimal drainage structure', 'Congenital absence of lacrimal drainage structure', 'Congenital aplasia of lacrimal structure', 'Congenital aplasia of lacrimal structure', 'Congenital aplasia of lacrimal structure', 'Congenital aplasia of lacrimal structure', 'Dysgenesis of lacrimal punctum', 'Dysgenesis of lacrimal punctum', 'Lower lacrimal punctum finding', 'Partial ablepharon', 'Ptosis, upper ocular movement limitation, absence of lacrimal punctum syndrome']"
5,"['Congenital blocked tear duct', 'Congenital blocked tear duct of bilateral eyes', 'Congenital blocked tear duct of left eye', 'Congenital blocked tear duct of right eye', 'Congenital nasolacrimal duct obstruction', 'Congenital obstruction of lacrimal canal', 'Congenital stenosis of nasolacrimal duct', 'Obstruction of lacrimal canaliculus', 'Obstruction of nasolacrimal duct']"
6,"['Accessory eyelid', 'Accessory eyelid', 'Accessory lacrimal canal', 'Accessory lacrimal gland disorder', 'Alacrima', 'Aplasia of lacrimal and salivary gland', 'Atresia of nasolacrimal duct', 'Atresia of nasolacrimal duct', 'Congenital abnormality of lacrimal drainage system', 'Congenital anomalies of eyelid, lacrimal system and orbit', 'Congenital anomaly of lacrimal gland', 'Congenital anomaly of lacrimal system', 'Congenital anomaly of salivary gland', 'Congenital aplasia of lacrimal structure', 'Congenital dacryocele', 'Congenital displacement of punctum lacrimale', 'Congenital diverticulum of lacrimal canaliculus', 'Congenital ectopia of lacrimal punctum', 'Congenital lacrimal fistula', 'Congenital malposition of eyelid', 'Congenitally small punctum lacrimale', 'Cyst of lacrimal passages', 'Dysgenesis of lacrimal punctum', 'Ectopic lacrimal papilla', 'Hypertelorism', 'Hypertelorism, preauricular sinus, punctual pits, deafness syndrome', 'Imperforate lacrimal punctum', 'Intellectual disability, alacrima, achalasia syndrome', 'Isolated congenital alacrima', 'Lacrimal fistula', 'Lacrimal mucocele', 'Microtia', 'Microtia, eye coloboma, imperforation of nasolacrimal duct syndrome', 'Preauricular fistula', 'Supernumerary canaliculus', 'Supernumerary lacrimal punctum']"
7,"['Congenital abnormal fusion of lacrimal bone', 'Congenital abnormal shape of lacrimal bone', 'Congenital absence of eye bulge', 'Congenital absence of lacrimal bone', 'Congenital anomalies of eyelid, lacrimal system and orbit', 'Congenital anomaly of lacrimal bone', 'Congenital anomaly of orbit', 'Congenital cyst of orbit', 'Congenital hypoplasia of eye bulge', 'Congenital malformation of blood vessel of orbit proper', 'Congenital superior sulcus anomaly of orbit', 'Incomplete ossification of lacrimal bone', 'Lack of ossification of lacrimal bone', 'Oculoskeletal dysplasia', 'Orbital cyst', 'Orbital deformity associated with craniofacial deformity', 'Orbital margin finding', 'Orbital separation diminished', 'Syndromic orbital border hypoplasia']"
8,['Congenital cystic eyeball']
9,"['Anophthalmia and megalocornea with cardiopathy and skeletal anomalies syndrome', 'Anophthalmia plus syndrome', 'Anophthalmos', 'Anophthalmos of left eye', 'Anophthalmos of right eye', 'Monophthalmos', 'SOX2 anophthalmia syndrome']"
10,"['Ankyloblepharon', 'Aplasia of optic nerve', 'Arrhinia with choanal atresia and microphthalmia syndrome', 'Central obesity', 'Choanal atresia', 'Colobomatous microphthalmia', 'Colobomatous microphthalmia', 'Colobomatous microphthalmia', 'Colobomatous microphthalmia, obesity, hypogenitalism, intellectual disability syndrome', 'Colobomatous microphthalmia, rhizomelic dysplasia syndrome', 'Congenital ankyloblepharon', 'Congenital atresia of nares', 'Congenital atresia of nasopharynx', 'Congenital atresia of pharynx', 'Congenital hypoplasia of nose', 'Congenital prognathism', 'Cryptophthalmos', 'Drusen of optic disc', 'Dysplasia of eye', 'Frontonasal dysplasia sequence', 'Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome', 'Hypoplasia of eye', 'Hypoplasia of eye', 'Hyposmia, nasal and ocular hypoplasia, hypogonadotropic hypogonadism syndrome', 'Isolated cryptophthalmos', 'Lenz microphthalmia syndrome', 'Macrosomia, microphthalmia, cleft palate syndrome', 'Microphthalmia with ankyloblepharon and intellectual disability syndrome', 'Microphthalmia with brain and digit anomaly', 'Microphthalmia with brain atrophy syndrome', 'Microphthalmia with linear skin defect syndrome', 'Microphthalmia, retinitis pigmentosa, foveoschisis, optic disc drusen syndrome', 'Microphthalmic socket', 'Microphthalmos', 'Microphthalmos associated with other anomalies of eye AND/OR adnexa', 'MMEP syndrome', 'Nanophthalmia', 'Nanophthalmia', 'Oculocerebral dysplasia syndrome', 'Retinal degeneration, nanophthalmos, glaucoma syndrome', 'Simple microphthalmos', 'Syndromic microphthalmia type 5', 'X-linked colobomatous microphthalmia, microcephaly, intellectual disability, short stature syndrome']"
11,['Macrophthalmos']
