,Synonyms
0,"['Blood group A', 'Blood group A variant', 'Blood group A>2<', 'Blood group A>h<', 'Blood group A>m<^h^', 'Blood group A>x<', 'Blood group A>y<', 'Blood group Para-Bombay']"
1,[]
2,"['Blood group B', 'Blood group B Rh positive', 'Blood group B variant', 'Blood group B>3<', 'Blood group B>el<', 'Blood group B>h<', 'Blood group B>m<', 'Blood group B>m<^h^', 'Blood group B>w<', 'Blood group B>x<', 'Blood group Para-Bombay', 'Blood group Para-Bombay', 'Common composite blood groups - finding', 'RhD positive']"
3,[]
4,['Blood group A>1Blood group AB']
5,[]
6,"['Blood group O', 'Blood group O>h< Bombay', 'Blood group O>h< Bombay Reunion type', 'Blood group O>Hm<', 'Blood group O>Hm<^A^', 'Blood group O>Hm<^B^', 'Blood group O>m<^h^', 'Blood group Para-Bombay', 'Blood group Para-Bombay', 'Blood group Para-Bombay', 'Blood group Para-Bombay']"
7,[]
8,"['ABO group phenotype', 'Blood group Para-Bombay', 'Cartwright antigen type', 'cde haplotype', 'Cde haplotype', 'cdE haplotype', 'CDe haplotype', 'cDE haplotype', 'cDe haplotype', 'CdE haplotype', 'CDE haplotype', 'Chido-Rodgers blood group phenotype', 'Chido-Rogers antigen type', 'Ch-Rg- phenotype', 'Co phenotype', 'Colton blood group phenotype', 'Cromer blood group phenotype', 'Diego antigen type', 'Duffy antigen type', 'Duffy blood group', 'Duffy blood group phenotype', 'Fy phenotype', 'Fy phenotype', 'Fy phenotype', 'Fy phenotype', 'Fy phenotype', 'Fy phenotype', 'Fy phenotype', 'Fy phenotype', 'Gerbich blood group phenotype', 'Gerbich negative phenotype', 'Gerbich positive phenotype', 'Gerbich type', 'H antigen type', 'Hh blood group phenotype', 'I blood group phenotype', 'Inab phenotype', 'Kell antigen type', 'Kell blood group phenotype', 'Kidd antigen type', 'Kidd blood group phenotype', 'Kx antigen type', 'Kx blood group phenotype', 'Landsteiner-Weiner antigen type', 'Landsteiner-Wiener phenotype', 'Leach type', 'Lewis blood group phenotype', 'Low incidence antigen type', 'Lutheran blood group phenotype', 'Melasian type', 'MNS antigen type', 'MNS blood group phenotype', 'P blood group phenotype', 'Rh blood group - finding', 'Rh blood group phenotype', 'Rh genotype - finding', 'RhD positive', 'Weak Fy^b^ phenotype', 'Yus type']"
9,"['History of RhD negative', 'Rh negative Du positive', 'Rh>mod< blood group phenotype', 'Rh>null< phenotype', 'Rr^-^ blood group phenotype', 'X^o^rX^o^r blood group phenotype']"
