,category,condition
0,Z40.00,Encounter for prophylactic removal of unspecified organ
1,Z40.01,Encounter for prophylactic removal of breast
2,Z40.02,Encounter for prophylactic removal of ovary(s)
3,Z40.03,Encounter for prophylactic removal of fallopian tube(s)
4,Z40.09,Encounter for prophylactic removal of other organ
5,Z40.8,Encounter for other prophylactic surgery
6,Z40.9,"Encounter for prophylactic surgery, unspecified"
7,Z41.1,Encounter for cosmetic surgery
8,Z41.2,Encounter for routine and ritual male circumcision
9,Z41.3,Encounter for ear piercing
10,Z41.8,Encntr for oth proc for purpose oth than remedy health state
11,Z41.9,"Encntr for proc for purpose oth than remedy hlth state, unsp"
12,Z42.1,Encounter for breast reconstruction following mastectomy
13,Z42.8,Encntr for oth plast/recnst surg fol med proc or heal injury
14,Z43.0,Encounter for attention to tracheostomy
15,Z43.1,Encounter for attention to gastrostomy
16,Z43.2,Encounter for attention to ileostomy
17,Z43.3,Encounter for attention to colostomy
18,Z43.4,Encounter for attn to oth artif openings of digestive tract
19,Z43.5,Encounter for attention to cystostomy
20,Z43.6,Encounter for attn to oth artif openings of urinary tract
21,Z43.7,Encounter for attention to artificial vagina
22,Z43.8,Encounter for attention to other artificial openings
23,Z43.9,Encounter for attention to unspecified artificial opening
24,Z44.001,Encounter for fit/adjst of unsp right artificial arm
25,Z44.002,Encounter for fit/adjst of unsp left artificial arm
26,Z44.009,"Encounter for fit/adjst of unsp artificial arm, unsp arm"
27,Z44.011,Encounter for fit/adjst of complete right artificial arm
28,Z44.012,Encounter for fit/adjst of complete left artificial arm
29,Z44.019,"Encounter for fit/adjst of complete artificial arm, unsp arm"
30,Z44.021,Encounter for fit/adjst of partial artificial right arm
31,Z44.022,Encounter for fit/adjst of partial artificial left arm
32,Z44.029,"Encounter for fit/adjst of partial artificial arm, unsp arm"
33,Z44.101,Encounter for fit/adjst of unsp right artificial leg
34,Z44.102,Encounter for fit/adjst of unsp left artificial leg
35,Z44.109,"Encounter for fit/adjst of unsp artificial leg, unsp leg"
36,Z44.111,Encounter for fit/adjst of complete right artificial leg
37,Z44.112,Encounter for fit/adjst of complete left artificial leg
38,Z44.119,"Encounter for fit/adjst of complete artificial leg, unsp leg"
39,Z44.121,Encounter for fit/adjst of partial artificial right leg
40,Z44.122,Encounter for fit/adjst of partial artificial left leg
41,Z44.129,"Encounter for fit/adjst of partial artificial leg, unsp leg"
42,Z44.20,"Encounter for fitting and adjustment of artificial eye, unsp"
43,Z44.21,Encounter for fitting and adjustment of artificial right eye
44,Z44.22,Encounter for fitting and adjustment of artificial left eye
45,Z44.30,"Encntr for fit/adjst of external breast prosth, unsp breast"
46,Z44.31,Encounter for fit/adjst of external right breast prosthesis
47,Z44.32,Encounter for fit/adjst of external left breast prosthesis
48,Z44.8,Encounter for fit/adjst of external prosthetic devices
