,category,condition
0,P10.0,Subdural hemorrhage due to birth injury
1,P10.1,Cerebral hemorrhage due to birth injury
2,P10.2,Intraventricular hemorrhage due to birth injury
3,P10.3,Subarachnoid hemorrhage due to birth injury
4,P10.4,Tentorial tear due to birth injury
5,P10.8,Oth intcrn lacerations and hemorrhages due to birth injury
6,P10.9,Unsp intcrn laceration and hemorrhage due to birth injury
7,P11.0,Cerebral edema due to birth injury
8,P11.1,Other specified brain damage due to birth injury
9,P11.2,Unspecified brain damage due to birth injury
10,P11.3,Birth injury to facial nerve
11,P11.4,Birth injury to other cranial nerves
12,P11.5,Birth injury to spine and spinal cord
13,P11.9,"Birth injury to central nervous system, unspecified"
14,P12.0,Cephalhematoma due to birth injury
15,P12.1,Chignon (from vacuum extraction) due to birth injury
16,P12.2,Epicranial subaponeurotic hemorrhage due to birth injury
17,P12.3,Bruising of scalp due to birth injury
18,P12.4,Injury of scalp of newborn due to monitoring equipment
19,P12.81,Caput succedaneum
20,P12.89,Other birth injuries to scalp
21,P12.9,"Birth injury to scalp, unspecified"
22,P13.0,Fracture of skull due to birth injury
23,P13.1,Other birth injuries to skull
24,P13.2,Birth injury to femur
25,P13.3,Birth injury to other long bones
26,P13.4,Fracture of clavicle due to birth injury
27,P13.8,Birth injuries to other parts of skeleton
28,P13.9,"Birth injury to skeleton, unspecified"
29,P14.0,Erb's paralysis due to birth injury
30,P14.1,Klumpke's paralysis due to birth injury
31,P14.2,Phrenic nerve paralysis due to birth injury
32,P14.3,Other brachial plexus birth injuries
33,P14.8,Birth injuries to other parts of peripheral nervous system
34,P14.9,"Birth injury to peripheral nervous system, unspecified"
35,P15.0,Birth injury to liver
36,P15.1,Birth injury to spleen
37,P15.2,Sternomastoid injury due to birth injury
38,P15.3,Birth injury to eye
39,P15.4,Birth injury to face
40,P15.5,Birth injury to external genitalia
41,P15.6,Subcutaneous fat necrosis due to birth injury
42,P15.8,Other specified birth injuries
43,P15.9,"Birth injury, unspecified"
