,Synonyms
0,"['Malignant mesothelioma of pleura', 'Malignant tumor of mesothelial tissue', 'Mesothelioma ', 'Neoplasm of mesothelial tissue of pleura', 'Primary malignant neoplasm of pleura']"
1,"['Malignant neoplasm of mesentery', 'Malignant neoplasm of omentum', 'Malignant tumor of mesothelial tissue', 'Malignant tumor of peritoneum and retroperitoneum', 'Mesothelioma ', 'Mesothelioma of mesentery', 'Mesothelioma of omentum', 'Mesothelioma of parietal peritoneum', 'Mesothelioma of pelvic peritoneum', 'Mesothelioma of peritoneum', 'Neoplasm of mesothelial tissue of peritoneum', 'Neoplasm of omentum', 'Overlapping malignant lesion of retroperitoneum and peritoneum', 'Primary malignant neoplasm of omentum', 'Primary malignant neoplasm of parietal peritoneum', 'Primary malignant neoplasm of the mesentery', 'Primary mesothelioma overlapping lesion of retroperitoneum peritoneum and omentum', 'Tumor of peritoneum and retroperitoneum']"
2,"['Malignant mesothelioma of pericardium', 'Malignant tumor of mesothelial tissue', 'Mesothelioma ', 'Neoplasm of mesothelial tissue of pericardium', 'Primary malignant neoplasm of pericardium']"
3,"['Malignant mesothelioma of the tunica vaginalis', 'Malignant tumor of peritoneum and retroperitoneum', 'Malignant tumor of tunica vaginalis', 'Overlapping malignant lesion of retroperitoneum and peritoneum', 'Paratesticular malignant neoplasm', 'Primary mesothelioma overlapping lesion of retroperitoneum peritoneum and omentum', 'Tumor of peritoneum and retroperitoneum', 'Tumor of tunica vaginalis']"
4,"['Malignant tumor of mesothelial tissue', 'Mesothelioma ', 'Neoplasm of mesothelial tissue', 'pN1: Metastasis in the ipsilateral bronchopulmonary and/or hilar lymph node', 'pN2: Metastasis in the subcarinal lymph node', 'pN3: Metastasis in the contralateral mediastinal, internal mammary, or hilar lymph node', 'pT1: Tumor involves ipsilateral parietal pleura, with or without focal involvement of visceral pleura ', 'pT1a: Tumor involves ipsilateral parietal ', 'pT1b: Tumor involves ipsilateral parietal ', 'pT2: Tumor involves any of the ipsilateral pleural surfaces with at least one of the following: confluent visceral pleural tumor ', 'pT3: Tumor involves any of the ipsilateral pleural surfaces plus additional sites as by AJCC 6th Edition definition ', 'pT4: Tumor involves any of the ipsilateral pleural surfaces plus additional sites as by AJCC 6th Edition definition ', 'Thoracic mesothelioma TNM finding', 'Thoracic mesothelioma TNM finding', 'Thoracic mesothelioma TNM finding', 'Thoracic mesothelioma TNM finding', 'Thoracic mesothelioma TNM finding', 'Thoracic mesothelioma TNM finding', 'Thoracic mesothelioma TNM finding']"
5,"[""Kaposi's sarcoma of skin"", 'Malignant tumor of dermis', 'Malignant tumor of fibrous tissue']"
6,"[""Kaposi's sarcoma of soft tissue""]"
7,"[""Kaposi's sarcoma of palate""]"
8,"[""Kaposi's sarcoma of lymph nodes""]"
9,"[""Kaposi's sarcoma of gastrointestinal tract""]"
10,"['Kaposi sarcoma of viscus', ""Kaposi's sarcoma of lung""]"
11,[]
12,[]
13,"[""Kaposi's sarcoma of conjunctiva"", ""Kaposi's sarcoma of cornea"", ""Kaposi's sarcoma of eyelid"", 'Malignant tumor of conjunctiva', 'Malignant tumor of cornea', ""Primary Kaposi's sarcoma of oral cavity"", 'Primary malignant neoplasm of conjunctiva ']"
14,"['Kaposi sarcoma of viscus', ""Kaposi's sarcoma "", ""Kaposi's sarcoma - endemic"", ""Kaposi's sarcoma - sporadic"", ""Kaposi's sarcoma associated with AIDS"", ""Kaposi's sarcoma not associated with acquired immunodeficiency syndrome"", ""Kaposi's sarcoma of multiple organs"", 'Malignant neoplasm associated with AIDS']"
15,"['Malignant neoplasm of peripheral nerves of head, face and neck', 'Neoplasm of peripheral nerve of head AND/OR neck', 'Primary malignant neoplasm of peripheral nerve of head, face AND/OR neck', 'Primary malignant neoplasm of peripheral nerves of face', 'Primary malignant neoplasm of peripheral nerves of head', 'Primary malignant neoplasm of peripheral nerves of neck']"
16,"['Malignant neoplasm of peripheral nerves of upper limb, including shoulder', 'Neoplasm of peripheral nerves of upper limb', 'Primary malignant neoplasm of peripheral nerves of shoulder', 'Primary malignant neoplasm of peripheral nerves of upper limb']"
17,[]
18,[]
19,"['Malignant neoplasm of peripheral nerves of lower limb, including hip', 'Neoplasm of peripheral nerves of lower limb', 'Neoplasm of peripheral nerves of lower limb', 'Primary malignant neoplasm of peripheral nerves of hip', 'Primary malignant neoplasm of peripheral nerves of lower limb']"
20,[]
21,[]
22,"['Malignant neoplasm of peripheral nerve of thorax', 'Malignant neuroma of mediastinum', 'Primary malignant neoplasm of peripheral nerves of thorax']"
23,"['Malignant neoplasm of peripheral nerve of abdomen', 'Neoplasm of peripheral nerves of abdomen', 'Primary malignant neoplasm of peripheral nerves of abdomen', 'Primary malignant neoplasm of peripheral nerves of trunk']"
