,Synonyms
0,"['Acute appendicitis with generalized peritonitis', 'Acute appendicitis with peritonitis', 'Acute generalized peritonitis', 'Acute obstructive appendicitis', 'Acute obstructive appendicitis with perforation AND peritonitis', 'Acute perforated appendicitis', 'Appendix with tumor involvement, with perforation not at tumor', 'Delayed perforation of appendix', 'Perforation of cecum', 'Rupture of appendix', 'Rupture of appendix']"
1,[]
2,"['Acute appendicitis with localized peritonitis', 'Acute appendicitis with peritonitis']"
3,[]
4,"['Purulent enteritis', 'Rupture of appendix', 'Ruptured suppurative appendicitis', 'Suppurative appendicitis']"
5,"['Abscess of appendix', 'Acute appendicitis with peritoneal abscess', 'Acute fulminating appendicitis', 'Acute fulminating appendicitis with perforation AND peritonitis', 'Acute gangrenous appendicitis', 'Acute gangrenous appendicitis with perforation AND peritonitis', 'Acute perforated appendicitis', 'Necrotic enteritis', 'Pericecal abscess', 'Rupture of appendix', 'Rupture of appendix']"
6,"['Abscess of appendix', 'Acute appendicitis', 'Acute appendicitis with appendix abscess', 'Acute appendicitis without peritonitis', 'Acute fulminating appendicitis', 'Acute gangrenous appendicitis', 'Acute obstructive appendicitis', 'Acute phlegmonous appendicitis', 'Acute suppurative appendicitis', 'Necrotic enteritis', 'Purulent enteritis', 'Suppurative appendicitis']"
7,"['Acute focal appendicitis', 'Complicated appendicitis', 'Focal appendicitis']"
8,[]
9,[]
10,"['Atypical appendicitis', 'Catarrhal appendicitis', 'Chronic appendicitis', 'Healed appendicitis', 'Pelvic appendicitis', 'Recurrent appendicitis', 'Relapsing appendicitis', 'Subacute appendicitis']"
11,[]
12,"['Appendicitis', 'Crohn disease of appendix', ""Crohn's disease of large bowel"", 'Focal appendicitis', 'Neutropenic typhlitis', 'Periappendicitis', 'Retrocecal appendicitis', 'Retroileal appendicitis', 'Typhlitis']"
13,"['Hyperplasia of appendix', 'Lymphoid hyperplasia of appendix']"
14,"['Appendicular concretion', 'Concretion of appendix', 'Concretion of intestine', 'Fecolith in appendix']"
15,"['Acquired diverticulum of appendix', 'Diverticulum of appendix', 'Diverticulum of large intestine']"
16,['Fistula of appendix']
17,"['Appendiceal colic', 'Appendicular colic', 'Appendix hematoma', 'Epiploic appendagitis', 'Fibrosis of appendix', 'Fibrous obliteration of appendix', 'Intussusception of appendix', 'Ischemic colitis', 'Ischemic enteritis', 'Mucocele of appendix']"
18,['Disorder of appendix']
