,Synonyms
0,[]
1,"['Manic disorder, single episode', 'Single manic episode, mild']"
2,"['Manic disorder, single episode', 'Single manic episode, moderate']"
3,[]
4,"['Elevated mood', 'Manic disorder, single episode', 'Manic mood', 'Manic stupor', 'Manic symptoms co-occurrent and due to primary psychotic disorder', 'Severe bipolar I disorder, single manic episode with psychotic features', 'Severe bipolar I disorder, single manic episode with psychotic features, mood-congruent', 'Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent', 'Single manic episode, severe, with psychosis']"
5,"['Bipolar disorder in partial remission', 'Bipolar I disorder, single manic episode', 'Bipolar I disorder, single manic episode, in partial remission', 'Bipolar I disorder, single manic episode, in remission']"
6,"['Bipolar I disorder, single manic episode', 'Bipolar I disorder, single manic episode, in full remission', 'Bipolar I disorder, single manic episode, in remission', 'Bipolar type I disorder currently in full remission', 'Manic disorder, single episode', 'Single manic episode in full remission']"
7,"['Atypical manic disorder', 'Bipolar affective disorder, current episode manic', 'Bipolar affective disorder, current episode manic', 'Bipolar I disorder, most recent episode manic', 'Bipolar I disorder, most recent episode manic', 'Bipolar I disorder, single manic episode', 'Bipolar I disorder, single manic episode', 'Bipolar I disorder, single manic episode', 'Bipolar I disorder, single manic episode with catatonic features', 'Bipolar I disorder, single manic episode with postpartum onset', 'Bipolar I disorder, single manic episode, in remission', 'Hypomania']"
8,"['Bipolar I disorder, single manic episode', 'Elevated mood', 'Mania', 'Manic - mental defense mechanism', 'Manic behavior', 'Manic disorder, single episode', 'Manic mood', 'Mood disorder of manic type']"
9,"['Bipolar I disorder, most recent episode hypomanic']"
10,"['Bipolar disorder, most recent episode manic', 'Bipolar I disorder, most recent episode manic', 'Bipolar I disorder, most recent episode manic with postpartum onset', 'Manic bipolar I disorder']"
11,"['Bipolar affective disorder, current episode manic', 'Bipolar affective disorder, currently manic, mild', 'Bipolar I disorder, single manic episode', 'Mild bipolar disorder', 'Mild bipolar I disorder, single manic episode', 'Mild manic bipolar I disorder']"
12,"['Bipolar affective disorder, current episode manic', 'Bipolar affective disorder, currently manic, moderate', 'Moderate bipolar disorder', 'Moderate bipolar I disorder, single manic episode', 'Moderate manic bipolar I disorder']"
13,"['Severe bipolar disorder without psychotic features', 'Severe bipolar disorder without psychotic features', 'Severe bipolar I disorder, single manic episode without psychotic features', 'Severe manic bipolar I disorder', 'Severe manic bipolar I disorder without psychotic features']"
14,"['Bipolar affective disorder, current episode manic', 'Bipolar affective disorder, currently manic, severe, with psychosis', 'Bipolar I disorder, most recent episode manic', 'Bipolar I disorder, most recent episode manic with catatonic features', 'Severe bipolar disorder with psychotic features, mood-congruent', 'Severe bipolar disorder with psychotic features, mood-incongruent', 'Severe manic bipolar I disorder', 'Severe manic bipolar I disorder with psychotic features', 'Severe manic bipolar I disorder with psychotic features, mood-congruent', 'Severe manic bipolar I disorder with psychotic features, mood-incongruent', 'Severe mood disorder with psychotic features']"
15,"['Bipolar affective disorder, current episode depression', 'Bipolar I disorder, most recent episode depressed with postpartum onset', 'Bipolar I disorder, most recent episode depression', 'Bipolar I disorder, most recent episode depression', 'Chronic bipolar I disorder, most recent episode depressed', 'Depressed bipolar I disorder']"
16,"['Bipolar affective disorder, current episode depression', 'Bipolar affective disorder, currently depressed, mild', 'Mild bipolar disorder', 'Mild depressed bipolar I disorder']"
17,"['Bipolar affective disorder, current episode depression', 'Bipolar affective disorder, currently depressed, moderate', 'Moderate bipolar disorder', 'Moderate depressed bipolar I disorder']"
18,"['Bipolar I disorder, most recent episode depressed with melancholic features', 'Bipolar I disorder, most recent episode depression', 'Severe bipolar disorder without psychotic features', 'Severe depressed bipolar I disorder', 'Severe depressed bipolar I disorder without psychotic features']"
19,"['Atypical depressive disorder', 'Bipolar affective disorder, current episode depression', 'Bipolar I disorder, most recent episode depressed with atypical features', 'Bipolar I disorder, most recent episode depressed with catatonic features', 'Bipolar I disorder, most recent episode depression', 'Bipolar I disorder, most recent episode depression', 'Psychosis and severe depression co-occurrent and due to bipolar affective disorder', 'Severe bipolar disorder with psychotic features, mood-congruent', 'Severe bipolar disorder with psychotic features, mood-incongruent', 'Severe depressed bipolar I disorder', 'Severe depressed bipolar I disorder with psychotic features', 'Severe depressed bipolar I disorder with psychotic features, mood-congruent', 'Severe depressed bipolar I disorder with psychotic features, mood-incongruent', 'Severe mood disorder with psychotic features']"
20,"['Bipolar affective disorder, current episode mixed', 'Bipolar affective disorder, most recent episode mixed', 'Bipolar I disorder, most recent episode mixed with postpartum onset', 'Mixed bipolar affective disorder', 'Mixed bipolar I disorder']"
21,"['Bipolar affective disorder, current episode mixed', 'Bipolar affective disorder, most recent episode mixed', 'Mild bipolar disorder', 'Mild mixed bipolar I disorder', 'Mixed bipolar affective disorder, mild']"
22,"['Bipolar affective disorder, current episode mixed', 'Bipolar affective disorder, most recent episode mixed', 'Mixed bipolar affective disorder, moderate', 'Moderate bipolar disorder', 'Moderate mixed bipolar I disorder']"
23,"['Severe bipolar disorder without psychotic features', 'Severe mixed bipolar I disorder', 'Severe mixed bipolar I disorder without psychotic features']"
24,"['Bipolar affective disorder, current episode mixed', 'Bipolar affective disorder, most recent episode mixed', 'Bipolar affective disorder, most recent episode mixed', 'Bipolar I disorder, most recent episode mixed with catatonic features', 'Mixed bipolar affective disorder, severe, with psychosis', 'Severe bipolar disorder with psychotic features, mood-congruent', 'Severe bipolar disorder with psychotic features, mood-incongruent', 'Severe mixed bipolar I disorder', 'Severe mixed bipolar I disorder with psychotic features', 'Severe mixed bipolar I disorder with psychotic features, mood-congruent', 'Severe mixed bipolar I disorder with psychotic features, mood-incongruent', 'Severe mood disorder with psychotic features']"
25,"['Bipolar disorder in full remission', 'Bipolar disorder in partial remission', 'Bipolar disorder in remission', 'Bipolar type I disorder currently in full remission', 'Depressed bipolar I disorder in remission', 'Manic bipolar I disorder in remission']"
26,[]
27,[]
28,"['Bipolar disorder in partial remission', 'Manic bipolar I disorder in partial remission', 'Manic bipolar I disorder in remission', 'Recurrent manic episodes', 'Recurrent manic episodes in partial remission']"
29,"['Bipolar affective disorder, current episode manic', 'Bipolar affective disorder, currently manic, in full remission', 'Bipolar type I disorder currently in full remission', 'Manic bipolar I disorder in full remission', 'Manic bipolar I disorder in remission']"
30,"['Bipolar disorder in partial remission', 'Depressed bipolar I disorder in partial remission', 'Depressed bipolar I disorder in remission']"
31,"['Bipolar affective disorder, current episode depression', 'Bipolar affective disorder, currently depressed, in full remission', 'Bipolar type I disorder currently in full remission', 'Depressed bipolar I disorder in full remission', 'Depressed bipolar I disorder in remission']"
32,"['Bipolar disorder in partial remission', 'Mixed bipolar I disorder in partial remission', 'Mixed bipolar I disorder in remission']"
33,"['Bipolar type I disorder currently in full remission', 'Mixed bipolar affective disorder, in full remission', 'Mixed bipolar I disorder in full remission', 'Mixed bipolar I disorder in remission']"
34,"['Bipolar disorder in partial remission', 'Bipolar II disorder', 'Bipolar II disorder, most recent episode hypomanic', 'Bipolar II disorder, most recent episode major depressive', 'Bipolar II disorder, most recent episode major depressive with atypical features', 'Bipolar II disorder, most recent episode major depressive with catatonic features', 'Bipolar II disorder, most recent episode major depressive with melancholic features', 'Bipolar II disorder, most recent episode major depressive with postpartum onset', 'Bipolar type II disorder currently in full remission', 'Chronic bipolar II disorder, most recent episode major depressive', 'Mild bipolar disorder', 'Mild bipolar II disorder, most recent episode major depressive', 'Moderate bipolar disorder', 'Moderate bipolar II disorder, most recent episode major depressive', 'Severe bipolar disorder without psychotic features', 'Severe bipolar II disorder', 'Severe bipolar II disorder, most recent episode major depressive with psychotic features', 'Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent', 'Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent', 'Severe bipolar II disorder, most recent episode major depressive without psychotic features', 'Severe bipolar II disorder, most recent episode major depressive, in full remission', 'Severe bipolar II disorder, most recent episode major depressive, in partial remission', 'Severe bipolar II disorder, most recent episode major depressive, in remission']"
35,"['Mild bipolar disorder', 'Moderate bipolar disorder', 'Rapid cycling bipolar I disorder', 'Recurrent manic episodes', 'Recurrent manic episodes, in full remission', 'Recurrent manic episodes, mild', 'Recurrent manic episodes, moderate', 'Recurrent manic episodes, severe, with psychosis', 'Recurrent severe manic episodes', 'Severe bipolar disorder with psychotic features, mood-congruent', 'Severe bipolar disorder with psychotic features, mood-incongruent', 'Severe bipolar disorder without psychotic features', 'Severe mood disorder with psychotic features']"
36,"['Bipolar affective disorder, current episode manic', 'Bipolar disorder', 'Bipolar disorder, most recent episode depression', 'Bipolar I disorder', 'Bipolar I disorder, most recent episode depression', 'Severe bipolar disorder', 'Severe bipolar disorder with psychotic features', 'Severe bipolar I disorder']"
37,"['Mild depression', 'Mild major depression', 'Mild major depression, single episode', 'Mild major depressive disorder co-occurrent with anxiety single episode', 'Minor depressive disorder']"
38,"['Moderate depression', 'Moderate major depression', 'Moderate major depression, single episode', 'Moderate major depressive disorder co-occurrent with anxiety single episode']"
39,"['Agitated depression', 'Moderately severe depression', 'Severe depression', 'Severe major depression', 'Severe major depression without psychotic features', 'Severe major depression, single episode', 'Severe major depression, single episode, without psychotic features', 'Severe major depressive disorder co-occurrent with anxiety single episode']"
40,"['Major depression with psychotic features', 'Major depressive disorder, single episode with catatonic features', 'Severe bipolar II disorder', 'Severe bipolar II disorder, most recent episode major depressive with psychotic features', 'Severe major depression with psychotic features', 'Severe major depression with psychotic features, mood-congruent', 'Severe major depression with psychotic features, mood-incongruent', 'Severe major depression, single episode', 'Severe major depression, single episode, with psychotic features', 'Severe major depression, single episode, with psychotic features, mood-congruent', 'Severe major depression, single episode, with psychotic features, mood-incongruent', 'Single major depressive episode, severe, with psychosis']"
41,"['Major depression in partial remission', 'Major depression single episode, in partial remission']"
42,"['Depressive disorder in remission', 'Major depression in full remission', 'Major depression in remission', 'Single episode of major depression in full remission']"
43,"['Minor depressive disorder', 'Premenstrual dysphoric disorder', 'Premenstrual dysphoric disorder in remission']"
44,"['Atypical depressive disorder', 'Endogenous depression', 'Involutional depression', 'Masked depression', 'Menopausal depression', 'On depression register', 'Perinatal depression', 'Post-schizophrenic depression', 'Reactive depressive psychosis', 'Reactive depressive psychosis, single episode', 'Stuporous depression']"
