,category,condition
4,F70,Mild intellectual disabilities
5,Moderate intellectual disabilities (F71),F71  Moderate intellectual disabilities
6,F71,Moderate intellectual disabilities
7,Severe intellectual disabilities (F72),F72  Severe intellectual disabilities
8,F72,Severe intellectual disabilities
9,Profound intellectual disabilities (F73),F73  Profound intellectual disabilities
10,F73,Profound intellectual disabilities
11,Other intellectual disabilities (F78),F78  Other intellectual disabilities
12,F78,Other intellectual disabilities
13,Unspecified intellectual disabilities (F79),F79  Unspecified intellectual disabilities
14,F79,Unspecified intellectual disabilities
