,category,condition
0,M91.0,Juvenile osteochondrosis of pelvis
1,M91.10,"Juvenile osteochondrosis of head of femur, unspecified leg"
2,M91.11,"Juvenile osteochondrosis of head of femur, right leg"
3,M91.12,"Juvenile osteochondrosis of head of femur, left leg"
4,M91.20,"Coxa plana, unspecified hip"
5,M91.21,"Coxa plana, right hip"
6,M91.22,"Coxa plana, left hip"
7,M91.30,"Pseudocoxalgia, unspecified hip"
8,M91.31,"Pseudocoxalgia, right hip"
9,M91.32,"Pseudocoxalgia, left hip"
10,M91.40,"Coxa magna, unspecified hip"
11,M91.41,"Coxa magna, right hip"
12,M91.42,"Coxa magna, left hip"
13,M91.80,"Other juvenile osteochondrosis of hip and pelvis, unsp leg"
14,M91.81,"Other juvenile osteochondrosis of hip and pelvis, right leg"
15,M91.82,"Other juvenile osteochondrosis of hip and pelvis, left leg"
16,M91.90,"Juvenile osteochondrosis of hip and pelvis, unsp, unsp leg"
17,M91.91,"Juvenile osteochondrosis of hip and pelvis, unsp, right leg"
18,M91.92,"Juvenile osteochondrosis of hip and pelvis, unsp, left leg"
19,M92.00,"Juvenile osteochondrosis of humerus, unspecified arm"
20,M92.01,"Juvenile osteochondrosis of humerus, right arm"
21,M92.02,"Juvenile osteochondrosis of humerus, left arm"
22,M92.10,"Juvenile osteochondrosis of radius and ulna, unspecified arm"
23,M92.11,"Juvenile osteochondrosis of radius and ulna, right arm"
24,M92.12,"Juvenile osteochondrosis of radius and ulna, left arm"
25,M92.201,"Unspecified juvenile osteochondrosis, right hand"
26,M92.202,"Unspecified juvenile osteochondrosis, left hand"
27,M92.209,"Unspecified juvenile osteochondrosis, unspecified hand"
28,M92.211,"Osteochondrosis (juvenile) of carpal lunate, right hand"
29,M92.212,"Osteochondrosis (juvenile) of carpal lunate, left hand"
30,M92.219,"Osteochondrosis (juvenile) of carpal lunate, unsp hand"
31,M92.221,"Osteochondrosis (juvenile) of metacarpal heads, right hand"
32,M92.222,"Osteochondrosis (juvenile) of metacarpal heads, left hand"
33,M92.229,"Osteochondrosis (juvenile) of metacarpal heads, unsp hand"
34,M92.291,"Other juvenile osteochondrosis, right hand"
35,M92.292,"Other juvenile osteochondrosis, left hand"
36,M92.299,"Other juvenile osteochondrosis, unspecified hand"
37,M92.30,"Other juvenile osteochondrosis, unspecified upper limb"
38,M92.31,"Other juvenile osteochondrosis, right upper limb"
39,M92.32,"Other juvenile osteochondrosis, left upper limb"
40,M92.40,"Juvenile osteochondrosis of patella, unspecified knee"
41,M92.41,"Juvenile osteochondrosis of patella, right knee"
42,M92.42,"Juvenile osteochondrosis of patella, left knee"
43,M92.50,"Juvenile osteochondrosis of tibia and fibula, unsp leg"
44,M92.51,"Juvenile osteochondrosis of tibia and fibula, right leg"
45,M92.52,"Juvenile osteochondrosis of tibia and fibula, left leg"
46,M92.60,"Juvenile osteochondrosis of tarsus, unspecified ankle"
47,M92.61,"Juvenile osteochondrosis of tarsus, right ankle"
48,M92.62,"Juvenile osteochondrosis of tarsus, left ankle"
49,M92.70,"Juvenile osteochondrosis of metatarsus, unspecified foot"
50,M92.71,"Juvenile osteochondrosis of metatarsus, right foot"
51,M92.72,"Juvenile osteochondrosis of metatarsus, left foot"
52,M92.8,Other specified juvenile osteochondrosis
53,M92.9,"Juvenile osteochondrosis, unspecified"
54,M93.001,"Unsp slipped upper femoral epiphysis, right hip"
55,M93.002,"Unsp slipped upper femoral epiphysis, left hip"
56,M93.003,"Unsp slipped upper femoral epiphysis, unsp hip"
57,M93.011,"Acute slipped upper femoral epiphysis, right hip"
58,M93.012,"Acute slipped upper femoral epiphysis, left hip"
59,M93.013,"Acute slipped upper femoral epiphysis, unsp hip"
60,M93.021,"Chronic slipped upper femoral epiphysis, right hip"
61,M93.022,"Chronic slipped upper femoral epiphysis, left hip"
62,M93.023,"Chronic slipped upper femoral epiphysis, unsp hip"
63,M93.031,"Acute on chronic slipped upper femoral epiphysis, right hip"
64,M93.032,"Acute on chronic slipped upper femoral epiphysis, left hip"
65,M93.033,"Acute on chronic slipped upper femoral epiphysis, unsp hip"
66,M93.1,Kienbock's disease of adults
67,M93.20,Osteochondritis dissecans of unspecified site
68,M93.211,"Osteochondritis dissecans, right shoulder"
69,M93.212,"Osteochondritis dissecans, left shoulder"
70,M93.219,"Osteochondritis dissecans, unspecified shoulder"
71,M93.221,"Osteochondritis dissecans, right elbow"
72,M93.222,"Osteochondritis dissecans, left elbow"
73,M93.229,"Osteochondritis dissecans, unspecified elbow"
74,M93.231,"Osteochondritis dissecans, right wrist"
75,M93.232,"Osteochondritis dissecans, left wrist"
76,M93.239,"Osteochondritis dissecans, unspecified wrist"
77,M93.241,"Osteochondritis dissecans, joints of right hand"
78,M93.242,"Osteochondritis dissecans, joints of left hand"
79,M93.249,"Osteochondritis dissecans, joints of unspecified hand"
80,M93.251,"Osteochondritis dissecans, right hip"
81,M93.252,"Osteochondritis dissecans, left hip"
82,M93.259,"Osteochondritis dissecans, unspecified hip"
83,M93.261,"Osteochondritis dissecans, right knee"
84,M93.262,"Osteochondritis dissecans, left knee"
85,M93.269,"Osteochondritis dissecans, unspecified knee"
86,M93.271,"Osteochondritis dissecans, r ankle and joints of right foot"
87,M93.272,"Osteochondritis dissecans, l ankle and joints of left foot"
88,M93.279,"Osteochondritis dissecans, unsp ankle and joints of foot"
89,M93.28,Osteochondritis dissecans other site
90,M93.29,Osteochondritis dissecans multiple sites
91,M93.80,Other specified osteochondropathies of unspecified site
92,M93.811,"Other specified osteochondropathies, right shoulder"
93,M93.812,"Other specified osteochondropathies, left shoulder"
94,M93.819,"Other specified osteochondropathies, unspecified shoulder"
95,M93.821,"Other specified osteochondropathies, right upper arm"
96,M93.822,"Other specified osteochondropathies, left upper arm"
97,M93.829,"Other specified osteochondropathies, unspecified upper arm"
98,M93.831,"Other specified osteochondropathies, right forearm"
99,M93.832,"Other specified osteochondropathies, left forearm"
100,M93.839,"Other specified osteochondropathies, unspecified forearm"
101,M93.841,"Other specified osteochondropathies, right hand"
102,M93.842,"Other specified osteochondropathies, left hand"
103,M93.849,"Other specified osteochondropathies, unspecified hand"
104,M93.851,"Other specified osteochondropathies, right thigh"
105,M93.852,"Other specified osteochondropathies, left thigh"
106,M93.859,"Other specified osteochondropathies, unspecified thigh"
107,M93.861,"Other specified osteochondropathies, right lower leg"
108,M93.862,"Other specified osteochondropathies, left lower leg"
109,M93.869,"Other specified osteochondropathies, unspecified lower leg"
110,M93.871,"Other specified osteochondropathies, right ankle and foot"
111,M93.872,"Other specified osteochondropathies, left ankle and foot"
112,M93.879,"Oth osteochondropathies, unspecified ankle and foot"
113,M93.88,Other specified osteochondropathies other
114,M93.89,Other specified osteochondropathies multiple sites
115,M93.90,"Osteochondropathy, unspecified of unspecified site"
116,M93.911,"Osteochondropathy, unspecified, right shoulder"
117,M93.912,"Osteochondropathy, unspecified, left shoulder"
118,M93.919,"Osteochondropathy, unspecified, unspecified shoulder"
119,M93.921,"Osteochondropathy, unspecified, right upper arm"
120,M93.922,"Osteochondropathy, unspecified, left upper arm"
121,M93.929,"Osteochondropathy, unspecified, unspecified upper arm"
122,M93.931,"Osteochondropathy, unspecified, right forearm"
123,M93.932,"Osteochondropathy, unspecified, left forearm"
124,M93.939,"Osteochondropathy, unspecified, unspecified forearm"
125,M93.941,"Osteochondropathy, unspecified, right hand"
126,M93.942,"Osteochondropathy, unspecified, left hand"
127,M93.949,"Osteochondropathy, unspecified, unspecified hand"
128,M93.951,"Osteochondropathy, unspecified, right thigh"
129,M93.952,"Osteochondropathy, unspecified, left thigh"
130,M93.959,"Osteochondropathy, unspecified, unspecified thigh"
131,M93.961,"Osteochondropathy, unspecified, right lower leg"
132,M93.962,"Osteochondropathy, unspecified, left lower leg"
133,M93.969,"Osteochondropathy, unspecified, unspecified lower leg"
134,M93.971,"Osteochondropathy, unspecified, right ankle and foot"
135,M93.972,"Osteochondropathy, unspecified, left ankle and foot"
136,M93.979,"Osteochondropathy, unspecified, unspecified ankle and foot"
137,M93.98,"Osteochondropathy, unspecified other"
138,M93.99,"Osteochondropathy, unspecified multiple sites"
139,M94.0,Chondrocostal junction syndrome [Tietze]
140,M94.1,Relapsing polychondritis
141,M94.20,"Chondromalacia, unspecified site"
142,M94.211,"Chondromalacia, right shoulder"
143,M94.212,"Chondromalacia, left shoulder"
144,M94.219,"Chondromalacia, unspecified shoulder"
145,M94.221,"Chondromalacia, right elbow"
146,M94.222,"Chondromalacia, left elbow"
147,M94.229,"Chondromalacia, unspecified elbow"
148,M94.231,"Chondromalacia, right wrist"
149,M94.232,"Chondromalacia, left wrist"
150,M94.239,"Chondromalacia, unspecified wrist"
151,M94.241,"Chondromalacia, joints of right hand"
152,M94.242,"Chondromalacia, joints of left hand"
153,M94.249,"Chondromalacia, joints of unspecified hand"
154,M94.251,"Chondromalacia, right hip"
155,M94.252,"Chondromalacia, left hip"
156,M94.259,"Chondromalacia, unspecified hip"
157,M94.261,"Chondromalacia, right knee"
158,M94.262,"Chondromalacia, left knee"
159,M94.269,"Chondromalacia, unspecified knee"
160,M94.271,"Chondromalacia, right ankle and joints of right foot"
161,M94.272,"Chondromalacia, left ankle and joints of left foot"
162,M94.279,"Chondromalacia, unspecified ankle and joints of foot"
163,M94.28,"Chondromalacia, other site"
164,M94.29,"Chondromalacia, multiple sites"
165,M94.351,"Chondrolysis, right hip"
166,M94.352,"Chondrolysis, left hip"
167,M94.359,"Chondrolysis, unspecified hip"
168,M94.8X0,"Other specified disorders of cartilage, multiple sites"
169,M94.8X1,"Other specified disorders of cartilage, shoulder"
170,M94.8X2,"Other specified disorders of cartilage, upper arm"
171,M94.8X3,"Other specified disorders of cartilage, forearm"
172,M94.8X4,"Other specified disorders of cartilage, hand"
173,M94.8X5,"Other specified disorders of cartilage, thigh"
174,M94.8X6,"Other specified disorders of cartilage, lower leg"
175,M94.8X7,"Other specified disorders of cartilage, ankle and foot"
176,M94.8X8,"Other specified disorders of cartilage, other site"
177,M94.8X9,"Other specified disorders of cartilage, unspecified sites"
178,M94.9,"Disorder of cartilage, unspecified"
