,category,condition
0,M30.0,Polyarteritis nodosa
1,M30.1,Polyarteritis with lung involvement [ChurgStrauss]
2,M30.2,Juvenile polyarteritis
3,M30.3,Mucocutaneous lymph node syndrome [Kawasaki]
4,M30.8,Other conditions related to polyarteritis nodosa
5,M31.0,Hypersensitivity angiitis
6,M31.1,Thrombotic microangiopathy
7,M31.2,Lethal midline granuloma
8,M31.30,Wegener's granulomatosis without renal involvement
9,M31.31,Wegener's granulomatosis with renal involvement
10,M31.4,Aortic arch syndrome [Takayasu]
11,M31.5,Giant cell arteritis with polymyalgia rheumatica
12,M31.6,Other giant cell arteritis
13,M31.7,Microscopic polyangiitis
14,M31.8,Other specified necrotizing vasculopathies
15,M31.9,"Necrotizing vasculopathy, unspecified"
16,M32.0,Druginduced systemic lupus erythematosus
17,M32.10,"Systemic lupus erythematosus, organ or system involv unsp"
18,M32.11,Endocarditis in systemic lupus erythematosus
19,M32.12,Pericarditis in systemic lupus erythematosus
20,M32.13,Lung involvement in systemic lupus erythematosus
21,M32.14,Glomerular disease in systemic lupus erythematosus
22,M32.15,Tubulointerstitial neuropath in sys lupus erythematosus
23,M32.19,Oth organ or system involv in systemic lupus erythematosus
24,M32.8,Other forms of systemic lupus erythematosus
25,M32.9,"Systemic lupus erythematosus, unspecified"
26,M33.00,"Juvenile dermatomyositis, organ involvement unspecified"
27,M33.01,Juvenile dermatomyositis with respiratory involvement
28,M33.02,Juvenile dermatomyositis with myopathy
29,M33.03,Juvenile dermatomyositis without myopathy
30,M33.09,Juvenile dermatomyositis with other organ involvement
31,M33.10,"Other dermatomyositis, organ involvement unspecified"
32,M33.11,Other dermatomyositis with respiratory involvement
33,M33.12,Other dermatomyositis with myopathy
34,M33.13,Other dermatomyositis without myopathy
35,M33.19,Other dermatomyositis with other organ involvement
36,M33.20,"Polymyositis, organ involvement unspecified"
37,M33.21,Polymyositis with respiratory involvement
38,M33.22,Polymyositis with myopathy
39,M33.29,Polymyositis with other organ involvement
40,M33.90,"Dermatopolymyositis, unsp, organ involvement unspecified"
41,M33.91,"Dermatopolymyositis, unsp with respiratory involvement"
42,M33.92,"Dermatopolymyositis, unspecified with myopathy"
43,M33.93,"Dermatopolymyositis, unspecified without myopathy"
44,M33.99,"Dermatopolymyositis, unsp with other organ involvement"
45,M34.0,Progressive systemic sclerosis
46,M34.1,CR(E)ST syndrome
47,M34.2,Systemic sclerosis induced by drug and chemical
48,M34.81,Systemic sclerosis with lung involvement
49,M34.82,Systemic sclerosis with myopathy
50,M34.83,Systemic sclerosis with polyneuropathy
51,M34.89,Other systemic sclerosis
52,M34.9,"Systemic sclerosis, unspecified"
53,M35.00,"Sicca syndrome, unspecified"
54,M35.01,Sicca syndrome with keratoconjunctivitis
55,M35.02,Sicca syndrome with lung involvement
56,M35.03,Sicca syndrome with myopathy
57,M35.04,Sicca syndrome with tubulointerstitial nephropathy
58,M35.09,Sicca syndrome with other organ involvement
59,M35.1,Other overlap syndromes
60,M35.2,Behcet's disease
61,M35.3,Polymyalgia rheumatica
62,M35.4,Diffuse (eosinophilic) fasciitis
63,M35.5,Multifocal fibrosclerosis
64,M35.6,Relapsing panniculitis [WeberChristian]
65,M35.7,Hypermobility syndrome
66,M35.8,Other specified systemic involvement of connective tissue
67,M35.9,"Systemic involvement of connective tissue, unspecified"
68,M36.0,Dermato(poly)myositis in neoplastic disease
69,M36.1,Arthropathy in neoplastic disease
70,M36.2,Hemophilic arthropathy
71,M36.3,Arthropathy in other blood disorders
72,M36.4,Arthropathy in hypersensitivity reactions classd elswhr
73,M36.8,Systemic disord of conn tiss in oth diseases classd elswhr
