,category,condition
0,C81.00,"Nodular lymphocyte predominant Hodgkin lymphoma, unsp site"
1,C81.01,"Nodlr lymphocy predom Hdgkn lymph, nodes of head, face, & nk"
2,C81.02,"Nodular lymphocy predom Hodgkin lymphoma, intrathorac nodes"
3,C81.03,"Nodular lymphocyte predom Hodgkin lymphoma, intraabd nodes"
4,C81.04,"Nodlr lymphocy predom Hdgkn lymph, nodes of axla and upr lmb"
5,C81.05,"Nodlr lymphocy predom Hdgkn lymph,nodes of ing rgn & low lmb"
6,C81.06,"Nodular lymphocyte predom Hodgkin lymphoma, intrapelv nodes"
7,C81.07,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen"
8,C81.08,"Nodular lymphocyte predom Hodgkin lymphoma, nodes mult site"
9,C81.09,"Nodlr lymphocy predom Hdgkn lymph, extrnod & solid org site"
10,C81.10,"Nodular sclerosis Hodgkin lymphoma, unspecified site"
11,C81.11,"Nodular scler Hodgkin lymph, nodes of head, face, and neck"
12,C81.12,"Nodular sclerosis Hodgkin lymphoma, intrathorac lymph nodes"
13,C81.13,"Nodular sclerosis Hodgkin lymphoma, intraabd lymph nodes"
14,C81.14,"Nodular scler Hodgkin lymph, nodes of axilla and upper limb"
15,C81.15,"Nodlr scler Hdgkn lymph, nodes of ing region and lower limb"
16,C81.16,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
17,C81.17,"Nodular sclerosis Hodgkin lymphoma, spleen"
18,C81.18,"Nodular sclerosis Hodgkin lymphoma, lymph nodes mult site"
19,C81.19,"Nodular scler Hodgkin lymph, extrnod and solid organ sites"
20,C81.20,"Mixed cellularity Hodgkin lymphoma, unspecified site"
21,C81.21,"Mixed cellular Hodgkin lymph, nodes of head, face, and neck"
22,C81.22,"Mixed cellularity Hodgkin lymphoma, intrathorac lymph nodes"
23,C81.23,"Mixed cellularity Hodgkin lymphoma, intraabd lymph nodes"
24,C81.24,"Mixed cellular Hodgkin lymph, nodes of axilla and upper limb"
25,C81.25,"Mixed cellular Hdgkn lymph, nodes of ing rgn and lower limb"
26,C81.26,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
27,C81.27,"Mixed cellularity Hodgkin lymphoma, spleen"
28,C81.28,"Mixed cellularity Hodgkin lymphoma, lymph nodes mult site"
29,C81.29,"Mixed cellular Hodgkin lymph, extrnod and solid organ sites"
30,C81.30,"Lymphocyte depleted Hodgkin lymphoma, unspecified site"
31,C81.31,"Lymphocy deplet Hodgkin lymph, nodes of head, face, and neck"
32,C81.32,"Lymphocyte depleted Hodgkin lymphoma, intrathorac nodes"
33,C81.33,"Lymphocyte depleted Hodgkin lymphoma, intraabd lymph nodes"
34,C81.34,"Lymphocy deplet Hdgkn lymph, nodes of axilla and upper limb"
35,C81.35,"Lymphocy deplet Hdgkn lymph, nodes of ing rgn and lower limb"
36,C81.36,"Lymphocyte depleted Hodgkin lymphoma, intrapelv lymph nodes"
37,C81.37,"Lymphocyte depleted Hodgkin lymphoma, spleen"
38,C81.38,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes mult site"
39,C81.39,"Lymphocy deplet Hodgkin lymph, extrnod and solid organ sites"
40,C81.40,"Lymphocyterich Hodgkin lymphoma, unspecified site"
41,C81.41,"Lymprich Hodgkin lymphoma, nodes of head, face, and neck"
42,C81.42,"Lymphocyterich Hodgkin lymphoma, intrathoracic lymph nodes"
43,C81.43,"Lymphocyterich Hodgkin lymphoma, intraabd lymph nodes"
44,C81.44,"Lymprich Hodgkin lymphoma, nodes of axilla and upper limb"
45,C81.45,"Lymprich Hodgkin lymph, nodes of ing region and lower limb"
46,C81.46,"Lymphocyterich Hodgkin lymphoma, intrapelvic lymph nodes"
47,C81.47,"Lymphocyterich Hodgkin lymphoma, spleen"
48,C81.48,"Lymphocyterich Hodgkin lymphoma, lymph nodes mult site"
49,C81.49,"Lymprich Hodgkin lymphoma, extranodal and solid organ sites"
50,C81.70,"Other Hodgkin lymphoma, unspecified site"
51,C81.71,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
52,C81.72,"Other Hodgkin lymphoma, intrathoracic lymph nodes"
53,C81.73,"Other Hodgkin lymphoma, intraabdominal lymph nodes"
54,C81.74,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
55,C81.75,"Other Hodgkin lymphoma, nodes of ing region and lower limb"
56,C81.76,"Other Hodgkin lymphoma, intrapelvic lymph nodes"
57,C81.77,"Other Hodgkin lymphoma, spleen"
58,C81.78,"Other Hodgkin lymphoma, lymph nodes of multiple sites"
59,C81.79,"Other Hodgkin lymphoma, extranodal and solid organ sites"
60,C81.90,"Hodgkin lymphoma, unspecified, unspecified site"
61,C81.91,"Hodgkin lymphoma, unsp, lymph nodes of head, face, and neck"
62,C81.92,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
63,C81.93,"Hodgkin lymphoma, unspecified, intraabdominal lymph nodes"
64,C81.94,"Hodgkin lymphoma, unsp, lymph nodes of axilla and upper limb"
65,C81.95,"Hodgkin lymphoma, unsp, nodes of ing region and lower limb"
66,C81.96,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
67,C81.97,"Hodgkin lymphoma, unspecified, spleen"
68,C81.98,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
69,C81.99,"Hodgkin lymphoma, unsp, extranodal and solid organ sites"
70,C82.00,"Follicular lymphoma grade I, unspecified site"
71,C82.01,"Follicular lymphoma grade I, nodes of head, face, and neck"
72,C82.02,"Follicular lymphoma grade I, intrathoracic lymph nodes"
73,C82.03,"Follicular lymphoma grade I, intraabdominal lymph nodes"
74,C82.04,"Follicular lymphoma grade I, nodes of axilla and upper limb"
75,C82.05,"Foliclar lymph grade I, nodes of ing region and lower limb"
76,C82.06,"Follicular lymphoma grade I, intrapelvic lymph nodes"
77,C82.07,"Follicular lymphoma grade I, spleen"
78,C82.08,"Follicular lymphoma grade I, lymph nodes of multiple sites"
79,C82.09,"Follicular lymphoma grade I, extrnod and solid organ sites"
80,C82.10,"Follicular lymphoma grade II, unspecified site"
81,C82.11,"Follicular lymphoma grade II, nodes of head, face, and neck"
82,C82.12,"Follicular lymphoma grade II, intrathoracic lymph nodes"
83,C82.13,"Follicular lymphoma grade II, intraabdominal lymph nodes"
84,C82.14,"Follicular lymphoma grade II, nodes of axilla and upper limb"
85,C82.15,"Foliclar lymph grade II, nodes of ing region and lower limb"
86,C82.16,"Follicular lymphoma grade II, intrapelvic lymph nodes"
87,C82.17,"Follicular lymphoma grade II, spleen"
88,C82.18,"Follicular lymphoma grade II, lymph nodes of multiple sites"
89,C82.19,"Follicular lymphoma grade II, extrnod and solid organ sites"
90,C82.20,"Follicular lymphoma grade III, unspecified, unspecified site"
91,C82.21,"Foliclar lymph grade III, unsp, nodes of head, face, and nk"
92,C82.22,"Follicular lymphoma grade III, unsp, intrathorac lymph nodes"
93,C82.23,"Follicular lymphoma grade III, unsp, intraabd lymph nodes"
94,C82.24,"Foliclar lymph grade III, unsp, nodes of axla and upper limb"
95,C82.25,"Foliclar lymph grade III, unsp, nodes of ing rgn and low lmb"
96,C82.26,"Follicular lymphoma grade III, unsp, intrapelvic lymph nodes"
97,C82.27,"Follicular lymphoma grade III, unspecified, spleen"
98,C82.28,"Follicular lymphoma grade III, unsp, lymph nodes mult site"
99,C82.29,"Foliclar lymph grade III, unsp, extrnod and solid org sites"
100,C82.30,"Follicular lymphoma grade IIIa, unspecified site"
101,C82.31,"Foliclar lymphoma grade IIIa, nodes of head, face, and neck"
102,C82.32,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
103,C82.33,"Follicular lymphoma grade IIIa, intraabdominal lymph nodes"
104,C82.34,"Foliclar lymphoma grade IIIa, nodes of axilla and upper limb"
105,C82.35,"Foliclar lymph grade IIIa, nodes of ing rgn and lower limb"
106,C82.36,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
107,C82.37,"Follicular lymphoma grade IIIa, spleen"
108,C82.38,"Follicular lymphoma grade IIIa, lymph nodes mult site"
109,C82.39,"Foliclar lymphoma grade IIIa, extrnod and solid organ sites"
110,C82.40,"Follicular lymphoma grade IIIb, unspecified site"
111,C82.41,"Foliclar lymphoma grade IIIb, nodes of head, face, and neck"
112,C82.42,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
113,C82.43,"Follicular lymphoma grade IIIb, intraabdominal lymph nodes"
114,C82.44,"Foliclar lymphoma grade IIIb, nodes of axilla and upper limb"
115,C82.45,"Foliclar lymph grade IIIb, nodes of ing rgn and lower limb"
