,Synonyms
0,"['Carcinoma of lip', 'Carcinoma of vermilion border of upper lip', 'Malignant neoplasm of upper lip, lipstick area', 'Malignant tumor of vermilion border of upper lip', 'Neoplasm of vermilion border of upper lip', 'Primary malignant neoplasm of vermilion border of lip', 'Primary malignant neoplasm of vermilion border of upper lip']"
1,"['Carcinoma of lip', 'Carcinoma of vermilion border of lower lip', 'Malignant neoplasm of lower lip, external', 'Malignant tumor of vermilion border of lower lip', 'Neoplasm of vermilion border of lower lip', 'Primary malignant neoplasm of vermilion border of lip', 'Primary malignant neoplasm of vermilion border of lower lip']"
2,"['Malignant tumor of lipstick area of lip', 'Malignant tumor of vermilion border of lip', 'Primary malignant neoplasm of vermilion border of lip']"
3,"['Carcinoma of frenum of lip', 'Carcinoma of frenum of upper lip', 'Carcinoma of lip', 'Malignant tumor of frenum of lip', 'Malignant tumor of frenum of upper lip', 'Malignant tumor of upper labial mucosa', 'Primary malignant neoplasm of inner aspect of lip', 'Primary malignant neoplasm of inner aspect of upper lip', 'Squamous cell carcinoma of lip', 'Squamous cell carcinoma of mucous membrane of upper lip', 'Squamous cell carcinoma of oral mucous membrane', 'Tumor of frenum of upper lip']"
4,"['Carcinoma of frenum of lip', 'Carcinoma of frenum of lower lip', 'Carcinoma of lip', 'Malignant neoplasm of lower lip, buccal aspect', 'Malignant tumor of frenum of lip', 'Malignant tumor of frenum of lower lip', 'Malignant tumor of lower labial mucosa', 'Primary malignant neoplasm of inner aspect of lip', 'Primary malignant neoplasm of inner aspect of lower lip', 'Squamous cell carcinoma of lip', 'Squamous cell carcinoma of mucous membrane of lower lip', 'Squamous cell carcinoma of oral mucous membrane', 'Tumor of frenum of lower lip', 'Tumor of labial mucosa', 'Tumor of lower labial mucosa']"
5,"['Carcinoma of frenum of lip', 'Carcinoma of lip', 'Malignant tumor of frenum of lip', 'Malignant tumor of labial mucosa', 'Primary malignant neoplasm of inner aspect of lip']"
6,"['Carcinoma of commissure of lip', 'Carcinoma of lip', 'Malignant tumor of commissure of lip', 'Neoplasm of commissure of lip', 'Primary malignant neoplasm of commissure of lip']"
7,"['Malignant neoplasm of overlapping lesion of lip', 'Overlapping malignant neoplasm of lip']"
8,"['Carcinoma of lip', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Malignant tumor of lip', 'Primary malignant neoplasm of lip', 'pT1: Tumor 2 cm or less in greatest dimension ', 'pT2: Tumor more than 2 cm but not more than 4 cm in greatest dimension ', 'pT3: Tumor more than 4 cm in greatest dimension ', 'pT4a: Tumor invades through cortical bone, inferior alveolar nerve, floor of mouth, or skin of face, i.e., chin or nose ', 'pT4b: Tumor involves masticator space, pterygoid plates, or skull base and/or encases internal carotid artery ', 'T4: Lip: Tumor invades adjacent structures ']"
9,[]
10,"['Carcinoma of base of tongue', 'Carcinoma of larynx', 'Carcinoma of supraglottis', 'Carcinoma of tongue base - dorsal surface', 'Malignant neoplasm of base of tongue dorsal surface', 'Malignant tumor of base of tongue', 'Primary malignant neoplasm of base of tongue', 'Primary malignant neoplasm of dorsal surface of tongue', 'Primary squamous cell carcinoma of base of tongue', 'Primary squamous cell carcinoma of supraglottis', 'Tongue carcinoma']"
11,"['Carcinoma of midline of tongue', 'Malignant neoplasm of dorsal surface of tongue', 'Malignant neoplasm of midline of tongue', 'Primary malignant neoplasm of dorsal surface of tongue', 'Tongue carcinoma']"
12,"['Malignant neoplasm of border of tongue', 'Malignant neoplasm of tongue, tip and lateral border', 'Malignant tumor of tip of tongue', 'Neoplasm of tip of tongue', 'Primary malignant neoplasm of border of tongue']"
13,"['Carcinoma anterior 2/3 tongue ventrum', 'Carcinoma of floor of mouth', 'Carcinoma of frenum linguae', 'Carcinoma ventral surface of tongue', 'Malignant tumor of anterior two-thirds of tongue', 'Malignant tumor of anterior two-thirds of tongue - ventral surface', 'Malignant tumor of frenum linguae', 'Neoplasm of ventral surface of tongue', 'Neoplasm of ventral surface of tongue', 'Primary malignant neoplasm of floor of mouth', 'Primary malignant neoplasm of ventral surface of tongue', 'Tongue carcinoma', 'Tongue carcinoma', 'Tumor of anterior two-thirds of tongue - ventral surface', 'Tumor of frenum linguae']"
14,"['Carcinoma of anterior two-thirds of tongue - dorsal surface', 'Malignant neoplasm of border of tongue', 'Malignant tumor of anterior two-thirds of tongue', 'Malignant tumor of anterior two-thirds of tongue - dorsal surface', 'Malignant tumor of anterior two-thirds of tongue - lateral margin', 'Neoplasm of lateral border of tongue', 'Primary malignant neoplasm of anterior two-thirds of tongue', 'Primary malignant neoplasm of dorsal surface of tongue', 'Tongue carcinoma', 'Tumor of anterior two-thirds of tongue - dorsal surface', 'Tumor of anterior two-thirds of tongue - lateral margin']"
15,"['Carcinoma of lingual tonsil', 'Malignant tumor of lingual tonsil', 'Neoplasm of lingual tonsil', 'Primary malignant neoplasm of dorsal surface of tongue', 'Primary malignant neoplasm of dorsal surface of tongue', 'Primary malignant neoplasm of dorsal surface of tongue', 'Primary malignant neoplasm of lingual tonsil', 'Primary squamous cell carcinoma of lingual tonsil', 'Tongue carcinoma']"
16,"['Malignant tumor of base of tongue', 'Malignant tumor of junctional zone of tongue', 'Neoplasm of junctional zone of tongue', 'Overlapping malignant neoplasm of tongue', 'Primary malignant neoplasm of base of tongue', 'Primary malignant neoplasm of junctional zone of tongue']"
17,"['Local recurrence of malignant tumor of tongue', 'Malignant melanoma of oral cavity', 'Malignant melanoma of tongue', 'Malignant tumor of tongue', 'Metastasis from malignant tumor of tongue', 'Primary malignant neoplasm of tongue', 'Squamous cell carcinoma of oral mucous membrane', 'Squamous cell carcinoma of tongue', 'Tongue carcinoma']"
18,"['Carcinoma of upper gum', 'Malignant neoplasm of alveolus dentalis', 'Malignant neoplasm of alveolus of maxilla', 'Malignant tumor of upper gingiva', 'Neoplasm of maxilla', 'Neoplasm of upper gum', 'Primary malignant neoplasm of gum', 'Primary malignant neoplasm of upper gum']"
19,"['Carcinoma of lower gum', 'Malignant tumor of lower gingiva', 'Neoplasm of lower gum', 'Primary malignant neoplasm of gum', 'Primary malignant neoplasm of lower gum']"
20,"['Malignant epithelial neoplasm of alveolus dentalis', 'Malignant melanoma of gum', 'Malignant melanoma of oral cavity', 'Malignant neoplasm of alveolus dentalis', 'Malignant neoplasm of gum and contiguous sites', 'Malignant tumor of gum', 'Neoplasm of alveolar ridge mucosa', 'Primary malignant neoplasm of alveolar ridge mucosa', 'Primary malignant neoplasm of gingival mucosa', 'Primary malignant neoplasm of gum', 'Squamous cell carcinoma of gum', 'Squamous cell carcinoma of oral mucous membrane']"
21,"['Carcinoma of anterior part of floor of mouth', 'Carcinoma of floor of mouth', 'Malignant neoplasm of anterior and lateral floor of mouth', 'Malignant tumor of anterior floor of mouth', 'Malignant tumor of lateral floor of mouth', 'Primary malignant neoplasm of anterior portion of floor of mouth', 'Primary malignant neoplasm of floor of mouth', 'Tumor of anterior floor of mouth', 'Tumor of lateral floor of mouth']"
22,"['Carcinoma of floor of mouth', 'Carcinoma of lateral part of floor of mouth', 'Malignant neoplasm of anterior and lateral floor of mouth', 'Malignant tumor of anterior floor of mouth', 'Malignant tumor of lateral floor of mouth', 'Malignant tumor of lateral floor of mouth', 'Primary malignant neoplasm of floor of mouth', 'Primary malignant neoplasm of lateral portion of floor of mouth', 'Tumor of anterior floor of mouth', 'Tumor of lateral floor of mouth', 'Tumor of lateral floor of mouth', 'Tumor of lateral floor of mouth']"
23,"['Overlapping malignant neoplasm of floor of mouth', 'Primary malignant neoplasm of floor of mouth']"
24,"['Carcinoma of floor of mouth', 'Malignant melanoma of floor of mouth', 'Malignant melanoma of oral cavity', 'Malignant tumor of floor of mouth', 'Primary malignant neoplasm of floor of mouth', 'Squamous cell carcinoma of floor of mouth', 'Squamous cell carcinoma of oral mucous membrane']"
25,"['Carcinoma of hard palate', 'Malignant tumor of hard palate', 'Primary malignant neoplasm of hard palate']"
26,"['Carcinoma of soft palate', 'Malignant tumor of inferior surface of soft palate', 'Malignant tumor of soft palate', 'Nasopharyngeal carcinoma', 'Palate carcinoma', 'Primary malignant neoplasm of palate', 'Primary malignant neoplasm of palate', 'Primary malignant neoplasm of soft palate']"
27,"['Carcinoma of uvula', 'Malignant tumor of inferior surface of soft palate', 'Malignant tumor of uvula', 'Nasopharyngeal carcinoma', 'Neoplasm of uvula', 'Primary malignant neoplasm of uvula']"
28,"['Overlapping malignant neoplasm of palate', 'Primary malignant neoplasm of palate']"
29,"['Malignant melanoma of oral cavity', 'Malignant melanoma of palate', 'Malignant neoplasm of junction of hard and soft palate', 'Malignant tumor of palate', 'Palate carcinoma', 'Primary adenocarcinoma of palate', 'Primary malignant neoplasm of palate', 'Squamous cell carcinoma of oral mucous membrane', 'Squamous cell carcinoma of palate']"
30,"['Local recurrence of malignant tumor of buccal cavity', 'Malignant melanoma of buccal mucosa', 'Malignant melanoma of oral cavity', 'Malignant tumor of buccal mucosa', 'Primary malignant neoplasm of buccal mucosa', 'Primary malignant neoplasm of cheek', 'Squamous cell carcinoma of buccal mucosa', 'Squamous cell carcinoma of oral mucous membrane']"
31,"['Carcinoma of lower buccal sulcus', 'Carcinoma of lower labial sulcus', 'Carcinoma of upper buccal sulcus', 'Carcinoma of upper labial sulcus', 'Malignant melanoma of oral cavity', 'Malignant melanoma of vestibule of mouth', 'Malignant tumor of buccal mucosa', 'Malignant tumor of buccal mucosa', 'Malignant tumor of lower buccal sulcus', 'Malignant tumor of lower labial sulcus', 'Malignant tumor of upper buccal sulcus', 'Malignant tumor of upper labial sulcus', 'Malignant tumor of vestibule of mouth', 'Primary malignant neoplasm of vestibule of mouth', 'Tumor of lower buccal sulcus', 'Tumor of lower labial sulcus', 'Tumor of upper buccal sulcus', 'Tumor of upper labial sulcus']"
32,"['Carcinoma of retromolar area', 'Malignant tumor of retromolar area', 'Neoplasm of retromolar area', 'Primary malignant neoplasm of retromolar area']"
33,[]
34,[]
35,"['Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Lip and oral cavity TNM finding', 'Malignant melanoma of oral cavity', 'Malignant tumor of minor salivary gland', 'Malignant tumor of oral cavity', 'Metastasis from malignant tumor of buccal cavity', 'Neoplasm of minor salivary gland', 'Primary malignant neoplasm of minor salivary gland', 'Primary malignant neoplasm of oral cavity', 'Primary rhabdomyosarcoma of oral cavity', 'Primary squamous cell carcinoma of oral cavity', 'pT1: Tumor 2 cm or less in greatest dimension ', 'pT2: Tumor more than 2 cm but not more than 4 cm in greatest dimension ', 'pT3: Tumor more than 4 cm in greatest dimension ', 'pT4a: Tumor invades through cortical bone, into deep ', 'pT4b: Tumor involves masticator space, pterygoid plates, or skull base and/or encases internal carotid artery ', 'Squamous cell carcinoma of mouth', 'Squamous cell carcinoma of oral mucous membrane', 'T4: Oral Cavity: Tumor invades adjacent structures ', 'Verrucous carcinoma of oral cavity', 'Verrucous squamous cell carcinoma']"
36,[]
37,"['Adenoid cystic carcinoma of parotid gland', 'Adenoid cystic carcinoma of salivary gland', 'Carcinoma ex pleomorphic adenoma of parotid gland', 'Carcinoma of parotid gland', 'Malignant tumor of parotid gland', 'Mucoepidermoid carcinoma of parotid gland', 'Mucoepidermoid carcinoma of salivary gland', 'Primary adenocarcinoma of parotid gland', 'Primary malignant neoplasm of parotid gland', 'Primary squamous cell carcinoma of parotid gland']"
38,"['Adenoid cystic carcinoma of salivary gland', 'Adenoid cystic carcinoma of submandibular gland', 'Carcinoma of submandibular gland', 'Malignant tumor of submandibular gland', 'Mucoepidermoid carcinoma of salivary gland', 'Mucoepidermoid carcinoma of submandibular gland', 'Primary adenocarcinoma of submandibular gland', 'Primary malignant neoplasm of submaxillary gland', 'Primary squamous cell carcinoma of submandibular gland']"
39,"['Carcinoma of floor of mouth', 'Carcinoma of floor of mouth', 'Carcinoma of floor of mouth', 'Carcinoma of sublingual gland', 'Malignant tumor of sublingual gland', 'Neoplasm of sublingual gland', 'Primary adenocarcinoma of sublingual gland', 'Primary malignant neoplasm of floor of mouth', 'Primary malignant neoplasm of sublingual gland', 'Primary squamous cell carcinoma of sublingual gland']"
40,"['Adenoid cystic carcinoma of salivary gland', 'Major salivary gland TNM finding', 'Major salivary gland TNM finding', 'Major salivary gland TNM finding', 'Major salivary gland TNM finding', 'Major salivary gland TNM finding', 'Malignant mixed tumor of salivary gland', 'Malignant tumor of major salivary gland', 'Malignant tumor of salivary gland', 'Maxillary sinus TNM finding', 'Mucoepidermoid carcinoma of salivary gland', 'Neoplasm of salivary gland duct', 'Overlapping malignant neoplasm of major salivary gland', 'Polymorphous low grade adenocarcinoma of salivary gland', 'Primary malignant neoplasm of major salivary gland', 'Primary malignant neoplasm of salivary gland duct', 'pT1: Tumor 2 cm or less in greatest dimension without extraparenchymal extension ', 'pT2: Tumor more than 2 cm but not more than 4 cm in greatest dimension without extraparenchymal extension ', 'pT3: Tumor having extraparenchymal extension, and/or more than 4 cm but not more than 6 cm in greatest dimension, without seventh nerve involvement ', 'pT3: Tumor more than 4 cm and/or tumor having extraparenchymal extension ', 'pT4a: Tumor invades skin, mandible, ear canal, and/or facial nerve ', 'pT4b: Tumor invades skull base and/or pterygoid plates and/or encases carotid artery ']"
41,"['Malignant tumor of tonsillar fossa', 'Neoplasm of tonsillar fossa', 'Primary malignant neoplasm of lateral wall of oropharynx', 'Primary malignant neoplasm of tonsil', 'Primary malignant neoplasm of tonsillar fossa']"
42,"['Malignant melanoma of oral cavity', 'Malignant melanoma of palatine arch', 'Malignant tumor of anterior pillar of fauces', 'Malignant tumor of tonsillar pillar', 'Primary malignant neoplasm of tonsillar pillar', 'Tumor of anterior pillar of fauces']"
43,"['Overlapping malignant neoplasm of tonsil', 'Primary malignant neoplasm of lateral wall of oropharynx', 'Primary malignant neoplasm of tonsil']"
44,"['Malignant tumor of tonsil', 'Primary malignant neoplasm of lateral wall of oropharynx', 'Primary malignant neoplasm of tonsil', 'Primary squamous cell carcinoma of lateral wall of oropharynx', 'Primary squamous cell carcinoma of palatine tonsil', 'Tonsil carcinoma']"
45,"['Malignant tumor of vallecula', 'Mass of vallecula of epiglottis', 'Neoplasm of vallecula', 'Primary malignant neoplasm of vallecula', 'Primary squamous cell carcinoma of supraglottis', 'Primary squamous cell carcinoma of vallecula']"
46,"['Malignant neoplasm of anterior epiglottis', 'Malignant neoplasm of epiglottis, free border', 'Malignant neoplasm of glossoepiglottic fold', 'Neoplasm of anterior aspect of epiglottis', 'Primary malignant neoplasm of anterior aspect of epiglottis', 'Primary malignant neoplasm of epiglottis', 'Primary squamous cell carcinoma of anterior surface of epiglottis', 'Primary squamous cell carcinoma of supraglottis', 'Squamous cell carcinoma of epiglottis', 'Tumor of glossoepiglottic fold']"
47,"['Malignant neoplasm of lateral wall of oropharynx', 'Primary malignant neoplasm of lateral wall of oropharynx', 'Primary squamous cell carcinoma of lateral wall of oropharynx']"
48,"['Malignant tumor of posterior wall of oropharynx', 'Neoplasm of posterior wall of oropharynx', 'Primary malignant neoplasm of posterior wall of oropharynx', 'Primary squamous cell carcinoma of posterior wall of oropharynx']"
49,"['Malignant tumor of branchial cleft', 'Primary malignant neoplasm of branchial cleft', 'Primary squamous cell carcinoma of branchial cleft']"
50,"['Malignant neoplasm of junctional region of epiglottis', 'Neoplasm of junctional region of epiglottis', 'Overlapping malignant neoplasm of oropharynx', 'Overlapping squamous cell carcinoma of oropharynx', 'Primary squamous cell carcinoma of pharynx']"
