,category,condition
0,I60.00,Ntrm subarach hemorrhage from unsp carotid siphon and bifurc
1,I60.01,Ntrm subarach hemor from right carotid siphon and bifurc
2,I60.02,Ntrm subarach hemorrhage from left carotid siphon and bifurc
3,I60.10,Ntrm subarach hemorrhage from unsp middle cerebral artery
4,I60.11,Ntrm subarach hemorrhage from right middle cerebral artery
5,I60.12,Ntrm subarach hemorrhage from left middle cerebral artery
6,I60.2,Ntrm subarach hemorrhage from anterior communicating artery
7,I60.30,Ntrm subarach hemor from unsp posterior communicating artery
8,I60.31,Ntrm subarach hemor from right post communicating artery
9,I60.32,Ntrm subarach hemor from left posterior communicating artery
10,I60.4,Nontraumatic subarachnoid hemorrhage from basilar artery
11,I60.50,Nontraumatic subarachnoid hemorrhage from unsp verteb art
12,I60.51,Nontraumatic subarachnoid hemorrhage from r verteb art
13,I60.52,Nontraumatic subarachnoid hemorrhage from l verteb art
14,I60.6,Nontraumatic subarachnoid hemorrhage from oth intracran art
15,I60.7,Nontraumatic subarachnoid hemorrhage from unsp intracran art
16,I60.8,Other nontraumatic subarachnoid hemorrhage
17,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified"
18,I61.0,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical"
19,I61.1,"Nontraumatic intcrbl hemorrhage in hemisphere, cortical"
20,I61.2,"Nontraumatic intracerebral hemorrhage in hemisphere, unsp"
21,I61.3,Nontraumatic intracerebral hemorrhage in brain stem
22,I61.4,Nontraumatic intracerebral hemorrhage in cerebellum
23,I61.5,"Nontraumatic intracerebral hemorrhage, intraventricular"
24,I61.6,"Nontraumatic intracerebral hemorrhage, multiple localized"
25,I61.8,Other nontraumatic intracerebral hemorrhage
26,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified"
27,I62.00,"Nontraumatic subdural hemorrhage, unspecified"
28,I62.01,Nontraumatic acute subdural hemorrhage
29,I62.02,Nontraumatic subacute subdural hemorrhage
30,I62.03,Nontraumatic chronic subdural hemorrhage
31,I62.1,Nontraumatic extradural hemorrhage
32,I62.9,"Nontraumatic intracranial hemorrhage, unspecified"
33,I63.00,Cerebral infarction due to thombos unsp precerebral artery
34,I63.011,Cerebral infarction due to thrombosis of r verteb art
