,Synonyms
0,"['Amnemonic aphasia', 'Anomic aphasia', 'Aphasia', 'Aphasia due to brain damage', 'Aphasia, agnosia, dyslexia AND/OR apraxia', 'Associative aphasia', 'Combined aphasia', 'Commissural aphasia', 'Complete aphasia', 'Conduction aphasia', 'Conversion muteness', 'Disorder of language', 'Functional aphasia', 'Gibberish aphasia', 'Global aphasia', 'Graphomotor aphasia', 'Intellectual aphasia', 'Language disorder associated with thought disorder', 'Motor aphasia', 'Mutism', 'O/E - aphasia', 'O/E - motor aphasia', 'Paragrammatism', 'Parieto-occipital aphasia', 'Pathematic aphasia', 'Posttraumatic aphasia', 'Post-traumatic mutism', 'Semantic aphasia', 'Subcortical aphasia', 'Syntactical aphasia', 'Temporal lobe aphasia', 'Transcortical aphasia']"
1,"['Acquired dysphasia', 'Anterior dysphasia', 'Central paraphasia', 'Dysphasia', 'Frontal dynamic dysphasia', 'Literal paraphasia', 'Mixed dysphasia', 'Mixed transcortical dysphasia', ""Non-Alzheimer's progressive dysphasia"", 'Paraphasia', 'Progressive aphasia', 'Semantic dysphasia', 'Spastic dysarthria', 'Transcortical motor dysphasia', 'Transcortical sensory dysphasia', 'Verbal paraphasia']"
2,"['Acquired dysarthria', 'Acquired dysarthria', 'Anarthria', 'Autosomal dominant muscular dystrophy with gene located at 5q31', 'Bradylalia', 'Cerebellar dysarthria', 'Congenital dysarthria', 'Dysarthria', 'Dysarthria of velopharynx', 'Dysarthriapneumophonia', 'Extrapyramidal dysarthria', 'Flaccid dysarthria', 'Late onset proximal muscular dystrophy with dysarthria', 'Lingual dysarthria', 'Mixed dysarthria', 'O/E - dysarthria', 'Partington syndrome', 'Progressive external ophthalmoplegia', 'Pyramidal dysarthria', 'Sensory ataxia', 'Sensory ataxic neuropathy with dysarthria and ophthalmoparesis syndrome']"
3,"['Episodic ataxia', 'Episodic ataxia with slurred speech', 'Finding of intelligibility of articulation', 'Finding of intelligibility of articulation', 'Slurred speech', 'Slurred speech', 'Unintelligible articulation', 'Unintelligible articulation']"
4,[]
5,"['Aprosodic speech', 'Articulatory defect', 'Articulatory defect secondary to dental defect', 'Circumlocution', 'Compensatory phonatory substitution', 'Comprehension dysprosody', 'Difficulty imitating speech sounds', 'Difficulty making movements for speech', 'Difficulty making speech sounds', 'Difficulty producing voiceless sounds', 'Difficulty using blended sounds', 'Difficulty using clicks in speech', 'Difficulty using consonant vowel combination', 'Difficulty using consonant vowel consonant combination', 'Difficulty using consonant vowel consonant vowel combination', 'Difficulty using glottalic airstream for speech', 'Difficulty using multisyllabic words', 'Difficulty using pragmatics in communication', 'Difficulty using pulmonic airstream for speech', 'Difficulty using respiratory support for speech', 'Difficulty using semantics in communication', 'Difficulty using single consonant', 'Difficulty using single vowels', 'Difficulty using sounds in isolation', 'Difficulty using the elements of language', 'Difficulty using velaric airstream for speech', 'Difficulty using words', 'Disruptive behavior', 'Disruptive vocalization', 'Disturbance in speech rhythm', 'Does not articulate clearly', 'Does not articulate words', 'Does not imitate speech sounds', 'Does not make movements for speech', 'Does not make speech sounds', 'Does not use blended sounds', 'Does not use clicks in speech', 'Does not use consonant vowel consonant vowel combination', 'Does not use glottalic airstream for speech', 'Does not use multisyllabic words', 'Does not use pragmatics in communication', 'Does not use pulmonic airstream for speech', 'Does not use respiratory support for speech', 'Does not use secondary articulation', 'Does not use semantics in communication', 'Does not use the elements of language', 'Does not use the elements of language', 'Does not use velaric airstream for speech', 'Does not use words', 'Dyspraxia of velopharynx', 'Embololalia', 'Explosive speech', 'Final consonant deletion', 'Finding of intelligibility of articulation', 'Finding of intelligibility of articulation', 'Finding of intelligibility of articulation', 'Finding related to ability to articulate clearly', 'Finding related to ability to articulate words', 'Finding related to ability to imitate speech sounds', 'Finding related to ability to imitate speech sounds', 'Finding related to ability to imitate speech sounds', 'Finding related to ability to make movements for speech', 'Finding related to ability to make movements for speech', 'Finding related to ability to make movements for speech', 'Finding related to ability to produce voiceless sounds', 'Finding related to ability to use clicks in speech', 'Finding related to ability to use clicks in speech', 'Finding related to ability to use clicks in speech', 'Finding related to ability to use consonant vowel combination', 'Finding related to ability to use consonant vowel combination', 'Finding related to ability to use consonant vowel consonant combination', 'Finding related to ability to use consonant vowel consonant combination', 'Finding related to ability to use glottalic airstream for speech', 'Finding related to ability to use glottalic airstream for speech', 'Finding related to ability to use glottalic airstream for speech', 'Finding related to ability to use pulmonic airstream for speech', 'Finding related to ability to use pulmonic airstream for speech', 'Finding related to ability to use pulmonic airstream for speech', 'Finding related to ability to use secondary articulation', 'Finding related to ability to use single consonant', 'Finding related to ability to use single consonant', 'Finding related to ability to use single vowels', 'Finding related to ability to use single vowels', 'Finding related to ability to use velaric airstream for speech', 'Finding related to ability to use velaric airstream for speech', 'Finding related to ability to use velaric airstream for speech', 'Finding related to ability to use words', 'Finding related to ability to use words', 'General finding of language and communication', 'General finding of language and communication', 'Immature sound system', 'Impairment of speech form', 'Impairment of voice production', 'Incoherent speech', 'Lack of direction in speech', 'Lack of fluency in speech', 'Limited enunciation', 'Logorrhea', 'Mimmation', 'Mirror speech', 'Motor dysprosody', 'Nasal and facial grimacing associated with speaking', 'Oral dyspraxia', 'Oral-verbal dyspraxia', 'Paraphrasia', 'Poverty of speech', 'Pressure of speech', 'Prolixity', 'Rambling speech', 'Reduced intraoral pressure', 'Repetition failure', 'Repetition of phrases', 'Repetition of words', 'Scanning speech', 'Specific speech impairment', 'Speech babble', 'Speech block', 'Speech limited', 'Speech problem', 'Speech problem', 'Staccato speech', 'Stock words', 'Tongue tip dyspraxia', 'Unable to imitate speech sounds', 'Unable to make movements for speech', 'Unable to make speech sounds', 'Unable to use blended sounds', 'Unable to use clicks in speech', 'Unable to use consonant vowel combination', 'Unable to use consonant vowel consonant combination', 'Unable to use glottalic airstream for speech', 'Unable to use pulmonic airstream for speech', 'Unable to use respiratory support for speech', 'Unable to use single consonant', 'Unable to use single vowels', 'Unable to use sounds in isolation', 'Unable to use velaric airstream for speech', 'Unintelligible articulation', 'Velar dyspraxia', 'Verbal dyspraxia', 'Verbal repetition', 'Verbalizes no understanding', 'Verbalizes partial understanding', 'Verbigeration', 'Vocalization', 'Vocalization', 'Volubility', 'Word salad']"
6,"['Dissociative neurological symptom disorder co-occurrent with symptom of speech production', 'Disturbance in speech', 'Has difficulty with speech', 'O/E - communication', 'O/E - speech defect', 'Speech dysfunction', 'Speech problem', 'Spondyloepiphyseal dysplasia Cantu type']"
7,"['Alexia', 'Alexia and agraphia present', 'Aphasia, agnosia, dyslexia AND/OR apraxia', 'Cluttering', 'Cortical alexia', 'Deep dyslexia', 'Dyslexia', 'Dyslexia AND/OR speech dysfunction', 'Dyslogia', 'Motor alexia', 'Musical alexia', 'O/E - dyslexia', 'Phonological dyslexia', 'Subcortical alexia', 'Surface dyslexia']"
8,"['Agnosia', 'Agnosia for pain', 'Agnosia for smell', 'Agnosia for taste', 'Agnosia for temperature', 'Anosodiaphoria', 'Aphasia, agnosia, dyslexia AND/OR apraxia', 'Auditory agnosia', 'Autotopagnosia', 'Congenital auditory agnosia', 'Finger agnosia', 'Ideational agnosia', 'O/E - agnosia', 'Organic disorder of body schema', 'Organic disorder of body schema', 'Organic disorder of body schema', 'Organic disorder of body schema', 'Position agnosia', 'Sensory agnosia', 'Somatosensory agnosia', 'Tactile agnosia', 'Time agnosia']"
9,"['Akinetic apraxia', 'Amnesic apraxia', 'Aphasia, agnosia, dyslexia AND/OR apraxia', 'Apraxia', 'Apraxia of dressing', 'Apraxic aphonia', 'Apraxic aphonia', 'Classic apraxia', 'Congenital apraxia', 'Constructional apraxia', 'Fine motor impairment', 'Gestural apraxia', 'Limb-kinetic apraxia', 'Motor apraxia', 'O/E - apraxia', 'Oral apraxia', 'Primary progressive apraxia of speech', 'Sensory apraxia', 'Transcortical apraxia', 'X-linked intellectual disability with ataxia and apraxia syndrome']"
