,Synonyms
0,"['Acquired nystagmus', 'Eyelid nystagmus', 'Idiopathic nystagmus', 'Irregular nystagmus', 'Manifest nystagmus', 'Nystagmus', 'Nystagmus and other irregular eye movements', 'Nystagmus inhibited when fixation removed', 'Nystagmus present', 'Nystagmus signs', 'Nystagmus unchanged when fixation removed', 'O/E - nystagmus', 'O/E - nystagmus - CNS -regular', 'Permanent nystagmus', 'Physiological nystagmus', 'Rotational nystagmus', 'Symptomatic nystagmus']"
1,"['Autosomal recessive cerebellar ataxia, pyramidal signs, nystagmus, oculomotor apraxia syndrome', 'Congenital esotropia', 'Congenital esotropia', 'Congenital nystagmus', 'Congenital nystagmus with sensory abnormality', 'Congenital nystagmus without sensory abnormality', 'Epiphyseal dysplasia, microcephalus, nystagmus syndrome', 'Esotropia with nystagmus', 'Esotropia with nystagmus block']"
2,"['Congenital nystagmus', 'Latent nystagmus', 'Manifest-latent nystagmus']"
3,"['O/E - nystagmus', 'O/E - visual nystagmus', 'Spontaneous eye movements associated with visual loss', 'Visual deprivation nystagmus']"
4,"['Abducting nystagmus', 'Dissociated nystagmus']"
5,"['Acquired nystagmus', 'Acquired pendular nystagmus', 'Ataxic nystagmus', 'Bruns nystagmus', 'Central vestibular nystagmus', 'Conjugate nystagmus', 'Convergence nystagmus', 'Convergence retraction nystagmus', 'Divergence retraction nystagmus', 'Elliptical nystagmus', 'End-position nystagmus', 'Fixation nystagmus', 'Gaze paretic nystagmus', 'Hemi-seesaw nystagmus', ""Hennebert's syndrome"", 'Horizontal nystagmus', 'Infantile nystagmus syndrome', 'Jerk nystagmus', 'Mixed nystagmus', 'Multidirectional nystagmus', 'Non-rhythmic abnormal eye movement', 'Nystagmus associated with disorder of the vestibular system', 'Nystagmus enhanced when fixation removed', 'Nystagmus produced by neck rotation', 'Pendular nystagmus', 'Periodic alternating nystagmus', 'Peripheral vestibular nystagmus', 'Perverted nystagmus', 'Positional nystagmus', 'Positional nystagmus, variable eye direction', 'Postural nystagmus', 'Pressure-induced nystagmus', 'Rebound nystagmus', 'Retraction nystagmus', 'Rotary nystagmus', 'See-saw nystagmus', 'Sensory nystagmus', 'Sound intensity-induced nystagmus', 'Spontaneous nystagmus', 'Temporary nystagmus', 'Torsional central vestibular nystagmus', 'Torsional nystagmus', 'Unidirectional nystagmus', 'Uniocular nystagmus', 'Upbeat central vestibular nystagmus', 'Vertical nystagmus', 'Voluntary nystagmus']"
6,"['Abnormal saccadic eye movement', 'Abnormal saccadic eye movement', 'Autosomal recessive cerebellar ataxia with saccadic intrusion syndrome', 'Deficiency of saccadic eye movements', 'Hypermetric saccades', 'Hypometric saccades', 'Inappropriate saccades', 'Macrosaccadic oscillations', 'Macrosquare-wave jerks of eye', 'Microflutter of eye', 'Ocular dysmetria', 'Saccadic pulses', 'Slowed saccades', 'Square-wave jerks of eye', 'Square-wave oscillations of eye']"
7,"['Abnormal spontaneous eye movements', 'Cogwheel eye movements', 'Deficiency of smooth pursuit movements', 'Disorder of eye movements', 'Displacement of pupil light reflex', 'Double depressor palsy', 'Foville-Wilson syndrome', 'Irregular eye movements', 'Lightning eye movement', 'Monocular movements in coma', 'Myostatic paralysis', 'Neurologic disorder of eye movements', 'Non-rhythmic abnormal eye movement', 'Nystagmus and other irregular eye movements', 'O/E - eye movements', 'O/E - poor visual fixation', 'Ocular bobbing', 'Ocular dipping', 'Ocular flutter', 'Oculomasticatory myorhythmia', 'Opsoclonia', 'Paroxysmal ocular dyskinesia', 'Ping-pong gaze', 'Reverse ocular bobbing', 'Reverse ocular dipping', 'Spontaneous eye movements associated with monocular visual loss', 'Spontaneous eye movements associated with visual loss', 'Spontaneous eye movements in coma', 'Twitching eye']"
8,"['Abnormal function of pupil of bilateral eyes', 'Abnormal function of pupil of left eye', 'Abnormal function of pupil of right eye', 'Abnormal pupil', 'Abnormal pupil reaction', 'Abnormal pupillary function', 'Impaired pupillary reflex']"
9,"['Abnormal pupil reaction', 'Argyll-Robertson pupil', 'Atypical Argyll-Robertson pupil', 'Light near dissociated pupil', 'Non-syphilitic Argyll Robertson pupil', 'O/E - Argyll Robertson pupils', 'O/E - pupil reaction', 'O/E - pupil regularity', 'Regularity of pupil - finding']"
10,"['Anisocoria', 'Episodic anisocoria', 'Finding of proportion of pupil', 'O/E - pupils unequal', 'Pharmacologic anisocoria', 'Physiologic anisocoria']"
11,"['Asplenia', 'Congenital miosis', 'Constricted pupil', 'Fixed constriction of pupil', 'Intraoperative miosis', 'O/E - pinpoint pupils', 'O/E - pupil small', 'Persistent miosis', 'Pharmacologic parasympathicotonic pupil', 'Pin point pupils', 'Sympathoparetic pupil caused by drug', 'Thrombocytopathy, asplenia and miosis']"
