,Synonyms
0,"['Acute respiratory failure', 'Acute respiratory failure requiring reintubation']"
1,"['Acute hypercapnic respiratory failure', 'Acute hypoxemic and hypercapnic respiratory failure', 'Acute hypoxemic respiratory failure', 'Hypercapnic respiratory failure', 'Hypoxemic respiratory failure']"
2,"['Acute hypercapnic respiratory failure', 'Acute hypercapnic respiratory failure', 'Acute hypercapnic respiratory failure', 'Acute hypercapnic respiratory failure due to obstructive sleep apnea', 'Acute hypoxemic and hypercapnic respiratory failure', 'Acute hypoxemic respiratory failure', 'Hypercapnic respiratory failure', 'Hypercapnic respiratory failure', 'Hypercapnic respiratory failure', 'Hypoxemic respiratory failure']"
3,"['Chronic respiratory failure', 'Chronic respiratory insufficiency']"
4,"['Chronic hypoxemic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory insufficiency', 'Hypoxemic respiratory failure']"
5,"['Chronic hypercapnia', 'Chronic hypercapnic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory insufficiency', 'Hypercapnic respiratory failure']"
6,"['Acute-on-chronic respiratory failure', 'Acute-on-chronic respiratory failure', 'Acute-on-chronic respiratory failure following trauma', 'Chronic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory insufficiency', 'Chronic respiratory insufficiency']"
7,"['Acute hypoxemic respiratory failure', 'Acute on chronic hypoxemic and hypercapnic respiratory failure', 'Acute on chronic hypoxemic respiratory failure', 'Acute-on-chronic respiratory failure', 'Acute-on-chronic respiratory failure', 'Chronic hypoxemic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory insufficiency', 'Chronic respiratory insufficiency', 'Hypoxemic respiratory failure']"
8,"['Acute hypercapnic respiratory failure', 'Acute on chronic hypercapnic respiratory failure', 'Acute on chronic hypoxemic and hypercapnic respiratory failure', 'Acute-on-chronic respiratory failure', 'Acute-on-chronic respiratory failure', 'Chronic hypercapnia', 'Chronic hypercapnic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory failure', 'Chronic respiratory insufficiency', 'Chronic respiratory insufficiency', 'Hypercapnic respiratory failure']"
9,"['Absence of spontaneous respiration', 'Hereditary myopathy with early respiratory failure', 'Proximal myopathy', 'Respiratory failure', 'Respiratory failure following trauma', 'Respiratory failure without hypercapnia', 'Sleep-related respiratory failure']"
10,['Hypoxemic respiratory failure']
11,"['Alveolar hypoventilation', 'Hypercapnic respiratory failure']"
12,"['Acute bronchospasm', 'Allergic bronchospasm caused by dietary substance', 'Bronchospasm', 'Bronchospasm', 'Bronchospasm caused by drug', 'O/E - bronchospasm', 'Paradoxical bronchospasm']"
13,"['Acquired bronchial stenosis', 'Acquired bronchomalacia', 'Bronchial anastomotic dehiscence', 'Bronchial anastomotic leak', 'Bronchial anastomotic mucosal dissection', 'Bronchial anastomotic necrosis', 'Bronchial anastomotic stricture', 'Bronchial compression', 'Bronchiolar disease', 'Bronchocele', 'Broncholithiasis', 'Bronchomalacia', 'Bronchorrhea', 'Bronchus picus', 'Calcification of bronchus', 'Constriction of bronchioles', 'Disorder of bronchial anastomosis', 'Disorder of bronchial anastomosis', 'Disorder of bronchus', 'Erosion of esophageal tumor into bronchus', 'Lesion of bronchus', 'Mucocele of bronchus', 'Mucoid impaction of bronchi', 'Necrosis of bronchus', 'Necrosis of bronchus', 'Obstruction of bronchus', 'Postobstructive pneumonia', 'Rupture of bronchus', 'Stenosis of bronchus', 'Ulcer of bronchus', 'Ulceration of bronchioles']"
14,"['Acute atelectasis', 'Atelectasis', 'Atelectasis AND/OR obstructive pneumonitis of entire lung associated with direct extension of malignant neoplasm', 'Chronic atelectasis', 'Complete atelectasis', 'Complete atelectasis of left lung', 'Complete atelectasis of right lung', 'Compression atelectasis', 'Discoid atelectasis', 'Focal atelectasis', 'Linear atelectasis', 'Middle lobe syndrome', 'Obstetrical pulmonary complication of anesthesia AND/OR sedation', 'Obstructive atelectasis', 'On examination - atelectasis', 'Postoperative atelectasis', 'Postprocedural respiratory disorders', 'Pressure collapse of lung after anesthesia AND/OR sedation in labor AND/OR delivery', 'pT3:Tumor directly invades any of following:chest wall,diaphragm,mediastinal pleura,parietal pericardium;or tumor in main bronchus<2 cm distal to carina;or assoc atelectasis or obstructive pneumonitis of whole lung', 'Round atelectasis', 'T2:Lung tumor with any of these features:>3cm in greatest dimension, involves main bronchus >2cm distal to carina; invades visceral pleura; assoc with atelectasis/obstructive pneumonitis extends to hilar region, does not involve entire lung', 'T3: Lung tumor of any size associated atelectasis or obstructive pneumonitis of the entire lung', 'Traumatic atelectasis']"
15,"['Bullous emphysema with collapse', 'Chronic bullous emphysema', 'On examination - lung collapse present']"
16,"['Interstitial emphysema of lung', 'Mediastinal emphysema', 'Subcutaneous emphysema', 'Tension pneumomediastinum']"
17,['Compensatory emphysema']
18,"['Calcification of lung', 'Cavitation of lung', 'Chronic lung disease', 'Chronic lung disease due to surfactant disorder', 'Cystic-bullous disease of the lung', 'Diffuse pulmonary calcinosis', 'Discoloration of lung', 'Disorder of lung', 'Erythrocytosis due to pulmonary disease', 'Finding by inspection ', 'Finding of number of lesions', 'Idiopathic diffuse pulmonary ossification', 'Infected bronchogenic cyst', 'Lung cyst', 'Lung disease due to connective tissue disorder', 'Lung disorder due to autoimmune disorder', 'Lung function mildly obstructed', 'Lymphocytic pseudotumor of lung', 'Micronodular pulmonary ossification', 'Milk-induced pulmonary disease in infant', 'Multiple lesions', 'Multiple lung cysts', 'Multiple nodules of lung', ""Non-smoker's second hand smoke syndrome"", 'O/E - cavitation present', 'Occupational lung disease', 'On examination - lung cavitation', 'Pulmolithiasis', 'Pulmonary cavity following infection by Coccidioides', 'Pulmonary hyalinizing granuloma', 'Pulmonary hypertension due to lung disease and/or hypoxia', 'Pulmonary nodular lymphoid hyperplasia', 'Pulmonary ossification', 'Restrictive lung disease', 'Restrictive lung disease due to kyphoscoliosis', 'Restrictive lung disease due to muscular dystrophy', 'Secondary hemosiderosis', 'Secondary pulmonary hemosiderosis', ""Smoker's respiratory syndrome"", 'Squamous metaplasia of lung', 'Uremic lung']"
19,"['Acute mediastinitis', 'Classical histoplasmosis mediastinal granuloma', 'Drug-induced granulomatous mediastinitis', 'Familial fibrous mediastinitis', 'Granulomatous mediastinitis', 'Hemorrhagic mediastinitis', 'Idiopathic hilar fibrosis', 'Infection of lower respiratory tract and mediastinum', 'Infectious fibrous mediastinitis', 'Infectious granulomatous mediastinitis', 'Infectious mediastinitis', 'Inflammatory disorder of mediastinum', 'Mediastinal radiation fibrosis', 'Pulmonary venous hypertension due to compression of pulmonary great vein', 'Pulmonary venous hypertension due to compression of pulmonary great vein by sclerosing mediastinitis', 'Radiation-induced fibrous mediastinitis', 'Sclerosing mediastinitis']"
20,"['Classical histoplasmosis mediastinal fibrosis', 'Cyst of mediastinum', 'Disorder of mediastinum', 'Fibrosis of mediastinum', 'Hernia of mediastinum', 'Idiopathic hilar fibrosis', 'Mediastinal radiation fibrosis', 'Retraction of mediastinum', 'Widened mediastinum']"
21,"['Abnormal diaphragmatic movement', 'Defect of diaphragm', 'Diaphragmatic cyst', 'Diaphragmatic paresis', 'Diaphragmatic tic', 'Diaphragmitis', 'Disorder of diaphragm', 'Downward displacement of diaphragm', ""Hedblom's syndrome"", 'Lian-Siguer-Welti syndrome', 'Paralysis of diaphragm', 'Perforation of diaphragm', 'Relaxation of diaphragm', 'Unilateral caudal displacement of diaphragm']"
22,"['Acquired mucociliary clearance defect', 'Air trapping', 'Airway constriction', 'Airways obstruction irreversible', 'Airways obstruction reversible', 'Allergic disorder of respiratory tract', 'Bacterial respiratory infection', 'Borderline respiratory obstruction on spirometry', 'Coronavirus infection', 'Disease due to Coronaviridae', 'Excessive bronchial secretion', 'Expiratory partial airway obstruction', 'Fungal respiratory infection', 'Hypersensitivity disorder of respiratory tract', 'Immotile cilia syndrome due to excessively long cilia', 'Inability to ventilate patients lungs mechanically', 'Infection of respiratory tract caused by parasite', 'Inflammatory disorder of lower respiratory tract', 'Inflammatory disorder of the respiratory system', 'Inflammatory disorder of the respiratory tract', 'Inherited mucociliary clearance defect', 'Inspiratory and expiratory partial airway obstruction', 'Inspiratory partial airway obstruction', 'Institution-acquired respiratory infection', 'Institutional environment related disease', 'Mass of respiratory structure', 'Middle East respiratory syndrome', 'Mucociliary clearance defect', 'Non-infectious pneumonia', 'O/E - respiratory obstruction', 'O/E -trachea displaced to left', 'Obstruction of airway by blood', 'Obstruction of airway by tongue', 'Obstruction of lower respiratory tract', 'Parasitic infection of lung', 'Partial obstruction of airway by tongue', 'Partially obstructed airway', 'Patient airway not maintainable', 'Post-upper airway obstruction pulmonary edema', 'Recurrent lower respiratory tract infection', 'Respiratory obstruction', 'Respiratory tract infection', 'Saliva in upper airway', 'Secondary ciliary dyskinesia', 'Sleep hypoventilation', 'Sleep hypoventilation due to lower airway obstruction', 'Sleep related hypoventilation or hypoxemia', 'Totally obstructed airway', 'Trachea displaced', 'Trachea displaced', 'Trachea displaced to left', 'Trachea displaced to right', 'Transient mucociliary clearance defect', 'Upper respiratory tract obstruction']"
