,Synonyms
0,"['Complete trisomy 21 syndrome', 'Trisomy 21- meiotic nondisjunction']"
1,['Trisomy 21- mitotic nondisjunction mosaicism']
2,"['Translocation Down syndrome', 'Unbalanced translocation and insertion']"
3,"['21q partial distal trisomy syndrome', '21q partial trisomy syndrome', 'Complete trisomy 21 syndrome', 'Complete trisomy 21 syndrome', 'Complete trisomy 21 syndrome', 'Complete trisomy 21 syndrome', 'Complete trisomy 21 syndrome', 'Dementia due to chromosomal anomaly', 'Dementia with Down syndrome', ""Down's facies"", 'Myeloid leukemia co-occurrent with Down syndrome', ""Partial trisomy 21 in Down's syndrome"", 'Partial trisomy of chromosome 21', 'Periodontitis co-occurrent with Down syndrome', 'Transient abnormal myelopoiesis', 'Transient abnormal myelopoiesis co-occurrent with Down syndrome']"
4,"['Complete trisomy 18 syndrome', 'Trisomy 18 - meiotic nondisjunction']"
5,"['Complete trisomy 18 syndrome', 'Trisomy 18 - mitotic nondisjunction mosaicism']"
6,"[""Partial trisomy 18 in Edward's syndrome""]"
7,"['18q partial trisomy syndrome', 'Complete trisomy 18 syndrome', 'Partial trisomy of chromosome 18']"
8,"['Complete trisomy 13 syndrome', 'Trisomy 13, meiotic nondisjunction']"
9,"['Complete trisomy 13 syndrome', 'Trisomy 13 - mitotic nondisjunction mosaicism']"
10,"[""Partial trisomy 13 in Patau's syndrome""]"
11,"['13p partial trisomy syndrome', 'Aplasia cutis in Trisomy 13 syndrome', 'Complete trisomy 13 syndrome', 'Partial trisomy of chromosome 13']"
12,['Whole chromosome trisomy meiotic nondisjunction']
13,"['Mosaic trisomy 10 syndrome', 'Mosaic trisomy 12 syndrome', 'Mosaic trisomy 14 syndrome', 'Mosaic trisomy 15 syndrome', 'Mosaic trisomy 16 syndrome', 'Mosaic trisomy 17 syndrome', 'Mosaic trisomy 2 syndrome', 'Mosaic trisomy 20 syndrome', 'Mosaic trisomy 22 syndrome', 'Mosaic trisomy 3 syndrome', 'Mosaic trisomy 4 syndrome', 'Mosaic trisomy 5 syndrome', 'Mosaic trisomy 7 syndrome', 'Mosaic trisomy 9 syndrome', 'Trisomy 10', 'Trisomy 12', 'Trisomy 22', 'Trisomy 7', 'Trisomy 9', 'Whole chromosome trisomy - mitotic nondisjunction mosaicism', 'Whole chromosome trisomy, mosaicism']"
14,"['10q partial trisomy syndrome', '11p partial trisomy syndrome', '11q partial trisomy syndrome', '12q partial trisomy syndrome', '13q partial trisomy syndrome', '14q partial trisomy syndrome', '15q overgrowth syndrome', '15q partial trisomy syndrome', '15q partial trisomy syndrome', '15q13.3 microduplication syndrome', '16p partial trisomy syndrome', '16p partial trisomy syndrome', '16p partial trisomy syndrome', '16p11.2p12.2 microduplication syndrome', '16p13.3 microduplication syndrome', '17p partial trisomy syndrome', '17p11.2 microduplication syndrome', '17q partial trisomy syndrome', '17q12 microduplication syndrome', '17q21.31 microduplication syndrome', '20q partial trisomy syndrome', '20q11.2 microduplication syndrome', '22q partial trisomy syndrome', '22q partial trisomy syndrome', '2p partial trisomy syndrome', '2q partial trisomy syndrome', '2q23.1 microduplication syndrome', '3p partial trisomy syndrome', '4p partial trisomy syndrome', '4p16.3 microduplication syndrome', '6p partial trisomy syndrome', '7p partial trisomy syndrome', '7p22.1 microduplication syndrome', '7q partial trisomy syndrome', '7q11.23 microduplication syndrome', '8p23.1 duplication syndrome', '9p partial trisomy syndrome', '9q partial trisomy syndrome', 'Distal 22q11.2 microduplication syndrome', 'Distal trisomy 10q', 'Distal trisomy 13q', 'Distal trisomy 22q', 'Distal trisomy 6p syndrome', 'Distal trisomy 7p', 'Distal trisomy 9q', 'Non-distal trisomy 10q', 'Non-distal trisomy 13q', 'Non-distal trisomy 9q', ""Partial trisomy 21 in Down's syndrome"", 'Partial trisomy of chromosome 1', 'Partial trisomy of chromosome 10', 'Partial trisomy of chromosome 11', 'Partial trisomy of chromosome 12', 'Partial trisomy of chromosome 13', 'Partial trisomy of chromosome 14', 'Partial trisomy of chromosome 15', 'Partial trisomy of chromosome 15', 'Partial trisomy of chromosome 15', 'Partial trisomy of chromosome 16', 'Partial trisomy of chromosome 16', 'Partial trisomy of chromosome 16', 'Partial trisomy of chromosome 16', 'Partial trisomy of chromosome 17', 'Partial trisomy of chromosome 18', 'Partial trisomy of chromosome 19', 'Partial trisomy of chromosome 2', 'Partial trisomy of chromosome 20', 'Partial trisomy of chromosome 20', 'Partial trisomy of chromosome 22', 'Partial trisomy of chromosome 22', 'Partial trisomy of chromosome 22', 'Partial trisomy of chromosome 3', 'Partial trisomy of chromosome 4', 'Partial trisomy of chromosome 4', 'Partial trisomy of chromosome 5', 'Partial trisomy of chromosome 6', 'Partial trisomy of chromosome 7', 'Partial trisomy of chromosome 8', 'Partial trisomy of chromosome 9', 'Partial trisomy of long arm of chromosome 1', 'Partial trisomy of long arm of chromosome 5', 'Partial trisomy of short arm of chromosome 1', 'Partial trisomy of short arm of chromosome 19', 'Partial trisomy of short arm of chromosome 8', 'Proximal 16p11.2 microduplication syndrome', 'Trisomy 10', 'Trisomy 10', 'Trisomy 10p', 'Trisomy 12', 'Trisomy 22', 'Trisomy 22', 'Trisomy 22', 'Trisomy 7', 'Trisomy 9']"
15,"['8p inverted duplication deletion syndrome', 'Duplication of chromosome', 'Duplication with other complex rearrangement']"
16,"['Balanced rearrangement and structural marker', 'Extra unidentified structurally abnormal chromosome', 'Familial extra unidentified structurally abnormal chromosome', 'Individual with marker heterochromatin']"
17,[]
18,"['Polyploidy syndrome', 'Tetraploidy', 'Triploidy and polyploidy', 'Triploidy syndrome', 'Triploidy, diploidy, mixoploidy syndrome']"
