,category,condition
0,H15.001,"Unspecified scleritis, right eye"
1,H15.002,"Unspecified scleritis, left eye"
2,H15.003,"Unspecified scleritis, bilateral"
3,H15.009,"Unspecified scleritis, unspecified eye"
4,H15.011,"Anterior scleritis, right eye"
5,H15.012,"Anterior scleritis, left eye"
6,H15.013,"Anterior scleritis, bilateral"
7,H15.019,"Anterior scleritis, unspecified eye"
8,H15.021,"Brawny scleritis, right eye"
9,H15.022,"Brawny scleritis, left eye"
10,H15.023,"Brawny scleritis, bilateral"
11,H15.029,"Brawny scleritis, unspecified eye"
12,H15.031,"Posterior scleritis, right eye"
13,H15.032,"Posterior scleritis, left eye"
14,H15.033,"Posterior scleritis, bilateral"
15,H15.039,"Posterior scleritis, unspecified eye"
16,H15.041,"Scleritis with corneal involvement, right eye"
17,H15.042,"Scleritis with corneal involvement, left eye"
18,H15.043,"Scleritis with corneal involvement, bilateral"
19,H15.049,"Scleritis with corneal involvement, unspecified eye"
20,H15.051,"Scleromalacia perforans, right eye"
21,H15.052,"Scleromalacia perforans, left eye"
22,H15.053,"Scleromalacia perforans, bilateral"
23,H15.059,"Scleromalacia perforans, unspecified eye"
24,H15.091,"Other scleritis, right eye"
25,H15.092,"Other scleritis, left eye"
26,H15.093,"Other scleritis, bilateral"
27,H15.099,"Other scleritis, unspecified eye"
28,H15.101,"Unspecified episcleritis, right eye"
29,H15.102,"Unspecified episcleritis, left eye"
30,H15.103,"Unspecified episcleritis, bilateral"
31,H15.109,"Unspecified episcleritis, unspecified eye"
32,H15.111,"Episcleritis periodica fugax, right eye"
33,H15.112,"Episcleritis periodica fugax, left eye"
34,H15.113,"Episcleritis periodica fugax, bilateral"
35,H15.119,"Episcleritis periodica fugax, unspecified eye"
36,H15.121,"Nodular episcleritis, right eye"
37,H15.122,"Nodular episcleritis, left eye"
38,H15.123,"Nodular episcleritis, bilateral"
39,H15.129,"Nodular episcleritis, unspecified eye"
40,H15.811,"Equatorial staphyloma, right eye"
41,H15.812,"Equatorial staphyloma, left eye"
42,H15.813,"Equatorial staphyloma, bilateral"
43,H15.819,"Equatorial staphyloma, unspecified eye"
44,H15.821,"Localized anterior staphyloma, right eye"
45,H15.822,"Localized anterior staphyloma, left eye"
46,H15.823,"Localized anterior staphyloma, bilateral"
47,H15.829,"Localized anterior staphyloma, unspecified eye"
48,H15.831,"Staphyloma posticum, right eye"
49,H15.832,"Staphyloma posticum, left eye"
50,H15.833,"Staphyloma posticum, bilateral"
51,H15.839,"Staphyloma posticum, unspecified eye"
52,H15.841,"Scleral ectasia, right eye"
53,H15.842,"Scleral ectasia, left eye"
54,H15.843,"Scleral ectasia, bilateral"
55,H15.849,"Scleral ectasia, unspecified eye"
56,H15.851,"Ring staphyloma, right eye"
57,H15.852,"Ring staphyloma, left eye"
58,H15.853,"Ring staphyloma, bilateral"
