,Synonyms
0,"['Attention deficit hyperactivity disorder, inattentive presentation ', 'Attention deficit hyperactivity disorder, predominantly inattentive type', 'Attention deficit hyperactivity disorder, predominantly inattentive type in remission']"
1,"['Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type', 'Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type in remission', 'Hyperkinesis with developmental delay']"
2,"['Attention deficit hyperactivity disorder, combined type']"
3,"['Deficits in attention motor control and perception', 'Undifferentiated attention deficit disorder']"
4,"['Acromegaly', 'Adult attention deficit hyperactivity disorder', 'Articulation disorder due to hyperkinesis', 'Attention deficit hyperactivity disorder', 'Child attention deficit disorder', 'Developmental articulation disorder', 'Hyperactive behavior', 'Hyperkinetic conduct disorder', 'Hyperkinetic syndrome with developmental delay', 'Speech and phonology impairments', 'X-linked intellectual disability with acromegaly and hyperactivity syndrome']"
5,"['Childhood and adolescent relationship problem', 'Conduct disorder - in family context', 'Sibling jealousy']"
6,"['Aggressive type unsocialized behavior disorder', 'Aggressive unsocial conduct disorder', 'Behavioral problems at school', 'Childhood onset conduct-dissocial disorder', 'Childhood onset conduct-dissocial disorder with limited prosocial emotions', 'Childhood onset conduct-dissocial disorder with normal prosocial emotions', 'Conduct disorder', 'Conduct disorder - unsocialized', 'Conduct disorder in remission', 'Conduct disorder, childhood-onset type', 'Conduct disorder, solitary aggressive type', 'Group delinquent reaction of childhood', 'Problem behavior', 'Problem behavior', 'Problematic behavior in children', 'Socialized behavior disorder', 'Socialized behavior disorder', 'Unaggressive type unsocialized behavior disorder', 'Unsocialized aggressive reaction of childhood', 'X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behavior syndrome']"
7,"['Abnormal behavior', 'Adolescent onset conduct-dissocial disorder', 'Adolescent onset conduct-dissocial disorder with limited prosocial emotions', 'Adolescent onset conduct-dissocial disorder with normal prosocial emotions', 'Aggressive type unsocialized behavior disorder', 'Behavior problem of childhood and adolescence', 'Behavioral disability', 'Conduct disorder - unsocialized', 'Conduct disorder - unsocialized', 'Conduct disorder - unsocialized', 'Conduct disorder in remission', 'Conduct disorder, adolescent-onset type', 'Conduct disorder, group type', 'Disruptive behavior', 'Group delinquency', 'Nonaggressive unsocial conduct disorder', 'Ran away', 'Socialized behavior disorder', 'Unsocial childhood truancy', 'X-linked epilepsy with learning disability and behavior disorder syndrome']"
8,"['Defiant behavior', 'Discipline problem', 'Disobedience', 'Irritability and anger', 'Irritability and anger', 'Non-compliant behavior', 'Oppositional defiant disorder', 'Oppositional defiant disorder co-occurrent with chronic irritability-anger', 'Oppositional defiant disorder co-occurrent with chronic irritability-anger with normal prosocial emotions', 'Oppositional defiant disorder without chronic irritability-anger', 'Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions', 'Oppositional defiant disorder without chronic irritability-anger with normal prosocial emotions', 'School discipline problem']"
9,"['Abnormal sexual behavior', 'Abusive behavior towards animals', 'Aggressive behavior', 'Aggressive outburst', 'Aimless destructive behavior', 'Banging own head against object', 'Banging own head against own body parts', 'Behavioral problems at school', 'Bullying', 'Butting', 'Childhood disorder of conduct and emotion', 'Combativeness', 'Conduct disorder - unsocialized', 'Conduct disorder, undifferentiated type', 'Cruel behavior', 'Cruel behavior', 'Cruelty towards animals', 'Cruelty towards people', 'Defensive aggression', 'Depressive conduct disorder', 'Destructive behavior', 'Destructive behavior', 'Destructive behavior toward property', 'Displays of aggression', 'Dominance aggression', 'Fear-related aggression', 'Graffitti writing', 'Head-banging', 'Head-butting other person', 'Intermittent explosive outburst', 'Isolated explosive outburst', 'Neurotic delinquency', 'Non-compliant behavior', 'Offensive aggression', 'Play aggression', 'Primitive rage', 'Problem behavior', 'Running away', 'Running away from home', 'Running away from school', 'Sexual offending behavior', 'Shoplifting', 'Stealing at school', 'Stealing from classmates', 'Stealing from home', 'Stealing from parents', 'Stealing from siblings', 'Stealing from work', 'Temper problem', 'Temper tantrum', 'Territorial aggression', 'Theft', 'Vandalism']"
10,"['Abnormal behavior', 'Behavior problem of childhood and adolescence', 'Behavioral disability', 'Conduct disorder', 'Conduct disorder in remission', 'Disruptive behavior', 'Disruptive behavior disorder', 'Mixed behavior and emotional disorder', 'Problem behavior', 'Problem behavior in adult', 'Ran away', 'X-linked epilepsy with learning disability and behavior disorder syndrome']"
11,"['Anxiety disorder of childhood', 'Separation anxiety', 'Separation anxiety disorder of childhood', 'Separation anxiety disorder of childhood, early onset']"
12,"['Adolescent - emotional problem', 'Anxiety attack', 'Anxiety disorder of adolescence', 'Anxiety disorder of childhood', 'Anxiety disorder of childhood OR adolescence', 'Anxiety neurosis', 'Anxiety state', 'Apprehension', 'Childhood and adolescent disturbance with introversion', 'Childhood and adolescent disturbance with sensitivity', 'Childhood and adolescent disturbance with sensitivity', 'Childhood and adolescent disturbance with shyness', 'Childhood and adolescent fearfulness disturbance', 'Disturbance of anxiety and fearfulness in childhood and adolescence', 'Generalized anxiety disorder', 'Identity disorder', 'Identity disorder of childhood', 'Misery and unhappiness reaction of childhood', 'Overanxious disorder of childhood', 'Personal identity confusion', 'Personal relationship breakdown', 'Poor family relationship', 'Psychodynamic relationship finding', 'Psychodynamic relationship finding', 'Relationship problems', 'Schizoid relationship', 'Sense of identity finding', 'Sibling relationship problem', 'Unresolved independence-dependence conflict']"
13,"['Childhood and adolescent disturbance with elective mutism', 'Childhood and adolescent disturbance with sensitivity', 'Childhood emotional disorder', 'Elective mutism']"
14,"['Childhood and adolescent disturbance with elective mutism', 'Elective mutism', 'Elective mutism', 'Elective mutism due to an adjustment reaction']"
15,"['Childhood or adolescent disorder of social functioning', 'Reactive attachment disorder', 'Reactive attachment disorder of early childhood', 'Reactive attachment disorder of infancy', 'Reactive attachment disorder of infancy OR early childhood', 'Reactive attachment disorder of infancy OR early childhood, disinhibited type', 'Reactive attachment disorder of infancy OR early childhood, inhibited type']"
16,"['Childhood disinhibited attachment disorder', 'Childhood or adolescent disorder of social functioning', 'Reactive attachment disorder', 'Reactive attachment disorder of early childhood', 'Reactive attachment disorder of infancy OR early childhood', 'Reactive attachment disorder of infancy OR early childhood, disinhibited type']"
17,"['Avoidant disorder of adolescence', 'Avoidant disorder of childhood', 'Avoidant disorder of childhood OR adolescence']"
18,"['Childhood or adolescent disorder of social functioning', 'Developmental delay in social skills']"
19,"['Chronic motor tic disorder', 'Recurrent transient tic disorder', 'Transient childhood tic', 'Transient tic disorder', 'Transient tic disorder, single episode']"
20,"['Chronic motor tic disorder', 'Chronic vocal tic disorder', 'Facial tic disorder', 'Gestural tic disorder']"
21,"[""Dysphonia of Gilles de la Tourette's syndrome"", ""Gilles de la Tourette's syndrome""]"
22,"['Acute tic disorder', 'Atypical tic disorder', 'Motor tic disorder', 'Pseudomasturbation', 'Secondary tic disorder', 'Spasmus coordinatus', 'Spasmus nictitans', 'Tic de pensée', 'Vocal tic disorder']"
23,"['Callosity due to biting and/or chewing', 'Callosity due to habit tic', 'Habit tic', 'Habit tic affecting hair', 'Habit tic affecting skin', 'Infection causing tic', 'Nail dystrophy due to habit tic', 'Nail dystrophy due to nail picking', 'Nail dystrophy due to trauma', 'Primary tic disorder', 'Secondary tic disorder', 'Secondary tic disorder', 'Tic', 'Tic disorder', 'Tic due to and following infection', 'Tic due to developmental disorder']"
24,"['Dependency urinary incontinence', 'Nocturnal enuresis', 'Non-organic nocturnal enuresis', 'Non-organic primary nocturnal enuresis', 'Non-organic secondary nocturnal enuresis', 'Primary nocturnal enuresis', 'Psychogenic urinary incontinence', 'Secondary nocturnal enuresis', 'Urinary incontinence of non-organic origin']"
25,"['Encopresis without constipation AND without overflow incontinence', 'Functional encopresis', 'Non-organic continuous encopresis', 'Non-organic discontinuous encopresis', 'Primary functional encopresis', 'Secondary functional encopresis']"
26,"['Posseting', 'Regurgitates after swallowing', 'Regurgitation', 'Rumination disorder', 'Rumination disorder of infancy', 'Swallowing pattern - finding']"
27,"['Feeding disorder of infancy OR early childhood', 'Feeding problem', 'Finding of infant feeding pattern', 'Ineffective infant feeding pattern', 'Non-organic infant feeding disturbance', 'Psychogenic feeding disorder of infancy and childhood']"
28,"['Craving for non-food item', 'Geophagia', 'Pica', 'Pica', 'Pica of infancy and childhood']"
29,"['Acquired nystagmus', 'Always follows the same route - stereotyped routine', 'Arranging objects in straight line - stereotyped routine', 'Clinging to special objects - stereotyped routine', 'Collecting objects - stereotyped routine', 'Complex mannerisms - stereotype', 'Flapping movements of arms', 'Palikinesia', 'Posturing routine', 'Primary stereotypy', 'Repetitive chin tapping', 'Repetitive complex twisting movements', 'Repetitive complex twisting movements of limbs', 'Repetitive complex twisting movements of whole body', 'Repetitive finger tapping', 'Repetitive flapping movements', 'Repetitive flicking movements', 'Repetitive hand wringing', 'Repetitive pressing on eyes', 'Repetitive rocking movements', 'Repetitive routines', 'Repetitive rubbing of body parts', 'Repetitive spinning movements', 'Repetitive spinning of objects', 'Repetitive spinning of whole body', 'Repetitive tapping movements', 'Repetitive tiptoe walking', 'Repetitive touching of objects', 'Repititive complex twisting of hands near eyes', 'Secondary stereotypy', 'Severe intellectual disability', 'Severe intellectual disability, progressive postnatal microcephaly, midline stereotypic hand movements syndrome', 'Spasmus nutans', 'Stereotyped routines', 'Stereotypic movement disorder with self-injurious behavior', 'Stereotypic movement disorder without self-injurious behavior', 'Stereotypy habit disorder']"
30,"['Acquired stammering', 'Borderline stuttering', 'Covert stuttering', 'Developmental dysfluency', 'Disorder of fluency', 'Dysfluency', 'Idiopathic stammering', 'Neurogenic stammering', 'Normal non-fluency', 'O/E - stammer/stutter', 'Primary stuttering', 'Psychogenic stuttering', 'Secondary stuttering', 'Stuttering']"
31,"['Acting conspicuously in public', 'Adjustment reaction in infancy', 'Adjustment reaction of childhood', 'Adolescent emancipation disorder', 'Adult habitual masturbation', 'Auto-masturbation', 'Axis II diagnosis', 'Bitten nails', 'Chewing hair', 'Digit sucking', 'Disorders of attention and motor control', 'Emotional deprivation syndrome', 'Excessive masturbation', 'Eye poking', 'Finding of general nail condition', 'Gouging own body parts', 'Habit', 'Habit', 'Habit', 'Habits involving hair - finding', 'Habitual eating of own hair', 'Habitual finger biting', 'Habitual hand biting', 'Habitual nocturnal eating of own hair', 'Hand sucking', 'Implement sucking', 'Incomplete masturbation', 'Jaw jutting', 'Juvenile masturbation', 'Lip licking', 'Lip sucking', 'Masturbation', 'Mutual masturbation', 'Nail biting', 'Nail dystrophy due to habit tic', 'Nail dystrophy due to nail biting', 'Nail dystrophy due to trauma', 'Nose-picking', 'Onychotillomania', 'Pen sucking', 'Poking own eyes', 'Public masturbation', 'Pulling at own ear', 'Runaway reaction of childhood', 'Suck finding', 'Suck finding', 'Suck finding', 'Suck finding', 'Thumb sucking', 'Tongue sucking', 'Tongue sucking or chewing']"
32,"['Adolescent behavior alteration', 'Axis II diagnosis', 'Axis V diagnosis', 'Behavioral and emotional disorder with onset in childhood', 'Childhood disorder of conduct and emotion', 'Chronic mental disorder', 'Deferred diagnosis on Axis II', 'Hypersomnia disorder related to another mental disorder', 'Insomnia disorder related to another mental disorder', 'Mental disorder', 'Mental disorder in adolescence', 'Mental disorder in childhood', 'Mental disorder of infancy, childhood or adolescence', 'On severe mental illness register', 'Psychiatric behavioral disability', 'Psychiatric treatment changed', 'Psychiatric treatment started']"
