,category,condition
0,ICD-10 Index,"Diseases of the skin and subcutaneous tissue (L00–L99)Infections of the skin and subcutaneous tissue (L00L08)Staphylococcal scalded skin syndrome (L00)L00  Staphylococcal scalded skin syndrome Impetigo (L01)L01  Impetigo NONL01.0  Impetigo NONL01.00  Impetigo, unspecified L01.01  Nonbullous impetigo L01.02  Bockhart's impetigo L01.03  Bullous impetigo L01.09  Other impetigo L01.1  Impetiginization of other dermatoses Cutaneous abscess, furuncle and carbuncle (L02)L02  Cutaneous abscess, furuncle and carbuncle NONL02.0  Cutaneous abscess, furuncle and carbuncle of face NONL02.01  Cutaneous abscess of face L02.02  Furuncle of face L02.03  Carbuncle of face L02.1  Cutaneous abscess, furuncle and carbuncle of neck NONL02.11  Cutaneous abscess of neck L02.12  Furuncle of neck L02.13  Carbuncle of neck L02.2  Cutaneous abscess, furuncle and carbuncle of trunk NONL02.21  Cutaneous abscess of trunk NONL02.211  Cutaneous abscess of abdominal wall L02.212  Cutaneous abscess of back [any part, except buttock] L02.213  Cutaneous abscess of chest wall L02.214  Cutaneous abscess of groin L02.215  Cutaneous abscess of perineum L02.216  Cutaneous abscess of umbilicus L02.219  Cutaneous abscess of trunk, unspecified L02.22  Furuncle of trunk NONL02.221  Furuncle of abdominal wall L02.222  Furuncle of back [any part, except buttock] L02.223  Furuncle of chest wall L02.224  Furuncle of groin L02.225  Furuncle of perineum L02.226  Furuncle of umbilicus L02.229  Furuncle of trunk, unspecified L02.23  Carbuncle of trunk NONL02.231  Carbuncle of abdominal wall L02.232  Carbuncle of back [any part, except buttock] L02.233  Carbuncle of chest wall L02.234  Carbuncle of groin L02.235  Carbuncle of perineum L02.236  Carbuncle of umbilicus L02.239  Carbuncle of trunk, unspecified L02.3  Cutaneous abscess, furuncle and carbuncle of buttock NONL02.31  Cutaneous abscess of buttock L02.32  Furuncle of buttock L02.33  Carbuncle of buttock L02.4  Cutaneous abscess, furuncle and carbuncle of limb NONL02.41  Cutaneous abscess of limb NONL02.411  Cutaneous abscess of right axilla L02.412  Cutaneous abscess of left axilla L02.413  Cutaneous abscess of right upper limb L02.414  Cutaneous abscess of left upper limb L02.415  Cutaneous abscess of right lower limb L02.416  Cutaneous abscess of left lower limb L02.419  Cutaneous abscess of limb, unspecified L02.42  Furuncle of limb NONL02.421  Furuncle of right axilla L02.422  Furuncle of left axilla L02.423  Furuncle of right upper limb L02.424  Furuncle of left upper limb L02.425  Furuncle of right lower limb L02.426  Furuncle of left lower limb L02.429  Furuncle of limb, unspecified L02.43  Carbuncle of limb NONL02.431  Carbuncle of right axilla L02.432  Carbuncle of left axilla L02.433  Carbuncle of right upper limb L02.434  Carbuncle of left upper limb L02.435  Carbuncle of right lower limb L02.436  Carbuncle of left lower limb L02.439  Carbuncle of limb, unspecified L02.5  Cutaneous abscess, furuncle and carbuncle of hand NONL02.51  Cutaneous abscess of hand NONL02.511  Cutaneous abscess of right hand L02.512  Cutaneous abscess of left hand L02.519  Cutaneous abscess of unspecified hand L02.52  Furuncle hand NONL02.521  Furuncle right hand L02.522  Furuncle left hand L02.529  Furuncle unspecified hand L02.53  Carbuncle of hand NONL02.531  Carbuncle of right hand L02.532  Carbuncle of left hand L02.539  Carbuncle of unspecified hand L02.6  Cutaneous abscess, furuncle and carbuncle of foot NONL02.61  Cutaneous abscess of foot NONL02.611  Cutaneous abscess of right foot L02.612  Cutaneous abscess of left foot L02.619  Cutaneous abscess of unspecified foot L02.62  Furuncle of foot NONL02.621  Furuncle of right foot L02.622  Furuncle of left foot L02.629  Furuncle of unspecified foot L02.63  Carbuncle of foot NONL02.631  Carbuncle of right foot L02.632  Carbuncle of left foot L02.639  Carbuncle of unspecified foot L02.8  Cutaneous abscess, furuncle and carbuncle of other sites NONL02.81  Cutaneous abscess of other sites NONL02.811  Cutaneous abscess of head [any part, except face] L02.818  Cutaneous abscess of other sites L02.82  Furuncle of other sites NONL02.821  Furuncle of head [any part, except face] L02.828  Furuncle of other sites L02.83  Carbuncle of other sites NONL02.831  Carbuncle of head [any part, except face] L02.838  Carbuncle of other sites L02.9  Cutaneous abscess, furuncle and carbuncle, unspecified NONL02.91  Cutaneous abscess, unspecified L02.92  Furuncle, unspecified L02.93  Carbuncle, unspecified Cellulitis and acute lymphangitis (L03)L03  Cellulitis and acute lymphangitis NONL03.0  Cellulitis and acute lymphangitis of finger and toe NONL03.01  Cellulitis of finger NONL03.011  Cellulitis of right finger L03.012  Cellulitis of left finger L03.019  Cellulitis of unspecified finger L03.02  Acute lymphangitis of finger NONL03.021  Acute lymphangitis of right finger L03.022  Acute lymphangitis of left finger L03.029  Acute lymphangitis of unspecified finger L03.03  Cellulitis of toe NONL03.031  Cellulitis of right toe L03.032  Cellulitis of left toe L03.039  Cellulitis of unspecified toe L03.04  Acute lymphangitis of toe NONL03.041  Acute lymphangitis of right toe L03.042  Acute lymphangitis of left toe L03.049  Acute lymphangitis of unspecified toe L03.1  Cellulitis and acute lymphangitis of other parts of limb NONL03.11  Cellulitis of other parts of limb NONL03.111  Cellulitis of right axilla L03.112  Cellulitis of left axilla L03.113  Cellulitis of right upper limb L03.114  Cellulitis of left upper limb L03.115  Cellulitis of right lower limb L03.116  Cellulitis of left lower limb L03.119  Cellulitis of unspecified part of limb L03.12  Acute lymphangitis of other parts of limb NONL03.121  Acute lymphangitis of right axilla L03.122  Acute lymphangitis of left axilla L03.123  Acute lymphangitis of right upper limb L03.124  Acute lymphangitis of left upper limb L03.125  Acute lymphangitis of right lower limb L03.126  Acute lymphangitis of left lower limb L03.129  Acute lymphangitis of unspecified part of limb L03.2  Cellulitis and acute lymphangitis of face and neck NONL03.21  Cellulitis and acute lymphangitis of face NONL03.211  Cellulitis of face L03.212  Acute lymphangitis of face L03.213  Periorbital cellulitis L03.22  Cellulitis and acute lymphangitis of neck NONL03.221  Cellulitis of neck L03.222  Acute lymphangitis of neck L03.3  Cellulitis and acute lymphangitis of trunk NONL03.31  Cellulitis of trunk NONL03.311  Cellulitis of abdominal wall L03.312  Cellulitis of back [any part except buttock] L03.313  Cellulitis of chest wall L03.314  Cellulitis of groin L03.315  Cellulitis of perineum L03.316  Cellulitis of umbilicus L03.317  Cellulitis of buttock L03.319  Cellulitis of trunk, unspecified L03.32  Acute lymphangitis of trunk NONL03.321  Acute lymphangitis of abdominal wall L03.322  Acute lymphangitis of back [any part except buttock] L03.323  Acute lymphangitis of chest wall L03.324  Acute lymphangitis of groin L03.325  Acute lymphangitis of perineum L03.326  Acute lymphangitis of umbilicus L03.327  Acute lymphangitis of buttock L03.329  Acute lymphangitis of trunk, unspecified L03.8  Cellulitis and acute lymphangitis of other sites NONL03.81  Cellulitis of other sites NONL03.811  Cellulitis of head [any part, except face] L03.818  Cellulitis of other sites L03.89  Acute lymphangitis of other sites NONL03.891  Acute lymphangitis of head [any part, except face] L03.898  Acute lymphangitis of other sites L03.9  Cellulitis and acute lymphangitis, unspecified NONL03.90  Cellulitis, unspecified L03.91  Acute lymphangitis, unspecified Acute lymphadenitis (L04)L04  Acute lymphadenitis NONL04.0  Acute lymphadenitis of face, head and neck L04.1  Acute lymphadenitis of trunk L04.2  Acute lymphadenitis of upper limb L04.3  Acute lymphadenitis of lower limb L04.8  Acute lymphadenitis of other sites L04.9  Acute lymphadenitis, unspecified Pilonidal cyst and sinus (L05)L05  Pilonidal cyst and sinus NONL05.0  Pilonidal cyst and sinus with abscess NONL05.01  Pilonidal cyst with abscess L05.02  Pilonidal sinus with abscess L05.9  Pilonidal cyst and sinus without abscess NONL05.91  Pilonidal cyst without abscess L05.92  Pilonidal sinus without abscess Other local infections of skin and subcutaneous tissue (L08)L08  Other local infections of skin and subcutaneous tissue NONL08.0  Pyoderma L08.1  Erythrasma L08.8  Oth local infections of the skin and subcutaneous tissue NONL08.81  Pyoderma vegetans L08.82  Omphalitis not of newborn L08.89  Oth local infections of the skin and subcutaneous tissue L08.9  Local infection of the skin and subcutaneous tissue, unsp"
1,Diseases of the skin and subcutaneous tissue (L00–L99),"Infections of the skin and subcutaneous tissue (L00L08)Staphylococcal scalded skin syndrome (L00)L00  Staphylococcal scalded skin syndrome Impetigo (L01)L01  Impetigo NONL01.0  Impetigo NONL01.00  Impetigo, unspecified L01.01  Nonbullous impetigo L01.02  Bockhart's impetigo L01.03  Bullous impetigo L01.09  Other impetigo L01.1  Impetiginization of other dermatoses Cutaneous abscess, furuncle and carbuncle (L02)L02  Cutaneous abscess, furuncle and carbuncle NONL02.0  Cutaneous abscess, furuncle and carbuncle of face NONL02.01  Cutaneous abscess of face L02.02  Furuncle of face L02.03  Carbuncle of face L02.1  Cutaneous abscess, furuncle and carbuncle of neck NONL02.11  Cutaneous abscess of neck L02.12  Furuncle of neck L02.13  Carbuncle of neck L02.2  Cutaneous abscess, furuncle and carbuncle of trunk NONL02.21  Cutaneous abscess of trunk NONL02.211  Cutaneous abscess of abdominal wall L02.212  Cutaneous abscess of back [any part, except buttock] L02.213  Cutaneous abscess of chest wall L02.214  Cutaneous abscess of groin L02.215  Cutaneous abscess of perineum L02.216  Cutaneous abscess of umbilicus L02.219  Cutaneous abscess of trunk, unspecified L02.22  Furuncle of trunk NONL02.221  Furuncle of abdominal wall L02.222  Furuncle of back [any part, except buttock] L02.223  Furuncle of chest wall L02.224  Furuncle of groin L02.225  Furuncle of perineum L02.226  Furuncle of umbilicus L02.229  Furuncle of trunk, unspecified L02.23  Carbuncle of trunk NONL02.231  Carbuncle of abdominal wall L02.232  Carbuncle of back [any part, except buttock] L02.233  Carbuncle of chest wall L02.234  Carbuncle of groin L02.235  Carbuncle of perineum L02.236  Carbuncle of umbilicus L02.239  Carbuncle of trunk, unspecified L02.3  Cutaneous abscess, furuncle and carbuncle of buttock NONL02.31  Cutaneous abscess of buttock L02.32  Furuncle of buttock L02.33  Carbuncle of buttock L02.4  Cutaneous abscess, furuncle and carbuncle of limb NONL02.41  Cutaneous abscess of limb NONL02.411  Cutaneous abscess of right axilla L02.412  Cutaneous abscess of left axilla L02.413  Cutaneous abscess of right upper limb L02.414  Cutaneous abscess of left upper limb L02.415  Cutaneous abscess of right lower limb L02.416  Cutaneous abscess of left lower limb L02.419  Cutaneous abscess of limb, unspecified L02.42  Furuncle of limb NONL02.421  Furuncle of right axilla L02.422  Furuncle of left axilla L02.423  Furuncle of right upper limb L02.424  Furuncle of left upper limb L02.425  Furuncle of right lower limb L02.426  Furuncle of left lower limb L02.429  Furuncle of limb, unspecified L02.43  Carbuncle of limb NONL02.431  Carbuncle of right axilla L02.432  Carbuncle of left axilla L02.433  Carbuncle of right upper limb L02.434  Carbuncle of left upper limb L02.435  Carbuncle of right lower limb L02.436  Carbuncle of left lower limb L02.439  Carbuncle of limb, unspecified L02.5  Cutaneous abscess, furuncle and carbuncle of hand NONL02.51  Cutaneous abscess of hand NONL02.511  Cutaneous abscess of right hand L02.512  Cutaneous abscess of left hand L02.519  Cutaneous abscess of unspecified hand L02.52  Furuncle hand NONL02.521  Furuncle right hand L02.522  Furuncle left hand L02.529  Furuncle unspecified hand L02.53  Carbuncle of hand NONL02.531  Carbuncle of right hand L02.532  Carbuncle of left hand L02.539  Carbuncle of unspecified hand L02.6  Cutaneous abscess, furuncle and carbuncle of foot NONL02.61  Cutaneous abscess of foot NONL02.611  Cutaneous abscess of right foot L02.612  Cutaneous abscess of left foot L02.619  Cutaneous abscess of unspecified foot L02.62  Furuncle of foot NONL02.621  Furuncle of right foot L02.622  Furuncle of left foot L02.629  Furuncle of unspecified foot L02.63  Carbuncle of foot NONL02.631  Carbuncle of right foot L02.632  Carbuncle of left foot L02.639  Carbuncle of unspecified foot L02.8  Cutaneous abscess, furuncle and carbuncle of other sites NONL02.81  Cutaneous abscess of other sites NONL02.811  Cutaneous abscess of head [any part, except face] L02.818  Cutaneous abscess of other sites L02.82  Furuncle of other sites NONL02.821  Furuncle of head [any part, except face] L02.828  Furuncle of other sites L02.83  Carbuncle of other sites NONL02.831  Carbuncle of head [any part, except face] L02.838  Carbuncle of other sites L02.9  Cutaneous abscess, furuncle and carbuncle, unspecified NONL02.91  Cutaneous abscess, unspecified L02.92  Furuncle, unspecified L02.93  Carbuncle, unspecified Cellulitis and acute lymphangitis (L03)L03  Cellulitis and acute lymphangitis NONL03.0  Cellulitis and acute lymphangitis of finger and toe NONL03.01  Cellulitis of finger NONL03.011  Cellulitis of right finger L03.012  Cellulitis of left finger L03.019  Cellulitis of unspecified finger L03.02  Acute lymphangitis of finger NONL03.021  Acute lymphangitis of right finger L03.022  Acute lymphangitis of left finger L03.029  Acute lymphangitis of unspecified finger L03.03  Cellulitis of toe NONL03.031  Cellulitis of right toe L03.032  Cellulitis of left toe L03.039  Cellulitis of unspecified toe L03.04  Acute lymphangitis of toe NONL03.041  Acute lymphangitis of right toe L03.042  Acute lymphangitis of left toe L03.049  Acute lymphangitis of unspecified toe L03.1  Cellulitis and acute lymphangitis of other parts of limb NONL03.11  Cellulitis of other parts of limb NONL03.111  Cellulitis of right axilla L03.112  Cellulitis of left axilla L03.113  Cellulitis of right upper limb L03.114  Cellulitis of left upper limb L03.115  Cellulitis of right lower limb L03.116  Cellulitis of left lower limb L03.119  Cellulitis of unspecified part of limb L03.12  Acute lymphangitis of other parts of limb NONL03.121  Acute lymphangitis of right axilla L03.122  Acute lymphangitis of left axilla L03.123  Acute lymphangitis of right upper limb L03.124  Acute lymphangitis of left upper limb L03.125  Acute lymphangitis of right lower limb L03.126  Acute lymphangitis of left lower limb L03.129  Acute lymphangitis of unspecified part of limb L03.2  Cellulitis and acute lymphangitis of face and neck NONL03.21  Cellulitis and acute lymphangitis of face NONL03.211  Cellulitis of face L03.212  Acute lymphangitis of face L03.213  Periorbital cellulitis L03.22  Cellulitis and acute lymphangitis of neck NONL03.221  Cellulitis of neck L03.222  Acute lymphangitis of neck L03.3  Cellulitis and acute lymphangitis of trunk NONL03.31  Cellulitis of trunk NONL03.311  Cellulitis of abdominal wall L03.312  Cellulitis of back [any part except buttock] L03.313  Cellulitis of chest wall L03.314  Cellulitis of groin L03.315  Cellulitis of perineum L03.316  Cellulitis of umbilicus L03.317  Cellulitis of buttock L03.319  Cellulitis of trunk, unspecified L03.32  Acute lymphangitis of trunk NONL03.321  Acute lymphangitis of abdominal wall L03.322  Acute lymphangitis of back [any part except buttock] L03.323  Acute lymphangitis of chest wall L03.324  Acute lymphangitis of groin L03.325  Acute lymphangitis of perineum L03.326  Acute lymphangitis of umbilicus L03.327  Acute lymphangitis of buttock L03.329  Acute lymphangitis of trunk, unspecified L03.8  Cellulitis and acute lymphangitis of other sites NONL03.81  Cellulitis of other sites NONL03.811  Cellulitis of head [any part, except face] L03.818  Cellulitis of other sites L03.89  Acute lymphangitis of other sites NONL03.891  Acute lymphangitis of head [any part, except face] L03.898  Acute lymphangitis of other sites L03.9  Cellulitis and acute lymphangitis, unspecified NONL03.90  Cellulitis, unspecified L03.91  Acute lymphangitis, unspecified Acute lymphadenitis (L04)L04  Acute lymphadenitis NONL04.0  Acute lymphadenitis of face, head and neck L04.1  Acute lymphadenitis of trunk L04.2  Acute lymphadenitis of upper limb L04.3  Acute lymphadenitis of lower limb L04.8  Acute lymphadenitis of other sites L04.9  Acute lymphadenitis, unspecified Pilonidal cyst and sinus (L05)L05  Pilonidal cyst and sinus NONL05.0  Pilonidal cyst and sinus with abscess NONL05.01  Pilonidal cyst with abscess L05.02  Pilonidal sinus with abscess L05.9  Pilonidal cyst and sinus without abscess NONL05.91  Pilonidal cyst without abscess L05.92  Pilonidal sinus without abscess Other local infections of skin and subcutaneous tissue (L08)L08  Other local infections of skin and subcutaneous tissue NONL08.0  Pyoderma L08.1  Erythrasma L08.8  Oth local infections of the skin and subcutaneous tissue NONL08.81  Pyoderma vegetans L08.82  Omphalitis not of newborn L08.89  Oth local infections of the skin and subcutaneous tissue L08.9  Local infection of the skin and subcutaneous tissue, unsp"
2,Infections of the skin and subcutaneous tissue (L00-L08),"Staphylococcal scalded skin syndrome (L00)L00  Staphylococcal scalded skin syndrome Impetigo (L01)L01  Impetigo NONL01.0  Impetigo NONL01.00  Impetigo, unspecified L01.01  Nonbullous impetigo L01.02  Bockhart's impetigo L01.03  Bullous impetigo L01.09  Other impetigo L01.1  Impetiginization of other dermatoses Cutaneous abscess, furuncle and carbuncle (L02)L02  Cutaneous abscess, furuncle and carbuncle NONL02.0  Cutaneous abscess, furuncle and carbuncle of face NONL02.01  Cutaneous abscess of face L02.02  Furuncle of face L02.03  Carbuncle of face L02.1  Cutaneous abscess, furuncle and carbuncle of neck NONL02.11  Cutaneous abscess of neck L02.12  Furuncle of neck L02.13  Carbuncle of neck L02.2  Cutaneous abscess, furuncle and carbuncle of trunk NONL02.21  Cutaneous abscess of trunk NONL02.211  Cutaneous abscess of abdominal wall L02.212  Cutaneous abscess of back [any part, except buttock] L02.213  Cutaneous abscess of chest wall L02.214  Cutaneous abscess of groin L02.215  Cutaneous abscess of perineum L02.216  Cutaneous abscess of umbilicus L02.219  Cutaneous abscess of trunk, unspecified L02.22  Furuncle of trunk NONL02.221  Furuncle of abdominal wall L02.222  Furuncle of back [any part, except buttock] L02.223  Furuncle of chest wall L02.224  Furuncle of groin L02.225  Furuncle of perineum L02.226  Furuncle of umbilicus L02.229  Furuncle of trunk, unspecified L02.23  Carbuncle of trunk NONL02.231  Carbuncle of abdominal wall L02.232  Carbuncle of back [any part, except buttock] L02.233  Carbuncle of chest wall L02.234  Carbuncle of groin L02.235  Carbuncle of perineum L02.236  Carbuncle of umbilicus L02.239  Carbuncle of trunk, unspecified L02.3  Cutaneous abscess, furuncle and carbuncle of buttock NONL02.31  Cutaneous abscess of buttock L02.32  Furuncle of buttock L02.33  Carbuncle of buttock L02.4  Cutaneous abscess, furuncle and carbuncle of limb NONL02.41  Cutaneous abscess of limb NONL02.411  Cutaneous abscess of right axilla L02.412  Cutaneous abscess of left axilla L02.413  Cutaneous abscess of right upper limb L02.414  Cutaneous abscess of left upper limb L02.415  Cutaneous abscess of right lower limb L02.416  Cutaneous abscess of left lower limb L02.419  Cutaneous abscess of limb, unspecified L02.42  Furuncle of limb NONL02.421  Furuncle of right axilla L02.422  Furuncle of left axilla L02.423  Furuncle of right upper limb L02.424  Furuncle of left upper limb L02.425  Furuncle of right lower limb L02.426  Furuncle of left lower limb L02.429  Furuncle of limb, unspecified L02.43  Carbuncle of limb NONL02.431  Carbuncle of right axilla L02.432  Carbuncle of left axilla L02.433  Carbuncle of right upper limb L02.434  Carbuncle of left upper limb L02.435  Carbuncle of right lower limb L02.436  Carbuncle of left lower limb L02.439  Carbuncle of limb, unspecified L02.5  Cutaneous abscess, furuncle and carbuncle of hand NONL02.51  Cutaneous abscess of hand NONL02.511  Cutaneous abscess of right hand L02.512  Cutaneous abscess of left hand L02.519  Cutaneous abscess of unspecified hand L02.52  Furuncle hand NONL02.521  Furuncle right hand L02.522  Furuncle left hand L02.529  Furuncle unspecified hand L02.53  Carbuncle of hand NONL02.531  Carbuncle of right hand L02.532  Carbuncle of left hand L02.539  Carbuncle of unspecified hand L02.6  Cutaneous abscess, furuncle and carbuncle of foot NONL02.61  Cutaneous abscess of foot NONL02.611  Cutaneous abscess of right foot L02.612  Cutaneous abscess of left foot L02.619  Cutaneous abscess of unspecified foot L02.62  Furuncle of foot NONL02.621  Furuncle of right foot L02.622  Furuncle of left foot L02.629  Furuncle of unspecified foot L02.63  Carbuncle of foot NONL02.631  Carbuncle of right foot L02.632  Carbuncle of left foot L02.639  Carbuncle of unspecified foot L02.8  Cutaneous abscess, furuncle and carbuncle of other sites NONL02.81  Cutaneous abscess of other sites NONL02.811  Cutaneous abscess of head [any part, except face] L02.818  Cutaneous abscess of other sites L02.82  Furuncle of other sites NONL02.821  Furuncle of head [any part, except face] L02.828  Furuncle of other sites L02.83  Carbuncle of other sites NONL02.831  Carbuncle of head [any part, except face] L02.838  Carbuncle of other sites L02.9  Cutaneous abscess, furuncle and carbuncle, unspecified NONL02.91  Cutaneous abscess, unspecified L02.92  Furuncle, unspecified L02.93  Carbuncle, unspecified Cellulitis and acute lymphangitis (L03)L03  Cellulitis and acute lymphangitis NONL03.0  Cellulitis and acute lymphangitis of finger and toe NONL03.01  Cellulitis of finger NONL03.011  Cellulitis of right finger L03.012  Cellulitis of left finger L03.019  Cellulitis of unspecified finger L03.02  Acute lymphangitis of finger NONL03.021  Acute lymphangitis of right finger L03.022  Acute lymphangitis of left finger L03.029  Acute lymphangitis of unspecified finger L03.03  Cellulitis of toe NONL03.031  Cellulitis of right toe L03.032  Cellulitis of left toe L03.039  Cellulitis of unspecified toe L03.04  Acute lymphangitis of toe NONL03.041  Acute lymphangitis of right toe L03.042  Acute lymphangitis of left toe L03.049  Acute lymphangitis of unspecified toe L03.1  Cellulitis and acute lymphangitis of other parts of limb NONL03.11  Cellulitis of other parts of limb NONL03.111  Cellulitis of right axilla L03.112  Cellulitis of left axilla L03.113  Cellulitis of right upper limb L03.114  Cellulitis of left upper limb L03.115  Cellulitis of right lower limb L03.116  Cellulitis of left lower limb L03.119  Cellulitis of unspecified part of limb L03.12  Acute lymphangitis of other parts of limb NONL03.121  Acute lymphangitis of right axilla L03.122  Acute lymphangitis of left axilla L03.123  Acute lymphangitis of right upper limb L03.124  Acute lymphangitis of left upper limb L03.125  Acute lymphangitis of right lower limb L03.126  Acute lymphangitis of left lower limb L03.129  Acute lymphangitis of unspecified part of limb L03.2  Cellulitis and acute lymphangitis of face and neck NONL03.21  Cellulitis and acute lymphangitis of face NONL03.211  Cellulitis of face L03.212  Acute lymphangitis of face L03.213  Periorbital cellulitis L03.22  Cellulitis and acute lymphangitis of neck NONL03.221  Cellulitis of neck L03.222  Acute lymphangitis of neck L03.3  Cellulitis and acute lymphangitis of trunk NONL03.31  Cellulitis of trunk NONL03.311  Cellulitis of abdominal wall L03.312  Cellulitis of back [any part except buttock] L03.313  Cellulitis of chest wall L03.314  Cellulitis of groin L03.315  Cellulitis of perineum L03.316  Cellulitis of umbilicus L03.317  Cellulitis of buttock L03.319  Cellulitis of trunk, unspecified L03.32  Acute lymphangitis of trunk NONL03.321  Acute lymphangitis of abdominal wall L03.322  Acute lymphangitis of back [any part except buttock] L03.323  Acute lymphangitis of chest wall L03.324  Acute lymphangitis of groin L03.325  Acute lymphangitis of perineum L03.326  Acute lymphangitis of umbilicus L03.327  Acute lymphangitis of buttock L03.329  Acute lymphangitis of trunk, unspecified L03.8  Cellulitis and acute lymphangitis of other sites NONL03.81  Cellulitis of other sites NONL03.811  Cellulitis of head [any part, except face] L03.818  Cellulitis of other sites L03.89  Acute lymphangitis of other sites NONL03.891  Acute lymphangitis of head [any part, except face] L03.898  Acute lymphangitis of other sites L03.9  Cellulitis and acute lymphangitis, unspecified NONL03.90  Cellulitis, unspecified L03.91  Acute lymphangitis, unspecified Acute lymphadenitis (L04)L04  Acute lymphadenitis NONL04.0  Acute lymphadenitis of face, head and neck L04.1  Acute lymphadenitis of trunk L04.2  Acute lymphadenitis of upper limb L04.3  Acute lymphadenitis of lower limb L04.8  Acute lymphadenitis of other sites L04.9  Acute lymphadenitis, unspecified Pilonidal cyst and sinus (L05)L05  Pilonidal cyst and sinus NONL05.0  Pilonidal cyst and sinus with abscess NONL05.01  Pilonidal cyst with abscess L05.02  Pilonidal sinus with abscess L05.9  Pilonidal cyst and sinus without abscess NONL05.91  Pilonidal cyst without abscess L05.92  Pilonidal sinus without abscess Other local infections of skin and subcutaneous tissue (L08)L08  Other local infections of skin and subcutaneous tissue NONL08.0  Pyoderma L08.1  Erythrasma L08.8  Oth local infections of the skin and subcutaneous tissue NONL08.81  Pyoderma vegetans L08.82  Omphalitis not of newborn L08.89  Oth local infections of the skin and subcutaneous tissue L08.9  Local infection of the skin and subcutaneous tissue, unsp"
3,Staphylococcal scalded skin syndrome (L00),L00  Staphylococcal scalded skin syndrome
4,L00,Staphylococcal scalded skin syndrome
5,L01.00,"Impetigo, unspecified"
6,L01.01,Nonbullous impetigo
7,L01.02,Bockhart's impetigo
8,L01.03,Bullous impetigo
9,L01.09,Other impetigo
