,Synonyms
0,"['Cellulitis of perineum', 'Childhood cellulitis of perianal region caused by beta-hemolytic Streptococcus group A', 'Congenital bacterial pneumonia', 'Congenital group A hemolytic streptococcal pneumonia', 'Congenital pneumonia', 'Infective pneumonia acquired prenatally', 'Invasive beta-hemolytic streptococcal disease', 'Invasive Group A beta-hemolytic streptococcal disease', 'Invasive streptococcal disease', 'Perianal cellulitis']"
1,"['Fetus or newborn infection caused by Streptococcus group B', 'Group B streptococcus infection in mother complicating childbirth', 'Invasive Group B beta-hemolytic streptococcal disease', 'Invasive streptococcal disease']"
2,"['Coliform ophthalmia neonatorum', 'Infection due to enterococcus', 'Infection due to enterococcus', 'Infection due to enterococcus', 'Infection due to enterococcus', 'Infection due to vancomycin resistant enterococcus', 'Meningitis caused by Enterococcus', 'Neonatal bacterial conjunctivitis', 'Pneumonia caused by Enterococcus', 'Pneumonia caused by Enterococcus', 'Pneumonia caused by Enterococcus faecalis', 'Pneumonia caused by Enterococcus faecium']"
3,"['Acute bacterial pericarditis', 'Acute bacterial pharyngitis', 'Acute bacterial tonsillitis', 'Acute pneumococcal laryngitis', 'Acute pneumococcal pericarditis', 'Acute pneumococcal pharyngitis', 'Acute pneumococcal tonsillitis', 'Acute streptococcal pericarditis', 'Acute tonsillitis caused by Streptococcus', 'Bacterial pleurisy with effusion', 'Bacterial sinusitis', 'Otitis media caused by Streptococcus pneumoniae', 'Pleurisy with effusion', 'Pneumococcal laryngitis', 'Pneumococcal peritonitis', 'Pneumococcal pharyngitis', 'Pneumococcal pleurisy', 'Pneumococcal pleurisy with effusion', 'Pneumococcal tonsillitis', 'Septic myocarditis - pneumococcal', 'Septic myocarditis - streptococcal', 'Sinusitis caused by Streptococcus pneumoniae', 'Streptococcal laryngitis', 'Streptococcal pleurisy', 'Streptococcal pleurisy with effusion', 'Streptococcal sore throat', 'Streptococcal tonsillitis']"
4,"['Cutaneous streptococcal ulcer', 'Ecthyma', 'Ecthyma caused by Streptococcus pyogenes', 'Infection by Streptococcus group C', 'Infection due to Streptococcus equinus', 'Infection due to Streptococcus group D', 'Infection due to Streptococcus viridans group', 'Maternal infection caused by Streptococcus agalactiae', 'Meningitis caused by Streptococcus agalactiae', 'Streptococcal infection of skin', 'Streptococcal meningitis', 'Streptococcus infection of the central nervous system', 'Ulcerative impetigo']"
5,"['Acute bacterial pericarditis', 'Acute streptococcal pericarditis', 'Anogenital streptococcal cellulitis of infancy and childhood', 'Arthritis of left knee caused by bacteria', 'Arthritis of left knee caused by Streptococcus', 'Arthritis of right knee caused by bacteria', 'Arthritis of right knee caused by Streptococcus', 'Arthropathy associated with bacterial disease', 'Bacterial pleurisy with effusion', 'Cellulitis of perineum', 'Cellulitis of pinna', 'Cutaneous streptococcal ulcer', 'Erythema nodosum due to bacterial infection', 'Erythema nodosum due to streptococcal infection', 'Food poisoning due to streptococcus', 'Funisitis', 'Gingival disease caused by Streptococcus', 'Gingival disease due to bacteria', 'Infantile streptococcal infection', 'Infantile streptococcal infection', 'Infective arthritis of left knee', 'Intertrigo', 'Necrotizing fasciitis', 'Neonatal streptococcal infection', 'Neonatal streptococcal infection', 'Non-bullous impetigo', 'Omphalitis of the newborn', 'Pediatric autoimmune neuropsychiatric disorder associated with streptococcal infection', 'Perianal streptococcal infection of newborn', 'Pleurisy with effusion', 'Post-bacterial arthropathy', 'Post-streptococcal reactive arthritis', 'Septic myocarditis - streptococcal', 'Streptococcal arthritis', 'Streptococcal cellulitis', 'Streptococcal cellulitis of external ear', 'Streptococcal cervicitis', 'Streptococcal impetigo', 'Streptococcal infection of mouth', 'Streptococcal infection of skin', 'Streptococcal intertrigo', 'Streptococcal mastitis', 'Streptococcal meningitis', 'Streptococcal necrotizing fasciitis', 'Streptococcal omphalitis', 'Streptococcal pleurisy', 'Streptococcal pleurisy with effusion', 'Streptococcal skin disorder', 'Streptococcal toxic shock syndrome', 'Streptococcal toxin-mediated perineal erythema', 'Streptococcal vulvovaginitis', 'Streptococcus infection of the central nervous system', 'Toxic shock syndrome']"
6,"['Bacterial osteomyelitis', 'Cellulitis caused by Staphylococcus aureus', 'Chancriform pyoderma', 'Ecthyma', 'Ecthyma caused by Staphylococcus aureus', 'Fetus or newborn infection caused by Staphylococcus aureus', 'Impetigo due to Staphylococcus aureus', 'Infection by methicillin sensitive Staphylococcus aureus', 'Infection by methicillin sensitive Staphylococcus aureus', 'Infection due to Staphylococcus aureus', 'Osteomyelitis due to Staphylococcus aureus', 'Pyoderma ulcerosum tropicalum', 'Right sided infective endocarditis', 'Right-sided Staphylococcus aureus endocarditis', 'Staphylococcal endocarditis', 'Staphylococcal meningitis', 'Staphylococcal toxic shock syndrome', 'Staphylococcus aureus meningitis', 'Toxic shock syndrome', 'Toxic shock syndrome due to methicillin susceptible Staphylococcus aureus', 'Ulcerative impetigo']"
7,"['Bacteremia', 'Bacteremia caused by Gram-positive bacteria', 'Bacteremia due to Methicillin resistant Staphylococcus aureus', 'Bacteremia due to Staphylococcus aureus', 'Community-acquired methicillin-resistant Staphylococcus aureus infection', 'Meningitis caused by methicillin resistant Staphylococcus aureus', 'Methicillin resistant Staphylococcus aureus infection', 'Methicillin resistant Staphylococcus aureus infection', 'Methicillin resistant Staphylococcus aureus infection', 'Methicillin resistant Staphylococcus aureus infection', 'MRSA infection of postoperative wound', 'Multiple-resistant Staphylococcus aureus infection', 'Staphylococcal meningitis', 'Staphylococcal toxic shock syndrome', 'Staphylococcus aureus meningitis', 'Toxic shock syndrome', 'Toxic shock syndrome due to methicillin resistant Staphylococcus aureus infection']"
8,"['Bacterial ventriculitis', 'Fetus or newborn infection caused by Staphylococcus aureus', 'Infection due to glycopeptide intermediate Staphylococcus aureus', 'Infection due to glycopeptide intermediate/resistant Staphylococcus aureus', 'Infection due to glycopeptide resistant Staphylococcus aureus', 'Infection due to Staphylococcus Coagulase negative', 'Infection due to Staphylococcus Coagulase negative', 'Infection due to Staphylococcus Coagulase negative', 'Infection due to Staphylococcus Coagulase negative', 'Infection due to Staphylococcus epidermidis', 'Infection due to Staphylococcus epidermidis', 'Infection due to Staphylococcus epidermidis', 'Infection due to vancomycin intermediate Staphylococcus aureus', 'Infection due to vancomycin intermediate/resistant Staphylococcus aureus', 'Infection due to vancomycin resistant Staphylococcus aureus', 'Infection due to vancomycin resistant Staphylococcus aureus, coagulase positive', 'Infections specific to perinatal period', 'Infective ventriculitis', 'Perinatal coagulase-negative staphylococcus', 'Staphylococcal meningitis', 'Staphylococcus epidermidis meningitis', 'Staphylococcus epidermidis ventriculitis', 'Ventriculitis of the brain']"
9,"['Acute bacterial pericarditis', 'Acute bacterial pharyngitis', 'Acute bacterial tonsillitis', 'Acute staphylococcal pericarditis', 'Acute staphylococcal pharyngitis', 'Acute staphylococcal tonsillitis', 'Angular cheilitis', 'Angular cheilitis due to bacterial infection', 'Arthritis of left ankle caused by bacteria', 'Arthritis of left ankle caused by Staphylococcus', 'Arthritis of left hip', 'Arthritis of left hip caused by bacteria', 'Arthritis of left hip caused by Staphylococcus', 'Arthritis of left wrist', 'Arthritis of left wrist caused by bacteria', 'Arthritis of left wrist caused by Staphylococcus', 'Arthritis of right ankle caused by bacteria', 'Arthritis of right ankle caused by Staphylococcus', 'Arthritis of right hip', 'Arthritis of right hip caused by bacteria', 'Arthritis of right hip caused by Staphylococcus', 'Arthritis of right wrist', 'Arthritis of right wrist caused by bacteria', 'Arthritis of right wrist caused by Staphylococcus', 'Bacterial arthritis of hip', 'Bacterial arthritis of hip', 'Bacterial pleurisy with effusion', 'Blepharitis of bilateral eyelids caused by staphylococcus', 'Blepharitis of left eyelid caused by staphylococcus', 'Blepharitis of left eyelid caused by staphylococcus', 'Blepharitis of right eyelid caused by staphylococcus', 'Blepharitis of right eyelid caused by staphylococcus', 'Bockhart impetigo', 'Botryomycosis', 'Cutaneous botryomycosis', 'Funisitis', 'Hypersensitivity keratopathy of bilateral eyes caused by staphylococcus', 'Impetigo follicularis', 'Infective arthritis of left ankle', 'Infective arthritis of left hip', 'Infective arthritis of right ankle', 'Infective arthritis of right hip', 'Infective arthritis of wrist', 'Infective arthritis of wrist', 'Infective blepharitis', 'Infective blepharitis', 'Intertrigo', 'Neonatal bacterial conjunctivitis', 'Neonatal bacterial dacryocystitis', 'Neonatal dacryocystitis', 'Neonatal dacryocystitis due to staphylococcus', 'Neonatal dacryocystitis or conjunctivitis due to staphylococcus', 'Neonatal skin infection', 'Neonatal staphylococcal infection of skin', 'Non-bullous impetigo', 'Omphalitis of the newborn', 'Periporitis', 'Pleurisy with effusion', 'Pustular folliculitis', 'Scalp folliculitis', 'Septic myocarditis - staphylococcal', 'Staphylococcal angular cheilitis', 'Staphylococcal arthritis', 'Staphylococcal arthritis', 'Staphylococcal arthritis', 'Staphylococcal arthritis', 'Staphylococcal arthritis', 'Staphylococcal arthritis', 'Staphylococcal blepharitis', 'Staphylococcal blepharitis', 'Staphylococcal botryomycosis', 'Staphylococcal endocarditis', 'Staphylococcal eye infection', 'Staphylococcal eye infection', 'Staphylococcal fissure of lower lip', 'Staphylococcal folliculitis of scalp', 'Staphylococcal granuloma', 'Staphylococcal infection of skin', 'Staphylococcal intertrigo', 'Staphylococcal mastitis', 'Staphylococcal meningitis', 'Staphylococcal non-bullous impetigo', 'Staphylococcal omphalitis', 'Staphylococcal ophthalmia neonatorum', 'Staphylococcal pharyngitis', 'Staphylococcal pleurisy', 'Staphylococcal pleurisy with effusion', 'Staphylococcal scarlatina', 'Staphylococcal tonsillitis', 'Staphylococcal toxic shock syndrome', 'Staphylococcal toxin-mediated reaction of skin', 'Superficial folliculitis caused by bacterium', 'Superficial folliculitis caused by bacterium', 'Superficial folliculitis caused by bacterium', 'Toxic shock syndrome']"
