,Synonyms
4,"['Acute respiratory distress syndrome', 'Falciparum malaria', 'Malarial shock lung', 'O/E - respiratory distress', 'Postoperative pulmonary edema', 'Pulmonary insufficiency following shock', 'Pulmonary insufficiency following surgery', 'Pulmonary insufficiency following trauma']"
5,"['Acute cardiac pulmonary edema', 'Acute pulmonary edema', 'Fluid overload pulmonary edema', 'Negative pressure pulmonary edema', 'Post-upper airway obstruction pulmonary edema']"
6,"['Chronic pulmonary congestion', 'Chronic pulmonary edema', 'Hemorrhagic pulmonary edema', 'Hypertension in the puerperium with pulmonary edema', 'Maternal hypertension', 'Maternal hypertension', 'Neurogenic pulmonary edema', 'Non-cardiogenic pulmonary edema', 'O/E - pulmonary edema', 'Postoperative pulmonary edema', 'Pregnancy induced hypertension with pulmonary edema', 'Pulmonary congestion', 'Pulmonary congestion and hypostasis', 'Pulmonary edema', 'Pulmonary edema due to hypoproteinemia', 'Pulmonary hypostasis', 'Respiratory tract congestion']"
7,[]
8,"['Allergic bronchopulmonary mycosis', 'Asthmatic pulmonary eosinophilia', 'Cryptogenic pulmonary eosinophilia', 'Eosinophilic asthma', 'Idiopathic acute eosinophilic pneumonia', 'Idiopathic chronic eosinophilic pneumonia', 'Idiopathic eosinophilic pneumonia', 'Pulmonary filariasis', 'Pulmonary nematodiasis', 'Simple pulmonary eosinophilia', 'Tropical pulmonary eosinophilia']"
9,"['Autoimmune pulmonary alveolar proteinosis', 'Congenital pulmonary alveolar proteinosis', 'Proteinosis', 'Proteinosis', 'Proteinosis', 'Pulmonary alveolar proteinosis', 'Secondary pulmonary alveolar proteinosis']"
10,"['Calcification of lung', 'Diffuse pulmonary calcinosis', 'Pulmonary alveolar microlithiasis', 'Pulmonary ossification']"
11,['Idiopathic pulmonary hemosiderosis']
12,"['Alveolar capillary block', 'Alveolar pneumopathy', 'Parietoalveolar pneumopathy']"
13,"['Atrophic fibrosis of lung', 'Chronic fibrosis of lung', 'Chronic induration of lung', 'Confluent fibrosis of lung', 'Congenital anomaly of endocrine ovary', 'Diffuse interstitial pulmonary fibrosis', 'Fibrosis of lung', 'Finding by inspection ', 'Finding of number of lesions', 'Finding of number of lesions', 'Hereditary fibrosing poikiloderma, tendon contractures, myopathy, pulmonary fibrosis syndrome', 'Hereditary sclerosing poikiloderma', 'Induration of lung', 'Localized pulmonary fibrosis', 'Lung fibrosis, immunodeficiency, 46,XX gonadal dysgenesis syndrome', 'Massive fibrosis of lung', 'Multiple hyalinizing granuloma of lung', 'Multiple lesions', 'Multiple nodules of lung', 'Nodular hyperplasia of liver', 'Nodular regenerative hyperplasia of liver', 'O/E - fibrosis of lung present', 'Ovarian dysgenesis', 'Perialveolar fibrosis of lung', 'Peribronchial fibrosis of lung', 'PF-ILD-progressive fibrosing interstitial lung disease', 'Plasma cell granuloma of lung', 'Post-inflammatory pulmonary fibrosis', 'Pulmonary emphysema co-occurrent with fibrosis of lung', 'Pulmonary fibrosis due to Hermansky-Pudlak syndrome', 'Pulmonary fibrosis, hepatic hyperplasia, bone marrow hypoplasia syndrome', 'Pulmonary granuloma', 'Pulmonary hyalinizing granuloma', 'Pulmonary hyalinizing granuloma', 'Pulmonary nodular lymphoid hyperplasia', 'Pure gonadal dysgenesis', 'Pure gonadal dysgenesis 46,XX', 'Single hyalinizing granuloma of lung', 'Single lesion', 'Solitary nodule of lung']"
