,category,condition
0,W50.0XXA,"Accidental hit or strike by another person, init encntr"
1,W50.0XXD,"Accidental hit or strike by another person, subs encntr"
2,W50.0XXS,"Accidental hit or strike by another person, sequela"
3,W50.1XXA,"Accidental kick by another person, initial encounter"
4,W50.1XXD,"Accidental kick by another person, subsequent encounter"
5,W50.1XXS,"Accidental kick by another person, sequela"
6,W50.2XXA,"Accidental twist by another person, initial encounter"
7,W50.2XXD,"Accidental twist by another person, subsequent encounter"
8,W50.2XXS,"Accidental twist by another person, sequela"
9,W50.3XXA,"Accidental bite by another person, initial encounter"
10,W50.3XXD,"Accidental bite by another person, subsequent encounter"
11,W50.3XXS,"Accidental bite by another person, sequela"
12,W50.4XXA,"Accidental scratch by another person, initial encounter"
13,W50.4XXD,"Accidental scratch by another person, subsequent encounter"
14,W50.4XXS,"Accidental scratch by another person, sequela"
15,W51.XXXA,"Accidental strike or bumped into by another person, init"
16,W51.XXXD,"Accidental strike or bumped into by another person, subs"
17,W51.XXXS,"Accidental strike or bumped into by another person, sequela"
18,W52.XXXA,"Crushd/pushd/stepd on by crowd or human stampede, init"
19,W52.XXXD,"Crushd/pushd/stepd on by crowd or human stampede, subs"
20,W52.XXXS,"Crushd/pushd/stepd on by crowd or human stampede, sequela"
21,W53.01XA,"Bitten by mouse, initial encounter"
22,W53.01XD,"Bitten by mouse, subsequent encounter"
23,W53.01XS,"Bitten by mouse, sequela"
24,W53.09XA,"Other contact with mouse, initial encounter"
25,W53.09XD,"Other contact with mouse, subsequent encounter"
26,W53.09XS,"Other contact with mouse, sequela"
27,W53.11XA,"Bitten by rat, initial encounter"
28,W53.11XD,"Bitten by rat, subsequent encounter"
29,W53.11XS,"Bitten by rat, sequela"
30,W53.19XA,"Other contact with rat, initial encounter"
31,W53.19XD,"Other contact with rat, subsequent encounter"
32,W53.19XS,"Other contact with rat, sequela"
33,W53.21XA,"Bitten by squirrel, initial encounter"
34,W53.21XD,"Bitten by squirrel, subsequent encounter"
35,W53.21XS,"Bitten by squirrel, sequela"
36,W53.29XA,"Other contact with squirrel, initial encounter"
37,W53.29XD,"Other contact with squirrel, subsequent encounter"
38,W53.29XS,"Other contact with squirrel, sequela"
39,W53.81XA,"Bitten by other rodent, initial encounter"
40,W53.81XD,"Bitten by other rodent, subsequent encounter"
41,W53.81XS,"Bitten by other rodent, sequela"
