,category,condition
0,M50.00,"Cervical disc disorder with myelopathy, unsp cervical region"
1,M50.01,"Cervical disc disorder with myelopathy, high cervical region"
2,M50.020,"Cerv disc disord with myelpath, midcervical rgn, unsp level"
3,M50.021,Cervical disc disorder at C4C5 level with myelopathy
4,M50.022,Cervical disc disorder at C5C6 level with myelopathy
5,M50.023,Cervical disc disorder at C6C7 level with myelopathy
6,M50.03,"Cervical disc disorder w myelopathy, cervicothoracic region"
7,M50.10,"Cervical disc disorder w radiculopathy, unsp cervical region"
8,M50.11,"Cerv disc disorder with radiculopathy, high cervical region"
9,M50.120,"Midcervical disc disorder, unspecified level  UPDATED CODE"
10,M50.121,Cervical disc disorder at C4C5 level with radiculopathy
11,M50.122,Cervical disc disorder at C5C6 level with radiculopathy
12,M50.123,Cervical disc disorder at C6C7 level with radiculopathy
13,M50.13,"Cervical disc disorder w radiculopathy, cervicothor region"
14,M50.20,"Other cervical disc displacement, unsp cervical region"
15,M50.21,"Other cervical disc displacement, high cervical region"
16,M50.220,"Other cerv disc displacmnt, midcervical region, unsp level"
17,M50.221,Other cervical disc displacement at C4C5 level
18,M50.222,Other cervical disc displacement at C5C6 level
19,M50.223,Other cervical disc displacement at C6C7 level
20,M50.23,"Other cervical disc displacement, cervicothoracic region"
21,M50.30,"Other cervical disc degeneration, unsp cervical region"
22,M50.31,"Other cervical disc degeneration, high cervical region"
23,M50.320,"Other cerv disc degeneration, midcervical rgn, unsp level"
24,M50.321,Other cervical disc degeneration at C4C5 level
25,M50.322,Other cervical disc degeneration at C5C6 level
26,M50.323,Other cervical disc degeneration at C6C7 level
27,M50.33,"Other cervical disc degeneration, cervicothoracic region"
28,M50.80,"Other cervical disc disorders, unspecified cervical region"
29,M50.81,"Other cervical disc disorders, high cervical region"
30,M50.820,"Other cervical disc disord, midcervical region, unsp level"
31,M50.821,Other cervical disc disorders at C4C5 level
32,M50.822,Other cervical disc disorders at C5C6 level
33,M50.823,Other cervical disc disorders at C6C7 level
34,M50.83,"Other cervical disc disorders, cervicothoracic region"
35,M50.90,"Cervical disc disorder, unsp, unspecified cervical region"
36,M50.91,"Cervical disc disorder, unspecified, high cervical region"
37,M50.920,"Unsp cervical disc disorder, midcervical region, unsp level"
38,M50.921,Unspecified cervical disc disorder at C4C5 level
39,M50.922,Unspecified cervical disc disorder at C5C6 level
40,M50.923,Unspecified cervical disc disorder at C6C7 level
41,M50.93,"Cervical disc disorder, unspecified, cervicothoracic region"
42,M51.04,"Intervertebral disc disorders w myelopathy, thoracic region"
43,M51.05,"Intvrt disc disorders w myelopathy, thoracolumbar region"
44,M51.06,"Intervertebral disc disorders with myelopathy, lumbar region"
45,M51.14,"Intvrt disc disorders w radiculopathy, thoracic region"
46,M51.15,"Intvrt disc disorders w radiculopathy, thoracolumbar region"
47,M51.16,"Intervertebral disc disorders w radiculopathy, lumbar region"
48,M51.17,"Intvrt disc disorders w radiculopathy, lumbosacral region"
49,M51.24,"Other intervertebral disc displacement, thoracic region"
50,M51.25,"Other intervertebral disc displacement, thoracolumbar region"
51,M51.26,"Other intervertebral disc displacement, lumbar region"
52,M51.27,"Other intervertebral disc displacement, lumbosacral region"
53,M51.34,"Other intervertebral disc degeneration, thoracic region"
54,M51.35,"Other intervertebral disc degeneration, thoracolumbar region"
55,M51.36,"Other intervertebral disc degeneration, lumbar region"
56,M51.37,"Other intervertebral disc degeneration, lumbosacral region"
57,M51.44,"Schmorl's nodes, thoracic region"
58,M51.45,"Schmorl's nodes, thoracolumbar region"
59,M51.46,"Schmorl's nodes, lumbar region"
60,M51.47,"Schmorl's nodes, lumbosacral region"
61,M51.84,"Other intervertebral disc disorders, thoracic region"
62,M51.85,"Other intervertebral disc disorders, thoracolumbar region"
63,M51.86,"Other intervertebral disc disorders, lumbar region"
64,M51.87,"Other intervertebral disc disorders, lumbosacral region"
