,Synonyms
0,"['Caregiver annual health check', 'Complete examination despite inadequate preparation', 'Examination / signs']"
1,[]
2,['Child examination at birth with explicit context']
3,"['Child examination at 10 days with explicit context', 'O/E - Umbilical stump - neonatal', 'Seen by neonatologist', 'Seen by pediatrician']"
4,"['1 year examination abnormal - for observation', '1 year examination abnormal - on treatment', '1 year examination abnormal - referred', '10 day examination abnormal - for observation', '10 day examination abnormal - on treatment', '10 year examination abnormal - for observation', '10 year examination abnormal - on treatment', '10 year examination abnormal - referred', '15 year examination abnormal - for observation', '15 year examination abnormal - on treatment', '15 year examination abnormal - referred', '18 month examination abnormal - for observation', '18 month examination abnormal - on treatment', '18 month examination abnormal - referred', '2.5 year examination abnormal - for observation', '2.5 year examination abnormal - on treatment', '2.5 year examination abnormal - referred', '3.5 year examination abnormal - for observation', '3.5 year examination abnormal - on treatment', '3.5 year examination abnormal - referred', '4.5 year examination abnormal - for observation', '4.5 year examination abnormal - on treatment', '4.5 year examination abnormal - referred', '6 week examination abnormal - for observation', '6 week examination abnormal - on treatment', '6 week examination abnormal - referred', '8 month examination abnormal - for observation', '8 month examination abnormal - on treatment', '8 month examination abnormal - referred', '8 week examination abnormal - for observation', '8 week examination abnormal - on treatment', '8 week examination abnormal - referred', '8-9 month examination abnormal - for observation', '8-9 month examination abnormal - on treatment', '8-9 month examination abnormal - referred', 'Child 21 month examination abnormal - for observation', 'Child 21 month examination abnormal - on treatment', 'Child 21 month examination abnormal: refer', 'Child 3 year exam abnormal - for observation', 'Child 3 year exam abnormal - on treatment', 'Child 3 year exam abnormal - referred', 'Child 39 month examination abnormal - for observation', 'Child 39 month examination abnormal - on treatment', 'Child 39 month examination abnormal - referred', 'Child 6 month examination abnormal - for observation', 'Child 6 month examination abnormal - on treatment', 'Child 6 month examination abnormal - referred', 'Child 7 month examination abnormal - on treatment', 'Child 7 month examination abnormal - referred', 'Seen by pediatric neurologist', 'Seen by pediatric oncologist', 'Seen by pediatrician', 'Seen by pediatrician']"
5,"['10 year examination normal', '15 year examination normal', '18 month examination normal', '2.5 year examination normal', '3.5 year examination normal', '4.5 year examination normal', '8-9 month exam normal', 'Child 1 year examination normal', 'Child 21 month exam normal', 'Child 3 year exam normal', 'Child 39 month exam normal', 'Child 6 month examination normal', 'Child 6 week examination normal', 'Child 7 month examination normal', 'Child 8 week examination normal', 'Child development status', 'Child examination at 1 year with explicit context', 'Child examination at 10 years with explicit context', 'Child examination at 15 years with explicit context', 'Child examination at 18 months with explicit context', 'Child examination at 2.5 years with explicit context', 'Child examination at 21 months with explicit context', 'Child examination at 3 years with explicit context', 'Child examination at 3.5 years with explicit context', 'Child examination at 39 months with explicit context', 'Child examination at 4.5 years with explicit context', 'Child examination at 6 months with explicit context', 'Child examination at 6 weeks with explicit context', 'Child examination at 7 months with explicit context', 'Child examination at 8 to 9 months with explicit context', 'Child examination at 8 weeks with explicit context', 'Child health observations', 'Complete examination despite inadequate preparation', 'Examination / signs', 'Seen by community pediatrician', 'Seen by pediatrician', 'Two year check released']"
6,[]
7,[]
8,"['Eligible to be a donor', 'Finding of eligibility to be a donor', 'Willing to be donor of kidney', 'Willing to be donor of liver', 'Willing to be donor of organ', 'Willing to be donor of organ']"
9,[]
10,[]
11,[]
12,['Mental health annual physical examination done']
