,Synonyms
0,"['Acute nephritic syndrome, minor glomerular abnormality']"
1,"['Acute nephritic syndrome, focal and segmental glomerular lesions']"
2,"['Acute nephritic syndrome, diffuse membranous glomerulonephritis']"
3,"['Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis']"
4,"['Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis']"
5,"['Acute nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III', 'Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis', 'Mesangiocapillary glomerulonephritis type III']"
6,"['Acute nephritic syndrome, dense deposit disease']"
7,"['Acute nephritic syndrome, diffuse crescentic glomerulonephritis', 'Diffuse crescentic glomerulonephritis', 'Idiopathic crescentic glomerulonephritis', 'Nephritic syndrome', 'Renal hematuria']"
8,"['Acute nephritis with lesions of necrotizing glomerulitis', 'Acute proliferative glomerulonephritis']"
9,"['Acute benign hemorrhagic glomerulonephritic syndrome', 'Acute diffuse nephritis', 'Acute exudative nephritis', 'Acute focal nephritis', 'Acute glomerulonephritis', 'Acute glomerulonephritis associated with another disorder', 'Acute nephritis', 'Acute nephritis due to another disorder', 'Acute post-streptococcal glomerulonephritis', 'Acute radiation nephritis', 'Anaphylactoid glomerulonephritis', 'Exudative nephritis', 'Post-infectious glomerulonephritis', 'Radiation nephritis']"
10,"['Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, minor glomerular abnormality']"
11,"['Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions']"
12,"['Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis']"
13,"['Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis']"
14,"['Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis']"
15,"['Acute nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III', 'Acute nephritis due to another disorder', 'Mesangiocapillary glomerulonephritis type III', 'Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III', 'Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis']"
16,"['Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, dense deposit disease']"
17,"['Primary pauci-immune necrotizing and crescentic glomerulonephritis', 'Rapidly progressive nephritic syndrome', 'Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis']"
18,[]
19,"['Idiopathic rapidly progressive glomerulonephritis', 'Rapidly progressive glomerulonephritis', 'Rapidly progressive nephritic syndrome', 'Subacute glomerulonephritis']"
20,"['Persistent hematuria co-occurrent and due to minor glomerular abnormality', 'Recurrent hematuria co-occurrent and due to minor glomerular abnormality']"
21,"['Persistent hematuria co-occurrent and due to focal and segmental glomerular lesions', 'Recurrent hematuria co-occurrent and due to focal and segmental glomerular lesions']"
22,"['Persistent hematuria co-occurrent and due to diffuse membranous glomerulonephritis', 'Recurrent hematuria co-occurrent and due to diffuse membranous glomerulonephritis']"
23,"['Persistent hematuria co-occurrent and due to diffuse mesangial proliferative glomerulonephritis', 'Recurrent hematuria co-occurrent and due to diffuse mesangial proliferative glomerulonephritis']"
24,"['Acute glomerulonephritis associated with another disorder', 'Acute glomerulonephritis associated with another disorder', 'Acute nephritis due to another disorder', 'Acute nephritis due to another disorder', 'Diffuse endocapillary proliferative glomerulonephritis', 'Diffuse endocapillary proliferative glomerulonephritis', 'Endocapillary glomerulonephritis', 'Endocapillary glomerulonephritis', 'Persistent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis', 'Recurrent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis', 'Recurrent proliferative glomerulonephritis']"
25,"['Persistent hematuria co-occurrent and due to diffuse mesangiocapillary glomerulonephritis', 'Recurrent hematuria co-occurrent and due to diffuse mesangiocapillary glomerulonephritis']"
26,"['Complement component 3 glomerulopathy', 'Complement component 3 glomerulopathy', 'Dense deposit disease', 'Dense deposit disease', 'Persistent hematuria co-occurrent and due to dense deposit disease', 'Recurrent hematuria co-occurrent and due to dense deposit disease', 'Recurrent proliferative glomerulonephritis']"
27,"['Acute glomerulonephritis associated with another disorder', 'Acute glomerulonephritis associated with another disorder', 'Acute nephritis due to another disorder', 'Acute nephritis due to another disorder', 'Diffuse crescentic glomerulonephritis', 'Diffuse crescentic glomerulonephritis', 'Idiopathic crescentic glomerulonephritis', 'Idiopathic crescentic glomerulonephritis', 'Persistent hematuria co-occurrent and due to diffuse crescentic glomerulonephritis', 'Recurrent hematuria co-occurrent and due to diffuse crescentic glomerulonephritis', 'Recurrent proliferative glomerulonephritis']"
28,"['Familial immunoglobulin A nephropathy', 'IgA nephropathy', 'IgA nephropathy associated with liver disease', 'Primary IgA nephropathy']"
29,"['Benign hematuria', 'Familial hematuria', 'Frank hematuria', 'Frank hematuria', 'Persistent frank hematuria', 'Persistent hematuria', 'Recurrent benign hematuria syndrome', 'Recurrent frank hematuria', 'Recurrent hematuria']"
30,"['Chronic nephritic syndrome', 'Chronic nephritic syndrome, minor glomerular abnormality', 'Nephritic syndrome', 'Renal hematuria']"
31,"['Chronic focal glomerulonephritis', 'Chronic nephritic syndrome, focal and segmental glomerular lesions']"
32,"['Chronic nephritic syndrome', 'Chronic nephritic syndrome with membranous glomerulonephritis', 'Nephritic syndrome', 'Renal hematuria']"
33,"['C1q nephropathy', 'Chronic mesangial proliferative glomerulonephritis']"
34,"['Chronic diffuse glomerulonephritis', 'Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis']"
35,"['Chronic diffuse glomerulonephritis', 'Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis']"
36,"['Chronic nephritic syndrome, dense deposit disease']"
37,"['Chronic diffuse glomerulonephritis', 'Chronic nephritic syndrome, diffuse crescentic glomerulonephritis']"
38,"['Chronic nephritic syndrome', 'Chronic nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III', 'Chronic proliferative glomerulonephritis', 'Complement component 3 glomerulopathy', 'Mesangiocapillary glomerulonephritis type III', 'Nephritic syndrome', 'Renal hematuria', 'Thin basement membrane disease']"
39,"['Chronic diffuse glomerulonephritis', 'Chronic exudative glomerulonephritis', 'Chronic glomerulonephritis', 'Chronic nephritic syndrome', 'Chronic radiation nephritis', 'Complement component 3 glomerulonephritis', 'Complement component 3 glomerulopathy', 'Exudative nephritis', 'Morphologic change of kidney due to chronic nephritic syndrome', 'Nephritic syndrome', 'Radiation nephritis', 'Renal hematuria', 'Secondary chronic nephritis']"
40,"['Nephrotic syndrome with minimal change glomerulonephritis', 'Nephrotic syndrome, minor glomerular abnormality']"
41,"['Classical focal segmental glomerulosclerosis', 'Congenital nephrotic syndrome with focal glomerulosclerosis', 'Focal segmental glomerulosclerosis', 'Hyperfiltration focal segmental glomerulosclerosis', 'Nephrotic syndrome, focal and segmental glomerular lesions']"
42,"['Nephrotic syndrome with membranous glomerulonephritis', 'Nephrotic syndrome, diffuse membranous glomerulonephritis']"
43,"['Congenital nephrotic syndrome due to diffuse mesangial sclerosis', 'Nephrotic syndrome associated with another disorder', 'Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis']"
44,"['Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis']"
45,"['Mesangiocapillary glomerulonephritis type III', 'Nephrotic syndrome associated with another disorder', 'Nephrotic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III', 'Nephrotic syndrome with membranoproliferative glomerulonephritis', 'Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis']"
46,"['Nephrotic syndrome, dense deposit disease']"
47,"['Nephrotic syndrome, diffuse crescentic glomerulonephritis']"
48,"['Congenital nephrotic syndrome', 'Drash syndrome', 'Finnish congenital nephrotic syndrome', 'Nephrotic syndrome with proliferative glomerulonephritis']"
