,Synonyms
0,"['Acute bacterial peritonitis', 'Acute generalized peritonitis', 'Acute peritonitis', 'Acute suppurative peritonitis', 'Male pelvic peritonitis', 'Purulent peritonitis', 'Subphrenic peritonitis']"
1,"['Abdominal abscess', 'Abdominal visceral abscess', 'Abdominopelvic abscess', 'Abscess between intestinal loops', 'Abscess of abdomen caused by Nocardia', 'Abscess of omentum', 'Abscess of peritoneum', 'Abscess of peritoneum', 'Abscess of peritoneum', 'Abscess of peritoneum', 'Abscess of peritoneum', 'Abscess of peritoneum', 'Abscess of peritoneum', 'Abscess of Rutherford Morison pouch', 'Acute male pelvic abscess', 'Diaphragmitis', 'Intradiaphragmatic abscess', 'Lesser sac abscess', 'Male pelvic abscess', 'Male pelvic abscess', 'Mesenteric abscess', 'Midabdominal abscess', 'Paracolic abscess', 'Pelvic abscess', 'Postoperative intra-abdominal abscess', 'Postprocedural abscess', 'Postprocedural intraabdominal abscess', 'Postprocedural intra-abdominal sepsis', 'Retrocecal abscess', 'Retroperitoneal abscess', 'Subdiaphragmatic abscess', 'Subhepatic abscess', 'Subperitoneal abscess', 'Suprahepatic abscess']"
2,['Primary bacterial peritonitis']
3,"['Bile peritonitis', 'Bile peritonitis', 'Postcholecystectomy bile peritonitis']"
4,"['Aseptic peritonitis', 'Fat necrosis of peritoneum', 'Fat necrosis of peritoneum', 'Mesenteric fat necrosis', 'Mesenteric fat necrosis', 'Mesenteric peritonitis with mesenteric fat necrosis', 'Omental fat necrosis', 'Retractile mesenteritis', 'Sclerosing mesenteritis', 'Sclerosing peritonitis']"
5,"['Acute cecitis', 'Acute cecitis with perforation AND peritonitis', 'Acute serositis', 'Chronic peritonitis', 'Chronic proliferative peritonitis', 'Continuous ambulatory peritoneal dialysis associated peritonitis', 'Fat necrosis of peritoneum', 'Fat necrosis of peritoneum', 'Fecal peritonitis', 'Fungal peritonitis', 'Granulomatous peritonitis', 'Mesenteric fat necrosis', 'Mesenteric fat necrosis', 'Mesenteric fat saponification', 'Mesenteric saponification', 'Parasitic peritonitis', 'Perforation of cecum', 'Perihepatitis', 'Peritoneal dialysis-associated peritonitis', 'Peritonitis due to infected peritoneal dialysis catheter', 'Pyogranulomatous serositis', 'Sclerosing peritonitis', 'Sclerosing peritonitis as complication of peritoneal dialysis', 'Serositis', 'Typhlitis', 'Urine peritonitis']"
6,"['Aseptic peritonitis', 'Bacterial peritonitis', 'Fat necrosis of peritoneum', 'Fibrinous peritonitis', 'Infectious peritonitis', 'Mesenteric fat necrosis', 'Mesenteric peritonitis with mesenteric fat necrosis', 'Peritonitis', 'Pneumococcal peritonitis', 'Postoperative peritonitis', 'Primary peritonitis', 'Ventriculoperitoneal shunt-associated peritonitis']"
7,"['Adhesion of abdominal wall', 'Adhesion of diaphragm', 'Adhesion of intestine', 'Adhesion of mesentery', 'Adhesion of omentum', 'Adhesion of pelvic peritoneum', 'Adhesion of pelvis', 'Adhesion of stomach', 'Colonic adhesions', 'Duodenal adhesions', 'Entrapment of intestine in abdominal adhesions', 'Ileal adhesions', 'Ileocecal adhesions', 'Jejunal adhesions', 'Large bowel adhesions', 'Male pelvic adhesions', 'Periappendiceal adhesions', 'Perirectal adhesions', 'Peritoneal adhesion', 'Pyloric adhesions', 'Sigmoid flexure adhesions', 'Small bowel adhesions']"
8,"['Hematoma of abdominal wall', 'Hematoma of extraperitoneal space', 'Hemoperitoneum as complication of peritoneal dialysis', 'Hemorrhage into peritoneal cavity', 'Hemorrhage into peritoneal cavity', 'Intraperitoneal hematoma', 'Nontraumatic hemoperitoneum', 'Nontraumatic hemoperitoneum', 'Perinephric hematoma', 'Retroperitoneal hematoma', 'Retroperitoneal hemorrhage']"
9,"['Congenital mesocolic hernia', 'Fibrosis of mesentery', 'Fibrosis of pelvic cavity', 'Fibrosis of pelvic cavity', 'Frozen pelvis syndrome', 'Hydrocele of canal of Nuck', 'Male frozen pelvis', 'Malignant frozen pelvis', 'Mesenteric cyst', 'Mesenteric pseudocyst', 'Non-malignant frozen pelvis', 'Non-malignant frozen pelvis', 'Non-malignant male frozen pelvis', 'Omental cyst', 'Omental hematoma', 'Omental pseudocyst', 'Omental wrapping around peritoneal dialysis catheter', 'Perirenal pseudocyst', 'Peritoneal cyst', 'Peritoneal fibrosis', 'Peritoneal granuloma', 'Peritoneal mouse', 'Peritoneal pseudocyst', 'Pneumoperitoneum', 'Poor drainage of peritoneal dialysis catheter']"
10,"['Disorder of pelvic peritoneum', 'Disorder of peritoneum']"
11,[]
12,[]
13,"['Postprocedural retroperitoneal abscess', 'Retroperitoneal abscess']"
14,"['Abscess iliopsoas non-tuberculous', 'Abscess of hip', 'Abscess of thigh', 'Iliopsoas abscess', 'Muscle abscess of thigh', 'Retroperitoneal abscess']"
15,['Retroperitoneal abscess']
16,"['Disorder of retroperitoneal region, excluding major organs', 'Disorder of retroperitoneum', 'Pneumoretroperitoneum', 'Retroperitoneal cyst', 'Retroperitoneal fat necrosis', 'Retroperitoneal infection']"
