,Synonyms
0,"['Drug-induced hyperpyrexia', 'Hyperpyrexia']"
1,"[""Brass-founders' fever"", 'Copper fever', 'Copper poisoning', 'Double quotidien fever', 'Febrile granulocytopenia', 'Febrile leukopenia', 'Febrile neutropenia', 'Granulocytopenic disorder', 'Intermittent fever', 'Intermittent fever', 'Intermittent hepatic fever', 'Malarial fever', 'Malignant tertian fever', 'Metal fever', 'Paraneoplastic fever', 'Polymer fume fever', 'Quartan fever', 'Quotidien fever', 'Tertian fever', 'Toxic inhalation-induced febrile illness', 'Welders ague']"
2,"['Postoperative fever', 'Postprocedural fever']"
3,"['Post diphtheria vaccination fever', 'Post diphtheria, tetanus and pertussis vaccination fever', 'Post pertussis vaccination fever', 'Post tetanus vaccination fever', 'Post vaccination fever', 'Postprocedural fever']"
4,"['Febrile transfusion reaction', 'Febrile transfusion reaction without hemolysis']"
5,"['Abnormal gamma globulin level', 'Acute rise of fever', 'Aseptic fever', 'Biphasic fever', 'Body temperature above reference range', 'Central fever', 'Chill', 'Chronic fever', 'Continuous fever', 'Cough with fever', 'Desquamation of skin following febrile illness', 'Disorder characterized by fever', 'Endocrine hyperthermia', 'Factitious fever', 'Falling phase of fever', 'Febrile leukopenia', 'Feeling feverish', 'Feels hot/feverish', 'Fever', 'Fever defervescence', 'Fever greater than 100.4 Fahrenheit', 'Fever symptoms', 'Fever with chills', 'Fever with infection', 'Fever, diurnal variation', 'Feverish cold', 'Finding of temperature of skin', 'Gradual fall of fever', 'Gradual rise of fever', 'Humoral immune defect', 'Hyperimmunoglobulin D with periodic fever', 'Hyperpyrexia', 'Hyperpyrexia', 'Hyperthermia-hyperphagia-hypothyroidism syndrome', 'Hysterical fever', 'Increased skin temperature', 'Intermittent fever', 'Irregular fever', 'Low grade pyrexia', 'Malignant hyperthermia', 'Malignant hyperthermia with arthrogryposis and torticollis syndrome', 'Myoclonus associated with fever', 'Neurogenic hyperthermia', 'O/E - character of fever', 'O/E - fever', 'O/E - fever - acute rise', 'O/E - fever - continuous', 'O/E - fever - fast fall-crisis', 'O/E - fever - general', 'O/E - fever - gradual rise', 'O/E - fever - intermittent', 'O/E - fever - irregular', 'O/E - fever - remittent', 'O/E - fever-gradual fall-lysis', 'O/E - hyperpyrexia', 'O/E - hyperpyrexia - greater than 40.5 degrees Celsius', 'O/E - level of fever', 'O/E - pyrexia of unknown origin', 'O/E - staircase fever', 'O/E - temperature elevated', 'Pel Ebstein fever', 'Plateau phase of fever', 'Prolonged fever', 'Pyrexia of unknown origin', 'Pyrexia of unknown origin co-occurrent with human immunodeficiency virus infection', 'Rapid fall of fever', 'Remittent fever', 'Reversed diurnal fever', 'Rising phase of fever', 'Selective immunoglobulin dysfunction', 'Severe fever with thrombocytopenia syndrome virus', 'Shivering or rigors', 'Skin peeling disorder', 'Slightly remittent fever', 'Spiking fever', 'Staircase fever', 'Sweating fever', 'Swinging fever', 'Temperature symptoms', 'Temperature symptoms', 'Viral fever', 'Viral fever']"
6,[]
7,"['Aching headache', 'Acute headache', 'Acute pain in face', 'Aural headache', 'Bilateral headache', 'C/O - a headache', 'Chronic daily headache', 'Chronic orofacial pain', 'Chronic pain in face', 'Chronic primary orofacial pain', 'Chronic secondary facial pain', 'Craniofacial pain', 'Daily headache', 'Dental headache', 'Face ache', 'Facial tenderness', 'Frequent headache', 'Frontal headache', 'Frontal sinus pain', 'Generalized headache', 'Headache', 'Headache character - finding', 'Headache character - finding', 'Headache character - finding', 'Headache disorder', 'Headache due to cold exposure', 'Headache due to external compression of head', 'Headache due to high altitude', 'Headache due to intracranial disease', 'Headache due to reversible cerebral vasoconstriction syndrome', 'Headache following myelography', 'Headache site', 'Heavy head', 'Hindbrain hernia headache', 'Intermittent headache', 'Low pressure headache', 'Low pressure headache', 'Low pressure headache', 'Maxillary sinus pain', 'Morning headache', 'Muscular headache', 'Nasal headache', 'O/E -frontal sinus pain', 'Obstetric spinal and epidural anesthesia-induced headache', 'Occipital headache', 'On examination - maxillary sinus pain', 'Orthostatic headache', 'Pain in cheek', 'Pain in chin', 'Pain in face', 'Pain of head and neck region', 'Pain radiating to head', 'Parietal headache', 'Post dural puncture headache', 'Post dural puncture headache', 'Post-ictal state', 'Postpartum headache', 'Postseizure headache', 'Postural headache', 'Referred pain', 'Referred pain in face', 'Scalp tenderness', 'Shooting headache', 'Shooting pain', 'Sinus headache', 'Skin tenderness', 'Temporal headache', 'Tenderness of head and neck region', 'Tenderness of respiratory structure', 'Tenderness of respiratory structure', 'Tenderness over frontal sinus', 'Tenderness over maxillary sinus', 'Throbbing headache', 'Throbbing pain', 'Unilateral headache', 'Viral headache']"
8,[]
9,"['Able to cope', 'Able to cope with pain', 'Aching pain', 'Acute pain', 'Alimentary tract pain due to vascular insufficiency', 'Alteration in comfort: chronic pain', 'Alteration in comfort: pain', 'Application site pain', 'Burning pain', 'C/O: a pain', 'Catch', 'Chronic back pain', 'Chronic intractable pain', 'Chronic pain', 'Compensated movement at site of pain', 'Constant pain', 'Cramping pain', 'Crushing pain', 'Cryalgesia', 'Crymodynia', 'Cutting pain', 'Deep pain', 'Difficulty coping', 'Difficulty coping with pain', 'Diffuse pain', 'Disorder characterized by pain', 'Distressing present pain', 'Drilling quality pain', 'Dull pain', 'Electric shock type pain', 'Excruciating pain', 'Excruciating present pain', 'Exquisite pain', 'Fearful with pain', 'Finding of affective dimension of pain', 'Finding of affective dimension of pain', 'Finding of affective dimension of pain', 'Finding of affective dimension of pain', 'Finding of pain sense', 'Finding of pattern of pain', 'Finding of present pain intensity', 'Finding of response to pain', 'Finding of sensation of testes', 'Finding of sensation of wound', 'Finding of sensory dimension of pain', 'Finding related to onset of pain', 'Finding related to pain control behavior', 'Fracture pain', 'Freezing pain', 'Generalized aches and pains', 'Generalized acute body pains', 'Generalized chronic body pains', 'Gnawing pain', 'Gradual onset of pain', 'Griping pain', 'Health management deficit', 'Heavy pain', 'Homozygous hemoglobinopathy', 'Horrible present pain', 'Inadequate pain control', 'Inflammatory pain', 'Injection site pain', 'Intermittent pain', 'Late effect of injury of testicle', 'Localized chest pain', 'Localized pain', 'Mechanical pain', 'Mild pain', 'Mild present pain', 'Moderate pain', 'Night pain', 'O/E - pain', 'O/E - pain and sensation', 'O/E - sign moderately painful', 'O/E - sign painful', 'O/E - sign slightly painful', 'O/E - sign very painful', 'O/E - Site of pain', 'O/E - tenderness', 'O/E - tenderness of skin', 'O/E - tenderness/pain', 'Obstetric pain', 'Pain', 'Pain and tenderness', 'Pain at rest due to peripheral vascular disease', 'Pain behavior present', 'Pain by sensation quality', 'Pain character - finding', 'Pain characterized by provoking factor', 'Pain characterized by relieving factor', 'Pain crisis', 'Pain during labor and delivery', 'Pain during regional anesthesia for cesarean section', 'Pain finding at anatomical site', 'Pain following administration of agent', 'Pain following cerebrovascular accident', 'Pain in area of anesthesia', 'Pain in lymph nodes after alcohol consumption', 'Pain in testicle', 'Pain in testicle as late effect of injury to testicle', 'Pain of endocrine structure', 'Pain of lymph node', 'Pain of lymphoreticular structure', 'Pain of lymphoreticular structure', 'Pain of skin', 'Pain of truncal structure', 'Pain on movement of skin', 'Pain onset at rest', 'Pain onset during exertion', 'Pain onset during moderate exercise', 'Pain onset during sleep', 'Pain provoked by allergen', 'Pain provoked by altercation', 'Pain provoked by coughing', 'Pain provoked by eating', 'Pain provoked by exertion', 'Pain provoked by lifting', 'Pain provoked by light', 'Pain provoked by movement', 'Pain provoked by rest', 'Pain provoked by running', 'Pain provoked by temperature', 'Pain provoked by trauma', 'Pain provoked by walking', 'Pain radiating to left flank', 'Pain radiating to right flank', 'Pain radiating to thoracic region left side', 'Pain radiating to thoracic region right side', 'Pain relief by lowering leg', 'Pain relief by medication', 'Pain relief related to position', 'Pain relieved by analgesic', 'Pain self-management deficit, acute', 'Pain threshold - finding', 'Painful cough', 'Persistent wound pain', 'Pricking pain', 'Psychroalgia', 'Punishing with pain', 'Radiating pain', 'Referred pain', 'Rest pain', 'Rest pain', 'Sclerotomal pain', 'Sequelae of reproductive disorders', 'Severe pain', 'Sharp pain', 'Shooting pain', 'Sickening with pain', 'Smarting pain', 'Somatic pain', 'Sore skin', 'Soreness', 'Specific body function causing pain', 'Splitting pain', 'Spontaneous pain', 'Squeezing pain', 'Stabbing pain', 'Stated pain intensity within acceptable range', 'Superficial pain', 'Suxamethonium pains', 'Talking painful', 'Tender point', 'Tenderness', 'Tenderness of body region', 'Tenderness of body structure', 'Tenderness of endocrine structure', 'Tenderness of lymphoreticular structure', 'Throbbing pain', 'Tightening pain', 'Tiring with pain', 'Total body pain syndrome', 'Treatment pain', 'Uncontrolled pain', 'Variation of pain', 'Vaso-occlusive pain episode in sickle cell disease', 'Very mild pain', 'Visceral pain', 'Wound pain', 'Wound tenderness']"
