,category,condition
0,R50.2,Drug induced fever
1,R50.81,Fever presenting with conditions classified elsewhere
2,R50.82,Postprocedural fever
3,R50.83,Postvaccination fever
4,R50.84,Febrile nonhemolytic transfusion reaction
5,R50.9,"Fever, unspecified"
6,Headache (R51),R51  Headache
7,R51,Headache
8,"Pain, unspecified (R52)","R52  Pain, unspecified"
9,R52,"Pain, unspecified"
10,R53.0,Neoplastic (malignant) related fatigue
11,R53.1,Weakness
12,R53.2,Functional quadriplegia
13,R53.81,Other malaise
14,R53.82,"Chronic fatigue, unspecified"
15,R53.83,Other fatigue
16,Age-related physical debility (R54),R54  Agerelated physical debility
17,R54,Agerelated physical debility
18,Syncope and collapse (R55),R55  Syncope and collapse
19,R55,Syncope and collapse
20,R56.00,Simple febrile convulsions
21,R56.01,Complex febrile convulsions
22,R56.1,Post traumatic seizures
23,R56.9,Unspecified convulsions
24,R57.0,Cardiogenic shock
25,R57.1,Hypovolemic shock
26,R57.8,Other shock
27,R57.9,"Shock, unspecified"
28,"Hemorrhage, not elsewhere classified (R58)","R58  Hemorrhage, not elsewhere classified"
29,R58,"Hemorrhage, not elsewhere classified"
30,R59.0,Localized enlarged lymph nodes
31,R59.1,Generalized enlarged lymph nodes
32,R59.9,"Enlarged lymph nodes, unspecified"
33,R60.0,Localized edema
34,R60.1,Generalized edema
35,R60.9,"Edema, unspecified"
36,Generalized hyperhidrosis (R61),R61  Generalized hyperhidrosis
37,R61,Generalized hyperhidrosis
38,R62.0,Delayed milestone in childhood
39,R62.50,Unsp lack of expected normal physiol dev in childhood
40,R62.51,Failure to thrive (child)
41,R62.52,Short stature (child)
42,R62.59,Oth lack of expected normal physiol development in childhood
43,R62.7,Adult failure to thrive
44,R63.0,Anorexia
45,R63.1,Polydipsia
46,R63.2,Polyphagia
47,R63.3,Feeding difficulties
48,R63.4,Abnormal weight loss
49,R63.5,Abnormal weight gain
50,R63.6,Underweight
51,R63.8,Other symptoms and signs concerning food and fluid intake
52,Cachexia (R64),R64  Cachexia
53,R64,Cachexia
54,R65.10,SIRS of noninfectious origin w/o acute organ dysfunction
55,R65.11,SIRS of noninfectious origin w acute organ dysfunction
56,R65.20,Severe sepsis without septic shock
57,R65.21,Severe sepsis with septic shock
58,R68.0,"Hypothermia, not associated w low environmental temperature"
59,R68.11,Excessive crying of infant (baby)
60,R68.12,Fussy infant (baby)
61,R68.13,Apparent life threatening event in infant (ALTE)
62,R68.19,Other nonspecific symptoms peculiar to infancy
63,R68.2,"Dry mouth, unspecified"
64,R68.3,Clubbing of fingers
65,R68.81,Early satiety
66,R68.82,Decreased libido
67,R68.83,Chills (without fever)
68,R68.84,Jaw pain
69,R68.89,Other general symptoms and signs
70,"Illness, unspecified (R69)","R69  Illness, unspecified"
71,R69,"Illness, unspecified"
