,category,condition
0,Q50.01,"Congenital absence of ovary, unilateral"
1,Q50.02,"Congenital absence of ovary, bilateral"
2,Q50.1,Developmental ovarian cyst
3,Q50.2,Congenital torsion of ovary
4,Q50.31,Accessory ovary
5,Q50.32,Ovarian streak
6,Q50.39,Other congenital malformation of ovary
7,Q50.4,Embryonic cyst of fallopian tube
8,Q50.5,Embryonic cyst of broad ligament
9,Q50.6,Oth congenital malformations of fallop and broad ligament
10,Q51.0,Agenesis and aplasia of uterus
11,Q51.10,Doubling of uterus w doubling of cervix and vagina w/o obst
12,Q51.11,Doubling of uterus w doubling of cervix and vagina w obst
13,Q51.20,"Other doubling of uterus, unspecified"
14,Q51.21,Other complete doubling of uterus
15,Q51.22,Other partial doubling of uterus
16,Q51.28,"Other doubling of uterus, other specified"
17,Q51.3,Bicornate uterus
18,Q51.4,Unicornate uterus
19,Q51.5,Agenesis and aplasia of cervix
20,Q51.6,Embryonic cyst of cervix
21,Q51.7,Congen fistulae betw uterus and digestive and urinary tracts
22,Q51.810,Arcuate uterus
23,Q51.811,Hypoplasia of uterus
24,Q51.818,Other congenital malformations of uterus
25,Q51.820,Cervical duplication
26,Q51.821,Hypoplasia of cervix
27,Q51.828,Other congenital malformations of cervix
28,Q51.9,"Congenital malformation of uterus and cervix, unspecified"
29,Q52.0,Congenital absence of vagina
30,Q52.10,"Doubling of vagina, unspecified"
31,Q52.11,Transverse vaginal septum
32,Q52.120,"Longitudinal vaginal septum, nonobstructing"
33,Q52.121,"Longitudinal vaginal septum, obstructing, right side"
34,Q52.122,"Longitudinal vaginal septum, obstructing, left side"
35,Q52.123,"Longitudinal vaginal septum, microperforate, right side"
36,Q52.124,"Longitudinal vaginal septum, microperforate, left side"
37,Q52.129,Other and unspecified longitudinal vaginal septum
38,Q52.2,Congenital rectovaginal fistula
39,Q52.3,Imperforate hymen
40,Q52.4,Other congenital malformations of vagina
41,Q52.5,Fusion of labia
42,Q52.6,Congenital malformation of clitoris
43,Q52.70,Unspecified congenital malformations of vulva
44,Q52.71,Congenital absence of vulva
45,Q52.79,Other congenital malformations of vulva
46,Q52.8,Other specified congenital malformations of female genitalia
47,Q52.9,"Congenital malformation of female genitalia, unspecified"
48,Q53.00,"Ectopic testis, unspecified"
49,Q53.01,"Ectopic testis, unilateral"
50,Q53.02,"Ectopic testes, bilateral"
51,Q53.10,"Unspecified undescended testicle, unilateral"
52,Q53.111,Unilateral intraabdominal testis
53,Q53.112,Unilateral inguinal testis
54,Q53.12,"Ectopic perineal testis, unilateral"
55,Q53.13,Unilateral high scrotal testis
56,Q53.20,"Undescended testicle, unspecified, bilateral"
57,Q53.211,Bilateral intraabdominal testes
58,Q53.212,Bilateral inguinal testes
59,Q53.22,"Ectopic perineal testis, bilateral"
60,Q53.23,Bilateral high scrotal testes
61,Q53.9,"Undescended testicle, unspecified"
62,Q54.0,"Hypospadias, balanic"
63,Q54.1,"Hypospadias, penile"
64,Q54.2,"Hypospadias, penoscrotal"
65,Q54.3,"Hypospadias, perineal"
66,Q54.4,Congenital chordee
67,Q54.8,Other hypospadias
68,Q54.9,"Hypospadias, unspecified"
69,Q55.0,Absence and aplasia of testis
70,Q55.1,Hypoplasia of testis and scrotum
71,Q55.20,Unspecified congenital malformations of testis and scrotum
72,Q55.21,Polyorchism
73,Q55.22,Retractile testis
74,Q55.23,Scrotal transposition
75,Q55.29,Other congenital malformations of testis and scrotum
76,Q55.3,Atresia of vas deferens
77,Q55.4,"Oth congen malform of vas def,epidid, semnl vescl & prostate"
78,Q55.5,Congenital absence and aplasia of penis
79,Q55.61,Curvature of penis (lateral)
80,Q55.62,Hypoplasia of penis
81,Q55.63,Congenital torsion of penis
82,Q55.64,Hidden penis
83,Q55.69,Other congenital malformation of penis
84,Q55.7,Congenital vasocutaneous fistula
85,Q55.8,Oth congenital malformations of male genital organs
86,Q55.9,"Congenital malformation of male genital organ, unspecified"
87,Q56.0,"Hermaphroditism, not elsewhere classified"
88,Q56.1,"Male pseudohermaphroditism, not elsewhere classified"
89,Q56.2,"Female pseudohermaphroditism, not elsewhere classified"
90,Q56.3,"Pseudohermaphroditism, unspecified"
91,Q56.4,"Indeterminate sex, unspecified"
