,category,condition
0,H00.011,Hordeolum externum right upper eyelid
1,H00.012,Hordeolum externum right lower eyelid
2,H00.013,"Hordeolum externum right eye, unspecified eyelid"
3,H00.014,Hordeolum externum left upper eyelid
4,H00.015,Hordeolum externum left lower eyelid
5,H00.016,"Hordeolum externum left eye, unspecified eyelid"
6,H00.019,"Hordeolum externum unspecified eye, unspecified eyelid"
7,H00.021,Hordeolum internum right upper eyelid
8,H00.022,Hordeolum internum right lower eyelid
9,H00.023,"Hordeolum internum right eye, unspecified eyelid"
10,H00.024,Hordeolum internum left upper eyelid
11,H00.025,Hordeolum internum left lower eyelid
12,H00.026,"Hordeolum internum left eye, unspecified eyelid"
13,H00.029,"Hordeolum internum unspecified eye, unspecified eyelid"
14,H00.031,Abscess of right upper eyelid
15,H00.032,Abscess of right lower eyelid
16,H00.033,"Abscess of eyelid right eye, unspecified eyelid"
17,H00.034,Abscess of left upper eyelid
18,H00.035,Abscess of left lower eyelid
19,H00.036,"Abscess of eyelid left eye, unspecified eyelid"
20,H00.039,"Abscess of eyelid unspecified eye, unspecified eyelid"
21,H00.11,Chalazion right upper eyelid
22,H00.12,Chalazion right lower eyelid
23,H00.13,"Chalazion right eye, unspecified eyelid"
24,H00.14,Chalazion left upper eyelid
25,H00.15,Chalazion left lower eyelid
26,H00.16,"Chalazion left eye, unspecified eyelid"
27,H00.19,"Chalazion unspecified eye, unspecified eyelid"
28,H01.001,Unspecified blepharitis right upper eyelid
29,H01.002,Unspecified blepharitis right lower eyelid
30,H01.003,"Unspecified blepharitis right eye, unspecified eyelid"
31,H01.004,Unspecified blepharitis left upper eyelid
32,H01.005,Unspecified blepharitis left lower eyelid
33,H01.006,"Unspecified blepharitis left eye, unspecified eyelid"
34,H01.009,"Unspecified blepharitis unspecified eye, unspecified eyelid"
35,H01.00A,"Unspecified blepharitis right eye, upper and lower eyelids"
36,H01.00B,"Unspecified blepharitis left eye, upper and lower eyelids"
37,H01.011,Ulcerative blepharitis right upper eyelid
38,H01.012,Ulcerative blepharitis right lower eyelid
39,H01.013,"Ulcerative blepharitis right eye, unspecified eyelid"
40,H01.014,Ulcerative blepharitis left upper eyelid
41,H01.015,Ulcerative blepharitis left lower eyelid
42,H01.016,"Ulcerative blepharitis left eye, unspecified eyelid"
43,H01.019,"Ulcerative blepharitis unspecified eye, unspecified eyelid"
44,H01.01A,"Ulcerative blepharitis right eye, upper and lower eyelids"
45,H01.01B,"Ulcerative blepharitis left eye, upper and lower eyelids"
46,H01.021,Squamous blepharitis right upper eyelid
47,H01.022,Squamous blepharitis right lower eyelid
48,H01.023,"Squamous blepharitis right eye, unspecified eyelid"
49,H01.024,Squamous blepharitis left upper eyelid
50,H01.025,Squamous blepharitis left lower eyelid
51,H01.026,"Squamous blepharitis left eye, unspecified eyelid"
52,H01.029,"Squamous blepharitis unspecified eye, unspecified eyelid"
53,H01.02A,"Squamous blepharitis right eye, upper and lower eyelids"
54,H01.02B,"Squamous blepharitis left eye, upper and lower eyelids"
55,H01.111,Allergic dermatitis of right upper eyelid
56,H01.112,Allergic dermatitis of right lower eyelid
57,H01.113,"Allergic dermatitis of right eye, unspecified eyelid"
58,H01.114,Allergic dermatitis of left upper eyelid
59,H01.115,Allergic dermatitis of left lower eyelid
60,H01.116,"Allergic dermatitis of left eye, unspecified eyelid"
61,H01.119,"Allergic dermatitis of unspecified eye, unspecified eyelid"
62,H01.121,Discoid lupus erythematosus of right upper eyelid
63,H01.122,Discoid lupus erythematosus of right lower eyelid
64,H01.123,"Discoid lupus erythematosus of right eye, unspecified eyelid"
65,H01.124,Discoid lupus erythematosus of left upper eyelid
66,H01.125,Discoid lupus erythematosus of left lower eyelid
67,H01.126,"Discoid lupus erythematosus of left eye, unspecified eyelid"
68,H01.129,"Discoid lupus erythematosus of unsp eye, unspecified eyelid"
69,H01.131,Eczematous dermatitis of right upper eyelid
70,H01.132,Eczematous dermatitis of right lower eyelid
71,H01.133,"Eczematous dermatitis of right eye, unspecified eyelid"
72,H01.134,Eczematous dermatitis of left upper eyelid
73,H01.135,Eczematous dermatitis of left lower eyelid
74,H01.136,"Eczematous dermatitis of left eye, unspecified eyelid"
75,H01.139,"Eczematous dermatitis of unspecified eye, unspecified eyelid"
76,H01.141,Xeroderma of right upper eyelid
77,H01.142,Xeroderma of right lower eyelid
78,H01.143,"Xeroderma of right eye, unspecified eyelid"
79,H01.144,Xeroderma of left upper eyelid
80,H01.145,Xeroderma of left lower eyelid
81,H01.146,"Xeroderma of left eye, unspecified eyelid"
82,H01.149,"Xeroderma of unspecified eye, unspecified eyelid"
83,H01.8,Other specified inflammations of eyelid
84,H01.9,Unspecified inflammation of eyelid
85,H02.001,Unspecified entropion of right upper eyelid
86,H02.002,Unspecified entropion of right lower eyelid
87,H02.003,"Unspecified entropion of right eye, unspecified eyelid"
88,H02.004,Unspecified entropion of left upper eyelid
89,H02.005,Unspecified entropion of left lower eyelid
90,H02.006,"Unspecified entropion of left eye, unspecified eyelid"
91,H02.009,"Unspecified entropion of unspecified eye, unspecified eyelid"
92,H02.011,Cicatricial entropion of right upper eyelid
93,H02.012,Cicatricial entropion of right lower eyelid
94,H02.013,"Cicatricial entropion of right eye, unspecified eyelid"
95,H02.014,Cicatricial entropion of left upper eyelid
96,H02.015,Cicatricial entropion of left lower eyelid
97,H02.016,"Cicatricial entropion of left eye, unspecified eyelid"
98,H02.019,"Cicatricial entropion of unspecified eye, unspecified eyelid"
99,H02.021,Mechanical entropion of right upper eyelid
100,H02.022,Mechanical entropion of right lower eyelid
101,H02.023,"Mechanical entropion of right eye, unspecified eyelid"
102,H02.024,Mechanical entropion of left upper eyelid
103,H02.025,Mechanical entropion of left lower eyelid
104,H02.026,"Mechanical entropion of left eye, unspecified eyelid"
105,H02.029,"Mechanical entropion of unspecified eye, unspecified eyelid"
106,H02.031,Senile entropion of right upper eyelid
107,H02.032,Senile entropion of right lower eyelid
108,H02.033,"Senile entropion of right eye, unspecified eyelid"
109,H02.034,Senile entropion of left upper eyelid
110,H02.035,Senile entropion of left lower eyelid
111,H02.036,"Senile entropion of left eye, unspecified eyelid"
112,H02.039,"Senile entropion of unspecified eye, unspecified eyelid"
113,H02.041,Spastic entropion of right upper eyelid
114,H02.042,Spastic entropion of right lower eyelid
115,H02.043,"Spastic entropion of right eye, unspecified eyelid"
116,H02.044,Spastic entropion of left upper eyelid
117,H02.045,Spastic entropion of left lower eyelid
118,H02.046,"Spastic entropion of left eye, unspecified eyelid"
119,H02.049,"Spastic entropion of unspecified eye, unspecified eyelid"
120,H02.051,Trichiasis without entropion right upper eyelid
121,H02.052,Trichiasis without entropion right lower eyelid
122,H02.053,"Trichiasis without entropion right eye, unspecified eyelid"
123,H02.054,Trichiasis without entropion left upper eyelid
124,H02.055,Trichiasis without entropion left lower eyelid
125,H02.056,"Trichiasis without entropion left eye, unspecified eyelid"
126,H02.059,"Trichiasis without entropion unsp, unspecified eyelid"
127,H02.101,Unspecified ectropion of right upper eyelid
128,H02.102,Unspecified ectropion of right lower eyelid
129,H02.103,"Unspecified ectropion of right eye, unspecified eyelid"
130,H02.104,Unspecified ectropion of left upper eyelid
131,H02.105,Unspecified ectropion of left lower eyelid
132,H02.106,"Unspecified ectropion of left eye, unspecified eyelid"
133,H02.109,"Unspecified ectropion of unspecified eye, unspecified eyelid"
134,H02.111,Cicatricial ectropion of right upper eyelid
135,H02.112,Cicatricial ectropion of right lower eyelid
136,H02.113,"Cicatricial ectropion of right eye, unspecified eyelid"
137,H02.114,Cicatricial ectropion of left upper eyelid
138,H02.115,Cicatricial ectropion of left lower eyelid
139,H02.116,"Cicatricial ectropion of left eye, unspecified eyelid"
140,H02.119,"Cicatricial ectropion of unspecified eye, unspecified eyelid"
141,H02.121,Mechanical ectropion of right upper eyelid
142,H02.122,Mechanical ectropion of right lower eyelid
143,H02.123,"Mechanical ectropion of right eye, unspecified eyelid"
144,H02.124,Mechanical ectropion of left upper eyelid
145,H02.125,Mechanical ectropion of left lower eyelid
146,H02.126,"Mechanical ectropion of left eye, unspecified eyelid"
147,H02.129,"Mechanical ectropion of unspecified eye, unspecified eyelid"
148,H02.131,Senile ectropion of right upper eyelid
149,H02.132,Senile ectropion of right lower eyelid
150,H02.133,"Senile ectropion of right eye, unspecified eyelid"
151,H02.134,Senile ectropion of left upper eyelid
152,H02.135,Senile ectropion of left lower eyelid
153,H02.136,"Senile ectropion of left eye, unspecified eyelid"
154,H02.139,"Senile ectropion of unspecified eye, unspecified eyelid"
155,H02.141,Spastic ectropion of right upper eyelid
156,H02.142,Spastic ectropion of right lower eyelid
157,H02.143,"Spastic ectropion of right eye, unspecified eyelid"
158,H02.144,Spastic ectropion of left upper eyelid
159,H02.145,Spastic ectropion of left lower eyelid
160,H02.146,"Spastic ectropion of left eye, unspecified eyelid"
161,H02.149,"Spastic ectropion of unspecified eye, unspecified eyelid"
162,H02.151,Paralytic ectropion of right upper eyelid
163,H02.152,Paralytic ectropion of right lower eyelid
164,H02.153,"Paralytic ectropion of right eye, unspecified eyelid"
165,H02.154,Paralytic ectropion of left upper eyelid
166,H02.155,Paralytic ectropion of left lower eyelid
167,H02.156,"Paralytic ectropion of left eye, unspecified eyelid"
168,H02.159,"Paralytic ectropion of unspecified eye, unspecified eyelid"
169,H02.201,Unspecified lagophthalmos right upper eyelid
170,H02.202,Unspecified lagophthalmos right lower eyelid
171,H02.203,"Unspecified lagophthalmos right eye, unspecified eyelid"
172,H02.204,Unspecified lagophthalmos left upper eyelid
173,H02.205,Unspecified lagophthalmos left lower eyelid
174,H02.206,"Unspecified lagophthalmos left eye, unspecified eyelid"
175,H02.209,"Unsp lagophthalmos unspecified eye, unspecified eyelid"
176,H02.20A,"Unspecified lagophthalmos right eye, upper and lower eyelids"
177,H02.20B,"Unspecified lagophthalmos left eye, upper and lower eyelids"
178,H02.20C,"Unsp lagophthalmos, bilateral, upper and lower eyelids"
179,H02.211,Cicatricial lagophthalmos right upper eyelid
180,H02.212,Cicatricial lagophthalmos right lower eyelid
181,H02.213,"Cicatricial lagophthalmos right eye, unspecified eyelid"
182,H02.214,Cicatricial lagophthalmos left upper eyelid
183,H02.215,Cicatricial lagophthalmos left lower eyelid
184,H02.216,"Cicatricial lagophthalmos left eye, unspecified eyelid"
185,H02.219,"Cicatricial lagophthalmos unsp eye, unspecified eyelid"
186,H02.21A,"Cicatricial lagophthalmos right eye, upper and lower eyelids"
187,H02.21B,"Cicatricial lagophthalmos left eye, upper and lower eyelids"
188,H02.21C,"Cicatricial lagophthalmos, bi, upper and lower eyelids"
189,H02.221,Mechanical lagophthalmos right upper eyelid
190,H02.222,Mechanical lagophthalmos right lower eyelid
191,H02.223,"Mechanical lagophthalmos right eye, unspecified eyelid"
192,H02.224,Mechanical lagophthalmos left upper eyelid
193,H02.225,Mechanical lagophthalmos left lower eyelid
194,H02.226,"Mechanical lagophthalmos left eye, unspecified eyelid"
195,H02.229,"Mechanical lagophthalmos unspecified eye, unspecified eyelid"
196,H02.22A,"Mechanical lagophthalmos right eye, upper and lower eyelids"
197,H02.22B,"Mechanical lagophthalmos left eye, upper and lower eyelids"
198,H02.22C,"Mechanical lagophthalmos, bilateral, upper and lower eyelids"
199,H02.231,Paralytic lagophthalmos right upper eyelid
200,H02.232,Paralytic lagophthalmos right lower eyelid
201,H02.233,"Paralytic lagophthalmos right eye, unspecified eyelid"
202,H02.234,Paralytic lagophthalmos left upper eyelid
203,H02.235,Paralytic lagophthalmos left lower eyelid
204,H02.236,"Paralytic lagophthalmos left eye, unspecified eyelid"
205,H02.239,"Paralytic lagophthalmos unspecified eye, unspecified eyelid"
206,H02.23A,"Paralytic lagophthalmos right eye, upper and lower eyelids"
207,H02.23B,"Paralytic lagophthalmos left eye, upper and lower eyelids"
208,H02.23C,"Paralytic lagophthalmos, bilateral, upper and lower eyelids"
209,H02.30,"Blepharochalasis unspecified eye, unspecified eyelid"
210,H02.31,Blepharochalasis right upper eyelid
211,H02.32,Blepharochalasis right lower eyelid
212,H02.33,"Blepharochalasis right eye, unspecified eyelid"
213,H02.34,Blepharochalasis left upper eyelid
214,H02.35,Blepharochalasis left lower eyelid
215,H02.36,"Blepharochalasis left eye, unspecified eyelid"
216,H02.401,Unspecified ptosis of right eyelid
217,H02.402,Unspecified ptosis of left eyelid
218,H02.403,Unspecified ptosis of bilateral eyelids
219,H02.409,Unspecified ptosis of unspecified eyelid
220,H02.411,Mechanical ptosis of right eyelid
221,H02.412,Mechanical ptosis of left eyelid
222,H02.413,Mechanical ptosis of bilateral eyelids
223,H02.419,Mechanical ptosis of unspecified eyelid
224,H02.421,Myogenic ptosis of right eyelid
225,H02.422,Myogenic ptosis of left eyelid
226,H02.423,Myogenic ptosis of bilateral eyelids
227,H02.429,Myogenic ptosis of unspecified eyelid
228,H02.431,Paralytic ptosis of right eyelid
229,H02.432,Paralytic ptosis of left eyelid
230,H02.433,Paralytic ptosis of bilateral eyelids
231,H02.439,Paralytic ptosis unspecified eyelid
232,H02.511,Abnormal innervation syndrome right upper eyelid
233,H02.512,Abnormal innervation syndrome right lower eyelid
234,H02.513,"Abnormal innervation syndrome right eye, unspecified eyelid"
235,H02.514,Abnormal innervation syndrome left upper eyelid
236,H02.515,Abnormal innervation syndrome left lower eyelid
237,H02.516,"Abnormal innervation syndrome left eye, unspecified eyelid"
238,H02.519,"Abnormal innervation syndrome unsp eye, unspecified eyelid"
239,H02.521,Blepharophimosis right upper eyelid
240,H02.522,Blepharophimosis right lower eyelid
241,H02.523,"Blepharophimosis right eye, unspecified eyelid"
242,H02.524,Blepharophimosis left upper eyelid
243,H02.525,Blepharophimosis left lower eyelid
244,H02.526,"Blepharophimosis left eye, unspecified eyelid"
245,H02.529,"Blepharophimosis unspecified eye, unspecified lid"
246,H02.531,Eyelid retraction right upper eyelid
247,H02.532,Eyelid retraction right lower eyelid
248,H02.533,"Eyelid retraction right eye, unspecified eyelid"
249,H02.534,Eyelid retraction left upper eyelid
250,H02.535,Eyelid retraction left lower eyelid
251,H02.536,"Eyelid retraction left eye, unspecified eyelid"
252,H02.539,"Eyelid retraction unspecified eye, unspecified lid"
253,H02.59,Other disorders affecting eyelid function
254,H02.60,"Xanthelasma of unspecified eye, unspecified eyelid"
255,H02.61,Xanthelasma of right upper eyelid
256,H02.62,Xanthelasma of right lower eyelid
257,H02.63,"Xanthelasma of right eye, unspecified eyelid"
258,H02.64,Xanthelasma of left upper eyelid
259,H02.65,Xanthelasma of left lower eyelid
260,H02.66,"Xanthelasma of left eye, unspecified eyelid"
261,H02.70,Unsp degenerative disorders of eyelid and periocular area
262,H02.711,Chloasma of right upper eyelid and periocular area
263,H02.712,Chloasma of right lower eyelid and periocular area
264,H02.713,"Chloasma of right eye, unsp eyelid and periocular area"
265,H02.714,Chloasma of left upper eyelid and periocular area
266,H02.715,Chloasma of left lower eyelid and periocular area
267,H02.716,"Chloasma of left eye, unspecified eyelid and periocular area"
268,H02.719,"Chloasma of unsp eye, unspecified eyelid and periocular area"
