,category,condition
0,E08.00,Diab d/t undrl cond w hyprosm w/o nonket hyprglyhypros coma
1,E08.01,Diabetes due to underlying condition w hyprosm w coma
2,E08.10,Diabetes due to underlying condition w ketoacidosis w/o coma
3,E08.11,Diabetes due to underlying condition w ketoacidosis w coma
4,E08.21,Diabetes due to underlying condition w diabetic nephropathy
5,E08.22,Diabetes due to undrl cond w diabetic chronic kidney disease
6,E08.29,Diabetes due to undrl condition w oth diabetic kidney comp
7,E08.311,Diab due to undrl cond w unsp diabetic rtnop w macular edema
8,E08.319,Diab due to undrl cond w unsp diab rtnop w/o macular edema
9,E08.3211,"Diabetes with mild nonp rtnop with macular edema, right eye"
10,E08.3212,"Diabetes with mild nonp rtnop with macular edema, left eye"
11,E08.3213,"Diabetes with mild nonp rtnop with macular edema, bilateral"
12,E08.3219,"Diabetes with mild nonp rtnop with macular edema, unsp"
13,E08.3291,"Diabetes with mild nonp rtnop without macular edema, r eye"
14,E08.3292,"Diab with mild nonp rtnop without macular edema, left eye"
15,E08.3293,"Diabetes with mild nonp rtnop without macular edema, bi"
16,E08.3299,"Diabetes with mild nonp rtnop without macular edema, unsp"
17,E08.3311,"Diabetes with moderate nonp rtnop with macular edema, r eye"
18,E08.3312,"Diab with moderate nonp rtnop with macular edema, left eye"
19,E08.3313,"Diabetes with moderate nonp rtnop with macular edema, bi"
20,E08.3319,"Diabetes with moderate nonp rtnop with macular edema, unsp"
21,E08.3391,"Diab with moderate nonp rtnop without macular edema, r eye"
22,E08.3392,"Diab with moderate nonp rtnop without macular edema, l eye"
23,E08.3393,"Diabetes with moderate nonp rtnop without macular edema, bi"
24,E08.3399,"Diab with moderate nonp rtnop without macular edema, unsp"
25,E08.3411,"Diabetes with severe nonp rtnop with macular edema, r eye"
26,E08.3412,"Diabetes with severe nonp rtnop with macular edema, left eye"
27,E08.3413,"Diabetes with severe nonp rtnop with macular edema, bi"
28,E08.3419,"Diabetes with severe nonp rtnop with macular edema, unsp"
29,E08.3491,"Diabetes with severe nonp rtnop without macular edema, r eye"
30,E08.3492,"Diab with severe nonp rtnop without macular edema, left eye"
31,E08.3493,"Diabetes with severe nonp rtnop without macular edema, bi"
