,category,condition
0,M97.01XA,"Periprosth fracture around internal prosth r hip jt, init"
1,M97.01XD,"Periprosth fracture around internal prosth r hip jt, subs"
2,M97.01XS,"Periprosth fracture around internal prosth r hip jt, sequela"
3,M97.02XA,"Periprosth fracture around internal prosth l hip jt, init"
4,M97.02XD,"Periprosth fracture around internal prosth l hip jt, subs"
5,M97.02XS,"Periprosth fracture around internal prosth l hip jt, sequela"
6,M97.11XA,"Periprosth fracture around internal prosth r knee jt, init"
7,M97.11XD,"Periprosth fracture around internal prosth r knee jt, subs"
8,M97.11XS,"Periprosth fx around internal prosth r knee jt, sequela"
9,M97.12XA,"Periprosth fracture around internal prosth l knee jt, init"
10,M97.12XD,"Periprosth fracture around internal prosth l knee jt, subs"
11,M97.12XS,"Periprosth fx around internal prosth l knee jt, sequela"
12,M97.21XA,"Periprosth fx around internal prosth r ankle joint, init"
13,M97.21XD,"Periprosth fx around internal prosth r ankle joint, subs"
14,M97.21XS,"Periprosth fx around internal prosth r ankle joint, sequela"
15,M97.22XA,"Periprosth fx around internal prosth l ankle joint, init"
16,M97.22XD,"Periprosth fx around internal prosth l ankle joint, subs"
17,M97.22XS,"Periprosth fx around internal prosth l ankle joint, sequela"
18,M97.31XA,"Periprosth fx around internal prosth r shoulder jt, init"
19,M97.31XD,"Periprosth fx around internal prosth r shoulder jt, subs"
20,M97.31XS,"Periprosth fx around internal prosth r shoulder jt, sequela"
21,M97.32XA,"Periprosth fx around internal prosth l shoulder jt, init"
22,M97.32XD,"Periprosth fx around internal prosth l shoulder jt, subs"
23,M97.32XS,"Periprosth fx around internal prosth l shoulder jt, sequela"
24,M97.41XA,"Periprosth fx around internal prosth r elbow joint, init"
25,M97.41XD,"Periprosth fx around internal prosth r elbow joint, subs"
26,M97.41XS,"Periprosth fx around internal prosth r elbow joint, sequela"
27,M97.42XA,"Periprosth fx around internal prosth l elbow joint, init"
28,M97.42XD,"Periprosth fx around internal prosth l elbow joint, subs"
29,M97.42XS,"Periprosth fx around internal prosth l elbow joint, sequela"
30,M97.8XXA,"Periprosth fracture around other internal prosth joint, init"
31,M97.8XXD,"Periprosth fracture around other internal prosth joint, subs"
32,M97.8XXS,"Periprosth fx around other internal prosth joint, sequela"
33,M97.9XXA,"Periprosth fracture around unsp internal prosth joint, init"
34,M97.9XXD,"Periprosth fracture around unsp internal prosth joint, subs"
35,M97.9XXS,"Periprosth fx around unsp internal prosth joint, sequela"
