,category,condition
0,C43.0,Malignant melanoma of lip
1,C43.10,"Malignant melanoma of unspecified eyelid, including canthus"
2,C43.111,"Malignant melanoma of right upper eyelid, including canthus"
3,C43.112,"Malignant melanoma of right lower eyelid, including canthus"
4,C43.121,"Malignant melanoma of left upper eyelid, including canthus"
5,C43.122,"Malignant melanoma of left lower eyelid, including canthus"
6,C43.20,Malignant melanoma of unsp ear and external auricular canal
7,C43.21,Malignant melanoma of right ear and external auricular canal
8,C43.22,Malignant melanoma of left ear and external auricular canal
9,C43.30,Malignant melanoma of unspecified part of face
10,C43.31,Malignant melanoma of nose
11,C43.39,Malignant melanoma of other parts of face
12,C43.4,Malignant melanoma of scalp and neck
13,C43.51,Malignant melanoma of anal skin
14,C43.52,Malignant melanoma of skin of breast
15,C43.59,Malignant melanoma of other part of trunk
16,C43.60,"Malignant melanoma of unsp upper limb, including shoulder"
17,C43.61,"Malignant melanoma of right upper limb, including shoulder"
18,C43.62,"Malignant melanoma of left upper limb, including shoulder"
19,C43.70,"Malignant melanoma of unspecified lower limb, including hip"
20,C43.71,"Malignant melanoma of right lower limb, including hip"
21,C43.72,"Malignant melanoma of left lower limb, including hip"
22,C43.8,Malignant melanoma of overlapping sites of skin
23,C43.9,"Malignant melanoma of skin, unspecified"
24,C44.00,Unspecified malignant neoplasm of skin of lip
25,C44.01,Basal cell carcinoma of skin of lip
26,C44.02,Squamous cell carcinoma of skin of lip
27,C44.09,Other specified malignant neoplasm of skin of lip
28,C44.101,"Unsp malignant neoplasm skin/ unsp eyelid, including canthus"
29,C44.1021,"Unsp malig neoplasm skin/ right upper eyelid, inc canthus"
30,C44.1022,"Unsp malig neoplasm skin/ right lower eyelid, inc canthus"
31,C44.1091,"Unsp malignant neoplasm skin/ left upper eyelid, inc canthus"
32,C44.1092,"Unsp malignant neoplasm skin/ left lower eyelid, inc canthus"
33,C44.111,"Basal cell carcinoma skin/ unsp eyelid, including canthus"
34,C44.1121,"Basal cell carcinoma skin/ right upper eyelid, inc canthus"
35,C44.1122,"Basal cell carcinoma skin/ right lower eyelid, inc canthus"
36,C44.1191,"Basal cell carcinoma skin/ left upper eyelid, inc canthus"
37,C44.1192,"Basal cell carcinoma skin/ left lower eyelid, inc canthus"
38,C44.121,"Squamous cell carcinoma skin/ unsp eyelid, including canthus"
39,C44.1221,"Squamous cell carcinoma skin/ r upper eyelid, inc canthus"
40,C44.1222,"Squamous cell carcinoma skin/ right low eyelid, inc canthus"
41,C44.1291,"Squamous cell carcinoma skin/ left upper eyelid, inc canthus"
42,C44.1292,"Squamous cell carcinoma skin/ left lower eyelid, inc canthus"
43,C44.131,"Sebaceous cell carcinoma skin/ unsplid, including canthus"
44,C44.1321,"Sebaceous cell carcinoma skin/ r upper eyelid, inc canthus"
45,C44.1322,"Sebaceous cell carcinoma skin/ right low eyelid, inc canthus"
46,C44.1391,"Sebaceous cell carcinoma skin/ left upr eyelid, inc canthus"
47,C44.1392,"Sebaceous cell carcinoma skin/ left low eyelid, inc canthus"
48,C44.191,"Oth malignant neoplasm skin/ unsp eyelid, including canthus"
49,C44.1921,"Oth malignant neoplasm skin/ right upper eyelid, inc canthus"
50,C44.1922,"Oth malignant neoplasm skin/ right lower eyelid, inc canthus"
51,C44.1991,"Oth malignant neoplasm skin/ left upper eyelid, inc canthus"
52,C44.1992,"Oth malignant neoplasm skin/ left lower eyelid, inc canthus"
53,C44.201,Unsp malig neoplasm skin/ unsp ear and external auric canal
54,C44.202,Unsp malig neoplasm skin/ right ear and external auric canal
55,C44.209,Unsp malig neoplasm skin/ left ear and external auric canal
56,C44.211,Basal cell carcinoma skin/ unsp ear and external auric canal
57,C44.212,Basal cell carcinoma skin/ r ear and external auric canal
58,C44.219,Basal cell carcinoma skin/ left ear and external auric canal
59,C44.221,Squamous cell carcinoma skin/ unsp ear and extrn auric canal
60,C44.222,Squamous cell carcinoma skin/ r ear and external auric canal
61,C44.229,Squamous cell carcinoma skin/ left ear and extrn auric canal
62,C44.291,Oth malig neoplasm skin/ unsp ear and external auric canal
63,C44.292,Oth malig neoplasm skin/ right ear and external auric canal
64,C44.299,Oth malig neoplasm skin/ left ear and external auric canal
65,C44.300,Unsp malignant neoplasm of skin of unspecified part of face
66,C44.301,Unspecified malignant neoplasm of skin of nose
67,C44.309,Unsp malignant neoplasm of skin of other parts of face
68,C44.310,Basal cell carcinoma of skin of unspecified parts of face
69,C44.311,Basal cell carcinoma of skin of nose
70,C44.319,Basal cell carcinoma of skin of other parts of face
71,C44.320,Squamous cell carcinoma of skin of unspecified parts of face
72,C44.321,Squamous cell carcinoma of skin of nose
73,C44.329,Squamous cell carcinoma of skin of other parts of face
74,C44.390,Oth malignant neoplasm of skin of unspecified parts of face
75,C44.391,Other specified malignant neoplasm of skin of nose
76,C44.399,Oth malignant neoplasm of skin of other parts of face
77,C44.40,Unspecified malignant neoplasm of skin of scalp and neck
78,C44.41,Basal cell carcinoma of skin of scalp and neck
79,C44.42,Squamous cell carcinoma of skin of scalp and neck
80,C44.49,Other specified malignant neoplasm of skin of scalp and neck
81,C44.500,Unspecified malignant neoplasm of anal skin
82,C44.501,Unspecified malignant neoplasm of skin of breast
83,C44.509,Unsp malignant neoplasm of skin of other part of trunk
84,C44.510,Basal cell carcinoma of anal skin
85,C44.511,Basal cell carcinoma of skin of breast
86,C44.519,Basal cell carcinoma of skin of other part of trunk
