,category,condition
0,I20.0,Unstable angina
1,I20.1,Angina pectoris with documented spasm
2,I20.8,Other forms of angina pectoris
3,I20.9,"Angina pectoris, unspecified"
4,I21.01,STEMI involving left main coronary artery
5,I21.02,STEMI involving left anterior descending coronary artery
6,I21.09,STEMI involving oth coronary artery of anterior wall
7,I21.11,STEMI involving right coronary artery
8,I21.19,STEMI involving oth coronary artery of inferior wall
9,I21.21,STEMI involving left circumflex coronary artery
10,I21.29,STEMI involving oth sites
11,I21.3,ST elevation (STEMI) myocardial infarction of unsp site
12,I21.4,NonST elevation (NSTEMI) myocardial infarction
13,I21.9,"Acute myocardial infarction, unspecified"
14,I21.A1,Myocardial infarction type 2
15,I21.A9,Other myocardial infarction type
16,I22.0,Subsequent STEMI of anterior wall
17,I22.1,Subsequent STEMI of inferior wall
18,I22.2,Subsequent nonST elevation (NSTEMI) myocardial infarction
19,I22.8,Subsequent STEMI of sites
20,I22.9,Subsequent STEMI of unsp site
21,I23.0,Hemopericardium as current complication following AMI
22,I23.1,Atrial septal defect as current complication following AMI
23,I23.2,Ventricular septal defect as current comp following AMI
24,I23.3,Rupture of card wall w/o hemoperic as current comp fol AMI
25,I23.4,Rupture of chord tendne as current comp following AMI
26,I23.5,Rupture of papillary muscle as current comp following AMI
27,I23.6,Thombos of atrium/auric append/ventr as current comp fol AMI
28,I23.7,Postinfarction angina
29,I23.8,Oth current complications following AMI
30,I24.0,Acute coronary thrombosis not resulting in myocardial infrc
31,I24.1,Dressler's syndrome
32,I24.8,Other forms of acute ischemic heart disease
33,I24.9,"Acute ischemic heart disease, unspecified"
34,I25.10,Athscl heart disease of native coronary artery w/o ang pctrs
35,I25.110,Athscl heart disease of native cor art w unstable ang pctrs
36,I25.111,Athscl heart disease of native cor art w ang pctrs w spasm
37,I25.118,Athscl heart disease of native cor art w oth ang pctrs
38,I25.119,Athscl heart disease of native cor art w unsp ang pctrs
39,I25.2,Old myocardial infarction
40,I25.3,Aneurysm of heart
41,I25.41,Coronary artery aneurysm
42,I25.42,Coronary artery dissection
43,I25.5,Ischemic cardiomyopathy
44,I25.6,Silent myocardial ischemia
45,I25.700,"Atherosclerosis of CABG, unsp, w unstable angina pectoris"
46,I25.701,"Athscl CABG, unsp, w angina pectoris w documented spasm"
47,I25.708,"Atherosclerosis of CABG, unsp, w oth angina pectoris"
48,I25.709,"Atherosclerosis of CABG, unsp, w unsp angina pectoris"
49,I25.710,Athscl autologous vein CABG w unstable angina pectoris
50,I25.711,Athscl autologous vein CABG w ang pctrs w documented spasm
51,I25.718,Athscl autologous vein CABG w oth angina pectoris
52,I25.719,Athscl autologous vein CABG w unsp angina pectoris
53,I25.720,Athscl autologous artery CABG w unstable angina pectoris
54,I25.721,Athscl autologous artery CABG w ang pctrs w documented spasm
55,I25.728,Athscl autologous artery CABG w oth angina pectoris
56,I25.729,Athscl autologous artery CABG w unsp angina pectoris
57,I25.730,Athscl nonautologous biological CABG w unstable ang pctrs
58,I25.731,Athscl nonaut biological CABG w ang pctrs w documented spasm
59,I25.738,Athscl nonautologous biological CABG w oth angina pectoris
60,I25.739,Athscl nonautologous biological CABG w unsp angina pectoris
61,I25.750,Athscl native cor art of txplt heart w unstable angina
62,I25.751,Athscl native cor art of txplt heart w ang pctrs w spasm
63,I25.758,Athscl native cor art of transplanted heart w oth ang pctrs
64,I25.759,Athscl native cor art of transplanted heart w unsp ang pctrs
65,I25.760,Athscl bypass of cor art of txplt heart w unstable angina
66,I25.761,Athscl bypass of cor art of txplt heart w ang pctrs w spasm
67,I25.768,Athscl bypass of cor art of txplt heart w oth ang pctrs
68,I25.769,Athscl bypass of cor art of txplt heart w unsp ang pctrs
69,I25.790,Atherosclerosis of CABG w unstable angina pectoris
70,I25.791,Atherosclerosis of CABG w angina pectoris w documented spasm
71,I25.798,Atherosclerosis of CABG w oth angina pectoris
72,I25.799,Atherosclerosis of CABG w unsp angina pectoris
73,I25.810,Atherosclerosis of CABG w/o angina pectoris
74,I25.811,Athscl native cor art of transplanted heart w/o ang pctrs
75,I25.812,Athscl bypass of cor art of transplanted heart w/o ang pctrs
76,I25.82,Chronic total occlusion of coronary artery
77,I25.83,Coronary atherosclerosis due to lipid rich plaque
78,I25.84,Coronary atherosclerosis due to calcified coronary lesion
79,I25.89,Other forms of chronic ischemic heart disease
80,I25.9,"Chronic ischemic heart disease, unspecified"
