,Synonyms
4,"['Adhesion of pleura', 'Bilateral pleural effusion', 'Encysted pleurisy', 'Exudative pleural effusion', 'Exudative pleurisy', 'Fibrinous pleurisy', 'Hemorrhagic pleural effusion', 'Hydrothorax', 'Loculated pleural effusion', 'Pleural effusion', 'Pleural fluid = exudate', 'Pleural fluid type determination', 'Pleurisy with effusion', 'Pneumococcal pleurisy', 'Serofibrinous pleurisy', 'Serous pleurisy', 'Streptococcal pleurisy']"
5,"['Neoplastic pleural effusion', 'T4: Lung tumor of any size with a malignant pleural effusion']"
6,"['Benign asbestos pleural effusion', 'Drug-induced pleural effusion', 'Fetal pleural effusion', ""Meigs' syndrome"", 'Pancreatic pleural effusion', 'Pleural effusion associated with hepatic disorder', 'Pleural effusion associated with pancreatitis', 'Pleural effusion associated with pulmonary infection', 'Pleural effusion due to another disorder', 'Pleural effusion due to another disorder', 'Pleural effusion due to another disorder', 'Pleural effusion due to bacterial infection', 'Pleural effusion due to congestive heart failure']"
7,"['Asbestos-induced bilateral diffuse pleural thickening', 'Asbestos-induced pleural fibrosis', 'Asbestos-induced pleural plaque', 'Fibrosis of pleura', 'Pleural plaque', 'Thickening of pleura', 'Thickening of pleura']"
8,"['Pleural plaque', 'Thickening of pleura']"
9,"['Spontaneous tension pneumothorax', 'Tension pneumothorax']"
10,"['Familial spontaneous pneumothorax', 'Primary spontaneous pneumothorax', 'Spontaneous pneumothorax', 'Spontaneous pneumothorax']"
11,"['Secondary spontaneous pneumothorax', 'Spontaneous pneumothorax']"
12,['Chronic pneumothorax']
13,['Air leaking from lung']
14,"['Acute pneumothorax', 'Catamenial pneumothorax', 'Open pneumothorax', 'Pneumothorax ex vacuo', 'Spontaneous pneumothorax']"
15,"['Clicking pneumothorax', 'Closed pneumothorax', 'Left pneumothorax', 'Pneumothorax', 'Right pneumothorax']"
16,"['Bacterial pleurisy with effusion', 'Chylothorax', 'Chylothorax', 'Chylothorax', 'Chylothorax', 'Malignant chylothorax', 'Pleural effusion due to another disorder', 'Pleurisy with effusion', 'Traumatic chylothorax', 'Tuberculosis of pleura', 'Tuberculous chylothorax']"
17,"['Fibrosis of pleura', 'Post-infective pleural fibrosis', 'Post-tuberculous pleural fibrosis', 'Thickening of pleura']"
18,"['Clotted hemothorax', 'Hemopneumothorax', 'Hemothorax', 'Nontraumatic hemothorax']"
19,"['Abnormal pericardiopleural communication', 'Adhesion of pleura', 'Calcification of pleura', 'Chylothorax', 'Chylothorax', 'Chylothorax', 'Congenital chylothorax', 'Hydropneumothorax', 'Hydrothorax', 'Hydrothorax', 'Hydrothorax as complication of peritoneal dialysis', 'Intralipid pseudochylous effusion', 'Leakage of peritoneal dialysate into pleural cavity', 'Mass of pleura', 'Mesothelial hyperplasia of the pleura', 'Peritoneal dialysis leakage', 'Pleural scarring', 'Pneumochylothorax', 'Pseudochylothorax', 'Tension hydrothorax']"
20,"['Disorder of pleura', 'Disorder of pleura and pleural cavity']"
