,Synonyms
0,"['Acute confusional state, of cerebrovascular origin', 'Arteriosclerotic dementia with delirium', 'Arteriosclerotic dementia with depression', 'Dementia in remission', 'Diffuse cerebrovascular disease', 'Diffuse cerebrovascular disease', 'Ischemic vascular dementia', 'Mixed cortical and subcortical vascular dementia', 'Mixed dementia', 'Multi-infarct dementia', 'Multi-infarct dementia', 'Multi-infarct dementia due to atherosclerosis', 'Multi-infarct dementia with delusions', 'Multi-infarct dementia with depression', 'Multi-infarct dementia, uncomplicated', 'Multi-infarct state', 'Multi-infarct state', 'Occlusion of cerebral artery with stroke', 'Occlusion of cerebral artery with stroke', 'Patchy dementia', 'Subcortical dementia', 'Subcortical vascular dementia', 'Uncomplicated arteriosclerotic dementia', 'Vascular dementia', 'Vascular dementia in remission', 'Vascular dementia of acute onset', 'Vascular dementia without behavioral disturbance']"
1,"['Arteriosclerotic dementia with paranoia', 'Dementia with behavioral disturbance', 'Diffuse cerebrovascular disease', 'Multi-infarct dementia', 'Multi-infarct dementia with delirium', 'Multi-infarct state', 'Occlusion of cerebral artery with stroke', 'Vascular dementia with behavioral disturbance']"
2,"['Altered behavior', ""Alzheimer's disease"", ""Alzheimer's disease co-occurrent with delirium"", 'Behavioral variant of frontotemporal dementia', 'Cerebral degeneration presenting primarily with dementia', 'Cognitive impairment due to multiple sclerosis', 'Dementia associated with AIDS', 'Dementia associated with another disease', 'Dementia associated with cerebral anoxia', 'Dementia associated with cerebral lipidosis', 'Dementia associated with multiple sclerosis', 'Dementia associated with neurosyphilis', 'Dementia associated with normal pressure hydrocephalus', ""Dementia associated with Parkinson's Disease"", 'Dementia associated with viral encephalitis', 'Dementia co-occurrent and due to neurocysticercosis', 'Dementia co-occurrent with human immunodeficiency virus infection', 'Dementia co-occurrent with human immunodeficiency virus infection', 'Dementia due to chromosomal anomaly', 'Dementia due to chronic subdural hematoma', 'Dementia due to disorder of central nervous system', 'Dementia due to herpes encephalitis', 'Dementia due to infectious disease', 'Dementia due to metabolic abnormality', 'Dementia due to multiple sclerosis with altered behavior', ""Dementia due to Parkinson's disease"", ""Dementia due to Pick's disease"", 'Dementia due to primary malignant neoplasm of brain', 'Dementia due to prion disease', ""Dementia due to Rett's syndrome"", 'Dementia in remission', 'Dementia in remission', 'Dialysis dementia', 'Diffuse Lewy body disease', 'Diffuse Lewy body disease with spongiform cortical change', 'Encephalopathy associated with AIDS', 'Epilepsy co-occurrent and due to dementia', ""Familial Alzheimer's disease of early onset"", ""Familial Alzheimer's disease of late onset"", 'Frontotemporal dementia', 'Frontotemporal dementia', 'Frontotemporal dementia with parkinsonism-17', 'GRN-related frontotemporal dementia', 'Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia', 'Logopenic progressive aphasia', 'Myopathy with cytoplasmic inclusions', ""Non-familial Alzheimer's disease of early onset"", ""Non-familial Alzheimer's disease of late onset"", 'Organic dementia associated with AIDS', 'Parkinson-dementia complex of Guam', 'Parkinsonism with dementia of Guadeloupe', 'Presenile dementia associated with AIDS', 'Presenile dementia co-occurrent with human immunodeficiency virus infection', 'Presenile dementia with depression', 'Primary degenerative dementia of the Alzheimer type, presenile onset', 'Primary degenerative dementia of the Alzheimer type, presenile onset in remission', 'Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated', 'Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions', 'Primary degenerative dementia of the Alzheimer type, presenile onset, with depression', 'Primary degenerative dementia of the Alzheimer type, senile onset', 'Primary degenerative dementia of the Alzheimer type, senile onset in remission', 'Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated', 'Primary degenerative dementia of the Alzheimer type, senile onset, with depression', 'Primary progressive non fluent aphasia', 'PRKAR1B-related neurodegenerative dementia with intermediate filaments', 'Progressive aphasia', 'Right temporal lobar atrophy', 'Senile dementia of the Lewy body type', 'Senile dementia with depression', 'Senile dementia with depressive or paranoid features']"
3,"['Altered behavior', ""Altered behavior co-occurrent and due to Pick's disease"", ""Altered behavior in Huntington's dementia"", 'Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia', 'Dementia due to Huntington chorea', 'Dementia of the Alzheimer type with behavioral disturbance', 'Dementia with behavioral disturbance', 'Diffuse Lewy body disease', ""Early onset Alzheimer's disease with behavioral disturbance"", 'Epileptic dementia with behavioral disturbance', 'Frontotemporal dementia', 'Lewy body dementia with behavioral disturbance', ""Pick's disease"", 'Presenile dementia with delirium', 'Primary degenerative dementia of the Alzheimer type, presenile onset', 'Primary degenerative dementia of the Alzheimer type, presenile onset', 'Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium', 'Primary degenerative dementia of the Alzheimer type, senile onset', 'Primary degenerative dementia of the Alzheimer type, senile onset', 'Primary degenerative dementia of the Alzheimer type, senile onset', 'Primary degenerative dementia of the Alzheimer type, senile onset, with behavioral disturbance', 'Primary degenerative dementia of the Alzheimer type, senile onset, with delirium', 'Primary degenerative dementia of the Alzheimer type, senile onset, with delusions', 'Senile dementia with delirium', 'Senile dementia with delusion']"
4,"['Age-associated memory impairment', 'Complete trisomy 21 syndrome', 'Dementia', 'Dementia caused by heavy metal exposure', 'Dementia caused by toxin', 'Dementia due to and following injury of head', 'Dementia due to chromosomal anomaly', 'Dementia due to infectious disease', 'Dementia following injury caused by exposure to ionizing radiation', 'Dementia in remission', 'Dementia with Down syndrome', 'Dementia with progressive multifocal leukoencephalopathy', 'Disease due to JC polyomavirus', 'Hallucinations co-occurrent and due to late onset dementia', 'Language disorder of dementia', 'Mild dementia', 'Moderate dementia', 'Organic memory impairment', 'Organic psychotic condition', 'Presbyophrenic psychosis', 'Presenile dementia', 'Presenile dementia with delirium', 'Presenile dementia with delusions', 'Presenile dementia with depression', 'Presenile dementia with paranoia', 'Primary degenerative dementia', 'Progressive multifocal leukoencephalopathy', 'Rapidly progressive dementia', 'Senile and presenile organic psychotic conditions', 'Senile dementia', 'Severe dementia', 'Subcortical dementia', 'Uncomplicated presenile dementia', 'Uncomplicated senile dementia', 'White matter disorder caused by infection']"
5,"['Altered behavior', ""Altered behavior in Alzheimer's disease"", 'Behavioral and psychological symptoms of dementia', 'Dementia with behavioral disturbance', 'Post-traumatic dementia with behavioral change', 'Senile dementia with delusion', 'Senile dementia with depression', 'Senile dementia with depressive or paranoid features', 'Senile dementia with paranoia', 'Senile dementia with psychosis', 'Traumatic encephalopathy']"
6,[]
7,"['Amnestic disorder', 'Confabulation', 'Delusional memories', 'Distortion of memory', 'Fantastical confabulation', 'Momentary confabulation', ""Non-alcoholic Korsakoff's psychosis"", 'Organic amnesia of language', 'Organic memory impairment']"
8,[]
9,"['Acute confusional state, of endocrine origin', 'Acute confusional state, of infective origin', 'Acute confusional state, of metabolic origin', 'Acute confusional state, post-traumatic', 'Delirium of mixed origin', 'Hyperactive postoperative delirium', 'Hypoactive postoperative delirium', 'Mixed hyperactive hypoactive postoperative delirium', 'Postoperative delirium', 'Postseizure confusion', 'Postseizure delirium', 'Senile dementia with delirium', 'Sundowning', 'Toxic confusional state']"
10,"['Organic hallucinosis', 'Organic psychotic condition', 'Secondary psychotic syndrome with hallucinations and delusions']"
11,"['Catatonia', 'Catatonic excitement', 'Catatonic posturing', 'Catatonic rigidity', 'Echopraxia', 'Forced grasping', 'Negativism in catatonia', 'Organic catatonic disorder']"
12,"['Organic delusional disorder', 'Organic hallucinosis', 'Organic psychotic condition', 'Secondary psychotic syndrome with hallucinations and delusions']"
13,"['Mood disorder due to a general medical condition', 'Organic bipolar disorder', 'Organic mood disorder']"
14,"['Mood disorder due to a general medical condition', 'Mood disorder with depressive features due to general medical condition', 'Organic mood disorder of depressed type']"
15,"['Mood disorder due to a general medical condition', 'Mood disorder with major depressive-like episode due to general medical condition']"
16,"['Mood disorder due to a general medical condition', 'Mood disorder with manic features due to general medical condition', 'Organic mood disorder of manic type']"
17,"['Mood disorder due to a general medical condition', 'Mood disorder with mixed features due to general medical condition', 'Organic mood disorder of mixed type']"
