,Synonyms
0,"['Arthrogryposis with oculomotor limitation and electroretinal anomaly', 'Cranial nerves three, four and six abnormal', 'Cyclic oculomotor paralysis', ""Nothnagel's syndrome"", 'O/E - cranial nerve 3 - palsy', 'O/E -cranial nerve 3-paralysis', 'Partial oculomotor nerve palsy', 'Superior division third nerve palsy', 'Third cranial nerve disease', 'Third cranial nerve weakness', 'Total oculomotor nerve palsy']"
1,"['Partial oculomotor nerve palsy', 'Partial palsy of right oculomotor nerve', 'Total oculomotor nerve palsy', 'Total palsy of right oculomotor nerve']"
2,"['Partial oculomotor nerve palsy', 'Partial palsy of left oculomotor nerve', 'Total oculomotor nerve palsy', 'Total palsy of left oculomotor nerve']"
3,[]
4,"['Cranial nerves three, four and six abnormal', 'Fourth nerve palsy', 'O/E - cranial nerve 4 - palsy', 'O/E -cranial nerve 4-paralysis']"
5,[]
6,[]
7,"['Bilateral superior oblique palsy', 'Fourth nerve palsy']"
8,"['Abducens nerve disorder', 'Abducens nerve palsy', 'Abducens nerve weakness', 'Congenital sixth nerve palsy', 'Cranial nerves three, four and six abnormal', 'O/E - cranial nerve 6 - palsy', 'O/E -cranial nerve 6-paralysis']"
9,[]
10,[]
11,[]
12,['Total ophthalmoplegia']
13,[]
14,[]
15,[]
16,"['Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy', 'Ophthalmoplegia plus syndrome', 'Painful ophthalmoplegia', 'Progressive external ophthalmoplegia', 'Progressive external ophthalmoplegia, myopathy, emaciation syndrome', 'Third cranial nerve finding', 'Tolosa-Hunt syndrome']"
17,[]
18,[]
19,[]
20,[]
21,[]
22,[]
23,['Kearns-Sayre syndrome']
24,['External ophthalmoplegia of right eye']
25,['External ophthalmoplegia of left eye']
26,"['External ophthalmoplegia of bilateral eyes', 'External ophthalmoplegia of left eye', 'External ophthalmoplegia of right eye']"
27,"['CANOMAD syndrome', 'Chronic inflammatory demyelinating polyneuropathy', 'Congenital disorders of eye and eyelid movements', 'Congenital nuclear ophthalmoplegia', 'External ophthalmoplegia', 'Macrostomia, preauricular tag, external ophthalmoplegia syndrome', 'Manifest paralytic strabismus', 'Mass of preauricular region', 'Paralytic strabismus']"
28,"['Acquired dysarthria', 'Hereditary inclusion body myopathy, joint contracture, ophthalmoplegia syndrome', ""Hutchinson's facies"", 'Monocular elevator palsy', 'Myopathy with cytoplasmic inclusions', 'Ophthalmoplegia', 'Painful ophthalmoplegia', 'Paralytic strabismus', 'Paresis of extraocular muscles', 'Progressive external ophthalmoplegia', 'Sensory ataxia', 'Sensory ataxic neuropathy with dysarthria and ophthalmoparesis syndrome', 'Spinal atrophy, ophthalmoplegia, pyramidal syndrome']"
