,Synonyms
0,"['Congenital hypoplasia of kidney', 'Congenital hypoplasia of kidney', 'Dysplasia of left kidney', 'Dysplasia of right kidney', 'Left renal agenesis', 'Left renal agenesis co-occurrent with right renal dysplasia', 'Left renal agenesis co-occurrent with right renal hypoplasia', 'Renal agenesis', 'Renal agenesis', 'Right renal agenesis', 'Right renal agenesis co-occurrent with left renal dysplasia', 'Right renal agenesis co-occurrent with left renal hypoplasia']"
1,[]
2,"['Aniridia, renal agenesis, psychomotor retardation syndrome', 'Congenital absence of renal papilla', 'Double uterus, hemivagina, renal agenesis syndrome', 'Renal agenesis', 'Renal agenesis', 'Renal agenesis and dysgenesis']"
3,"['Congenital hypoplasia of kidney', 'Congenital hypoplasia of kidney', 'Congenital hypoplasia of kidney', 'Congenital hypoplasia of kidney', 'Hypertrophy of kidney', 'Hypertrophy of kidney', 'Hypertrophy of left kidney co-occurrent and due to congenital hypoplasia of right kidney', 'Hypertrophy of right kidney co-occurrent and due to congenital hypoplasia of left kidney', 'Left renal agenesis', 'Left renal agenesis co-occurrent with right renal hypoplasia', 'Left renal hypoplasia', 'Renal agenesis', 'Renal agenesis', 'Right renal agenesis', 'Right renal agenesis co-occurrent with left renal hypoplasia', 'Right renal hypoplasia', 'Small left kidney', 'Small right kidney']"
4,"['Bilateral renal hypoplasia', 'Left renal hypoplasia', 'Right renal hypoplasia', 'Small left kidney', 'Small right kidney']"
5,"['Ask-Upmark kidney', 'Atrophy of kidney', 'Atrophy of kidney', 'Congenital hypoplasia of kidney', 'Congenital hypoplasia of renal papilla', 'Congenital hypoplasia of renal pelvis', 'Congenital renal atrophy', 'Congenital small renal papilla', 'Familial hypoplastic, glomerulocystic kidney', 'Oligomeganephronic hypoplasia of kidney', 'Renal agenesis and dysgenesis', 'Renal coloboma syndrome', 'Renal tubular dysgenesis']"
6,"['Left renal agenesis', 'Oligohydramnios', 'Oligohydramnios sequence', ""Potter's facies"", 'Renal agenesis', 'Right renal agenesis', 'Thomas syndrome']"
7,"['Congenital hemorrhagic renal cyst', 'Congenital hepatic fibrosis', 'Congenital renal cyst', 'Erythrocytosis due to renal cyst', 'Hepatic fibrosis, renal cyst, intellectual disability syndrome', 'Inappropriate secondary erythrocytosis']"
8,"['Congenital single renal cyst', 'Solitary multilocular renal cyst']"
9,['Multiple renal cysts']
10,[]
11,"['Polycystic kidney disease, infantile type']"
12,"['Adult type polycystic kidney disease type 1', 'Adult type polycystic kidney disease type 2', 'Autosomal dominant polycystic kidney disease', 'Autosomal dominant polycystic kidney disease', 'Autosomal dominant polycystic kidney disease', 'Autosomal dominant polycystic kidney disease', 'Autosomal dominant polycystic kidney disease in childhood', 'Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis', 'Tuberous sclerosis syndrome']"
13,"['Autosomal dominant polycystic kidney disease', 'Congenital hepatic fibrosis', 'Neonatal diabetes, congenital hypothyroidism, congenital glaucoma, hepatic fibrosis, polycystic kidney syndrome', 'NPHP3-related Meckel-like syndrome']"
