,Synonyms
0,"['Accident caused by broken power line', 'Accident caused by central electric current', 'Exposure to current from electric transmission lines, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
1,"['Accident caused by broken power line', 'Accident caused by central electric current', 'Exposure to current from electric transmission lines, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
2,"['Accident caused by broken power line', 'Accident caused by central electric current', 'Exposure to current from electric transmission lines, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
3,"['Accident caused by domestic electric current', 'Accident caused by electric cooker in private dwelling', 'Exposure to domestic electrical supply, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
4,"['Accident caused by domestic electric current', 'Accident caused by electric cooker in private dwelling', 'Exposure to domestic electrical supply, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
5,"['Accident caused by domestic electric current', 'Accident caused by electric cooker in private dwelling', 'Exposure to domestic electrical supply, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
6,"['Accident caused by central electric current', 'Accident caused by central electric current', 'Accident caused by electric power distribution station', 'Accident caused by electric power generating plants', 'Accident caused by industrial electric current', 'Accident caused by industrial electrical conductors', 'Accident caused by industrial electrical control apparatus', 'Accident caused by industrial electrical equipment and machines', 'Accident caused by industrial electrical transformers', 'Exposure to electric current from independant generator, with passage of current through tissue', 'Exposure to electric current from medical equipment, with passage of current through tissue', 'Exposure to electric current from transformer', 'Exposure to electric current, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
7,"['Accident caused by central electric current', 'Accident caused by central electric current', 'Accident caused by electric power distribution station', 'Accident caused by electric power generating plants', 'Accident caused by industrial electric current', 'Accident caused by industrial electrical conductors', 'Accident caused by industrial electrical control apparatus', 'Accident caused by industrial electrical equipment and machines', 'Accident caused by industrial electrical transformers', 'Exposure to electric current from independant generator, with passage of current through tissue', 'Exposure to electric current from medical equipment, with passage of current through tissue', 'Exposure to electric current from transformer', 'Exposure to electric current, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
8,"['Accident caused by central electric current', 'Accident caused by central electric current', 'Accident caused by electric power distribution station', 'Accident caused by electric power generating plants', 'Accident caused by industrial electric current', 'Accident caused by industrial electrical conductors', 'Accident caused by industrial electrical control apparatus', 'Accident caused by industrial electrical equipment and machines', 'Accident caused by industrial electrical transformers', 'Exposure to electric current from independant generator, with passage of current through tissue', 'Exposure to electric current from medical equipment, with passage of current through tissue', 'Exposure to electric current from transformer', 'Exposure to electric current, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue', 'Exposure to electric current, with passage of current through tissue']"
9,"['Accident caused by central electric current', 'Accident caused by electric current', 'Accident caused by electric wiring or appliance', 'Accident caused by electric wiring or appliance in public building', 'Accident caused by electric wiring or appliance in residential institution', 'Accident caused by electric wiring or appliance in school', 'Accident caused by electric wiring or appliance on farm', 'Accident caused by electric wiring or appliance outdoors', 'Exposure to accidental electric arc', 'Exposure to electric current', 'Exposure to electric current, with passage of current through tissue', 'Exposure to heat flash', 'Injury due to electrical exposure', 'Microshock', 'Non-fatal electric current effects', 'Power line electric accident']"
10,"['Accident caused by central electric current', 'Accident caused by electric current', 'Accident caused by electric wiring or appliance', 'Accident caused by electric wiring or appliance in public building', 'Accident caused by electric wiring or appliance in residential institution', 'Accident caused by electric wiring or appliance in school', 'Accident caused by electric wiring or appliance on farm', 'Accident caused by electric wiring or appliance outdoors', 'Exposure to accidental electric arc', 'Exposure to electric current', 'Exposure to electric current, with passage of current through tissue', 'Exposure to heat flash', 'Injury due to electrical exposure', 'Microshock', 'Non-fatal electric current effects', 'Power line electric accident']"
11,"['Accident caused by central electric current', 'Accident caused by electric current', 'Accident caused by electric wiring or appliance', 'Accident caused by electric wiring or appliance in public building', 'Accident caused by electric wiring or appliance in residential institution', 'Accident caused by electric wiring or appliance in school', 'Accident caused by electric wiring or appliance on farm', 'Accident caused by electric wiring or appliance outdoors', 'Exposure to accidental electric arc', 'Exposure to electric current', 'Exposure to electric current, with passage of current through tissue', 'Exposure to heat flash', 'Injury due to electrical exposure', 'Microshock', 'Non-fatal electric current effects', 'Power line electric accident']"
12,"['Exposure of patient to medical diagnostic X-ray', 'Exposure to medical diagnostic radiation', 'Exposure to medical diagnostic X-ray', 'Overexposure to hard X-rays', 'Overexposure to soft X-rays', 'X-ray exposure accident']"
13,"['Exposure of patient to medical diagnostic X-ray', 'Exposure to medical diagnostic radiation', 'Exposure to medical diagnostic X-ray', 'Overexposure to hard X-rays', 'Overexposure to soft X-rays', 'X-ray exposure accident']"
14,"['Exposure of patient to medical diagnostic X-ray', 'Exposure to medical diagnostic radiation', 'Exposure to medical diagnostic X-ray', 'Overexposure to hard X-rays', 'Overexposure to soft X-rays', 'X-ray exposure accident']"
15,"['Atomic power plant malfunction in watercraft', 'Exposure of patient to radiation from diagnostic isotopes', 'Exposure to ionizing radiation due to atomic power plant malfunction on watercraft', 'Exposure to medical diagnostic radiation', 'Exposure to radiation from diagnostic isotopes', 'Overexposure to gamma rays', 'Overexposure to radioactive isotopes', 'Overexposure to radiobiologicals', 'Radioactive implant in situ', 'Radioactive isotope accident']"
16,"['Atomic power plant malfunction in watercraft', 'Exposure of patient to radiation from diagnostic isotopes', 'Exposure to ionizing radiation due to atomic power plant malfunction on watercraft', 'Exposure to medical diagnostic radiation', 'Exposure to radiation from diagnostic isotopes', 'Overexposure to gamma rays', 'Overexposure to radioactive isotopes', 'Overexposure to radiobiologicals', 'Radioactive implant in situ', 'Radioactive isotope accident']"
17,"['Atomic power plant malfunction in watercraft', 'Exposure of patient to radiation from diagnostic isotopes', 'Exposure to ionizing radiation due to atomic power plant malfunction on watercraft', 'Exposure to medical diagnostic radiation', 'Exposure to radiation from diagnostic isotopes', 'Overexposure to gamma rays', 'Overexposure to radioactive isotopes', 'Overexposure to radiobiologicals', 'Radioactive implant in situ', 'Radioactive isotope accident']"
18,"['Acute pulmonary radiation disease', 'Acute radiation disease', 'Acute radiation disease', 'Acute radiation pneumonitis', 'Acute radiodermatitis due to and following radiotherapy caused by ionizing radiation', 'Azoospermia', 'Azoospermia caused by radiation', 'Cataract associated with radiation', 'Chondroradionecrosis of larynx', 'Chronic pulmonary radiation disease', 'Chronic radiodermatitis due to and following radiotherapy caused by ionizing radiation', 'Cicatricial alopecia due to ionizing radiation', 'Dementia following injury caused by exposure to ionizing radiation', 'Dermatitis as late effect of radiation', 'Dermatitis as late effect of radiation', 'Dermatitis as late effect of radiation', 'Dilated cardiomyopathy secondary to radiation', 'Duodenal ulcer caused by ionizing radiation', 'Duodenitis caused by ionizing radiation', 'Early radiation dermatitis', 'Encephalopathy due to radiation damage', 'Enteritis of small intestine caused by radiation', 'Exposure of patient to medical therapeutic radiation', 'Exposure to direct ionizing radiation from nuclear explosion', 'Exposure to ionizing radiation', 'Exposure to ionizing radiation from cosmic sources', 'Exposure to ionizing radiation from fall-out from nuclear explosion', 'Exposure to ionizing radiation from geological sources', 'Exposure to ionizing radiation from industrial sources', 'Exposure to ionizing radiation from medical sources', 'Exposure to ionizing radiation from nuclear waste', 'Exposure to ionizing radiation in nuclear fuel processing', 'Exposure to ionizing radiation in nuclear weapons manufacture', 'Exposure to medical diagnostic radiation', 'Exposure to medical therapeutic radiation', 'Exposure to radiation from nuclear explosion', 'Exposure to radiation from nuclear reactor', 'Exposure to radiation from nuclear reactor because of failure of containment', 'Exposure to radiation from nuclear reactor because of meltdown', 'Exposure to radiation from nuclear reactor because of reactor malfunction', 'Fetus with radiation damage', 'Fetus with radiation damage - delivered', 'Fetus with radiation damage with antenatal problem', 'Gastric ulcer caused by ionizing radiation', 'Heart disease due to ionizing radiation', 'Injury due to direct ionizing radiation from nuclear explosion', 'Injury due to nuclear explosion', 'Injury of external auditory canal', 'Injury of sclera', 'Injury of spinal cord caused by ionizing radiation following radiotherapy procedure', 'Late effect of radiation', 'Lumbosacral plexopathy due to and following procedure caused by ionizing radiation', 'Lymphedema due to and following radiotherapy caused by ionizing radiation', 'Lymphedema due to radiation', 'Mediastinal radiation fibrosis', 'Myocarditis due to physical agent', 'Myocarditis due to radiation', 'Necrosis due to ionizing radiation', 'Necrosis of larynx', 'Neuropathic pain', 'Neuropathic pain due to radiation', 'Neuropathy due to ionizing radiation', 'Oligozoospermia', 'Oligozoospermia caused by radiation', 'Optic nerve and pathway injury', 'Oral ulceration due to radiation burn', 'Osteonecrosis caused by ionizing radiation', 'Osteoradionecrosis of bone of skull', 'Osteoradionecrosis of external auditory canal', 'Osteoradionecrosis of the frontal bone', 'Osteoradionecrosis of the nasal-orbital complex', 'Osteoradionecrosis of the sphenoid bone', 'Osteoradionecrosis of the temporal bone', 'Overexposure to artificially accelerated beams of ionized particles generated by betatrons', 'Overexposure to artificially accelerated beams of ionized particles generated by synchrotrons', 'Post-irradiation osteoporosis', 'Postirradiation vaginitis', 'Post-radiation maculopathy', 'Post-radiation pericarditis', 'Post-radiation stricture of intestine', 'Post-radiotherapy laryngitis', 'Primary malignant neoplasm of skin due to and following radiotherapy caused by ionizing radiation', 'Radiation alopecia', 'Radiation damage to artery', 'Radiation damage to brachial plexus', 'Radiation damage to optic nerve', 'Radiation dermatitis', 'Radiation dermatitis', 'Radiation esophagitis', 'Radiation gastritis', 'Radiation hepatitis', 'Radiation injury', 'Radiation injury of bone', 'Radiation injury of bone marrow', 'Radiation injury of cranial nerve', 'Radiation injury of eyelid', 'Radiation injury of nervous system following radiotherapy procedure', 'Radiation injury of peripheral nerve', 'Radiation middle ear effusion', 'Radiation myelitis', 'Radiation pneumonitis', 'Radiation polyneuropathy', 'Radiation recall syndrome', 'Radiation respiratory disease', 'Radiation retinopathy', 'Radiation stomatitis', 'Radiation stricture of vein', 'Radiation thrombocytopenia', 'Radiation ulcer of esophagus', 'Radiational injury of sclera', 'Radiational injury to conjunctiva', 'Radiation-induced fibrous mediastinitis', 'Radiation-induced keratosis', 'Radiation-induced mucositis of oral mucous membranes', 'Radiation-induced skin malignancy', 'Radiation-induced stricture of esophagus', 'Radiation-induced xerostomia', 'Retinopathy as late effect of radiation', 'Sclerosing mediastinitis', 'Secondary localized osteoporosis', 'Stenosis of external auditory canal caused by ionizing radiation', 'Stricture of vein', 'Subacute radiation sickness', 'Superficial keratosis', 'Traumatic optic nerve injury', 'Ulcer of small intestine caused by radiation', 'War injury due to exposure to ionizing radiation from nuclear weapon', 'War injury due to nuclear weapons', 'Xerostomia']"
