,category,condition
0,S50.00XA,"Contusion of unspecified elbow, initial encounter"
1,S50.00XD,"Contusion of unspecified elbow, subsequent encounter"
2,S50.00XS,"Contusion of unspecified elbow, sequela"
3,S50.01XA,"Contusion of right elbow, initial encounter"
4,S50.01XD,"Contusion of right elbow, subsequent encounter"
5,S50.01XS,"Contusion of right elbow, sequela"
6,S50.02XA,"Contusion of left elbow, initial encounter"
7,S50.02XD,"Contusion of left elbow, subsequent encounter"
8,S50.02XS,"Contusion of left elbow, sequela"
9,S50.10XA,"Contusion of unspecified forearm, initial encounter"
10,S50.10XD,"Contusion of unspecified forearm, subsequent encounter"
11,S50.10XS,"Contusion of unspecified forearm, sequela"
12,S50.11XA,"Contusion of right forearm, initial encounter"
13,S50.11XD,"Contusion of right forearm, subsequent encounter"
14,S50.11XS,"Contusion of right forearm, sequela"
15,S50.12XA,"Contusion of left forearm, initial encounter"
16,S50.12XD,"Contusion of left forearm, subsequent encounter"
17,S50.12XS,"Contusion of left forearm, sequela"
18,S50.311A,"Abrasion of right elbow, initial encounter"
19,S50.311D,"Abrasion of right elbow, subsequent encounter"
20,S50.311S,"Abrasion of right elbow, sequela"
21,S50.312A,"Abrasion of left elbow, initial encounter"
22,S50.312D,"Abrasion of left elbow, subsequent encounter"
23,S50.312S,"Abrasion of left elbow, sequela"
24,S50.319A,"Abrasion of unspecified elbow, initial encounter"
25,S50.319D,"Abrasion of unspecified elbow, subsequent encounter"
26,S50.319S,"Abrasion of unspecified elbow, sequela"
27,S50.321A,"Blister (nonthermal) of right elbow, initial encounter"
28,S50.321D,"Blister (nonthermal) of right elbow, subsequent encounter"
29,S50.321S,"Blister (nonthermal) of right elbow, sequela"
30,S50.322A,"Blister (nonthermal) of left elbow, initial encounter"
31,S50.322D,"Blister (nonthermal) of left elbow, subsequent encounter"
32,S50.322S,"Blister (nonthermal) of left elbow, sequela"
33,S50.329A,"Blister (nonthermal) of unspecified elbow, initial encounter"
34,S50.329D,"Blister (nonthermal) of unspecified elbow, subs encntr"
35,S50.329S,"Blister (nonthermal) of unspecified elbow, sequela"
36,S50.341A,"External constriction of right elbow, initial encounter"
37,S50.341D,"External constriction of right elbow, subsequent encounter"
38,S50.341S,"External constriction of right elbow, sequela"
39,S50.342A,"External constriction of left elbow, initial encounter"
40,S50.342D,"External constriction of left elbow, subsequent encounter"
41,S50.342S,"External constriction of left elbow, sequela"
42,S50.349A,"External constriction of unspecified elbow, init encntr"
43,S50.349D,"External constriction of unspecified elbow, subs encntr"
44,S50.349S,"External constriction of unspecified elbow, sequela"
45,S50.351A,"Superficial foreign body of right elbow, initial encounter"
46,S50.351D,"Superficial foreign body of right elbow, subs encntr"
47,S50.351S,"Superficial foreign body of right elbow, sequela"
48,S50.352A,"Superficial foreign body of left elbow, initial encounter"
49,S50.352D,"Superficial foreign body of left elbow, subsequent encounter"
50,S50.352S,"Superficial foreign body of left elbow, sequela"
51,S50.359A,"Superficial foreign body of unspecified elbow, init encntr"
52,S50.359D,"Superficial foreign body of unspecified elbow, subs encntr"
53,S50.359S,"Superficial foreign body of unspecified elbow, sequela"
54,S50.361A,"Insect bite (nonvenomous) of right elbow, initial encounter"
55,S50.361D,"Insect bite (nonvenomous) of right elbow, subs encntr"
56,S50.361S,"Insect bite (nonvenomous) of right elbow, sequela"
57,S50.362A,"Insect bite (nonvenomous) of left elbow, initial encounter"
58,S50.362D,"Insect bite (nonvenomous) of left elbow, subs encntr"
59,S50.362S,"Insect bite (nonvenomous) of left elbow, sequela"
60,S50.369A,"Insect bite (nonvenomous) of unspecified elbow, init encntr"
61,S50.369D,"Insect bite (nonvenomous) of unspecified elbow, subs encntr"
62,S50.369S,"Insect bite (nonvenomous) of unspecified elbow, sequela"
63,S50.371A,"Other superficial bite of right elbow, initial encounter"
64,S50.371D,"Other superficial bite of right elbow, subsequent encounter"
65,S50.371S,"Other superficial bite of right elbow, sequela"
66,S50.372A,"Other superficial bite of left elbow, initial encounter"
67,S50.372D,"Other superficial bite of left elbow, subsequent encounter"
68,S50.372S,"Other superficial bite of left elbow, sequela"
69,S50.379A,"Other superficial bite of unspecified elbow, init encntr"
70,S50.379D,"Other superficial bite of unspecified elbow, subs encntr"
71,S50.379S,"Other superficial bite of unspecified elbow, sequela"
72,S50.811A,"Abrasion of right forearm, initial encounter"
73,S50.811D,"Abrasion of right forearm, subsequent encounter"
74,S50.811S,"Abrasion of right forearm, sequela"
75,S50.812A,"Abrasion of left forearm, initial encounter"
76,S50.812D,"Abrasion of left forearm, subsequent encounter"
77,S50.812S,"Abrasion of left forearm, sequela"
78,S50.819A,"Abrasion of unspecified forearm, initial encounter"
79,S50.819D,"Abrasion of unspecified forearm, subsequent encounter"
80,S50.819S,"Abrasion of unspecified forearm, sequela"
81,S50.821A,"Blister (nonthermal) of right forearm, initial encounter"
82,S50.821D,"Blister (nonthermal) of right forearm, subsequent encounter"
83,S50.821S,"Blister (nonthermal) of right forearm, sequela"
84,S50.822A,"Blister (nonthermal) of left forearm, initial encounter"
85,S50.822D,"Blister (nonthermal) of left forearm, subsequent encounter"
86,S50.822S,"Blister (nonthermal) of left forearm, sequela"
87,S50.829A,"Blister (nonthermal) of unspecified forearm, init encntr"
88,S50.829D,"Blister (nonthermal) of unspecified forearm, subs encntr"
89,S50.829S,"Blister (nonthermal) of unspecified forearm, sequela"
90,S50.841A,"External constriction of right forearm, initial encounter"
91,S50.841D,"External constriction of right forearm, subsequent encounter"
92,S50.841S,"External constriction of right forearm, sequela"
93,S50.842A,"External constriction of left forearm, initial encounter"
94,S50.842D,"External constriction of left forearm, subsequent encounter"
95,S50.842S,"External constriction of left forearm, sequela"
96,S50.849A,"External constriction of unspecified forearm, init encntr"
97,S50.849D,"External constriction of unspecified forearm, subs encntr"
98,S50.849S,"External constriction of unspecified forearm, sequela"
99,S50.851A,"Superficial foreign body of right forearm, initial encounter"
100,S50.851D,"Superficial foreign body of right forearm, subs encntr"
101,S50.851S,"Superficial foreign body of right forearm, sequela"
102,S50.852A,"Superficial foreign body of left forearm, initial encounter"
103,S50.852D,"Superficial foreign body of left forearm, subs encntr"
104,S50.852S,"Superficial foreign body of left forearm, sequela"
105,S50.859A,"Superficial foreign body of unspecified forearm, init encntr"
106,S50.859D,"Superficial foreign body of unspecified forearm, subs encntr"
107,S50.859S,"Superficial foreign body of unspecified forearm, sequela"
108,S50.861A,"Insect bite (nonvenomous) of right forearm, init encntr"
109,S50.861D,"Insect bite (nonvenomous) of right forearm, subs encntr"
110,S50.861S,"Insect bite (nonvenomous) of right forearm, sequela"
111,S50.862A,"Insect bite (nonvenomous) of left forearm, initial encounter"
112,S50.862D,"Insect bite (nonvenomous) of left forearm, subs encntr"
113,S50.862S,"Insect bite (nonvenomous) of left forearm, sequela"
114,S50.869A,"Insect bite (nonvenomous) of unsp forearm, init encntr"
115,S50.869D,"Insect bite (nonvenomous) of unsp forearm, subs encntr"
116,S50.869S,"Insect bite (nonvenomous) of unspecified forearm, sequela"
117,S50.871A,"Other superficial bite of right forearm, initial encounter"
118,S50.871D,"Other superficial bite of right forearm, subs encntr"
119,S50.871S,"Other superficial bite of right forearm, sequela"
120,S50.872A,"Other superficial bite of left forearm, initial encounter"
121,S50.872D,"Other superficial bite of left forearm, subsequent encounter"
122,S50.872S,"Other superficial bite of left forearm, sequela"
123,S50.879A,"Other superficial bite of unspecified forearm, init encntr"
124,S50.879D,"Other superficial bite of unspecified forearm, subs encntr"
125,S50.879S,"Other superficial bite of unspecified forearm, sequela"
126,S50.901A,"Unspecified superficial injury of right elbow, init encntr"
127,S50.901D,"Unspecified superficial injury of right elbow, subs encntr"
128,S50.901S,"Unspecified superficial injury of right elbow, sequela"
129,S50.902A,"Unspecified superficial injury of left elbow, init encntr"
130,S50.902D,"Unspecified superficial injury of left elbow, subs encntr"
131,S50.902S,"Unspecified superficial injury of left elbow, sequela"
