,Synonyms
0,"['Compression of sphenobasilar synchondrosis', 'Membranous articular strain', 'Somatic dysfunction of cranium', 'Somatic dysfunction of head region', 'Somatic dysfunction of occipitocervical region', 'Somatic dysfunction of sphenobasilar synchondrosis', 'Sphenobasilar extension', 'Sphenobasilar synchondrosis lateral strain']"
1,"['Cervical segmental dysfunction', 'Cervical somatic dysfunction', 'Cervicothoracic segmental dysfunction', 'Finding of sensation of musculoskeletal structure of neck', 'Pain in cervical spine', 'Somatic dysfunction of cervicothoracic region', 'Somatic dysfunction of thoracic region', 'Thoracic segmental dysfunction']"
2,"['Somatic dysfunction of bilateral chest wall', 'Somatic dysfunction of chest wall', 'Somatic dysfunction of left chest wall', 'Somatic dysfunction of right chest wall', 'Somatic dysfunction of thoracic region', 'Somatic dysfunction of thoracolumbar region', 'Thoracic segmental dysfunction']"
3,"['ERS-extended, rotated, and sidebent vertebral position', 'FRS - flexed, rotated, and sidebent vertebral position', 'Lumbar segmental dysfunction', 'NSR-neutral, sidebent, and rotated vertebral position', 'Psoas syndrome', 'Somatic dysfunction of lumbar region', 'Somatic dysfunction of lumbosacral region', 'Somatic dysfunction of thoracolumbar region']"
4,"['Anterior sacrum', 'Anterior translated sacrum', 'Backward sacral torsion', 'Bilateral sacral extension', 'Bilateral sacral flexion', 'Bilateral somatic dysfunction of sacroiliac joints', 'Finding of movement of sacrum', 'Finding of movement of sacrum', 'Forward sacral torsion', 'Posterior sacrum', 'Posterior translated sacrum', 'Rotation dysfunction of the sacrum', 'Sacral base declination', 'Sacral extension', 'Sacral flexion', 'Sacral shear', 'Sacral torsion', 'Somatic dysfunction of bilateral lower extremties', 'Somatic dysfunction of left lower extremity', 'Somatic dysfunction of left sacroiliac joint', 'Somatic dysfunction of right lower extremity', 'Somatic dysfunction of right sacroiliac joint', 'Somatic dysfunction of sacral region', 'Somatic dysfunction of sacral spine', 'Somatic dysfunction of sacrococcygeal region', 'Somatic dysfunction of sacroiliac joint', 'Somatic dysfunction of sacroiliac region', 'Unilateral sacral flexion']"
5,"['Abnormal muscle function', 'Anterior iliac rotation', 'Anterior pubic shear', 'Downslipped innominate', 'Female pelvic floor dysfunction', 'Inferior innominate shear', 'Inferior pubic shear', 'Inflared innominate', 'Instability of pelvic floor', 'Outflared innominate', 'Paresis of lower extremity', 'Pelvic floor dysfunction', 'Pelvic girdle weakness', 'Posterior pubic shear', 'Proximal muscle weakness', 'Pubic compression', 'Pubic gapping', 'Somatic dysfunction of abdominal region', 'Somatic dysfunction of hip region', 'Somatic dysfunction of ilium', 'Somatic dysfunction of innominate bone', 'Somatic dysfunction of pelvic region', 'Somatic dysfunction of pubic bone', 'Somatic dysfunction of pubic region', 'Superior innominate shear', 'Superior pubic shear']"
6,"['Somatic dysfunction of ankle region', 'Somatic dysfunction of bilateral lower extremties', 'Somatic dysfunction of knee region', 'Somatic dysfunction of left lower extremity', 'Somatic dysfunction of lower limb', 'Somatic dysfunction of right lower extremity']"
7,"['Proximal muscle weakness', 'Shoulder girdle weakness', 'Somatic dysfunction of acromioclavicular region', 'Somatic dysfunction of bilateral upper extremities', 'Somatic dysfunction of elbow', 'Somatic dysfunction of forearm', 'Somatic dysfunction of hand', 'Somatic dysfunction of left upper extremity', 'Somatic dysfunction of right upper extremity', 'Somatic dysfunction of scapulothoracic joint', 'Somatic dysfunction of sternoclavicular region', 'Somatic dysfunction of upper limb']"
8,"['Depressed rib', 'Exhalation rib dysfunction', 'Finding of movement of ribs', 'Finding of movement of ribs', 'Inhalation rib dysfunction', 'Somatic dysfunction of bilateral sternochondral regions', 'Somatic dysfunction of costochondral region', 'Somatic dysfunction of costovertebral joint structure', 'Somatic dysfunction of left sternochondral region', 'Somatic dysfunction of rib', 'Somatic dysfunction of right sternochondral region', 'Somatic dysfunction of sternochondral region']"
9,"['Acute somatic dysfunction', 'Chronic somatic dysfunction', 'Mirror image motion asymmetries', 'Segmental and somatic dysfunction', 'Segmental dysfunction', 'Somatic dysfunction', 'Somatic dysfunction of abdominal region', 'Somatic dysfunction of back', 'Somatic dysfunction of back region', 'Somatic dysfunction of ligament', 'Somatic dysfunction of region of trunk', 'Somatic dysfunction of trunk region', 'Visceral dysfunction']"
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[]
17,"['Non-traumatic subluxation of acromioclavicular joint', 'Non-traumatic subluxation of joint', 'Subluxation of acromioclavicular joint']"
18,[]
19,['Subluxation complex ']
20,[]
21,[]
22,[]
23,[]
24,[]
25,[]
26,[]
27,[]
28,[]
29,[]
30,[]
31,[]
32,[]
33,[]
34,[]
35,[]
36,[]
37,[]
38,[]
39,[]
40,[]
41,[]
42,[]
43,[]
44,[]
45,[]
46,[]
47,[]
48,[]
49,[]
50,[]
51,[]
52,[]
53,[]
54,[]
55,[]
56,[]
57,[]
58,[]
59,[]
60,[]
61,[]
62,[]
63,[]
64,[]
65,[]
66,[]
67,[]
68,[]
69,"['Osseous and subluxation stenosis of intervertebral foramina', 'Stenosis of intervertebral foramina']"
70,[]
71,[]
72,[]
73,[]
74,[]
75,[]
76,[]
77,[]
78,[]
79,"['Connective tissue and disc stenosis of intervertebral foramina', 'Narrowing of intervertebral disc space', 'Stenosis of intervertebral foramina']"
80,[]
81,[]
82,[]
83,[]
84,[]
85,[]
86,[]
87,[]
88,[]
89,[]
90,"['Key lesion', 'Lesion of lumbar spine', 'Lesion of thoracic spine', 'Stenosis of intervertebral foramina']"
