,Synonyms
0,"['Clear cell carcinoma of kidney', 'Clear cell carcinoma of right kidney', 'Primary malignant neoplasm of left kidney', 'Primary malignant neoplasm of right kidney', 'Primary malignant neoplasm of right kidney', 'Renal cell carcinoma of bilateral kidneys']"
1,"['Clear cell carcinoma of kidney', 'Clear cell carcinoma of left kidney', 'Primary malignant neoplasm of left kidney', 'Primary malignant neoplasm of right kidney', 'Renal cell carcinoma of bilateral kidneys']"
2,"['11p partial monosomy syndrome', 'Acquired cystic disease associated renal cell carcinoma', 'Adrenal gland involved by direct invasion of renal tumor', 'Adrenal gland involved by metastasis from renal tumor', 'Chromophobe renal cell carcinoma', 'Clear cell carcinoma of kidney', 'Clear cell papillary renal cell carcinoma', 'Collecting duct carcinoma of kidney', 'Cystadenocarcinoma of kidney', 'Familial renal cell carcinoma', 'Hereditary clear cell renal cell carcinoma', 'Hereditary papillary renal cell carcinoma', 'Local recurrence of malignant tumor of kidney', 'Malignant tumor of kidney', 'Malignant tumor of kidney parenchyma', 'Metastasis from malignant tumor of kidney', 'MiT family translocation renal cell carcinoma', 'Mucinous tubular and spindle cell renal carcinoma', 'National Wilms Tumor Study Group Stage finding', 'National Wilms Tumor Study Group Stage finding', 'National Wilms Tumor Study Group Stage finding', 'National Wilms Tumor Study Group Stage finding', 'National Wilms Tumor Study Group Stage finding', 'National Wilms Tumor Study Group Stage I', 'National Wilms Tumor Study Group Stage II', 'National Wilms Tumor Study Group Stage III', 'National Wilms Tumor Study Group Stage IV', 'National Wilms Tumor Study Group Stage V', 'Nephroblastoma', 'Nephroblastoma', 'Papillary cystadenocarcinoma of kidney', 'Papillary renal cell carcinoma', 'pN1: Metastasis in a single regional lymph node ', 'pN2: Metastasis in more than one regional lymph node ', 'Primary malignant neoplasm of kidney', 'pT1: Tumor 7 cm or less in greatest dimension, limited to the kidney ', 'pT1a: Tumor 4 cm or less in greatest dimension, limited to the kidney ', 'pT1b: Tumor more than 4 cm but not more than 7 cm in greatest dimension, limited to the kidney ', 'pT2: Tumor more than 7 cm in greatest dimension, limited to the kidney ', ""pT3: Tumor extends into major veins or invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota's fascia "", ""pT3a: Tumor directly invades adrenal gland or perirenal and/or renal sinus fat but not beyond Gerota's fascia "", 'pT3b: Tumor grossly extends into the renal vein or its segmental ', 'pT3c category', 'pT3c: Tumor grossly extends into vena cava above diaphragm or invades the wall of the vena cava ', ""pT4: Tumor invades beyond Gerota's fascia "", 'Renal cell carcinoma', 'Renal cell carcinoma of kidney except renal pelvis', 'Renal medullary carcinoma', ""Renal tumor extends beyond Gerota's fascia macroscopically"", 'Renal tumor extends into major vein  macroscopically', 'Renal tumor invades renal vein macroscopically', 'Renal tumor invasion into adrenal gland macroscopically', 'Renal tumor invasion into perinephric tissue macroscopically', 'Sarcoma of kidney', 'T1: Kidney tumor < 7.0 cm in greatest dimension limited to the kidney', 'T2: Renal tumor > 7.0 cm in greatest dimension limited to the kidney', ""T3: Renal tumor extends into major veins or invades the adrenal gland or perinephric tissues but not beyond Gerota's fascia"", ""T3a: Renal tumor invades the adrenal gland or perinephric tissues but not beyond Gerota's fascia"", 'T3b: Renal tumor grossly extends into the renal vein or vena cava below the diaphragm', 'T3c: Renal tumor grossly extends into the vena cava above the diaphragm', ""T4: Renal tumor invades beyond Gerota's fascia"", 'Transitional cell carcinoma of kidney', 'Tubulocystic renal cell carcinoma', 'WAGR syndrome']"
3,"['Malignant tumor of renal pelvis', 'Primary malignant neoplasm of renal pelvis', 'Primary malignant neoplasm of right kidney', 'Transitional cell carcinoma of kidney', 'Transitional cell carcinoma of right renal pelvis']"
4,"['Malignant tumor of renal pelvis', 'Primary malignant neoplasm of left kidney', 'Primary malignant neoplasm of renal pelvis', 'Transitional cell carcinoma of kidney', 'Transitional cell carcinoma of left renal pelvis']"
5,"['Carcinoma of renal pelvis', 'Malignant tumor of pelviureteric junction', 'Malignant tumor of renal calyx', 'Malignant tumor of renal pelvis', 'pN1: Metastasis in a single lymph node, 2 cm or less in greatest dimension ', 'pN2: Metastasis in a single lymph node, more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, none more than 5 cm in greatest dimension ', 'pN3: Metastasis in a lymph node, more than 5 cm in greatest dimension ', 'Primary malignant neoplasm of renal pelvis', 'pT1: Tumor invades subepithelial connective tissue ', 'pT2: Tumor invades muscularis ', 'pT2: Tumor invades muscularis propria ', 'pT3: Tumor invades beyond muscularis into peripelvic fat or renal parenchyma ', 'pT3: Tumor invades beyond muscularis into periureteric fat or renal parenchyma ', 'pT4: Tumor invades adjacent organs, or through the kidney into the perinephric fat ', 'pTa: Non-invasive papillary carcinoma ', 'T2: Renal pelvis/ureter tumor invades the muscularis', 'T3: Renal pelvis tumor invades beyond muscularis peripelvic fat or the renal parenchyma', 'T4: Renal pelvis/ureter tumor invades adjacent organs, or through the kidney into the perinephric fat', 'Tumor of pelviureteric junction', 'Tumor of renal calyx']"
6,"['Primary malignant neoplasm of ureter', 'Transitional cell carcinoma of right ureter', 'Transitional cell carcinoma of ureter']"
7,"['Primary malignant neoplasm of ureter', 'Transitional cell carcinoma of left ureter', 'Transitional cell carcinoma of ureter']"
8,"['Carcinoma of ureter', 'Malignant tumor of ureter', 'pN1: Metastasis in a single lymph node, 2 cm or less in greatest dimension ', 'pN2: Metastasis in a single lymph node, more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, none more than 5 cm in greatest dimension ', 'pN3: Metastasis in a lymph node, more than 5 cm in greatest dimension ', 'Primary malignant neoplasm of ureter', 'pT1: Tumor invades subepithelial connective tissue ', 'pT2: Tumor invades muscularis ', 'pT2: Tumor invades muscularis propria ', 'pT3: Tumor invades beyond muscularis into periureteric fat ', 'pT4: Tumor invades adjacent organs, or through the kidney into the perinephric fat ', 'pTa: Non-invasive papillary carcinoma ', 'T2: Renal pelvis/ureter tumor invades the muscularis', 'T3: Ureteral tumor invades beyond muscularis into periureteric fat', 'T4: Renal pelvis/ureter tumor invades adjacent organs, or through the kidney into the perinephric fat', 'Transitional cell carcinoma of ureter']"
9,"['Malignant tumor of trigone of urinary bladder', 'Neoplasm of trigone of urinary bladder', 'Primary malignant neoplasm of trigone of urinary bladder']"
