,Synonyms
0,"['Actively extending plaque psoriasis', 'Chronic large plaque psoriasis', 'Chronic small plaque psoriasis', 'Chronic stable plaque psoriasis', 'Plaque psoriasis', 'Psoriasis vulgaris']"
1,"['Acute generalized pustular flare of preexisting plaque psoriasis', 'Acute generalized pustular psoriasis de novo', 'Childhood pustular psoriasis', 'Circinate and annular pustular psoriasis', 'Exanthematous disorder', 'Generalized pustular psoriasis', 'Generalized pustular psoriasis of pregnancy', 'Generalized pustular psoriasis of von Zumbush', 'Generalized pustular psoriasis, exanthematous type', 'Impetigo herpetiformis', 'Infantile pustular psoriasis', 'Localized pustular psoriasis', 'Pustular psoriasis', 'Pustular psoriasis in children']"
2,"['Acrodermatitis continua', 'Acrodermatitis continua of Hallopeau', 'Gianotti-Crosti syndrome', 'Gianotti-Crosti syndrome', 'Localized acrodermatitis continua of Hallopeau']"
3,"['Localized pustular psoriasis', 'Psoriasis palmaris', 'Psoriasis plantaris', 'Pustular bacterid', 'Pustular psoriasis of palms and soles', 'SAPHO syndrome', 'Sterile multifocal osteomyelitis with periostitis and pustulosis', 'Transient neonatal pustulosis']"
4,"['Acute guttate psoriasis', 'Chronic guttate pattern psoriasis', 'Chronic small plaque psoriasis', 'Guttate flare of psoriasis with preexisting plaques', 'Guttate psoriasis', 'Maculopapular eruption', 'Plaque psoriasis']"
5,"['Iritis in psoriatic arthritis', 'Psoriasis with arthropathy', 'Psoriatic arthritis']"
6,"['Psoriatic arthritis', 'Psoriatic arthritis with distal interphalangeal joint involvement']"
7,"['Arthritis mutilans', 'Psoriasis with arthropathy', 'Psoriatic arthritis mutilans']"
8,"['Psoriatic arthritis', 'Psoriatic arthritis with spine involvement', 'Spondylitis']"
9,"['Iritis in psoriatic arthritis', 'Juvenile psoriatic arthritis', 'Juvenile psoriatic arthritis with psoriasis', 'Juvenile psoriatic arthritis without psoriasis', 'Psoriasis with arthropathy', 'Psoriasis with arthropathy', 'Psoriatic arthritis']"
10,"['Psoriasis with arthropathy', 'Psoriatic dactylitis']"
