,Synonyms
0,[]
1,[]
2,[]
3,['Counseling of perpetrator of non-parental child abuse']
4,[]
5,['Counseling of perpetrator of partner abuse']
6,['Abuse counseling of domestic violence victim']
7,['Abuse counseling of domestic violence offender']
8,[]
9,['Sexual orientation confusion']
10,[]
11,[]
12,['Educated about risk of unprotected sexual intercourse']
13,[]
14,"['Caregiver reassured', 'Reassurance given', 'Unexpected death-Coroner told']"
15,"['Health condition feared but not present', 'Worried well']"
16,"['Asked to come in - investigation result', 'Family education about diagnostic test', 'Informed of international normalized ratio result', 'Partially informed of test results', 'Patient asked to attend', 'Patient informed - test result', 'Test result to patient by telephone', 'Test result to patient personally']"
17,"['Educated about weight management', 'Family education about dietary regime', 'Has seen dietitian - diabetes', 'Has seen dietitian - obesity', 'Patient advised about safe drinking - water', 'Patient advised about weight management', 'Patient advised clear fluids', 'Recommended thickened fluids', 'Seen by community-based dietetics service', 'Seen by dietetics service', 'Seen by dietitian', 'Seen by hospital-based dietetics service', 'Sees or has seen dietician', 'Wants to lose weight', 'Weight gain advised', 'Weight loss advised', 'Weight maintenance regimen']"
18,[]
19,[]
20,"['Substance misuse clinical management plan agreed', 'Substance misuse monitoring status']"
21,[]
22,[]
23,['Patient advised about the risks of HIV']
24,[]
25,[]
26,[]
27,[]
