,Synonyms
0,"['Delayed passage of meconium', 'Finding of passage of meconium', 'Finding of passage of meconium', 'Has not passed meconium', 'Liveborn with prelabor fetal distress', 'Liveborn with prelabor meconium in liquor', 'Meconium ileus', 'Meconium plug', 'Perforation of intestine co-occurrent and due to meconium ileus', 'Perinatal intestinal obstruction', 'Perinatal intestinal obstruction']"
1,"['Neonatal obstruction of intestine', 'Transitory ileus of newborn', 'Transitory ileus of prematurity']"
2,"['Bolus obstruction of intestine', 'Intestinal obstruction by inspissated milk in newborn']"
3,"['Acute gastric ulcer with hemorrhage AND obstruction', 'Acute gastric ulcer with hemorrhage AND perforation', 'Acute gastric ulcer with hemorrhage, with perforation AND with obstruction', 'Acute gastric ulcer with obstruction', 'Acute gastric ulcer with perforation AND obstruction', 'Acute peptic ulcer with hemorrhage AND obstruction', 'Acute peptic ulcer with hemorrhage, with perforation AND with obstruction', 'Acute peptic ulcer with perforation AND obstruction', 'Acute peptic ulcer with perforation AND obstruction', 'Concretion of intestine', 'Congenital fecaliths', 'Congenital fecaliths causing obstruction', 'Dynamic ileus', 'Fetal intrauterine intestinal perforation due to in utero intraluminal obstruction', 'Fetal intrauterine perforation of intestine', 'Gastric ulcer with hemorrhage, with perforation AND with obstruction', 'Impaction of intestine', 'Intestinal obstruction in newborn due to guanylate cyclase 2C deficiency', 'Meconium ileus', 'Neonatal intestinal perforation due to in utero intestinal volvulus', 'Neonatal intestinal perforation with in utero intraluminal obstruction', 'Obstructive ileus of small intestine with impaction', 'Perinatal intestinal obstruction', 'Spastic ileus of the newborn']"
4,"['Acute intestinal obstruction', 'Extrinsic intestinal obstruction', 'Gastrointestinal obstruction', 'Intestinal luminal obstruction', 'Intestinal obstruction', 'Large bowel obstruction', 'Neonatal obstruction of intestine', 'Obstruction of colon', 'Perinatal intestinal obstruction', 'Small bowel obstruction', 'Subacute intestinal obstruction']"
5,[]
6,[]
7,[]
8,"['Acute radiation enteritis', 'Colitis', 'Enteritis due to radiation', 'Gastroenteritis', 'Necrotic enteritis', 'Necrotizing enterocolitis in fetus OR newborn', 'Neonatal necrotizing enterocolitis', 'Noninfectious enteritis', 'Noninfectious gastroenteritis', 'Non-infective enteritis and colitis', 'Perinatal necrotizing enterocolitis']"
9,"['Delayed perforation of colon', 'Fecal peritonitis', 'Fetal intrauterine intestinal perforation due to in utero intraluminal obstruction', 'Fetal intrauterine intestinal perforation due to in utero volvulus', 'Fetal intrauterine intestinal perforation with congenital atresia of intestinal tract', 'Fetal intrauterine intestinal perforation with congenital stenosis of intestinal tract', 'Fetal intrauterine perforation of intestine', 'Fetal intrauterine perforation of intestine', 'Gastrointestinal perforation', 'Inflammatory perforation of small intestine', 'Meconium ileus', 'Meconium peritonitis', 'Neonatal intestinal perforation co-occurrent and due to intestinal atresia', 'Neonatal intestinal perforation due to in utero intestinal volvulus', 'Neonatal intestinal perforation with congenital intestinal stenosis', 'Neonatal intestinal perforation with in utero intraluminal obstruction', 'Neonatal isolated ileal perforation', 'Neonatal perforation of intestine caused by drug', 'Neonatal peritonitis', 'Nontraumatic perforation of large intestine', 'Nontraumatic perforation of small intestine', 'Perforated ulcer of intestine', 'Perforation of colon', 'Perforation of ileum', 'Perforation of ileum', 'Perforation of intestine', 'Perforation of intestine co-occurrent and due to meconium ileus', 'Perforation of jejunum', 'Perforation of sigmoid colon', 'Perforation of small intestine', 'Perinatal intestinal obstruction', 'Perinatal intestinal perforation', 'Rupture of colon', 'Rupture of ileum', 'Rupture of intestine', 'Rupture of jejunum', 'Rupture of rectum', 'Rupture of small intestine']"
10,"['Aseptic peritonitis', 'Bacterial peritonitis', 'Fat necrosis of peritoneum', 'Fibrinous peritonitis', 'Infectious peritonitis', 'Mesenteric fat necrosis', 'Mesenteric peritonitis with mesenteric fat necrosis', 'Neonatal peritonitis', 'Peritonitis', 'Pneumococcal peritonitis', 'Primary peritonitis']"
11,"['Hematemesis AND/OR melena due to swallowed maternal blood', 'Hematemesis of newborn due to swallowed maternal blood', 'Melena', 'Melena of newborn due to swallowed maternal blood', 'Neonatal melena', 'Newborn ingestion of maternal blood']"
