,category,condition
0,P76.0,Meconium plug syndrome
1,P76.1,Transitory ileus of newborn
2,P76.2,Intestinal obstruction due to inspissated milk
3,P76.8,Other specified intestinal obstruction of newborn
4,P76.9,"Intestinal obstruction of newborn, unspecified"
5,P77.1,Stage 1 necrotizing enterocolitis in newborn
6,P77.2,Stage 2 necrotizing enterocolitis in newborn
7,P77.3,Stage 3 necrotizing enterocolitis in newborn
8,P77.9,"Necrotizing enterocolitis in newborn, unspecified"
9,P78.0,Perinatal intestinal perforation
10,P78.1,Other neonatal peritonitis
11,P78.2,Neonatal hematemesis and melena d/t swallowed matern blood
12,P78.3,Noninfective neonatal diarrhea
13,P78.81,Congenital cirrhosis (of liver)
14,P78.82,Peptic ulcer of newborn
15,P78.83,Newborn esophageal reflux
16,P78.84,Gestational alloimmune liver disease
17,P78.89,Other specified perinatal digestive system disorders
18,P78.9,"Perinatal digestive system disorder, unspecified"
